"","bacA","cpxR","dsbA","dsbC","ftnB","kbp","ldtC","ldtD","lysS","mzrA","ppiD","prfB","recJ","sbmA","slt","srkA","xerD","yaiW","yccA","yebE","yidQ","yqaE","yqjA","pval","z","inv_cof_var"
"T5127",0.071002027,0.246402288,0.103870669,0.067079534,0.146123079,0.079843873,0.080464673,0.090322645,0.26795813,0.069050098,0.103391079,0.460645515,0.136282459,0.155055357,0.141661825,0.145857114,0.119585802,0.089133281,0.065833786,0.054948323,0.215745854,0.11331585,0.241595039,0.360295250888173,0.357669712214524,1.52507160716668
"T5129",0.064503719,0.245878234,0.083086473,0.121024923,0.100426977,0.142176813,0.084164554,0.08458762,0.254230548,0.077974166,0.09934214,0.415905005,0.069910146,0.152708241,0.12150404,0.125192193,0.108008049,0.086382232,0.132137203,0.057184821,0.118524917,0.115043596,0.139120126,0.263841749758632,0.631546126034858,1.64423312770966
"T5131",0.070293114,0.237955816,0.078711655,0.075550456,0.129039837,0.136237486,0.082543608,0.065847998,0.272451073,0.081937171,0.0762347,0.405717036,0.126183029,0.14833216,0.120204587,0.077969978,0.110773781,0.080737189,0.123493842,0.066622543,0.237321059,0.104193093,0.150746358,0.294427662412558,0.540495556121504,1.6046177252519
"T5133",0.071892281,0.250938614,0.084231423,0.223279909,0.116718886,0.142265592,0.079181959,0.06421202,0.270132431,0.06896839,0.09879918,0.361686203,0.130517669,0.116148127,0.112020379,0.109152707,0.110366679,0.070506746,0.129584145,0.066977546,0.060335902,0.104105653,0.245506085,0.241440902404106,0.701675100128169,1.67474570478963
"T5135",0.106022152,0.225626606,0.056409238,0.223989907,0.108763613,0.16829086,0.1104095,0.075084503,0.269974805,0.098011573,0.087519189,0.357139635,0.062394075,0.116632888,0.154057856,0.106301232,0.140519661,0.09700247,0.101674121,0.070236837,0.20835347,0.121863075,0.188961075,0.109016854334786,1.23177349019535,1.9053874359145
"T5137",0.085866778,0.223039788,0.089646241,0.112743035,0.090068092,0.156255508,0.098886709,0.09505233,0.261563323,0.099175194,0.10656301,0.368258302,0.108270223,0.149656017,0.150502582,0.073509643,0.093950197,0.098608023,0.110917548,0.10570194,0.085528663,0.115063636,0.267087994,0.134566395065251,1.10506184940844,1.85025617588358
"T0321",0.054179726,0.436523183,0.23977261,0.185714408,0.069742621,0.1161615,0.063191728,0.094330159,0.267489851,0.074900229,0.131323364,0.235723825,0.074036978,0.056182836,0.085947128,0.183621692,0.195138904,0.06748642,0.218682081,0.083557706,0.185111241,0.451273977,0.13273811,0.431526957359459,0.172487974389984,1.44450045776336
"T2491",0.054066439,0.256318163,0.317117969,0.284348026,0.066233355,0.199460557,0.033757424,0.107930465,0.121491216,0.037182093,0.290854725,0.237817437,0.128729283,0.032256011,0.073971111,0.284352252,0.069539466,0.045074618,0.063676737,0.082544938,0.240895114,0.089515805,0.044133941,0.493849509589581,0.0154176039443551,1.37616034802748
"T0063",0.049354201,0.246399471,0.256554756,0.233688516,0.062211687,0.151654983,0.317039766,0.081393577,0.31110847,0.048554629,0.258052189,0.302732425,0.362216797,0.049530161,0.357973865,0.058104451,0.099925161,0.353913993,0.323074293,0.374751972,0.253983404,0.065654262,0.065995688,0.26757558791441,0.620161940547614,1.63927995619014
"T0056",0.056801694,0.274702403,0.21256477,0.270539775,0.054648836,0.132844982,0.072193089,0.066446635,0.213383543,0.054221557,0.113895679,0.255834128,0.26813909,0.078365985,0.0720888,0.078711089,0.274084404,0.084448699,0.080799845,0.055285351,0.253983404,0.05576766,0.066666596,0.360674061611849,0.356657636983364,1.52463126102016
"T0054",0.065533528,0.277126037,0.258283031,0.278334754,0.06727869,0.154055581,0.067016679,0.092860724,0.151770233,0.067195017,0.103602781,0.276327583,0.213037609,0.088315169,0.182606218,0.249543285,0.260674567,0.064895028,0.137578488,0.070459411,0.253983404,0.072242291,0.119649772,0.135441974771764,1.1010291982719,1.84850160039989
"T0055",0.062447477,0.285445033,0.274302643,0.265850472,0.062906076,0.148564265,0.067130232,0.087740838,0.16349196,0.063310256,0.110205832,0.282896458,0.204119113,0.085707528,0.124845987,0.240333048,0.256523933,0.062893244,0.09109819,0.065882107,0.253983404,0.066325888,0.075567777,0.231560835969897,0.733716283804078,1.68868657729325
"T1864",0.089739569,0.118548031,0.119063521,0.18727006,0.089699289,0.338590578,0.098529357,0.110986992,0.135983838,0.088723527,0.170036983,0.110138705,0.089809303,0.121826532,0.274321931,0.332003458,0.293759575,0.092397463,0.154260077,0.262195475,0.253983404,0.322117589,0.137826622,0.0898252743808977,1.34183176949649,1.95327294648815
"T1868",0.089628204,0.126181388,0.120037374,0.210683452,0.081722338,0.349240823,0.105969159,0.144621606,0.136565556,0.086225838,0.175789572,0.150465315,0.101592621,0.113282066,0.351465215,0.269941549,0.303139531,0.095505261,0.160461142,0.241049031,0.253983404,0.198166326,0.112054673,0.0578345997757601,1.57321432454258,2.05394571601149
"T1866",0.098793723,0.205128591,0.111038725,0.24280568,0.095000875,0.304280826,0.304222793,0.137894915,0.183479198,0.096256219,0.284283066,0.124676917,0.114210737,0.11167261,0.304198301,0.123488188,0.119958729,0.189088763,0.171815788,0.186216781,0.253983404,0.174926478,0.122425111,0.00770393948025262,2.42264727373702,2.42352745696315
"T1870",0.09718871,0.200217847,0.103497666,0.250690391,0.095980435,0.310959292,0.243173699,0.138874825,0.168679465,0.096094879,0.28311372,0.125770919,0.117956373,0.10863062,0.299974634,0.156834288,0.125741586,0.20439872,0.156985316,0.178951686,0.253983404,0.184514918,0.126471188,0.00353646866351374,2.69339050481524,2.54132575380066
"T0032",0.047623731,0.294963384,0.209152786,0.332205233,0.062090514,0.158962971,0.134956864,0.056247298,0.28682023,0.047953652,0.111133774,0.323384625,0.208850311,0.053798341,0.053741854,0.232658555,0.11920398,0.048077885,0.311615384,0.053701877,0.318943114,0.060916207,0.0636624,0.449916747394344,0.125871687128909,1.42421806982563
"T0060",0.038647807,0.321884472,0.099551822,0.332013716,0.229978164,0.189987033,0.341713249,0.080700188,0.31343138,0.040469339,0.216448208,0.379732508,0.366247325,0.040437311,0.109664893,0.211673292,0.166017675,0.11780017,0.240697236,0.084910129,0.253983404,0.053807699,0.040805847,0.314017007286804,0.484495841965692,1.58025268046511
"T0061",0.040378605,0.383811606,0.143396986,0.267446025,0.169609944,0.185571899,0.258763779,0.081304826,0.264513414,0.042393227,0.196329729,0.400093872,0.355591944,0.041647728,0.157231793,0.294390986,0.154936316,0.103749479,0.228762433,0.095851388,0.253983404,0.056366628,0.041552275,0.278199950352049,0.588197253455897,1.62537236676176
"T0062",0.037537101,0.408117813,0.21942098,0.250005387,0.351111138,0.168463341,0.254813087,0.067347766,0.266296718,0.037574463,0.21928454,0.389493934,0.330924214,0.047666138,0.217258068,0.301462319,0.195267469,0.162272998,0.231022051,0.299000656,0.253983404,0.045549151,0.041604895,0.165038901191237,0.97395717661101,1.79321354142335
"T0009",0.064062214,0.356157302,0.265199678,0.336751327,0.064086498,0.174536089,0.139465641,0.064712004,0.204306395,0.06402124,0.310605258,0.362714573,0.066115698,0.066313344,0.064401969,0.234637929,0.251212728,0.064288382,0.313729427,0.065194309,0.300707339,0.067371679,0.064746651,0.403284020700205,0.244855858245471,1.47598716725546
"T2674",0.053053217,0.40310196,0.341948674,0.270958464,0.051323071,0.17069189,0.051255328,0.085600626,0.322947635,0.346875478,0.233062347,0.278485836,0.146807097,0.055145871,0.055861178,0.250826733,0.286062302,0.044706269,0.228792043,0.264381533,0.321009279,0.045939068,0.269991392,0.253395918871527,0.663841380525886,1.65828454447021
"T2675",0.054820365,0.364799572,0.333434885,0.271607835,0.058758188,0.166089762,0.057876986,0.091241697,0.305065578,0.323463356,0.181922571,0.287571534,0.139683294,0.061221403,0.064171149,0.241432016,0.307903234,0.0547289,0.205215917,0.209150657,0.307594408,0.054968759,0.271406882,0.203549629667981,0.82900909752871,1.73014774739494
"T1863",0.072312257,0.136153175,0.262223243,0.244819689,0.074428032,0.252833542,0.08212641,0.19319487,0.116376458,0.07157424,0.17170598,0.265110338,0.082667835,0.099452462,0.381143613,0.07386408,0.187784737,0.075057919,0.20511391,0.075209614,0.253983404,0.075832279,0.14417737,0.170001784585514,0.954158200964586,1.78459915944605
"T1867",0.086222295,0.149174875,0.214089826,0.25961653,0.083306289,0.326343222,0.097998691,0.19669604,0.105494924,0.084296289,0.178301446,0.20989576,0.093104256,0.123752109,0.357173671,0.141436582,0.097307332,0.09014523,0.284302834,0.083533846,0.253983404,0.083744442,0.126069113,0.11023692087503,1.22526911323818,1.90255743154286
"T0053",0.042300189,0.038545263,0.3327127,0.334252903,0.329209838,0.181045823,0.065947448,0.080476438,0.306958668,0.045892367,0.156625394,0.283774284,0.253484876,0.039692737,0.330560261,0.038778351,0.065190151,0.08098437,0.289735047,0.057574172,0.253983404,0.055571738,0.111903404,0.496317982674258,0.00922957977189038,1.37346798631856
"T0046",0.053909239,0.279624776,0.241666913,0.270905767,0.048462646,0.116915196,0.071856575,0.058364051,0.230053773,0.051253851,0.132057187,0.257529154,0.264889235,0.079379772,0.051268982,0.053124445,0.279270878,0.097665722,0.208721079,0.048885953,0.253983404,0.049258211,0.04827857,0.408702946533926,0.230882748905792,1.46990757488602
"T0052",0.028898162,0.325125192,0.259618578,0.331391821,0.304258953,0.171719851,0.331658023,0.063142983,0.311430826,0.027864312,0.224724364,0.350867433,0.341601581,0.043219241,0.262601075,0.131163203,0.031642387,0.042554702,0.335464141,0.035403911,0.253983404,0.035693992,0.126260699,0.401872441963682,0.248503472160006,1.47757421600619
"T1865",0.085121022,0.209433026,0.238292236,0.259937379,0.075678839,0.290801496,0.114575078,0.117308675,0.207681426,0.106139005,0.33516551,0.126532795,0.086226572,0.119140532,0.075756823,0.2477942,0.138657886,0.090803531,0.297874188,0.07537608,0.253983404,0.107720356,0.092746845,0.101784367358299,1.27144963368823,1.92265022069374
"T1869",0.078359258,0.221548306,0.268658412,0.30169165,0.067094784,0.337258695,0.114253476,0.143791057,0.22152765,0.102048827,0.349175686,0.15414838,0.075337429,0.118474958,0.067215044,0.238073537,0.10075847,0.085312084,0.309215689,0.066612497,0.253983404,0.066309538,0.081695048,0.2347368503327,0.723335641602774,1.68417003973653
"T2817",0.052135317,0.352901693,0.286649672,0.291190835,0.0694588,0.148250913,0.061909294,0.073742408,0.204766321,0.10736867,0.185147834,0.174300904,0.079849811,0.079853375,0.057847298,0.305205355,0.16572802,0.050549693,0.349514433,0.063121902,0.274686277,0.056556901,0.379669947,0.401794741139387,0.248704351886502,1.47766161722969
"T0491",0.056870585,0.144188166,0.068439043,0.081287752,0.070001749,0.169461788,0.051958665,0.090292279,0.312721579,0.059718515,0.304172123,0.282683394,0.098218845,0.051326744,0.109551805,0.212831283,0.298623143,0.052697452,0.350865926,0.06551774,0.253983404,0.068990045,0.055101039,0.488790533096447,0.0281016649100866,1.3816790853669
"T0492",0.05663144,0.166679283,0.229555286,0.069647776,0.157232825,0.159822514,0.052090338,0.090207499,0.366203424,0.059485052,0.327938576,0.20731362,0.066630249,0.053603546,0.121036845,0.209849743,0.310941336,0.057458857,0.335343218,0.06527911,0.253983404,0.068769292,0.052957565,0.427700488943733,0.182231596266043,1.44873983267758
"T0493",0.062190192,0.212507577,0.250070486,0.069737476,0.073125043,0.159470395,0.0523224,0.096659799,0.299874224,0.065742739,0.276493166,0.287733076,0.106603369,0.048512486,0.115222444,0.189170976,0.223274166,0.053917019,0.313468001,0.078157983,0.253983404,0.077198511,0.048514959,0.329355367968574,0.441693884101997,1.56162987790205
"T0497",0.057996993,0.123713018,0.236662274,0.063633263,0.076999274,0.160701815,0.193079617,0.094064887,0.268433134,0.053138462,0.290778086,0.286322392,0.280841722,0.053418451,0.053996087,0.243180641,0.139085576,0.060408162,0.341227668,0.051619919,0.253983404,0.085626683,0.181844529,0.276739896238115,0.592553819684619,1.62726787520997
"T0498",0.036999255,0.352765197,0.095835304,0.131293749,0.054698084,0.174251051,0.273625876,0.084472644,0.2441797,0.037822589,0.267028934,0.347748382,0.339418102,0.05164618,0.350260459,0.31671286,0.03669747,0.040542399,0.334809744,0.045276925,0.253983404,0.066232196,0.122045639,0.466686917994008,0.083600793546531,1.40582632924555
"T0499",0.053724309,0.210988883,0.230907598,0.065921648,0.065122948,0.158369646,0.115640273,0.093786207,0.281053324,0.04861541,0.299061323,0.296811599,0.050316251,0.055323692,0.078930028,0.214196437,0.16931613,0.063392451,0.381663854,0.077634669,0.253983404,0.084266069,0.129493554,0.37069827079751,0.330004526892672,1.5130346978795
"T0690",0.407910373,0.258612392,0.320958342,0.267000056,0.042844829,0.150236851,0.089755577,0.081352903,0.371166162,0.035499282,0.207290469,0.264561545,0.042076785,0.035846117,0.264779596,0.253948971,0.30726973,0.039792684,0.152827725,0.052888915,0.253983404,0.063588463,0.069417354,0.43182295035061,0.17173495911724,1.44417282661163
"T0698",0.042387219,0.275321976,0.342664941,0.09131524,0.387326082,0.146288809,0.307442011,0.071958871,0.262000327,0.041496992,0.18795378,0.253719504,0.079409302,0.058892982,0.209825546,0.203136237,0.169781395,0.046187203,0.314550457,0.050688151,0.253983404,0.052031384,0.133954797,0.322790736404457,0.459909093467252,1.56955517535536
"T0707",0.05788886,0.328895567,0.33967103,0.336439775,0.056261087,0.136876548,0.075750866,0.069377907,0.138258761,0.055374954,0.287355835,0.339796863,0.105944501,0.083161313,0.056119145,0.39610664,0.444166426,0.064334523,0.216323579,0.056954292,0.253983404,0.33714292,0.054714822,0.491887451082065,0.0203365461916247,1.37830054195463
"T0709",0.121117831,0.260870713,0.282855851,0.292114206,0.071833847,0.152248062,0.079865118,0.095370059,0.165152308,0.072208434,0.311517785,0.179563556,0.124280253,0.085118152,0.077841344,0.170322373,0.188213909,0.073453211,0.159023658,0.079204356,0.253983404,0.313536113,0.199865932,0.0838451907941419,1.37966315750038,1.96973309234705
"T0711",0.087990975,0.215013358,0.241325999,0.266224863,0.096147103,0.166383799,0.090144091,0.110968639,0.144516134,0.089400181,0.177123996,0.241497318,0.088259522,0.093089612,0.095904706,0.20043173,0.094643674,0.087592224,0.150439445,0.089242429,0.253983404,0.098073834,0.175608451,0.0156327870716442,2.15367619631674,2.30650021054788
"T1075",0.070893513,0.255863265,0.172655849,0.214218199,0.216570526,0.194707833,0.07196909,0.107715296,0.073885104,0.073457379,0.096122763,0.340881205,0.144302513,0.075911796,0.084011273,0.361553956,0.352667623,0.069535419,0.2079254,0.086133294,0.253983404,0.082063565,0.178353881,0.229815340294158,0.739455123121582,1.69118350212766
"T1077",0.076967616,0.135397167,0.15072969,0.170649238,0.148866087,0.205089163,0.127202482,0.150649373,0.109481045,0.078261892,0.110225502,0.320732489,0.0865742,0.088363435,0.310203765,0.256811569,0.332429295,0.077620528,0.170471009,0.297094639,0.253983404,0.083958649,0.094842982,0.0985728778586645,1.28972615324846,1.93060219374119
"T1079",0.071347697,0.189015693,0.236223009,0.21604507,0.138432642,0.193973004,0.073412778,0.070439026,0.085599856,0.073594347,0.089829744,0.303178786,0.319158172,0.077394656,0.322441723,0.282975585,0.311060813,0.07046648,0.217221742,0.085715081,0.253983404,0.08254835,0.14780207,0.168252128782212,0.961095290257178,1.78761743362569
"T1703",0.053056211,0.052799423,0.223723388,0.14620265,0.053303125,0.339827335,0.06435347,0.273221881,0.324910572,0.052719208,0.053012465,0.363098866,0.074842652,0.057026264,0.39353657,0.160786258,0.220129449,0.076646632,0.19059679,0.357267097,0.253983404,0.054158536,0.07720427,0.483834716827465,0.0405314506345713,1.38708718950516
"T1918",0.229108964,0.293210556,0.207029794,0.295642607,0.046434139,0.120666095,0.043227018,0.075275285,0.271052896,0.052698979,0.227050659,0.277922499,0.27355636,0.041167508,0.07046916,0.270959314,0.122811707,0.050929808,0.22406222,0.068937077,0.218064856,0.069697529,0.277940943,0.243858977930825,0.693942999828401,1.6713815274373
"T1919",0.190363984,0.355149231,0.182942548,0.247962485,0.06673581,0.118425233,0.053950214,0.053045749,0.254618517,0.047104673,0.211273789,0.237049865,0.217630368,0.05740327,0.071877809,0.240897801,0.115946982,0.048056866,0.197270445,0.050427813,0.280498925,0.050643498,0.250134347,0.269077862150541,0.615604282273301,1.63729695414003
"T2000",0.249557748,0.189247054,0.289018202,0.298257075,0.06952761,0.141090227,0.252165171,0.071479857,0.270635148,0.065561009,0.250471986,0.257702541,0.065000581,0.091601982,0.248007034,0.208873669,0.299459808,0.065071137,0.06605504,0.065541485,0.253983404,0.066726592,0.122804728,0.143627289755985,1.06416363072903,1.83246167559289
"T2328",0.054763018,0.185500524,0.330456791,0.351474075,0.057394801,0.16163914,0.057700654,0.070470222,0.204335461,0.055327013,0.294077211,0.267472303,0.119175059,0.060875828,0.057312666,0.05567778,0.113977185,0.054987644,0.277247025,0.05528915,0.253983404,0.058230409,0.143225792,0.464808276193635,0.0883272862841986,1.40788278987171
"T2335",0.066339158,0.320021406,0.221044358,0.335204641,0.062354605,0.12172071,0.09603426,0.073320383,0.137248604,0.072511025,0.320250619,0.335584307,0.101981072,0.095578607,0.062328491,0.267369635,0.388073519,0.072217949,0.304404467,0.063011529,0.253983404,0.063498711,0.101856285,0.397936254657286,0.258692496701341,1.4820073821933
"T2336",0.062499539,0.31343621,0.217989556,0.350950701,0.057337048,0.113391991,0.100667962,0.066353205,0.134507136,0.071600968,0.34753209,0.350785817,0.093804356,0.098184683,0.056503121,0.276263082,0.419396361,0.069697318,0.304436585,0.056995971,0.253983404,0.057370234,0.094137703,0.478295986079221,0.0544307600981961,1.39313467211631
