"","bcsA","bcsB","bcsC","bcsZ","cheB","cheR","cheY","cheZ","fnr","iraD","pdeF","pepT","pitA","ravA","tap","tar","upp","uraA","viaA","xdhA","xdhB","xdhC","ydeJ","pval","z","inv_cof_var"
"T1715",0.041942711,0.041209275,0.041526545,0.061926328,0.11267184,0.100437583,0.167608546,0.110043712,0.213750616,0.053049028,0.096969564,0.082316373,0.277106801,0.073781734,0.124674408,0.165757052,0.235794415,0.081260803,0.042252281,0.05062164,0.091844845,0.052128467,0.078787232,0.471586233455184,0.0712830727924264,1.57504811917062
"T1716",0.051469805,0.049217328,0.050103427,0.065130069,0.111808757,0.104740371,0.151122879,0.110565331,0.215664054,0.057900971,0.089422812,0.091948377,0.27002622,0.085135799,0.11941929,0.149905602,0.226556288,0.09121661,0.052892273,0.055994844,0.085288378,0.056855166,0.076261667,0.364214845233838,0.347215149355949,1.75503451571617
"T1085",0.064540379,0.061982401,0.065905891,0.056338803,0.131723727,0.125615452,0.179507112,0.1294023,0.203439384,0.056285708,0.062394502,0.199897288,0.075063829,0.103407988,0.145624514,0.146076858,0.222730256,0.111627574,0.077500634,0.056297857,0.06106913,0.05628268,0.058005126,0.240783189373657,0.703785477941638,1.98762004675147
"T4796",0.093116604,0.101515236,0.093744927,0.102785219,0.095834612,0.307451632,0.284677395,0.11414765,0.305236764,0.104782348,0.10725054,0.090367049,0.089427833,0.089265311,0.132835412,0.089184948,0.091226517,0.100600111,0.101735589,0.089379926,0.222650254,0.224544157,0.128335736,0.249194121169954,0.677027916256247,1.97016648655623
"T4798",0.095210877,0.095157438,0.095029524,0.096199353,0.094945981,0.095417374,0.248361179,0.113272245,0.185746552,0.098423966,0.101559062,0.095637174,0.101905825,0.095478439,0.221193051,0.095075402,0.128325522,0.095676927,0.095038742,0.095047937,0.318090858,0.24430749,0.143785719,0.231443714807869,0.734100597181731,2.00739414891758
"T4800",0.088593547,0.101391195,0.088167928,0.235697554,0.094765514,0.246641551,0.245078191,0.151000993,0.27808441,0.11797971,0.128938804,0.086071777,0.129657134,0.085952491,0.086499025,0.085766711,0.086964283,0.101255778,0.103483655,0.269705574,0.116669258,0.220471822,0.23868969,0.176551871497061,0.928585878524129,2.13425401024982
"T4806",0.094690924,0.091715663,0.09346984,0.092725282,0.102449153,0.382492702,0.323069684,0.300379933,0.119364484,0.096919902,0.103806481,0.097834851,0.108178386,0.099204548,0.382501588,0.306397659,0.135675678,0.182133979,0.091350451,0.100122235,0.247310427,0.095427663,0.305669253,0.444808945472494,0.138787729038686,1.61908040414135
"T4811",0.085857745,0.090844606,0.085442134,0.290532716,0.086057261,0.133905899,0.288762339,0.130874151,0.152533488,0.107383817,0.119189725,0.086922849,0.11476519,0.181030063,0.236006208,0.094902897,0.090460061,0.08680726,0.088414828,0.265779366,0.238699221,0.251168214,0.184100869,0.226944363569467,0.748947702485883,2.01707869525995
"T4812",0.097189097,0.097136354,0.097192529,0.197067606,0.096744988,0.118038631,0.246002385,0.141008754,0.126665222,0.104739547,0.112115552,0.097855544,0.116398399,0.153172112,0.289238597,0.122741752,0.097142615,0.15211541,0.097132324,0.253725347,0.274200621,0.101788734,0.160782747,0.118220007140137,1.18393191774583,2.3008124402956
"T5743",0.122525718,0.122885916,0.121133371,0.292711378,0.122414454,0.144025487,0.152092967,0.164747648,0.175120722,0.121088207,0.149236244,0.121942043,0.171666171,0.12114689,0.123460788,0.12102253,0.149652678,0.121500683,0.132320097,0.196145541,0.261449259,0.262488441,0.215021434,0.0112099983344849,2.28317611144723,3.01783310643908
"T5745",0.088142108,0.095136441,0.088413558,0.228869207,0.09564246,0.217374903,0.238044869,0.251337801,0.243781801,0.11681714,0.126520664,0.089459289,0.127055014,0.09770242,0.256254041,0.116125557,0.223822706,0.108161519,0.090238917,0.098841982,0.216686606,0.257489258,0.244680907,0.123641836793954,1.15697230993947,2.2832270884156
"T5747",0.106186246,0.109635698,0.106360624,0.310698876,0.105813596,0.11574988,0.140179562,0.302532877,0.175438721,0.106088757,0.129455886,0.105814876,0.112835166,0.105916876,0.205764908,0.112650641,0.189004885,0.205243454,0.109024415,0.106335696,0.31194204,0.304155396,0.195211039,0.186445867518944,0.891069781873278,2.10978281743767
"T5755",0.11076356,0.119697809,0.117541388,0.225654442,0.113784217,0.143676064,0.273353068,0.272546572,0.184167359,0.133951626,0.146663208,0.114975844,0.275725207,0.109802094,0.22767214,0.109867592,0.111424587,0.117268285,0.129170352,0.176128639,0.09027996,0.057566051,0.117780562,0.0997452707184496,1.28300438037618,2.36543593665676
"T5757",0.105024162,0.118925458,0.094506626,0.260924528,0.102058866,0.11176242,0.123764986,0.115721566,0.209696276,0.138030006,0.152801072,0.09914945,0.260216244,0.090601063,0.196250339,0.208856449,0.123716688,0.095272513,0.123429088,0.10227487,0.11084908,0.067829505,0.067246021,0.0877219603216848,1.35491725756317,2.41234363869454
"T5759",0.102568178,0.111638895,0.10415258,0.278240508,0.098864133,0.287456272,0.325444213,0.346959406,0.197393224,0.123545413,0.137996391,0.100172949,0.100181736,0.095206234,0.237161379,0.096561054,0.108314041,0.099133796,0.108088697,0.096656862,0.344263809,0.12844998,0.335482601,0.375246595777437,0.31798911780725,1.73597080928055
"T6892",0.085305823,0.064458584,0.086418785,0.158768986,0.057786814,0.19483535,0.34120133,0.286703199,0.081986149,0.176217139,0.065382881,0.097512323,0.237785617,0.084997404,0.204288932,0.073285827,0.099446013,0.083682755,0.166296701,0.129436356,0.194638499,0.135375194,0.063663354,0.340000827465598,0.412460871139326,1.79759333127707
"T6894",0.073301072,0.104620663,0.060969891,0.165880496,0.111853304,0.127056281,0.259200362,0.218467254,0.074462689,0.18280546,0.167255961,0.118025379,0.19938777,0.10140243,0.148527741,0.117517744,0.14279764,0.099320299,0.121616291,0.132772762,0.186919813,0.166447291,0.109445534,0.0147079543598767,2.1778674197514,2.94914181045307
"T6896",0.098565683,0.104819845,0.06941475,0.104154027,0.095365219,0.11022274,0.273196214,0.104658625,0.082276176,0.107210764,0.067049173,0.105690977,0.168241106,0.115556712,0.136360257,0.119577255,0.145497361,0.116648688,0.15293826,0.13251213,0.199235908,0.153941144,0.104396768,0.0238164449594265,1.98062903894076,2.82048614321529
"T6898",0.098106063,0.101167484,0.06705037,0.136055053,0.080354271,0.127329512,0.290849245,0.177914262,0.064787826,0.173003113,0.127039461,0.126625235,0.158583242,0.075620023,0.140614724,0.127045211,0.132229023,0.126998164,0.160386499,0.128287121,0.148623686,0.144071542,0.128867188,0.012723920140254,2.2345357913066,2.9861057478153
"T6900",0.074910557,0.087904714,0.050610965,0.200177332,0.085067229,0.08690272,0.290003029,0.086907533,0.088299379,0.157386569,0.083500201,0.079538336,0.213885933,0.08619117,0.123142245,0.104794043,0.166475243,0.072467578,0.192936478,0.130253075,0.24518196,0.20673136,0.082319712,0.23855539550796,0.710957147557645,1.99229802035815
"T6902",0.098106063,0.101167484,0.06705037,0.136055053,0.080354271,0.127329512,0.290849245,0.177914262,0.064787826,0.173003113,0.127039461,0.126625235,0.158583242,0.075620023,0.140614724,0.127045211,0.132229023,0.126998164,0.160386499,0.128287121,0.148623686,0.144071542,0.128867188,0.012723920140254,2.2345357913066,2.9861057478153
"T6891",0.104471462,0.060543088,0.078674635,0.1574249,0.083432575,0.135877948,0.331424578,0.300040218,0.066156788,0.176397208,0.070872825,0.098137734,0.234009849,0.066447954,0.165472289,0.083718351,0.096806115,0.10533021,0.145496473,0.149004187,0.079583271,0.112747234,0.065871819,0.347068298471303,0.393247625870035,1.78506081666321
"T6893",0.128178404,0.064791913,0.113830055,0.162496444,0.072185541,0.130995129,0.09991446,0.259539886,0.097286715,0.178397462,0.180532137,0.100658559,0.20217796,0.125612612,0.105042901,0.064341425,0.136076296,0.087300508,0.150253199,0.137325751,0.139192619,0.16374335,0.064648726,0.0411374659992357,1.7376362285248,2.66198554090067
"T6895",0.070411802,0.114547797,0.084611166,0.14609288,0.06122979,0.061104111,0.248629203,0.081375929,0.075658645,0.175922958,0.089267743,0.120336148,0.231290093,0.069315401,0.075386964,0.103090565,0.16557089,0.141852379,0.175277447,0.174981333,0.12742462,0.182037116,0.062274403,0.137175844750219,1.09309591471363,2.24156146423663
"T6897",0.082561012,0.112273836,0.097723425,0.15922932,0.105366851,0.084698045,0.082936928,0.258635752,0.083910073,0.172030995,0.135139204,0.111937773,0.200681052,0.096121153,0.118835432,0.104210377,0.113042993,0.111233498,0.129850757,0.125051874,0.102693009,0.136200243,0.08467448,0.0160208634808776,2.14388968410884,2.9269786379896
"T6899",0.076670861,0.066692839,0.089643982,0.194898082,0.102629985,0.27251857,0.065176994,0.072234377,0.106965389,0.072679094,0.104057244,0.107337381,0.262188905,0.094284115,0.128729619,0.082829541,0.161897687,0.14046272,0.132230858,0.124319301,0.076198544,0.138862411,0.070085435,0.214724084762657,0.790136304893118,2.04394540904818
"T6901",0.102092929,0.097363474,0.095314543,0.095596219,0.147345864,0.112887995,0.103495402,0.242686543,0.101097383,0.15463939,0.146746456,0.113037787,0.182167558,0.097740299,0.12091558,0.112648567,0.113537648,0.109373332,0.15102223,0.129493758,0.095706,0.123527786,0.096564964,0.00114942642422655,3.04863279662007,3.51712913679474
"T2458",0.052975389,0.045404043,0.042979293,0.042988283,0.074751932,0.069455043,0.115118573,0.078194166,0.352199991,0.043116552,0.043124348,0.061264109,0.239938841,0.02626342,0.117944233,0.096636186,0.109170079,0.078884801,0.059660995,0.043006134,0.025010355,0.043912051,0.095019717,0.475258362388775,0.0620578981145137,1.56903067470219
"T8308",0.048961813,0.046546193,0.049500605,0.041874938,0.08347244,0.081421045,0.103281297,0.086932266,0.042004667,0.042189067,0.043552056,0.152882426,0.237567453,0.065309264,0.092651205,0.112502824,0.08897162,0.072792808,0.04524287,0.042523566,0.042636961,0.042088664,0.042616773,0.445418830786369,0.137244343362736,1.61807367658088
"T8315",0.0570949,0.05405875,0.058088804,0.077895441,0.101172485,0.109309372,0.137946851,0.113653637,0.058624418,0.066711809,0.103032858,0.06702421,0.125874322,0.089898776,0.120004732,0.137051459,0.362824678,0.238226858,0.062451817,0.062040549,0.095083595,0.066814327,0.090779266,0.48400825240829,0.0400961078215413,1.55470532497935
"T2213",0.062482395,0.031477454,0.063955422,0.065936196,0.092826585,0.096698857,0.119149129,0.102902313,0.077193656,0.049238084,0.04553822,0.066977223,0.078932364,0.05129375,0.061600363,0.094783128,0.215340837,0.091893544,0.034818946,0.04634166,0.025739435,0.040652104,0.037877188,0.373694692008214,0.322083571117174,1.73864156038081
"T2143",0.05604338,0.087868035,0.067493348,0.057263461,0.08835471,0.084697644,0.106813529,0.087371886,0.276089406,0.061715402,0.127543695,0.078883181,0.177895086,0.132088997,0.092474825,0.105892307,0.283511989,0.11832567,0.099303589,0.021230579,0.056759511,0.039985865,0.057807152,0.370892357474975,0.329490841931761,1.74347321315115
"T2144",0.038209597,0.100880798,0.069964602,0.031030145,0.073096148,0.072067541,0.080760752,0.07279771,0.271551002,0.071710995,0.074878217,0.070488655,0.153163238,0.117976476,0.074516482,0.080330563,0.281826039,0.101526399,0.069778048,0.018950695,0.10906965,0.040991537,0.073655151,0.447375567458307,0.132294781424942,1.61484515081919
"T2146",0.073757562,0.045243853,0.06392781,0.159037084,0.070298808,0.066523132,0.096095367,0.068942671,0.266111939,0.069441755,0.077584731,0.061751504,0.178670972,0.06121931,0.075337133,0.094616633,0.273074175,0.134152219,0.062400914,0.040318804,0.078132249,0.031180131,0.07519171,0.433360187445057,0.167825736459602,1.63802146523017
"T2147",0.095058841,0.109959264,0.067633006,0.055364283,0.100927632,0.095645391,0.127200767,0.099556454,0.28041245,0.057348769,0.108106485,0.08642644,0.19748477,0.110397235,0.107066354,0.126139206,0.286929803,0.110212179,0.108632833,0.021374139,0.035269932,0.020196155,0.050323151,0.392608925531705,0.272525676613085,1.70631568162375
"T2148",0.03331584,0.069828868,0.080682316,0.034537421,0.091961827,0.089869391,0.106279466,0.091213248,0.268847869,0.078131545,0.075411249,0.085992191,0.17550746,0.097113031,0.094739948,0.105491949,0.276036472,0.084699346,0.081556901,0.027802379,0.077276695,0.038280502,0.076424558,0.381029796371806,0.302777288366764,1.72604835879942
"T2151",0.121204745,0.14549744,0.064723015,0.079888196,0.082958711,0.078946736,0.111451565,0.081182914,0.27441841,0.064151533,0.06343815,0.072127358,0.195747645,0.064514359,0.088903566,0.10991074,0.280738468,0.149437674,0.065744832,0.019004425,0.063416194,0.035537322,0.063495113,0.413637993411385,0.218196532295086,1.67087758745586
"T2109",0.108287205,0.078312248,0.073244636,0.077685774,0.107804947,0.102267695,0.135406844,0.105918617,0.287985272,0.062674501,0.054302652,0.092176547,0.208173561,0.047300963,0.113994029,0.133975684,0.294322434,0.088498401,0.054055538,0.030983008,0.053839574,0.057818446,0.056715358,0.42629884335712,0.185804995750473,1.64974906911234
"T2127",0.044528715,0.058281488,0.066952773,0.07258321,0.091505251,0.08703035,0.11576084,0.089951681,0.288980237,0.061707414,0.057494858,0.079049259,0.197938967,0.085860241,0.096621652,0.114633305,0.296184291,0.101040592,0.05363111,0.049866941,0.057220128,0.06487833,0.058745917,0.45070813909946,0.123872435386768,1.60935137955218
"T2114",0.097948643,0.097807587,0.069691942,0.054040288,0.112810583,0.105804555,0.145630709,0.110668257,0.271822063,0.056213561,0.035166856,0.093860676,0.221189916,0.065837297,0.119867463,0.144168732,0.276586444,0.073707602,0.09948628,0.043398551,0.044858363,0.067274888,0.048568065,0.396096396712451,0.263464225817535,1.70040503181283
"T2115",0.119457695,0.064024469,0.064978789,0.051848576,0.102615534,0.096059313,0.134729447,0.100610301,0.28445637,0.053604527,0.083369831,0.085564095,0.222287085,0.061947952,0.109331473,0.13316266,0.289350167,0.116954408,0.046281122,0.035089415,0.045254039,0.05445968,0.047535465,0.465027417101592,0.0877758479469655,1.58580611152175
"T2118",0.041638614,0.061919071,0.075315392,0.106179436,0.091826222,0.088658907,0.111094011,0.090725967,0.270120665,0.072981675,0.071001134,0.082911971,0.182221921,0.069254618,0.095614194,0.110081784,0.276882575,0.091710078,0.076307338,0.033969503,0.070874255,0.04939111,0.071512212,0.337751400614218,0.418607782113838,1.80160287003736
"T2129",0.127546724,0.12672796,0.060574598,0.051229154,0.098975343,0.092165209,0.130742335,0.096846112,0.295381235,0.052635007,0.040877573,0.080423188,0.215188166,0.060095082,0.106151354,0.129431936,0.301913139,0.12658635,0.090855153,0.042526611,0.045669109,0.053917039,0.047731606,0.459408246560278,0.101924638485564,1.59503515751102
"T2120",0.099603262,0.06004291,0.056306571,0.150219656,0.082523146,0.076516981,0.112448344,0.080771585,0.28351192,0.058272885,0.06397674,0.065786068,0.195498425,0.059278832,0.073338775,0.111163667,0.290133652,0.142962293,0.056874146,0.028846901,0.064430377,0.033560081,0.061840022,0.486075127829011,0.0349115688140367,1.55132352716399
"T2121",0.117572673,0.142613929,0.061275101,0.063738686,0.070196487,0.06720642,0.092154141,0.069212501,0.286856326,0.06346475,0.064270718,0.062980938,0.19008382,0.155690568,0.073972728,0.090815869,0.294099118,0.125263504,0.150659893,0.038092532,0.064298766,0.050923609,0.064152135,0.414668102972668,0.21555298600346,1.6691532414608
"T2124",0.062253435,0.077703382,0.079917226,0.086320563,0.111400573,0.10669282,0.136800846,0.109820655,0.285806488,0.069105003,0.059303826,0.097688879,0.205880152,0.046022369,0.116901362,0.135593011,0.292083336,0.086629277,0.054099255,0.028958361,0.0585959,0.045326682,0.062356741,0.42810618744019,0.181197731819805,1.64674381925831
"T2142",0.053146601,0.081923704,0.065236483,0.094754279,0.087184464,0.083276219,0.108170299,0.085978182,0.282752787,0.061038724,0.059667039,0.076395069,0.1754094,0.131022811,0.091607808,0.107206732,0.291842195,0.110774041,0.066868714,0.022285172,0.05968993,0.061142613,0.05968305,0.399370411271021,0.254977053126533,1.69486897508272
"T2108",0.110172752,0.141106855,0.033387102,0.034291999,0.078992605,0.070235249,0.116881092,0.076359427,0.272859908,0.030573842,0.142279175,0.05650448,0.207430356,0.035142165,0.085420365,0.113555274,0.278959939,0.179339142,0.147429326,0.156586883,0.094520128,0.188974029,0.060825037,0.38904087068988,0.28181973018384,1.71237805477128
"T2112",0.081101481,0.1057412,0.072323482,0.088692683,0.08319502,0.080123098,0.100914957,0.082075538,0.248777586,0.080358959,0.101951527,0.075333891,0.170850214,0.116091204,0.086079275,0.09942942,0.256180664,0.117927661,0.107731013,0.034921314,0.103189074,0.073288479,0.094902674,0.104373560317553,1.25701799198392,2.34848540135037
"T2123",0.148842321,0.148956517,0.044007137,0.144655601,0.074109097,0.06818365,0.103267763,0.072023693,0.260133043,0.049207157,0.10083639,0.058066555,0.179667291,0.126589246,0.079976779,0.101178116,0.268072521,0.139438875,0.084735301,0.029790952,0.104035795,0.030020147,0.081838224,0.317828728652369,0.473779075641309,1.83759028563049
"T2141",0.06854271,0.065987524,0.062818899,0.11045619,0.096173273,0.091516912,0.117529936,0.094350985,0.265779746,0.056898315,0.079295385,0.07999746,0.19058354,0.063498736,0.099737786,0.115357777,0.274303542,0.112283448,0.065586878,0.048722298,0.081099205,0.04648635,0.068982971,0.303048339868881,0.515653152628047,1.86490412430911
"T6101",0.048719582,0.050735791,0.048306651,0.058607843,0.052826625,0.073588665,0.101539904,0.200376139,0.503936822,0.086244208,0.061202444,0.048132683,0.050964155,0.05784349,0.058522783,0.048174421,0.110151686,0.049231425,0.04813977,0.074895139,0.068485261,0.057911861,0.066665846,0.220734018255279,0.769716573746428,2.03062592161021
"T6148",0.057556467,0.058007869,0.06167402,0.061803092,0.059246977,0.078588311,0.137701223,0.255605346,0.152018426,0.086244208,0.064364122,0.061115357,0.084594017,0.080731227,0.062201027,0.0583506,0.186447541,0.057971796,0.062327267,0.074895139,0.075154953,0.064173659,0.115611429,0.357886144433833,0.364114795513797,1.7660579039816
