"","bcsA","bcsB","bcsC","bcsZ","cheB","cheR","cheY","cheZ","fnr","iraD","pdeF","pepT","pitA","ravA","tap","tar","upp","uraA","viaA","xdhA","xdhB","xdhC","ydeJ","pval","z","inv_cof_var"
"T7320",0.088310144,0.090470381,0.05959476,0.093543293,0.08849444,0.216644906,0.108369822,0.146234064,0.22594698,0.116930661,0.099275178,0.087402404,0.093598524,0.087371509,0.087545695,0.088438579,0.133558701,0.102063495,0.088546203,0.090921697,0.105715162,0.070661439,0.07937629,0.00608777578180409,2.507015084207,3.1638399448438
"T7321",0.075896189,0.121490778,0.067841282,0.119384847,0.074272093,0.19173081,0.117845424,0.178684299,0.48808897,0.144400606,0.07000268,0.074486158,0.097444763,0.074353909,0.082375617,0.074241028,0.133828995,0.105996508,0.079767628,0.080879862,0.069041515,0.071123801,0.072937276,0.0329700837077491,1.83883018237685,2.72799285448617
"T7322",0.08307106,0.136331573,0.055955263,0.08781131,0.080068648,0.225571237,0.136520012,0.122218681,0.492442853,0.134543348,0.130553731,0.081065754,0.134950488,0.081535664,0.068447664,0.081854673,0.136067136,0.105498701,0.085497042,0.089656081,0.12096311,0.067317107,0.073680547,0.0278215737678058,1.91382009046628,2.77690765809434
"T7323",0.087270046,0.099302505,0.082155589,0.086057443,0.082343114,0.247721583,0.082487749,0.286733395,0.48542287,0.083629272,0.105615838,0.083357037,0.095021735,0.083099158,0.077994254,0.083910127,0.146782328,0.096576062,0.085250591,0.093655883,0.108176988,0.101967043,0.078132989,0.234097591973124,0.725418733306733,2.00173109801889
"T7324",0.08802645,0.079226922,0.062325378,0.081622952,0.088742325,0.214910628,0.094390269,0.283792947,0.49352883,0.087719171,0.09665431,0.088539322,0.088157247,0.088648328,0.086642074,0.087454349,0.137543849,0.088450398,0.08857123,0.08871352,0.097159562,0.066655209,0.084416559,0.213737758924219,0.793518976126687,2.04615187526846
"T7326",0.079101425,0.083954863,0.071877934,0.079595885,0.080528074,0.185186199,0.076103885,0.315806259,0.488097595,0.07899218,0.090186479,0.085606546,0.084253681,0.087043386,0.0877617,0.084915929,0.146862113,0.088375824,0.081772409,0.086321656,0.075858258,0.076791661,0.085767626,0.313642706244354,0.485551186825072,1.84526905896517
"T7328",0.083871025,0.065355558,0.07022232,0.084103698,0.084566826,0.145890674,0.074915452,0.363980681,0.476241583,0.083663384,0.071856811,0.086325295,0.06224991,0.087033634,0.08629162,0.087093113,0.146244641,0.086860841,0.085283427,0.0919429,0.073438706,0.077226313,0.082012127,0.468242226122609,0.0796891962804904,1.58053130870906
"T7330",0.085118525,0.069618489,0.059183398,0.085518555,0.084980123,0.183647764,0.093895417,0.353081954,0.500743902,0.085037151,0.09726068,0.084609413,0.096158043,0.085005049,0.084814988,0.084853011,0.142195072,0.094692528,0.085352045,0.095284427,0.085248703,0.087094445,0.077832293,0.386794077880434,0.287684630782091,1.71620364235038
"T7332",0.079858106,0.098880022,0.075429917,0.079878901,0.079776941,0.131265995,0.087120255,0.281726617,0.497006009,0.079777771,0.113310566,0.079329995,0.106096301,0.078699323,0.079722384,0.07970424,0.143735053,0.085541424,0.080122527,0.087960093,0.102687969,0.084256768,0.072030117,0.143705005646386,1.06382052527375,2.22246556238145
"T7334",0.080484222,0.087546034,0.075881088,0.078777651,0.079798696,0.182280163,0.071343434,0.335481727,0.487020472,0.085825766,0.074153401,0.086968339,0.074095987,0.087955696,0.085233299,0.087023192,0.13378623,0.081468793,0.078585575,0.086504698,0.075149655,0.088211534,0.089494332,0.376564315376325,0.3145167052862,1.73370580615092
"T7338",0.080796896,0.091479515,0.078484275,0.085294025,0.080446956,0.156796782,0.084592868,0.323826,0.508942611,0.082950512,0.098869409,0.077799792,0.097082761,0.076277265,0.070473776,0.079415669,0.141617854,0.093760656,0.086070908,0.094254456,0.08444703,0.068423196,0.06717966,0.316378002763066,0.477851356182546,1.84024657376294
"T7340",0.083346035,0.077819872,0.070070915,0.081596134,0.085808109,0.082598103,0.07242872,0.333177654,0.481788366,0.082497058,0.07942789,0.087696038,0.071656081,0.089181806,0.082331993,0.08836742,0.140938124,0.084010982,0.086303626,0.087764352,0.07877948,0.070144327,0.085436458,0.372799922524831,0.32444673125841,1.7401830146531
"T7342",0.088825009,0.065401328,0.062595018,0.093225572,0.08862331,0.24641073,0.083771186,0.334223943,0.485889405,0.092988584,0.081989306,0.089444002,0.084945052,0.090208268,0.088216675,0.090425887,0.1422011,0.09845759,0.088905148,0.096125811,0.085285939,0.065797026,0.079026838,0.404737562377188,0.241103210236548,1.68581927336226
"T7344",0.086293403,0.086380348,0.077465954,0.087645446,0.087271383,0.102142196,0.070442074,0.274057572,0.474778421,0.106110949,0.087703853,0.087154426,0.085939829,0.087404627,0.085842128,0.087725334,0.140689616,0.097848843,0.086416647,0.08998273,0.085678123,0.07625795,0.07990894,0.103325996145571,1.26282523874497,2.3522733821875
"T7346",0.087682265,0.098712725,0.067749759,0.087839507,0.079962063,0.141394092,0.082019188,0.285247556,0.505446358,0.087853075,0.099188338,0.084684447,0.098245734,0.081746933,0.087736394,0.086567762,0.141585616,0.095771732,0.087017981,0.090237438,0.085300061,0.081223447,0.077717338,0.135635261031054,1.10014139087829,2.2461571237287
"T7348",0.078685711,0.078880141,0.073118498,0.079551762,0.077817432,0.154921839,0.074769948,0.341902145,0.475856499,0.080292044,0.080596926,0.085158184,0.080750123,0.085179523,0.087875507,0.084885026,0.138886513,0.081319699,0.077622106,0.080207637,0.079463504,0.077016228,0.086753369,0.39680519757104,0.261625224131677,1.69920547831836
"T7350",0.087691397,0.057207495,0.058818181,0.086501144,0.086645878,0.090503056,0.062949005,0.348312943,0.488171583,0.087875436,0.06921085,0.091313175,0.057525723,0.092322708,0.090280206,0.092222205,0.146073135,0.088729081,0.087207582,0.087186828,0.069564391,0.082632494,0.08739554,0.447267065339606,0.132569151366969,1.61502411825857
"T7352",0.080370286,0.085786526,0.079492922,0.091824122,0.079565905,0.124137374,0.076776689,0.321989213,0.491573698,0.09509525,0.083546513,0.084158708,0.085546457,0.084313971,0.084515242,0.084246193,0.140011057,0.088270214,0.079615975,0.083380172,0.082475806,0.080311935,0.082255467,0.282800468284621,0.574542223427013,1.90331659081545
"T7358",0.088357184,0.081602584,0.061549962,0.088364605,0.086526878,0.086441688,0.081039266,0.348525728,0.495818283,0.089381462,0.092584941,0.089812686,0.083966539,0.086819883,0.088990119,0.090174139,0.147975426,0.088242066,0.08938194,0.088230075,0.088246705,0.07269631,0.080749298,0.373653700567947,0.322191793493227,1.73871215222984
"T7360",0.078491007,0.093415731,0.084871788,0.078270154,0.078682209,0.078881374,0.081780166,0.349026587,0.49279693,0.078689108,0.097357716,0.080384937,0.100518702,0.08029193,0.079373398,0.080240088,0.144486777,0.085340108,0.079521739,0.079685439,0.078099619,0.104488575,0.074239806,0.397736391846169,0.259210560126645,1.69763042884044
"T7362",0.084679404,0.083593202,0.067135086,0.097570434,0.084109486,0.229171869,0.075521267,0.371421295,0.499395417,0.084561414,0.091584508,0.086027115,0.08791109,0.085855285,0.079607847,0.085709401,0.141188562,0.089018328,0.083291879,0.086256837,0.062017308,0.090684424,0.080107289,0.486642609410131,0.0334882711918661,1.55039513125795
"T7364",0.079653533,0.089991947,0.087266142,0.079340806,0.080838846,0.134193917,0.069939752,0.321658054,0.504097196,0.082166448,0.08925847,0.08282605,0.087109108,0.08299216,0.082071984,0.08253377,0.143299645,0.086052158,0.080078516,0.084205231,0.080074781,0.089902407,0.079009609,0.295584513955274,0.537142728595612,1.87892145563885
"T7366",0.085669572,0.064402821,0.056272247,0.09129576,0.083373893,0.131397681,0.07948197,0.358284535,0.497000942,0.085004426,0.081901569,0.085267412,0.082029999,0.085800767,0.085850291,0.085316016,0.142318627,0.084548246,0.084555451,0.086426597,0.072121477,0.072108763,0.077855567,0.449094921231467,0.127948356610954,1.61201004244807
"T7368",0.084544663,0.078239848,0.060213636,0.083866856,0.084083087,0.109299036,0.066842933,0.344183763,0.494558335,0.088665887,0.067151907,0.08794806,0.067700555,0.088947499,0.088439248,0.088667475,0.138174414,0.084455964,0.087045309,0.089445112,0.067054791,0.058693106,0.085691657,0.430891065854496,0.174106033328776,1.64211800962905
"T7370",0.090782266,0.067881187,0.04909846,0.084036027,0.090646486,0.083945548,0.076292943,0.346437877,0.463953166,0.080632886,0.07447246,0.086696529,0.066725224,0.079737931,0.09089235,0.081644198,0.153307466,0.091232468,0.085112064,0.100427413,0.076846682,0.058809836,0.075151468,0.457048965677004,0.10787111365001,1.59891395496844
"T7372",0.088504291,0.077580124,0.061925133,0.080687099,0.088098887,0.086550012,0.07457351,0.343803603,0.477370439,0.082360703,0.084414481,0.085822437,0.091214978,0.08239305,0.087347707,0.084946101,0.146580048,0.096506102,0.087685505,0.079284354,0.082415731,0.078123629,0.073015446,0.392897702081601,0.271774512167052,1.70582570820877
"T7374",0.084768474,0.062002907,0.060995006,0.07889598,0.084518706,0.08399412,0.076357649,0.350535536,0.473736707,0.069353111,0.078754048,0.079407325,0.092755268,0.071200467,0.084770258,0.066716311,0.146895493,0.084358218,0.077310793,0.09385049,0.082763527,0.079790639,0.065358482,0.48162584423626,0.0460734736969152,1.55860427198885
"T7382",0.085277473,0.06379092,0.062216173,0.085766879,0.086311074,0.175739317,0.068807711,0.085377816,0.491825026,0.08545498,0.074622766,0.085247095,0.07791827,0.084948458,0.085473446,0.084814736,0.117877568,0.088124567,0.085490477,0.091003029,0.079106818,0.063157039,0.077459525,0.000407706348994662,3.34750923870135,3.71208180229313
"T7404",0.087771014,0.080916838,0.057162376,0.090967345,0.08760076,0.313755962,0.097670713,0.132096953,0.494330382,0.093569613,0.08852504,0.087797258,0.108539444,0.080899156,0.093658078,0.087779847,0.123722691,0.118466331,0.076293326,0.093833622,0.10173763,0.071066586,0.076164767,0.2189102441135,0.775878906516496,2.03464551977876
"T7406",0.085438332,0.105661802,0.064938365,0.086063854,0.080900941,0.269661121,0.103870041,0.251954915,0.479121737,0.084859018,0.096285254,0.081680047,0.119829166,0.077279843,0.081037099,0.082198768,0.128431355,0.111263353,0.079643541,0.083508302,0.099474753,0.073382225,0.074623677,0.234119280604211,0.725348007023547,2.0016849643145
"T7410",0.08156391,0.085678515,0.074856382,0.130384485,0.080032319,0.303344986,0.107611202,0.292235489,0.462744367,0.09678918,0.094851149,0.079240609,0.087566611,0.07936322,0.071331736,0.08008753,0.121584322,0.120814402,0.078805904,0.080897533,0.081688071,0.070378814,0.075914249,0.399615656901881,0.254342053394949,1.69445477418619
"T7388",0.093144165,0.070095829,0.04882441,0.085075061,0.09283831,0.116565699,0.074133018,0.354304251,0.492813495,0.088388423,0.071034346,0.090649409,0.062893053,0.086549109,0.07908396,0.087047701,0.131611286,0.094205335,0.091859641,0.095030214,0.076695345,0.050467924,0.07600793,0.463548309317131,0.0914983482547996,1.58823424320144
"T7394",0.092991939,0.068071478,0.058611582,0.091041197,0.092635892,0.166107769,0.07342743,0.366632654,0.475073524,0.092572288,0.067444141,0.090567382,0.075672259,0.087621731,0.078758474,0.085004375,0.130726893,0.0934646,0.092389277,0.093619646,0.075013205,0.063782529,0.076413669,0.469673825451913,0.0760898051946792,1.57818347934699
"T7396",0.081909764,0.07830521,0.049292848,0.088263463,0.081135721,0.049365483,0.085762264,0.332321836,0.488502337,0.08180368,0.084988059,0.081295802,0.069704098,0.080675961,0.085634637,0.080614677,0.15158259,0.092135537,0.081790506,0.084570022,0.08736643,0.065348313,0.074259738,0.432011419848547,0.171255537682907,1.64025867364297
"T7398",0.084217563,0.096987665,0.080274982,0.0770815,0.098445142,0.152096341,0.066153711,0.232723859,0.496409368,0.084532603,0.091278138,0.084825655,0.09592106,0.084656726,0.084689465,0.084678501,0.136748559,0.090698969,0.084647172,0.091639041,0.076329982,0.093586065,0.077840165,0.0312074558382457,1.86333668657346,2.74397808330483
"T7400",0.082926696,0.072040806,0.069660808,0.070785407,0.08443667,0.10460377,0.072268642,0.31547624,0.497686229,0.084698711,0.073332603,0.087821557,0.070324229,0.086801319,0.068573764,0.087564477,0.138952757,0.090086632,0.082902522,0.090944973,0.072308963,0.079894699,0.086369269,0.326911744531833,0.448456894156418,1.82107300262773
"T7402",0.081111356,0.06271453,0.065891507,0.089186474,0.079933929,0.129596745,0.063569548,0.339462621,0.481526182,0.088924358,0.061177716,0.088192955,0.060094862,0.088730987,0.081613352,0.089556031,0.136518629,0.083673596,0.082077166,0.088170799,0.061316902,0.061527324,0.089247832,0.446494739801876,0.134522425078355,1.6162982096986
"T7412",0.089141654,0.120582138,0.088553699,0.13421021,0.087336008,0.323360326,0.099508176,0.093501425,0.469521699,0.121652611,0.066233902,0.082961318,0.063589028,0.081511179,0.067333742,0.084001689,0.109815648,0.118071368,0.076055209,0.095825473,0.072430507,0.112235643,0.072401995,0.267768728090468,0.619575264194493,1.93269097466445
"T7418",0.07777355,0.077929628,0.08555293,0.079436897,0.080180554,0.209920618,0.092355018,0.312076944,0.505556977,0.087658337,0.104414972,0.081252108,0.107169291,0.082218332,0.082369222,0.08166784,0.11366701,0.089762889,0.081742508,0.083419367,0.091881284,0.09615991,0.080752216,0.27881422266897,0.586367699783965,1.91103017346025
"T7420",0.083126042,0.101622006,0.085210357,0.108145383,0.089211939,0.23022013,0.090696685,0.318989827,0.504927672,0.095689806,0.111477449,0.082782066,0.082464808,0.081363005,0.082833842,0.082599703,0.128903628,0.099240274,0.080866058,0.089911871,0.077078342,0.100916858,0.073694232,0.288689751370238,0.557216521825029,1.89201529290982
"T7422",0.087961962,0.113960421,0.065956667,0.087648896,0.083121755,0.166090282,0.103646601,0.273247464,0.504520609,0.089902707,0.109904654,0.083030506,0.109889673,0.081500777,0.085183419,0.085219599,0.133847702,0.10482213,0.084677378,0.091320906,0.095153969,0.080948161,0.073288359,0.0937785489684143,1.31784034819042,2.38815892122292
"T7424",0.085026309,0.097840797,0.072713196,0.087131543,0.085024916,0.200780776,0.092008883,0.322513322,0.501423302,0.086660017,0.096790271,0.086961687,0.094701845,0.087171942,0.08696618,0.086961057,0.128435569,0.088914354,0.086555581,0.086634166,0.098975111,0.078152565,0.08214098,0.275234276334951,0.597058157406501,1.91800340023716
"T7426",0.081261171,0.078557617,0.071637684,0.080923481,0.081853198,0.181058637,0.074788446,0.329490715,0.492432612,0.082982076,0.082881995,0.086540181,0.08285328,0.089040664,0.083785714,0.086427159,0.13141475,0.088640681,0.085069208,0.079971168,0.081045202,0.081325286,0.084519205,0.348769474494806,0.388644762714943,1.78205843736974
"T7428",0.080724005,0.107624988,0.090694083,0.088254079,0.07996795,0.195633751,0.082183251,0.2793455,0.50409879,0.080885616,0.108561168,0.079302119,0.106481079,0.078443877,0.073879085,0.080233063,0.131169475,0.098540353,0.080549203,0.086784515,0.077099338,0.095406739,0.073085489,0.170948764317412,0.950422671610934,2.14849782615101
"T7430",0.08572513,0.093543376,0.078332942,0.082401625,0.080046742,0.267717715,0.089547159,0.193495914,0.493232489,0.087176639,0.103622831,0.082586283,0.098674051,0.079575258,0.088832833,0.085684325,0.127423763,0.111408978,0.081487136,0.091855864,0.088867393,0.082573108,0.076198295,0.118450081680866,1.18277037793523,2.3000547851235
"T7432",0.085721969,0.113515051,0.067091589,0.094579194,0.082432766,0.257449356,0.096363667,0.250205535,0.470451071,0.085178549,0.101657759,0.083634674,0.111536965,0.078057454,0.083254182,0.08328906,0.1155311,0.109179588,0.074498032,0.084813569,0.103083373,0.102967394,0.07444245,0.17454874704138,0.93634129282553,2.13931275184743
"T7434",0.086428052,0.071035867,0.067632765,0.089989735,0.082803771,0.167835479,0.076900712,0.34121199,0.497561573,0.080684113,0.074299506,0.089489892,0.063576614,0.091616476,0.082447545,0.090599339,0.127479334,0.08542203,0.091248727,0.082082883,0.077397384,0.063043246,0.090352528,0.40402970702214,0.242930272230139,1.68701103877274
"T7225",0.087192417,0.068982137,0.067126744,0.087012859,0.088646755,0.184865646,0.076238759,0.373938219,0.457582478,0.088766828,0.083023124,0.089665196,0.081318089,0.089703984,0.081451071,0.089487989,0.140014189,0.096029905,0.089407045,0.092992222,0.073993246,0.07806689,0.086359052,0.457742512912287,0.106122668519098,1.59777347017019
"T7226",0.085576087,0.057576031,0.059096719,0.091418076,0.084890984,0.097177226,0.072184027,0.370487101,0.485121309,0.090333193,0.075312764,0.089765325,0.072354958,0.091230697,0.090519019,0.090818897,0.143444945,0.090180435,0.085711751,0.087459554,0.075391046,0.056309476,0.087990768,0.495364508143537,0.0116197164270456,1.53613059768578
"T7227",0.078083152,0.083870116,0.080399988,0.079085762,0.078065712,0.222248886,0.081192439,0.351063851,0.465979826,0.079494222,0.09290754,0.081784131,0.093388194,0.083058908,0.079767862,0.082814235,0.135094315,0.083010765,0.078450731,0.085183439,0.084738145,0.0763158,0.080652955,0.444920831271855,0.138504564364495,1.61889570002876
"T7228",0.0858823,0.06334139,0.052186759,0.085094721,0.086462106,0.110653911,0.089470195,0.346449669,0.493360573,0.087486733,0.08525803,0.087131707,0.082592875,0.085107339,0.08728003,0.087175449,0.140022124,0.087830513,0.08676339,0.088382908,0.090254481,0.086270952,0.080687235,0.380761939985522,0.303480271602892,1.72650690432656
"T7229",0.078063975,0.080994712,0.080222368,0.076919678,0.076516637,0.185490838,0.077557327,0.376141257,0.470363229,0.086135301,0.08245999,0.082632459,0.081674282,0.083823065,0.083315669,0.084056177,0.137905802,0.079086577,0.076851264,0.078563957,0.082796358,0.082831112,0.083342786,0.495086061691086,0.0123177281853086,1.53658590039172
"T7230",0.085818132,0.063380153,0.053794805,0.085328952,0.085627977,0.08721152,0.080789986,0.372826073,0.496113138,0.087380652,0.073300587,0.087536183,0.081738068,0.087455901,0.0873242,0.088159934,0.139872302,0.08761175,0.085629933,0.084947785,0.081580629,0.069478909,0.082106921,0.497381135567492,0.00656456678204531,1.53283319863043
"T7231",0.079015478,0.117578801,0.094777136,0.083981582,0.079967436,0.199122147,0.087918604,0.355889611,0.477558006,0.093025027,0.11138875,0.077291627,0.115529095,0.075436066,0.067483233,0.075602718,0.141133004,0.08995077,0.077770461,0.092776888,0.111249456,0.109800275,0.068166781,0.365931373543851,0.342648717407657,1.75205589995797
"T7232",0.083943607,0.069909043,0.061019434,0.086249857,0.083450422,0.132417064,0.094555761,0.335531705,0.49307273,0.082818868,0.094364192,0.085767932,0.088609035,0.085959266,0.083930665,0.086259246,0.138159517,0.086823048,0.085335414,0.087401196,0.093069234,0.074140552,0.082325172,0.33162665467735,0.43542590651198,1.81257308286935
"T7233",0.080098806,0.095530326,0.069598424,0.086389389,0.080331369,0.218922768,0.091875091,0.342528345,0.47626529,0.084745861,0.114834512,0.080454287,0.108653652,0.080826546,0.080493609,0.080770867,0.138594006,0.090356006,0.080109504,0.09318408,0.113851712,0.07771259,0.076204121,0.365076355811283,0.344922397960932,1.75353898802362
"T7234",0.08565015,0.069531447,0.053216794,0.082148978,0.085446787,0.129297906,0.107181987,0.332972645,0.4862121,0.08477768,0.098352425,0.084857263,0.08443083,0.079422656,0.085539682,0.083787403,0.144531683,0.090535302,0.084926536,0.0957871,0.106341624,0.06605686,0.074598138,0.334175384916837,0.428412576639056,1.80799839192608
"T7235",0.08382656,0.100600531,0.079889427,0.087304956,0.083740392,0.155528375,0.070887903,0.335099351,0.482043597,0.090356561,0.101925641,0.083407384,0.075294191,0.080798591,0.083518513,0.0820448,0.145717939,0.089967263,0.083588701,0.091586589,0.100257969,0.085529628,0.075061247,0.313478978252367,0.486012989238908,1.84557028582294
"T7236",0.088103623,0.082224398,0.056509224,0.088362487,0.088472366,0.12828416,0.100973393,0.3184243,0.493161338,0.087678364,0.094031134,0.086335418,0.081006996,0.080949335,0.089106297,0.085363653,0.145261207,0.095374547,0.087023689,0.095169362,0.101428487,0.068910257,0.074926521,0.258733420621405,0.64725512235918,1.95074613515902
"T7444",0.08179047,0.079100382,0.083950652,0.1154799,0.079842333,0.291865213,0.081765532,0.326792404,0.499432717,0.080104467,0.078336296,0.084140305,0.094286926,0.082726247,0.084781392,0.086115196,0.121887362,0.096107143,0.081172,0.083915161,0.071666364,0.08140475,0.08434291,0.455642527405618,0.111417788362232,1.60122739822275
"T7241",0.081751125,0.111050407,0.06295103,0.090679771,0.081472562,0.087551774,0.103960301,0.352840043,0.495072779,0.105199831,0.114592069,0.07654198,0.114820279,0.076054502,0.085974306,0.078398712,0.147043587,0.101570302,0.082122519,0.086196088,0.114782702,0.069841383,0.066900249,0.358352279126039,0.362866572837269,1.76524370686312
"T7242",0.084407152,0.075458403,0.067601943,0.084293674,0.084155511,0.084004712,0.07345462,0.350612773,0.492620642,0.084121045,0.075354298,0.084704687,0.07667724,0.084706426,0.085631452,0.084772546,0.13573708,0.085499846,0.083977412,0.085311757,0.073629204,0.080972066,0.083607984,0.42971277156267,0.177105472907363,1.64407449953095
"T7243",0.079812338,0.097235669,0.077157569,0.092359843,0.079977732,0.204467798,0.091422254,0.368803796,0.510917515,0.080966972,0.095808731,0.077699443,0.073280822,0.078702944,0.080251984,0.079819876,0.151569245,0.09859503,0.080277361,0.092420402,0.07972515,0.071329256,0.075687823,0.465196982751103,0.0873491773404929,1.58552780062029
"T7244",0.085492558,0.066558887,0.06270044,0.085453018,0.084834377,0.121313416,0.074369587,0.357727991,0.503008275,0.086269043,0.079080716,0.085196693,0.075102467,0.084636057,0.084163992,0.085612725,0.143182705,0.086422552,0.08545164,0.091711021,0.072792657,0.061493161,0.080391064,0.456476084807162,0.109315605195568,1.59985617535602
"T7247",0.08453044,0.090921289,0.07241736,0.092102125,0.084638255,0.084567138,0.057334495,0.375894688,0.493243111,0.084562727,0.090418353,0.083320667,0.082148985,0.08085802,0.083786389,0.081042203,0.142632861,0.094153339,0.084697218,0.085674834,0.092542289,0.068800467,0.072117305,0.489945469638509,0.0252056387967508,1.54499249312586
"T7249",0.08220443,0.088157725,0.068719033,0.091241785,0.082345766,0.086535435,0.068754675,0.354540865,0.47966655,0.084974609,0.094406359,0.082356644,0.090321223,0.081558138,0.081624316,0.0820197,0.152163991,0.103833717,0.082406636,0.090174584,0.094113656,0.073969406,0.078004282,0.40646340343946,0.236651959745357,1.68291578875833
"T7250",0.09097871,0.063765349,0.053824403,0.08837411,0.091586537,0.093179051,0.078900224,0.368829009,0.491512037,0.088119167,0.084006336,0.08862556,0.081333668,0.084402395,0.092356412,0.086951028,0.146184829,0.092899075,0.089943647,0.093615743,0.086642045,0.064908324,0.075525657,0.463829631304014,0.0907902434802563,1.58777235697083
"T7255",0.088629511,0.079590274,0.077084798,0.110643869,0.088838818,0.132954576,0.06199279,0.370993047,0.466644146,0.086803107,0.077475805,0.086256477,0.078111101,0.084001721,0.086360465,0.085469805,0.149260156,0.107799478,0.08754513,0.093933101,0.07848109,0.077467428,0.077421193,0.434066726332058,0.166029858400047,1.63685004063684
"T7257",0.087541417,0.091577342,0.073423088,0.11144337,0.087408235,0.104411836,0.073506196,0.335778731,0.488292502,0.089025284,0.103490802,0.083092946,0.090015692,0.073039046,0.074513961,0.083999952,0.158424736,0.106708928,0.083779596,0.091699799,0.102824082,0.087726595,0.070208385,0.306261311411296,0.506475873062222,1.85891792111115
"T7448",0.078623461,0.097810184,0.088702884,0.07857527,0.08036195,0.231189148,0.06037869,0.232270334,0.500917327,0.10879503,0.084006268,0.08031537,0.097586398,0.078682035,0.095405441,0.080313178,0.123032224,0.098051099,0.07891993,0.084771807,0.084752716,0.095113973,0.079048599,0.126231447829111,1.14438767897683,2.27501832049332
"T7450",0.085580912,0.083745399,0.077565431,0.098292559,0.085899277,0.255917854,0.071868147,0.29909059,0.505605212,0.102080204,0.08386094,0.080680576,0.082351064,0.086517064,0.064583239,0.086644377,0.126023744,0.101347927,0.090033756,0.095000251,0.067308806,0.073651634,0.081665734,0.349400340298892,0.386939928320183,1.78094639920716
"T7259",0.080952476,0.079549794,0.075802736,0.116543571,0.082729683,0.141298099,0.079495155,0.321777908,0.488303397,0.080764536,0.083918666,0.084000062,0.077299817,0.083805402,0.084172245,0.082361573,0.143790028,0.102028342,0.081383,0.098144338,0.08670674,0.082562205,0.082168285,0.273405750753226,0.602544875144521,1.92158230475174
"T7260",0.085700303,0.061256258,0.063059967,0.083403427,0.08359711,0.15396683,0.073555465,0.348955283,0.489146864,0.087612796,0.073436887,0.088839193,0.071728877,0.089111103,0.087633495,0.088765156,0.141610682,0.089848886,0.087618122,0.091100898,0.072826374,0.062934422,0.084783762,0.430221370074947,0.175810602045959,1.6432298744941
"T7275",0.086164115,0.092799677,0.06209665,0.105469502,0.08627089,0.086270894,0.08763073,0.328466554,0.459561747,0.10336343,0.094552134,0.086077825,0.081534743,0.085047168,0.086311715,0.085608301,0.129976767,0.096520282,0.086166706,0.086874552,0.088433852,0.07427574,0.079179197,0.284610238367838,0.569199917371159,1.89983188389695
"T7276",0.088668646,0.079210047,0.047865449,0.088461714,0.088451747,0.112929037,0.084825507,0.353302473,0.490573762,0.088246991,0.077052169,0.086803263,0.073249015,0.08564063,0.096195108,0.085771836,0.138719896,0.093170846,0.086980607,0.088447424,0.080834708,0.068503101,0.077529498,0.417143907747489,0.209205504549047,1.66501287355451
"T7277",0.078429541,0.088486174,0.08758232,0.121625461,0.080406219,0.236729673,0.083102592,0.363432126,0.492624074,0.080449592,0.087726584,0.082379429,0.08722147,0.082363104,0.083348415,0.082369075,0.137181282,0.092265043,0.079693053,0.087375404,0.078014595,0.090404584,0.082528444,0.445893283987457,0.136043910624232,1.61729065212939
"T7278",0.083186264,0.095368643,0.072756124,0.090473083,0.085684872,0.282099431,0.095532137,0.359705113,0.500552578,0.083380918,0.099392812,0.08322357,0.083059549,0.083366174,0.08317256,0.08339808,0.142784561,0.09419887,0.083215381,0.092358821,0.071513452,0.09893874,0.078721755,0.480391567984221,0.0491708569245781,1.56062464907879
"T7279",0.081807068,0.090192578,0.083709632,0.121039843,0.081450084,0.237340752,0.093122579,0.332102095,0.483845244,0.110975163,0.096228209,0.081293978,0.100364643,0.081561232,0.08032017,0.081296601,0.137584349,0.097868554,0.081482354,0.089987645,0.100482843,0.105361619,0.077118488,0.310513316118036,0.494395867074212,1.85103831256724
"T7280",0.081842607,0.090369793,0.071540223,0.083984574,0.08042806,0.258584747,0.101413537,0.322916571,0.494307375,0.084109674,0.102607138,0.083773291,0.082352929,0.08335789,0.082947736,0.083352068,0.136283074,0.091002475,0.080770005,0.084918592,0.078185082,0.105391432,0.080617167,0.379508253100358,0.3067725463017,1.7286544062294
"T7281",0.078863276,0.099994466,0.083189314,0.122232466,0.078878253,0.204538752,0.107487376,0.316622885,0.489934845,0.108215984,0.107144811,0.075401232,0.113729452,0.076327986,0.070134894,0.075794887,0.142273914,0.102821048,0.080429265,0.093429357,0.113960017,0.106495697,0.068610721,0.233210234318396,0.728315512352048,2.00362062397922
"T7282",0.082862906,0.090336775,0.062536817,0.084881785,0.08197882,0.238966966,0.105927724,0.325796586,0.497029109,0.087125769,0.105542204,0.082984826,0.09480382,0.083124772,0.082970453,0.08299893,0.138462814,0.09578883,0.082863758,0.089439391,0.098741314,0.096535255,0.077706797,0.336934839211233,0.420843070507057,1.80306091546704
"T7283",0.078993655,0.115242344,0.086164656,0.102267931,0.078704907,0.157614497,0.106801531,0.331199314,0.493595672,0.106280142,0.132702522,0.07583681,0.117409549,0.076476111,0.066429415,0.076361591,0.146013991,0.095172071,0.080184593,0.088531409,0.110875627,0.099762581,0.069377909,0.249259461468976,0.676821960534477,1.97003214469692
"T7284",0.08189964,0.093738723,0.073275561,0.081832835,0.082058064,0.210159265,0.102402669,0.305772107,0.492115243,0.081751521,0.097749353,0.084279799,0.100185849,0.084145693,0.084417774,0.083702467,0.141368805,0.091398694,0.081101119,0.085790936,0.087916364,0.083332956,0.082596704,0.257194434815806,0.652019071092448,1.95385358818335
