"","amn","mipA","phnC","phnD","phnE_1","phnF","phnG","phnH","phnI","phnJ","phnK","phnL","phnM","phnN","phnO","phnP","phoA","phoB","phoE","phoH","psiF","ydfH","yegH","yhjC","ytfK","pval","z","inv_cof_var"
"T6036",0.099546635,0.324727832,0.092580582,0.065021463,0.060080951,0.099016185,0.054970154,0.052365643,0.138617062,0.13805046,0.045387754,0.045375158,0.191802193,0.068582943,0.068502882,0.04673841,0.045158718,0.100029235,0.057489941,0.074143,0.146212333,0.220856979,0.058756785,0.08475246,0.093129582,0.410709503724604,0.225720249794575,1.50206077988658
"T2084",0.04201551,0.152884008,0.060688988,0.042069107,0.062410926,0.0542144,0.044762662,0.042518232,0.041558274,0.041643434,0.041914972,0.048563442,0.064549828,0.044120966,0.049579657,0.041632919,0.043637587,0.041557765,0.068868002,0.042834933,0.061711739,0.050985979,0.06505229,0.042721777,0.057878786,0.0534680394347291,1.61211885326172,2.39554526691123
"T2086",0.02846591,0.130395669,0.076691163,0.028735369,0.075499477,0.066536851,0.046297816,0.039196414,0.0321901,0.030415757,0.036266652,0.057368371,0.081844841,0.045144513,0.038873807,0.034677287,0.043815711,0.031939202,0.088128251,0.040671,0.060655821,0.044475942,0.06428842,0.040023007,0.05544591,0.0932300312648921,1.32112387798339,2.20800937675446
"T6037",0.083717383,0.32882319,0.076513588,0.066066586,0.066100303,0.087580795,0.06606889,0.067486619,0.12511842,0.080528874,0.072403649,0.074940571,0.084325356,0.066648383,0.066349516,0.07421453,0.073614837,0,0.066081263,0.06636405,0.101127282,0.117318969,0.066705431,0.077005713,0.092834991,0.379949788618175,0.305612663780015,1.55354859323869
"T6039",0.07571629,0.311815599,0.070007458,0.073404955,0.074103291,0.07488028,0.074201517,0.076795989,0.12511842,0.080528874,0.082222271,0.084888174,0.084325356,0.072030807,0.075128649,0.083311423,0.084451514,0.369698759,0.073737038,0.072666707,0.101127282,0.117318969,0.071936016,0.069854608,0.076548479,0.479528859694481,0.0513360786497474,1.38967639684486
"T6130",0.070293644,0.282239415,0.063136585,0.057577853,0.057255192,0.065425011,0.056483599,0.055671524,0.103571628,0.10181116,0.056174938,0.058274392,0.151354379,0.059213682,0.058958845,0.055589967,0.057871506,0.069718064,0.056887524,0.058413371,0.120985703,0.165941397,0.060446552,0.062791403,0.061337578,0.35054017940403,0.383862503855249,1.60397782624897
"T6140",0.070823068,0.358131414,0.065388756,0.059545709,0.059610723,0.068341582,0.059724192,0.060110231,0.107299559,0.105437872,0.062866717,0.06513615,0.15432582,0.060111202,0.061247314,0.060423569,0.0646782,0.073518758,0.05964485,0.059872977,0.12481806,0.167855535,0.060467732,0.063755511,0.063707276,0.480094572652774,0.0499162280559446,1.38876135374233
"T6145",0.072832272,0.34036755,0.063231625,0.054592639,0.053622367,0.066573232,0.053232144,0.053020825,0.111432464,0.109446298,0.056115539,0.059346252,0.155546456,0.057136602,0.05419995,0.054446462,0.058869046,0.070343569,0.053412564,0.054717224,0.130171307,0.164354764,0.057914987,0.061878109,0.059467849,0.496753435847237,0.00813801932641536,1.36183678724164
"T6167",0.064450967,0.263827008,0.06091008,0.055371447,0.055735908,0.064128088,0.056540485,0.057516108,0.105137316,0.103426315,0.063714279,0.067111398,0.149947299,0.056367914,0.056075744,0.060923167,0.066561766,0.067634897,0.056024044,0.055450669,0.121435551,0.162414112,0.056315554,0.058442962,0.058964214,0.30339327616372,0.514665833851889,1.68827591044416
"T6126",0.0663691,0.308003587,0.061955928,0.057421833,0.057067974,0.064209732,0.056782667,0.056335488,0.103004575,0.101154164,0.058015633,0.060878374,0.152057908,0.058111726,0.057822513,0.057228724,0.060118064,0.068913334,0.056807699,0.057659904,0.120684661,0.165739331,0.059627859,0.061664144,0.060043586,0.414434087232398,0.216153402291143,1.49589528764454
"T6141",0.072188537,0.288402508,0.06403433,0.053613567,0.053449227,0.067760945,0.052944337,0.053333163,0.110856561,0.109024571,0.05696125,0.060192081,0.152843579,0.058159976,0.054966864,0.053859281,0.059724778,0.07397558,0.053009119,0.0547008,0.127585687,0.163468191,0.060555225,0.063178969,0.059472585,0.378058036698854,0.310585076921107,1.55675313628535
"T6158",0.069386765,0.266880593,0.063876218,0.058762995,0.058687584,0.066563398,0.05865273,0.058895073,0.107976583,0.10623432,0.06155556,0.064569827,0.149651955,0.059460961,0.061425811,0.058937194,0.063887209,0.07267694,0.058639596,0.05901975,0.123841513,0.164059729,0.061156684,0.062365863,0.062928658,0.277647353468761,0.589844796286421,1.73672607226478
"T6165",0.068698007,0.258488003,0.062228155,0.056236322,0.056269783,0.065295144,0.056670979,0.057237442,0.107659081,0.105822244,0.061851447,0.065357417,0.148355093,0.056628159,0.057508953,0.058829953,0.064012047,0.07156761,0.056532807,0.05627306,0.123766817,0.16018768,0.058147454,0.060108717,0.060275189,0.278283476317251,0.587948363490451,1.73550388891892
"T6132",0.07191303,0.26782111,0.068071721,0.060088259,0.059512214,0.070757215,0.05914879,0.057500297,0.108604951,0.106802029,0.058064127,0.060462458,0.150305256,0.062238964,0.062073653,0.057430689,0.059883479,0.07618261,0.059534748,0.060972795,0.124073221,0.164556204,0.064301162,0.067609012,0.066199593,0.266874641298583,0.622292909656793,1.75763772484229
"T6153",0.070762067,0.256990351,0.06615381,0.057156883,0.056864867,0.069375083,0.056898634,0.057080373,0.108207482,0.106517309,0.061953508,0.065234144,0.1531983,0.058788409,0.058456893,0.058205767,0.064438361,0.070905959,0.0569216,0.057705667,0.124283457,0.166952615,0.060522433,0.063160084,0.066307128,0.263142313093749,0.633687742085882,1.76498128821733
"T6160",0.066774018,0.290943104,0.060095732,0.056467559,0.056626382,0.062710365,0.05708987,0.057571236,0.103472432,0.101524052,0.060679073,0.063311232,0.157101593,0.056422614,0.057531806,0.057927003,0.062628341,0.067938564,0.056852341,0.056349242,0.122524041,0.174955275,0.057190209,0.058719903,0.059290859,0.387433103882789,0.28601555509158,1.54091895515346
"T6134",0.069070664,0.271967025,0.064362307,0.05803631,0.057660886,0.066454025,0.056766629,0.055953665,0.103401357,0.101606594,0.056089777,0.058296066,0.153837895,0.05978204,0.059009194,0.055448972,0.057906441,0.070068623,0.057304943,0.058797635,0.12068219,0.172708149,0.060786877,0.06388932,0.062252006,0.32774650266942,0.446144312791269,1.64411623230983
"T6149",0.071113923,0.254804614,0.063270418,0.055078658,0.054737766,0.066798893,0.054739157,0.055063417,0.109890084,0.108098714,0.058741948,0.061945603,0.154038296,0.058348649,0.056060747,0.055762799,0.061459763,0.072545814,0.054698111,0.055275651,0.12580361,0.170189591,0.061122497,0.062055525,0.059146353,0.293822805366688,0.542250993419628,1.70605356261738
"T6162",0.066639036,0.291633828,0.061314983,0.058258611,0.058227826,0.063526547,0.058391686,0.058564168,0.102805103,0.100884876,0.060378642,0.062258564,0.153085325,0.058397251,0.059353703,0.058733254,0.061828978,0.068194415,0.058333574,0.058321301,0.120431372,0.172596059,0.059053751,0.060128752,0.060544759,0.371101759748159,0.328936719002937,1.56858011553254
"T6169",0.065410009,0.258373647,0.06193426,0.056770813,0.056991032,0.064894141,0.057630049,0.058193352,0.105027631,0.103199868,0.062836608,0.065736347,0.150143108,0.057356078,0.057368742,0.060601747,0.065045442,0.068915298,0.057334695,0.056761627,0.121522916,0.164598293,0.057537605,0.059684875,0.060211638,0.280756572627841,0.580595441546887,1.73076519279325
"T6128",0.068927077,0.278907899,0.063754658,0.057270676,0.056881393,0.066084799,0.056158239,0.055039063,0.10407057,0.102310478,0.055506771,0.05768974,0.15260342,0.058922033,0.058648747,0.054777735,0.057314569,0.069494498,0.056662034,0.058043488,0.12146593,0.167675384,0.060059803,0.063190421,0.061613502,0.348786748136123,0.388598067880277,1.60702972848192
"T6155",0.071144504,0.283025598,0.066666732,0.057729624,0.057524878,0.069740969,0.057635834,0.058323256,0.106394607,0.10464663,0.063700853,0.066873727,0.147306621,0.058888553,0.059658705,0.060018669,0.066132481,0.074084685,0.057462249,0.058149361,0.121612271,0.164374399,0.059960578,0.063737158,0.064052953,0.31103832988765,0.492909322638062,1.67425461439502
"T6136",0.074464663,0.276807748,0.068663476,0.060499854,0.059835715,0.070871955,0.058429887,0.057008066,0.105979046,0.104345879,0.055281036,0.056587393,0.14801068,0.062602504,0.062059072,0.055121878,0.056336327,0.075109784,0.058913877,0.061430102,0.121251153,0.163752971,0.065268495,0.067946612,0.066228238,0.296075126797852,0.535722640888225,1.70184627208921
"T6151",0.073331286,0.30771942,0.063533139,0.055455959,0.054973964,0.067061658,0.054855706,0.05483654,0.11155422,0.10977214,0.058285935,0.061587082,0.158003149,0.059426009,0.055845621,0.057112511,0.060946795,0.074292327,0.054864022,0.056002639,0.127839003,0.174513831,0.061351843,0.061841239,0.06058956,0.41454744958936,0.215862537755621,1.49570783581816
"T6164",0.069450192,0.330101468,0.064445472,0.059265537,0.059224507,0.06729375,0.059164799,0.059265716,0.107424658,0.105672284,0.060888871,0.062904399,0.149357942,0.05993385,0.060758747,0.059353023,0.062454668,0.074368232,0.059211788,0.059660037,0.123759066,0.163682439,0.06033321,0.06276599,0.063316698,0.428196577206266,0.180967412881139,1.47321917154068
"T6171",0.063452937,0.265106716,0.06251122,0.057512407,0.057690461,0.065482061,0.058244093,0.058942099,0.10452947,0.102688596,0.063183513,0.065943544,0.150515495,0.057950118,0.058036081,0.061257837,0.065472407,0.067974129,0.057978997,0.057646086,0.121785069,0.163356876,0.058765859,0.060488431,0.060897889,0.289961073603808,0.553498441901091,1.71330214229112
"T6129",0.078568463,0.298556937,0.049810177,0.051355182,0.053698137,0.059778601,0.053484743,0.061751873,0.12511842,0.080528874,0.074945023,0.081552653,0.084325356,0.045602254,0.053713549,0.075744435,0.082420862,0.119149606,0.053664508,0.048973875,0.101127282,0.117318969,0.049791057,0.047437722,0.055421117,0.375157463822942,0.318224133515236,1.56167623599512
"T6131",0.050611169,0.171586157,0.053372233,0.059845116,0.061539328,0.065229014,0.050450268,0.071243256,0.12511842,0.080528874,0.082489848,0.090086446,0.084325356,0.050446161,0.062740913,0.085319521,0.091283117,0.111476493,0.059406505,0.055249068,0.101127282,0.117318969,0.053616412,0.051288954,0.072419735,0.0212116992983574,2.02934268407939,2.66443115551521
"T6142",0.055355286,0.290771187,0.046825216,0.048709341,0.049660219,0.05382004,0.05186521,0.053818374,0.12511842,0.080528874,0.062171673,0.067727888,0.084325356,0.046694029,0.046162144,0.056501625,0.066437477,0.090717243,0.050620223,0.048135047,0.101127282,0.117318969,0.046824159,0.04674594,0.04531377,0.445646350392582,0.136668662468318,1.44467020576024
"T6148",0.094339827,0.342020968,0.070217825,0.057452756,0.057483395,0.081440487,0.057590395,0.059268311,0.12511842,0.080528874,0.061887618,0.066482315,0.084325356,0.060156493,0.057912761,0.060943718,0.066645241,0.155118386,0.057736173,0.057616741,0.101127282,0.117318969,0.058019251,0.070499457,0.156749023,0.412778129176733,0.220404349416057,1.49863487155769
"T6157",0.058414454,0.235374238,0.048824587,0.051185617,0.052610742,0.055980251,0.055311868,0.05825944,0.12511842,0.080528874,0.06859809,0.074952416,0.084325356,0.046772143,0.048546407,0.062995293,0.074428181,0.111598763,0.054633436,0.050027471,0.101127282,0.117318969,0.04762238,0.046556321,0.046339459,0.239440008136301,0.708105062123456,1.81294059865896
"T6166",0.067524083,0.315477074,0.04836228,0.05162715,0.0526751,0.05544834,0.054945028,0.056709968,0.12511842,0.080528874,0.06501983,0.070416932,0.084325356,0.050494727,0.04809051,0.057057262,0.067892976,0.140657527,0.054262772,0.051127269,0.101127282,0.117318969,0.050323268,0.047299463,0.047337698,0.470154513245277,0.0748814617878822,1.40485055709168
"T6180",0.065619087,0.334382969,0.055269296,0.055734813,0.055969948,0.062581089,0.056243297,0.057972928,0.12511842,0.080528874,0.064137048,0.068717263,0.084325356,0.05522714,0.055106125,0.061053862,0.067938523,0.171062823,0.056098615,0.055441444,0.101127282,0.117318969,0.054799402,0.055783044,0.055074416,0.478216949730374,0.0546291696131231,1.39179867660104
"T6190",0.099184138,0.262217089,0.05784421,0.044388349,0.045135055,0.071844869,0.061029008,0.046573059,0.12511842,0.080528874,0.047454031,0.059481001,0.084325356,0.048455379,0.044747796,0.049299934,0.058944787,0.16923266,0.071595703,0.044382113,0.101127282,0.117318969,0.044828663,0.052104474,0.052149947,0.37372415995954,0.322005774480789,1.5641133688152
"T6192",0.086153182,0.247284911,0.059156612,0.046761929,0.047115155,0.06957696,0.063200067,0.048455638,0.12511842,0.080528874,0.04890223,0.06141773,0.084325356,0.0493443,0.046925822,0.050497458,0.060446312,0.208208953,0.070487512,0.046663771,0.101127282,0.117318969,0.047139694,0.054505218,0.053331283,0.369280087570676,0.33376065518787,1.57168897047286
"T6194",0.074045407,0.245735298,0.058848581,0.046871467,0.047602244,0.068895984,0.058283218,0.049563711,0.12511842,0.080528874,0.048687077,0.061870354,0.084325356,0.050170276,0.047257669,0.052240927,0.060607382,0.193569689,0.069412284,0.046819064,0.101127282,0.117318969,0.047411291,0.054349826,0.051203192,0.351961208943372,0.380030980951008,1.60150854629727
"T6196",0.116307939,0.289158808,0.057431817,0.044757811,0.045108781,0.068429437,0.050474761,0.04728088,0.12511842,0.080528874,0.047320399,0.061452375,0.084325356,0.046957919,0.045007932,0.070356189,0.059625193,0.178781363,0.05888958,0.044603015,0.101127282,0.117318969,0.045139058,0.051839394,0.055068993,0.441287791434961,0.147705003325054,1.45178273409398
"T6197",0.058493054,0.177411751,0.052850302,0.045917563,0.045976858,0.061230025,0.070591379,0.050003574,0.12511842,0.080528874,0.04580055,0.064229201,0.084325356,0.051853544,0.045518774,0.046360793,0.064199428,0.204352594,0.089273443,0.045454408,0.101127282,0.117318969,0.047566741,0.053205963,0.045885817,0.250159806940732,0.673986944563166,1.79095268790201
"T6199",0.050976414,0.176103613,0.054815795,0.047237511,0.046489749,0.066197306,0.094645099,0.050953291,0.12511842,0.080528874,0.049132506,0.066482197,0.084325356,0.04966449,0.047334673,0.046979273,0.065513163,0.200325899,0.093934982,0.046854489,0.101127282,0.117318969,0.04852302,0.052511811,0.0464269,0.22070969954765,0.769798551490886,1.85269985372628
"T6203",0.050848176,0.060733579,0.052076594,0.055906083,0.051802327,0.057995338,0.052958205,0.062972102,0.12511842,0.080528874,0.057380552,0.082078686,0.084325356,0.049627723,0.057884564,0.063468895,0.08070888,0.181247776,0.066242475,0.054455413,0.101127282,0.117318969,0.057853252,0.051737421,0.049823902,0.0624135839724996,1.53482358444845,2.34573122105721
"T6210",0.052197875,0.084031869,0.05452685,0.050485671,0.052734682,0.060131509,0.090461404,0.054786983,0.12511842,0.080528874,0.051481678,0.067535213,0.084325356,0.059619514,0.049715531,0.051166578,0.067502317,0.17629216,0.110120203,0.050112319,0.101127282,0.117318969,0.05225057,0.054719269,0.050942981,0.0617313310670096,1.54040090017543,2.34932560226103
"T6212",0.041109197,0.150151936,0.047685104,0.043548223,0.040713681,0.062221437,0.060215033,0.049998065,0.12511842,0.080528874,0.043884809,0.067218915,0.084325356,0.043309045,0.042136888,0.040724507,0.066273065,0.2074853,0.104840458,0.042419439,0.101127282,0.117318969,0.044418718,0.046268699,0.0405642,0.293012164995337,0.544606286753863,1.70757146522581
"T6214",0.050255448,0.196040957,0.054101694,0.053058828,0.052289553,0.062947816,0.053651815,0.055817141,0.12511842,0.080528874,0.062276852,0.069017147,0.084325356,0.050254257,0.054323023,0.056856702,0.073871665,0.098292099,0.049751987,0.05230066,0.101127282,0.117318969,0.049820207,0.056026794,0.049891506,0.112485204357537,1.2134170556196,2.1385961685414
"T6216",0.052223577,0.104684298,0.051435449,0.058371231,0.050839481,0.0561888,0.061413574,0.064857427,0.12511842,0.080528874,0.057216822,0.083627483,0.084325356,0.050099507,0.060463487,0.058846369,0.083565618,0.141617343,0.064062736,0.056439645,0.101127282,0.117318969,0.058509998,0.051508355,0.051006527,0.0125495138977636,2.23987517368644,2.80011184143638
"T6218",0.057545312,0.15471635,0.05823875,0.060963224,0.058282758,0.062888708,0.056071635,0.06507456,0.12511842,0.080528874,0.064457153,0.076399783,0.084325356,0.056890058,0.061825248,0.061400571,0.075421143,0.199799799,0.068590687,0.059879895,0.101127282,0.117318969,0.061742907,0.058498548,0.057416754,0.0843696422189021,1.37626603466953,2.24354653140604
"T6189",0.078148469,0.2501362,0.07185521,0.059995876,0.059011483,0.076096065,0.058933711,0.05850756,0.113675844,0.111989295,0.064253206,0.069519542,0.154111828,0.062383543,0.059411516,0.060443841,0.0685585,0.298255294,0.061877572,0.060543337,0.129429921,0.163595918,0.058680349,0.068561444,0.063635992,0.39290787342427,0.271748057307826,1.53172406134257
"T6202",0.071734898,0.073310754,0.065790289,0.054382149,0.05650781,0.068506944,0.060004284,0.053908968,0.105325538,0.103582783,0.054676899,0.062791785,0.159838466,0.063119633,0.055613929,0.064144118,0.062068343,0.262830428,0.069336065,0.055707038,0.12262186,0.18031144,0.054050162,0.063984544,0.061420184,0.301918834212157,0.518889689137245,1.6909980346323
"T6213",0.073590931,0.305907407,0.064394878,0.054537334,0.052421741,0.068693782,0.051988415,0.055288441,0.10768853,0.105973748,0.055840059,0.058353489,0.151604006,0.057106949,0.052378829,0.051879047,0.059548417,0.183598679,0.053822848,0.053355112,0.12292668,0.16857211,0.053257089,0.064703198,0.060376774,0.435636449571446,0.162041848311513,1.46102231970539
"T6198",0.071748859,0.071827611,0.066117361,0.055033792,0.056801922,0.068924852,0.061287885,0.054422438,0.105663352,0.104008761,0.054995996,0.062949176,0.160123024,0.062769432,0.056367535,0.064586304,0.062394547,0.250193432,0.069530204,0.05598319,0.121987974,0.180863694,0.05449373,0.064516001,0.061744089,0.268717211883912,0.616697267695964,1.75403153303393
"T6209",0.074212871,0.251458758,0.068120932,0.054347438,0.057202611,0.071808883,0.056076292,0.053269981,0.112162678,0.110523948,0.054401584,0.059949151,0.154478673,0.060425023,0.055435135,0.059664312,0.058762111,0.232905026,0.065860894,0.055748009,0.127234623,0.169850446,0.053592157,0.066082758,0.064520606,0.351966134169784,0.380017710789348,1.60149999415104
"T6191",0.074320732,0.286706306,0.072261459,0.05905017,0.05901218,0.076225751,0.058770057,0.05863191,0.113792364,0.112169448,0.064756137,0.069943141,0.156794853,0.061414997,0.058708907,0.058272032,0.068715113,0.280904492,0.060243445,0.0598443,0.129149402,0.166069502,0.058395439,0.069080019,0.062657941,0.421350718933619,0.198439215563439,1.48447912565341
"T6204",0.075211879,0.058729366,0.067698019,0.054497504,0.05664267,0.070631181,0.060192455,0.053311399,0.106792339,0.105029398,0.053497735,0.061084155,0.156586377,0.064413705,0.056186727,0.065619219,0.060196437,0.24532257,0.070833089,0.056083846,0.124169551,0.174417129,0.053987969,0.065854778,0.062809517,0.255933005464311,0.655934901170501,1.77931878933192
"T6215",0.07854507,0.303521228,0.068565291,0.056011769,0.056920205,0.071985825,0.05900423,0.055329242,0.111111767,0.109333962,0.056977602,0.061692124,0.156132807,0.061400779,0.057066194,0.059697537,0.060602243,0.262357236,0.065215759,0.057074048,0.127274294,0.170538188,0.05544664,0.066490988,0.064358386,0.450458586408262,0.124502813558954,1.43682974974361
"T6193",0.068251434,0.290894078,0.067019108,0.055867725,0.056565392,0.071085048,0.059448062,0.056936039,0.109624354,0.107725326,0.059751431,0.069109307,0.15603427,0.058566509,0.055700521,0.056144719,0.068262122,0.228905506,0.060768784,0.05630356,0.126415002,0.172820826,0.055750301,0.063902903,0.059529086,0.405827639315755,0.238291158159351,1.51016228228542
"T6206",0.072958261,0.191371528,0.066207926,0.054343275,0.05617288,0.069314367,0.060034388,0.054316949,0.1075966,0.105947836,0.054403046,0.0627436,0.154724106,0.063178078,0.057582319,0.064886987,0.061373953,0.270789319,0.069191907,0.055639784,0.122921149,0.173675298,0.054363227,0.065307025,0.061910808,0.330763590646597,0.437805641176712,1.63874225565451
"T6217",0.079203253,0.298616499,0.071655939,0.057047283,0.058575463,0.07525111,0.059022984,0.05552619,0.112778148,0.111168872,0.056534497,0.061319817,0.151763025,0.063488576,0.058953755,0.062945075,0.060111816,0.230537472,0.065593499,0.05868393,0.127462027,0.164243055,0.056039941,0.068741437,0.067416892,0.390095252113834,0.279070783370674,1.53644329729934
"T6200",0.072569328,0.073927216,0.065369476,0.053686643,0.055598729,0.068330793,0.059681951,0.052744581,0.106688758,0.105061784,0.053846394,0.061066429,0.153123782,0.062212171,0.054939328,0.060728227,0.060864626,0.284410872,0.068607334,0.054890284,0.121576106,0.176461605,0.053045121,0.063812381,0.059269475,0.356741307177826,0.367182872266142,1.59322839817188
"T6211",0.074912923,0.266335817,0.067930182,0.054887943,0.05539231,0.071564877,0.057004339,0.053910027,0.110589442,0.108997325,0.05564824,0.061175778,0.15386575,0.059708874,0.055591073,0.05760392,0.059716175,0.227575656,0.066716924,0.0559035,0.125760659,0.170747231,0.053947245,0.06579606,0.063372281,0.368778778661402,0.33508952110662,1.57254537719512
"T6195",0.073774018,0.237545336,0.067882869,0.058625723,0.058636614,0.071054877,0.058626745,0.059720775,0.111595156,0.109910014,0.064484502,0.0692008,0.151391057,0.060304709,0.058769759,0.061633432,0.068249216,0.303686144,0.060897064,0.059122313,0.126763205,0.160650154,0.058754804,0.065406398,0.063820682,0.401405725579126,0.249710223832599,1.51752146312262
"T6208",0.06924037,0.189034063,0.065050171,0.054652146,0.056165583,0.067482417,0.059269804,0.054367367,0.104989569,0.103179808,0.05496382,0.062431205,0.151282144,0.061058987,0.05641266,0.063068674,0.061856087,0.259998882,0.067180352,0.055801427,0.122120688,0.166096967,0.054476844,0.06386279,0.061036613,0.312593765612883,0.488511571822063,1.67142042073522
"T6219",0.077522865,0.271898285,0.069561713,0.056072802,0.056680312,0.073251141,0.058366876,0.05460506,0.111745633,0.11006248,0.056157989,0.060988309,0.152622333,0.062000975,0.056809901,0.060182535,0.059796953,0.286678152,0.06609094,0.057109317,0.127170066,0.166467895,0.054999341,0.067251264,0.064380179,0.436553486917956,0.159713236119517,1.45952161214218
"T7326",0.218801032,0.405424521,0.079946638,0.085604635,0.080143473,0.084725118,0.078081737,0.078595638,0.070628245,0.084118361,0.173401911,0.079728968,0.071532819,0.071509557,0.081200096,0.079888467,0.090435047,0.086354634,0.097137685,0.081713661,0.086190377,0.06500523,0.125363761,0.086828236,0.082531531,0.426338275177101,0.185704434797105,1.47627201333237
"T7338",0.218115344,0.422692309,0.063550288,0.076690357,0.063467871,0.065358549,0.065932052,0.065205104,0.08452604,0.079338366,0.167685873,0.122836629,0.081134552,0.080267416,0.096160462,0.079782956,0.099943759,0.101823206,0.105405773,0.0823298,0.070985938,0.084566087,0.132650104,0.075759877,0.063550081,0.465990480941152,0.0853527426755326,1.41159892441475
"T7342",0.218958764,0.414004157,0.064821758,0.090666011,0.065119638,0.076443826,0.06292246,0.063216612,0.083625918,0.090561031,0.182837018,0.109025269,0.063015621,0.062701107,0.064982379,0.09003756,0.084058263,0.090713179,0.104568897,0.090076641,0.074236475,0.06994143,0.129196506,0.08924644,0.085573569,0.46677902623823,0.0833691064227856,1.41032054154903
"T7410",0.202218806,0.384160868,0.067156398,0.080579742,0.067223959,0.071702976,0.066610158,0.066707428,0.094930036,0.079803899,0.188139814,0.173232736,0.078737803,0.077530369,0.110668764,0.096165743,0.117210158,0.07889144,0.094647703,0.079730894,0.07889109,0.070804155,0.133853075,0.078251979,0.090084148,0.360590286767948,0.356881428201434,1.586589484628
"T7412",0.187201801,0.38589993,0.066774549,0.085542713,0.066627666,0.067820838,0.069918159,0.068860931,0.116166482,0.080567632,0.181088786,0.13540589,0.09281681,0.091333268,0.123714233,0.093466313,0.12466886,0.083073948,0.097304165,0.082677091,0.080448798,0.061687422,0.131523472,0.078023927,0.128221255,0.311538154821372,0.491495110288251,1.67334320493979
"T7432",0.22773326,0.423892129,0.06015744,0.082916602,0.060247611,0.067998635,0.059481157,0.059479342,0.11212307,0.082208445,0.152025132,0.101383283,0.070135757,0.069138803,0.118501299,0.066033635,0.110090856,0.107753724,0.10698735,0.083438849,0.080625774,0.075441912,0.134704338,0.079623809,0.068632961,0.472625775539708,0.0686709387719241,1.40084809635839
"T7440",0.193233312,0.366560673,0.084821052,0.08058252,0.084874039,0.088373092,0.083938059,0.084163016,0.06995976,0.077906937,0.182905048,0.089176463,0.08155996,0.081931718,0.088992123,0.077472223,0.081229474,0.08621377,0.084380214,0.081874683,0.081115717,0.066166232,0.114403778,0.086901329,0.080918207,0.325180377436429,0.453261079754081,1.64870273496725
"T7442",0.18834045,0.365504138,0.076876096,0.082238284,0.076782021,0.08070658,0.078113711,0.077721309,0.067984664,0.080004405,0.177931548,0.083965163,0.083643454,0.083463111,0.081252942,0.121800624,0.086315848,0.081857451,0.087093244,0.08144149,0.088236628,0.059546009,0.112392841,0.083345815,0.081239229,0.327207498420365,0.44763727539957,1.6450783934999
"T7474",0.205585682,0.260688628,0.063467135,0.087548027,0.064017709,0.081023713,0.059829725,0.060488943,0.072616679,0.085175448,0.189262447,0.086363225,0.061953436,0.06112663,0.086575111,0.080466733,0.07341004,0.080408351,0.09163126,0.087483696,0.074429705,0.075674039,0.121729793,0.087282054,0.086417218,0.187890163133789,0.885697925933073,1.92739286976148
"T7490",0.217128514,0.390585768,0.057483553,0.077051244,0.057816453,0.071392763,0.053796625,0.054745815,0.123236027,0.078131311,0.163179888,0.071573191,0.045298467,0.045557404,0.064186418,0.117453713,0.122037978,0.07443392,0.096339008,0.077105882,0.072061835,0.074413879,0.129322489,0.075371013,0.077014058,0.489074691992489,0.0273891099597756,1.37424342902287
"T5290",0.135497654,0.304050402,0.087617935,0.077276797,0.098839487,0.096638203,0.077918061,0.145785321,0.378587253,0.126808991,0.158418094,0.106298783,0.123800136,0.123559163,0.113994712,0.172043039,0.09829603,0.07711222,0.09557151,0.086435447,0.078647762,0.320259668,0.085855859,0.076621487,0.077994314,0.331479024528769,0.435832793368928,1.63747082555706
"T5292",0.113491896,0.318274785,0.079242691,0.077770692,0.094905867,0.097580691,0.077552704,0.155363238,0.379897659,0.100027105,0.148454556,0.15793427,0.077444769,0.077961641,0.102184761,0.160030663,0.108432401,0.079543382,0.079015343,0.079660466,0.078019738,0.324166223,0.069237443,0.077584124,0.077936357,0.417170195151537,0.20913815441781,1.49137421042203
"T5294",0.152293891,0.284761395,0.07587704,0.082492694,0.099744398,0.087729988,0.092406705,0.160144527,0.362430552,0.094649011,0.167487332,0.066458171,0.086285906,0.109386768,0.125652476,0.164686095,0.118950042,0.093515465,0.161261473,0.073668464,0.08302946,0.317858096,0.111395716,0.067370393,0.083836048,0.301600176058613,0.519803769032458,1.69158712654586
"T5296",0.137151068,0.301595869,0.092224114,0.084434989,0.106259176,0.106142323,0.084460854,0.152203128,0.378033474,0.105630493,0.158410364,0.12548354,0.12716236,0.129704345,0.118395241,0.169998223,0.141870557,0.08415472,0.089349737,0.095280734,0.085176532,0.313973088,0.095824594,0.083804194,0.084559954,0.260876027693279,0.640647000821894,1.76946628243636
"T5298",0.135534715,0.308424656,0.0882328,0.084265955,0.104101001,0.094530475,0.085312081,0.114389694,0.38480602,0.139846014,0.157565385,0.107937608,0.12508737,0.121554354,0.116736516,0.171323984,0.110394659,0.084503248,0.096273137,0.091743156,0.086516353,0.320587632,0.090425039,0.084499933,0.085453451,0.307506229465905,0.502931463723665,1.68071352712355
"T5300",0.124983109,0.312977738,0.080619372,0.078880919,0.099118308,0.091879751,0.078816589,0.162448408,0.378271552,0.105437988,0.154376902,0.103417595,0.087400022,0.078984297,0.103143379,0.165203583,0.101256491,0.079027351,0.082559573,0.081735298,0.07957166,0.322738582,0.073924914,0.079029357,0.078350075,0.40522904549894,0.239835105282419,1.51115730117811
