"","amn","mipA","phnC","phnD","phnE_1","phnF","phnG","phnH","phnI","phnJ","phnK","phnL","phnM","phnN","phnO","phnP","phoA","phoB","phoE","phoH","psiF","ydfH","yegH","yhjC","ytfK","pval","z","inv_cof_var"
"T0067",0.047027083,0.299663982,0.082992041,0.051128431,0.087677656,0.076057512,0.06283704,0.062734555,0.054560956,0.051859586,0.06005671,0.071102206,0.086521243,0.066142394,0.084290914,0.091147691,0.060966717,0.055012855,0.097861463,0.086918204,0.053989461,0.041217529,0.040897514,0.058788724,0.103022103,0.375874044752565,0.316335208721496,1.5604588912891
"T0068",0.035744531,0.212960456,0.102327058,0.053580847,0.109205724,0.093976746,0.073440643,0.073588287,0.06009466,0.054967906,0.068686039,0.086502068,0.107058855,0.079158935,0.084290914,0.091147691,0.077656152,0.05897738,0.120908664,0.086918204,0.034483101,0.127991676,0.035485063,0.085193281,0.034766806,0.106071694250369,1.24769332008163,2.16068599933998
"T0069",0.053691645,0.259898136,0.070526261,0.039049517,0.076513568,0.06440445,0.050790501,0.050915642,0.042464397,0.039661361,0.047756407,0.058832937,0.074971677,0.054198479,0.084290914,0.091147691,0.053160739,0.041884299,0.085507935,0.086918204,0.040447449,0.10745012,0.037587296,0.057131967,0.048280088,0.37903973420971,0.308003763746963,1.55508957194571
"T0071",0.094696225,0.383021259,0.075244391,0.076495475,0.076273296,0.0719712,0.072601842,0.069258527,0.068619458,0.069804246,0.069733654,0.071301394,0.076504082,0.07141326,0.084290914,0.091147691,0.080036121,0.068721814,0.079827826,0.086918204,0.091010725,0.068764387,0.094122762,0.069594476,0.092717092,0.435005953751401,0.163643361205159,1.4620544376855
"T0064",0.077656746,0.327786457,0.108672977,0.067181435,0.11294994,0.100335728,0.083691842,0.083940833,0.071787048,0.068041317,0.079094774,0.095039386,0.111718636,0.089802179,0.084290914,0.091147691,0.08165244,0.071025232,0.12355348,0.086918204,0.05794222,0.058865092,0.066260549,0.079574034,0.06402544,0.240576130042809,0.704450509829913,1.8105853699584
"T0257",0.104265446,0.281857579,0.012693048,0.081741209,0.075034311,0.026108158,0.078493987,0.113478607,0.07991837,0.081574723,0.079447972,0.123527098,0.075455279,0.015012144,0.014993663,0.030548483,0.11611466,0.079323171,0.074315718,0.078450144,0.038102485,0.108760778,0.093223735,0.012477287,0.091962292,0.447571064770822,0.13180045134983,1.44153281720326
"T0247",0.126375969,0.196486414,0.064988408,0.044218136,0.065209927,0.012292692,0.049521974,0.008361025,0.042724921,0.043675196,0.08755912,0.010265448,0.064276465,0.009179839,0.071226244,0.042165247,0.066262941,0.042081241,0.085927174,0.044740338,0.093247657,0.065531671,0.084045391,0.007212602,0.078033121,0.441509317876918,0.147143651711474,1.45142096298627
"T0249",0.119648733,0.057443776,0.112449558,0.045407378,0.076459677,0.020427349,0.050688158,0.034256367,0.044502229,0.045117471,0.046798257,0.094726518,0.083658237,0.014991688,0.056806336,0.044762651,0.108108549,0.045096824,0.112601084,0.050473654,0.053983203,0.060744671,0.082589619,0.00925806,0.076154325,0.150762732770678,1.033167614831,2.02243182825952
"T0601",0.05648279,0.312863401,0.063457721,0.201721835,0.068153048,0.054031117,0.135085749,0.093887839,0.08132357,0.16677334,0.082934813,0.051995989,0.069845928,0.051468408,0.036620123,0.055055348,0.049255858,0.01330233,0.065118744,0.151870703,0.044246962,0.039009628,0.120533782,0.046814456,0.138510859,0.489428019425591,0.0265031278023274,1.37367244509987
"T0602",0.064747197,0.359425081,0.076304203,0.179441764,0.081195667,0.070523605,0.119615601,0.09628858,0.097556781,0.161006847,0.093019489,0.070571573,0.081446495,0.07373789,0.059911142,0.068536779,0.067933362,0.022250928,0.077062272,0.089574978,0.059378374,0.059735242,0.077912268,0.067526077,0.146429236,0.410579780299575,0.226053820781913,1.50227575449905
"T0585",0.095151845,0.240720046,0.038053238,0.275384667,0.086831739,0.077922274,0.24479028,0.230480551,0.225509066,0.247600079,0.270071302,0.039354422,0.038260338,0.039558416,0.047789038,0.229595304,0.04629574,0.054457495,0.051272442,0.048002308,0.25991333,0.07148184,0.233145249,0.045397332,0.206849093,0.455428235996277,0.111958298000649,1.42874525656787
"T0586",0.077509286,0.457107491,0.084738297,0.290380015,0.142994821,0.162197282,0.289320372,0.194605068,0.164242489,0.291071478,0.279268036,0.084173902,0.09210336,0.082688427,0.090620793,0.174686968,0.064530651,0.056267971,0.107013255,0.059870197,0.1798435,0.05068085,0.178236835,0.072763606,0.056008799,0.423696534281458,0.192445737483458,1.48061654264561
"T0587",0.118376599,0.420720921,0.066662689,0.207425504,0.062239369,0.071501644,0.288497215,0.164125305,0.128079757,0.29992298,0.296955684,0.065098233,0.064720077,0.065022762,0.062540607,0.243867948,0.072066952,0.076435563,0.062511907,0.072851985,0.148313695,0.084826901,0.125491333,0.067810979,0.099293603,0.481602709921946,0.0461315244822706,1.38632224718048
"T0588",0.105269761,0.431177781,0.076398681,0.244721064,0.076958296,0.089611473,0.25757205,0.221198559,0.145273826,0.28887268,0.28989468,0.076319134,0.076141016,0.076308378,0.076549509,0.23846367,0.07877882,0.080733103,0.076519624,0.078613894,0.153749919,0.085590888,0.081751431,0.076737224,0.091821607,0.428341041427395,0.180599328678139,1.47298195439081
"T0592",0.101877862,0.249618832,0.054654044,0.216407499,0.171849214,0.217523604,0,0.201723827,0.226561444,0.272146333,0.255254035,0.146231206,0.051281802,0.050798679,0.066212395,0.20843832,0.045949826,0.045536705,0.083959989,0.045400727,0.190906515,0.054542918,0.205934189,0.063627548,0.280412743,0.368631639809932,0.335479667925625,1.57279681291466
"T0593",0.101527498,0.279314635,0.061524911,0.203092483,0.205515943,0.232993567,0.151306217,0.183721687,0.232325443,0.271140561,0.265544065,0.168731153,0.057432373,0.052869164,0.068385238,0.214139394,0.041596375,0.033508848,0.101774111,0.033609794,0.17092745,0.048100273,0.23180959,0.088816988,0.24080015,0.270827696399639,0.610311632307267,1.74991621861762
"T0594",0.102143996,0.250267977,0.060848316,0.212541414,0.182520817,0.228435299,0.083292459,0.199198186,0.230852329,0.237720714,0.254014381,0.143933956,0.052478891,0.053013362,0.081916466,0.19766063,0.037843969,0.036770568,0.095755838,0.036915844,0.192513673,0.049552434,0.227777031,0.098606675,0.259628582,0.268135725006832,0.618461073308738,1.75516824288721
"T0572",0.137661471,0.20525014,0.057592694,0.05076866,0.07210209,0.053420053,0.162968746,0.051557566,0.060874626,0.139299926,0.073196477,0.054298564,0.059835877,0.050607547,0.075091968,0.050428727,0.050197631,0.050826387,0.094126829,0.098077213,0.083944539,0.061864863,0.061383114,0.050354983,0.279393471,0.390929167349861,0.27689812195391,1.53504309445249
"T1096",0.254397916,0.311812074,0.118684942,0.095779813,0.121733542,0.113230916,0.103186726,0.103070498,0.09758518,0.095960955,0.101204737,0.109540462,0.121253591,0.107131036,0.084290914,0.091147691,0.102075934,0.097694044,0.129612181,0.086918204,0.108411276,0.221874261,0.113454,0.105252898,0.110413394,0.0797149967876751,1.40699121570389,2.26334781550036
"T1094",0.168331353,0.093169671,0.082237831,0.082057801,0.084950814,0.078250586,0.074471651,0.074540467,0.078486846,0.081287162,0.075500468,0.075667174,0.084372899,0.074641134,0.084290914,0.091147691,0.074933577,0.077971118,0.094380689,0.086918204,0.127998214,0.109078792,0.128226978,0.074291856,0.123510521,2.97141436005978e-05,4.01506947193262,3.944161296601
"T0113",0.199770612,0.275291712,0.077187326,0.047851677,0.080708437,0.071137945,0.058914729,0.059570012,0.051863745,0.048964961,0.056304825,0.067549068,0.080561967,0.066704433,0.084290914,0.091147691,0.057929738,0.049998102,0.088784113,0.086918204,0.063175606,0.051488944,0.065079197,0.056156117,0.060221964,0.361928994603719,0.353307412288893,1.58428615875459
"T0114",0.21207261,0.280178764,0.048271361,0.055479521,0.050349276,0.046706233,0.046260677,0.046304522,0.051117663,0.055306048,0.046943477,0.045733446,0.050109432,0.045432107,0.084290914,0.091147691,0.046408315,0.051312099,0.055196209,0.086918204,0.129202467,0.100469631,0.132754961,0.047352768,0.120898339,0.47228378332088,0.0695302352401269,1.40140188230578
"T0115",0.181115411,0.280549553,0.067799943,0.062824611,0.06919504,0.066444388,0.063488286,0.063393451,0.062566992,0.062899187,0.062837828,0.065046535,0.069267284,0.063570256,0.084290914,0.091147691,0.063063779,0.062544846,0.07190392,0.086918204,0.086715783,0.072740352,0.088851792,0.062805048,0.083745245,0.26366633002041,0.632082974012857,1.76394707239013
"T0116",0.22064099,0.221562524,0.064133041,0.04160306,0.067855062,0.057619978,0.045995764,0.045889453,0.041275631,0.041397087,0.044059373,0.05322378,0.067168019,0.057907727,0.084290914,0.091147691,0.045097209,0.041146723,0.078762089,0.086918204,0.086305149,0.066154372,0.076408533,0.043536813,0.081854833,0.373313993194849,0.323088807542695,1.564811345023
"T0117",0.235533358,0.303847522,0.088526368,0.061871011,0.092878684,0.084234961,0.077054571,0.071876766,0.064755456,0.061948637,0.069602045,0.078702772,0.092410603,0.077370891,0.084290914,0.091147691,0.071023157,0.06543684,0.101088178,0.086918204,0.068149148,0.059322825,0.063947989,0.068994509,0.065902879,0.329470879441978,0.441374694700132,1.641042383445
"T0100",0.234671407,0.050453146,0.070957641,0.048973532,0.073002961,0.069991191,0.062551473,0.061746255,0.053567441,0.051012221,0.058315974,0.064548148,0.071889751,0.069111234,0.043382525,0.059158581,0.068145326,0.052670043,0.077198851,0.109907569,0.185635996,0.044104249,0.04743521,0.060383765,0.05754507,0.304881190010485,0.51041267328987,1.68553490004969
"T0101",0.269155978,0.154686464,0.059916522,0.056130034,0.061978791,0.056681399,0.0534273,0.053465386,0.054286868,0.055867524,0.053192425,0.05524293,0.061605613,0.055473593,0.068007414,0.053091682,0.053550063,0.054508904,0.067620406,0.078356242,0.112017529,0.076207735,0.096616672,0.053294289,0.090941596,0.334112833323035,0.428584446185544,1.63279952413716
"T0118",0.180184817,0.253712386,0.076337767,0.061391253,0.078276608,0.072350167,0.067552217,0.066413735,0.063162843,0.061627835,0.069814219,0.070528792,0.077779062,0.090713979,0.084290914,0.091147691,0.069574204,0.063189626,0.084238213,0.086918204,0.081169886,0.070294445,0.086831001,0.078060011,0.086877627,0.127742160551249,1.13712909864302,2.08943129926433
"T0119",0.177371081,0.28594753,0.088624089,0.054157794,0.093028535,0.081641575,0.072867285,0.066835947,0.056637048,0.054370273,0.066092813,0.075960415,0.092037415,0.075714759,0.084290914,0.091147691,0.071735523,0.056431551,0.107108017,0.086918204,0.068590044,0.061520198,0.068383518,0.077102566,0.06695209,0.23966750590311,0.70737251617784,1.81246849890583
"T0120",0.215117608,0.297821078,0.066165585,0.052837596,0.068997399,0.064310721,0.054842134,0.055298025,0.052372993,0.053050545,0.053623514,0.060339481,0.070585967,0.055014254,0.084290914,0.091147691,0.054643861,0.052388819,0.079838917,0.086918204,0.087326764,0.071668108,0.085262314,0.053691948,0.08366393,0.424756224281961,0.189740543739331,1.47887314169387
"T0121",0.173375064,0.219685653,0.072602152,0.049195516,0.074932782,0.066576003,0.070621408,0.057797328,0.051785065,0.049720494,0.059997846,0.062805733,0.074081982,0.076893597,0.084290914,0.091147691,0.061728856,0.051790605,0.085385259,0.086918204,0.060222485,0.047320349,0.05345007,0.07476548,0.058907306,0.16904233275812,0.957956556692621,1.9739609819017
"T0122",0.149509678,0.074626097,0.074074691,0.044820635,0.075974286,0.067768629,0.070366853,0.055283223,0.048682638,0.045421214,0.055648926,0.064375775,0.075084573,0.0817038,0.084290914,0.091147691,0.072771908,0.047907149,0.086638726,0.086918204,0.049179429,0.044162933,0.061279599,0.075235799,0.060578763,0.0026071671927597,2.79348564141932,3.15689405654881
"T0123",0.178889403,0.210234281,0.082688118,0.02772277,0.080521502,0.064925288,0.06940976,0.050039328,0.050114164,0.049238813,0.051642828,0.066201818,0.078952286,0.060404425,0.086804911,0.060514502,0.075822002,0.032020193,0.093284715,0.209987126,0.028804696,0.021479436,0.045214961,0.072705404,0.034694249,0.427300982618347,0.183249871228402,1.47469013459594
"T0111",0.065772239,0.22893547,0.048779776,0.041376845,0.051518535,0.044468142,0.038880359,0.038835316,0.037980615,0.041106503,0.038128565,0.041612505,0.05106536,0.040803381,0.084290914,0.091147691,0.038976832,0.039337653,0.059137006,0.086918204,0.100079432,0.075753522,0.104701617,0.038004513,0.09447605,0.36407663809021,0.347583131796121,1.58059706399722
"T4023",0.103520102,0.119416829,0.058784454,0.078692704,0.123551867,0.061102105,0.081846998,0.078174445,0.382929386,0.080238494,0.072929139,0.065379993,0.156191288,0.082676154,0.104798461,0.160128804,0.123505755,0.06513938,0.098959056,0.088153782,0.129686502,0.346615253,0.127233772,0.062366517,0.090469419,0.427377196254374,0.183055600752404,1.47456493419819
"T4024",0.076641651,0.133067111,0.055127644,0.079000897,0.094063163,0.055402191,0.061909631,0.071385033,0.403517874,0.066923648,0.187159618,0.18822077,0.05591087,0.091161969,0.105462998,0.105077549,0.103761975,0.067613844,0.099337922,0.089212428,0.18056443,0.347963025,0.123759378,0.055810556,0.079278708,0.493306757401443,0.0167782583210522,1.3674051133252
"T4025",0.104392131,0.261420727,0.06490294,0.103274793,0.090266939,0.0699003,0.083418046,0.07733592,0.402488274,0.093405251,0.077600343,0.063649173,0.069923577,0.108777915,0.107873296,0.074501907,0.107936146,0.086631335,0.101641409,0.096355397,0.113042304,0.346513531,0.137835377,0.08415322,0.095891299,0.465968860057941,0.0854071360886055,1.41163397903083
"T4026",0.112939043,0.309688927,0.067942536,0.085533611,0.103750135,0.06967221,0.07087132,0.074440261,0.404917407,0.081003217,0.120627324,0.088866843,0.135242421,0.09897032,0.102119355,0.136075928,0.137308578,0.078294215,0.083453217,0.099193717,0.126497773,0.35623459,0.13031669,0.067789001,0.091136162,0.44792340639335,0.130909609547324,1.44095870141222
"T4027",0.09187543,0.112767627,0.080309176,0.094193924,0.0959557,0.081017917,0.081015906,0.081304713,0.353269099,0.094740855,0.097512115,0.097344339,0.086751118,0.103091673,0.138257553,0.09777897,0.111517975,0.132642857,0.112999111,0.107039809,0.082233451,0.319076006,0.129748644,0.081438465,0.108191768,0.26641999417553,0.623676607998475,1.75852946910683
"T4028",0.083236786,0.076662019,0.072455085,0.096950653,0.068345277,0.072445084,0.087961869,0.07313923,0.384669946,0.091493507,0.089207157,0.10947208,0.087285003,0.101381073,0.126184642,0.114318197,0.101302034,0.103776564,0.105115973,0.099054473,0.086604734,0.344681877,0.129437236,0.076576717,0.099246133,0.413980309713193,0.217317885638371,1.49664575565825
"T4029",0.070806874,0.076964538,0.065630215,0.106296304,0.114516991,0.068144748,0.094564385,0.065410777,0.366339171,0.08406077,0.073473064,0.072894735,0.073691726,0.114887439,0.123591025,0.073383789,0.163247318,0.094961506,0.112539205,0.110714413,0.071115095,0.338441556,0.142809003,0.067976463,0.099138071,0.41759374828066,0.208053112815909,1.49067493978179
"T4030",0.121431933,0.187323967,0.077901811,0.087905438,0.101814826,0.080670565,0.082283766,0.076644579,0.399842621,0.076541173,0.090256866,0.105869636,0.093049416,0.103335249,0.103440633,0.077987387,0.130279488,0.081785457,0.108227128,0.096043398,0.110333035,0.34749204,0.132699593,0.079997536,0.085527066,0.401082080074532,0.250547261899609,1.51806090432377
"T4031",0.090455664,0.092804554,0.079428047,0.126714375,0.108895253,0.079064151,0.113885862,0.09205818,0.344819893,0.103553318,0.093204448,0.117821093,0.080244845,0.1263098,0.126920181,0.073319765,0.127769929,0.127026301,0.123626013,0.116122442,0.094931489,0.29062627,0.136082105,0.088167986,0.110420959,0.168406937855972,0.960479634861756,1.97558701585617
"T4032",0.085454076,0.240808291,0.086439124,0.116232581,0.098394936,0.085511672,0.110118712,0.09839085,0.347551825,0.088850202,0.122890593,0.125193808,0.089214217,0.116259352,0.115270492,0.08664877,0.124734764,0.10966923,0.12052303,0.11398855,0.093922391,0.313259454,0.137247413,0.09487006,0.106686724,0.201057882380655,0.837848555134532,1.89655565569082
"T4033",0.05517245,0.137152567,0.05504564,0.114883129,0.084566584,0.058398225,0.103200856,0.0774212,0.349579994,0.093207949,0.092510289,0.083380175,0.072551089,0.113731316,0.124084565,0.058154164,0.13921136,0.116156998,0.113598702,0.109828375,0.053140987,0.314685796,0.14093296,0.072302329,0.104823929,0.358680442628615,0.361988150653617,1.58988058523872
"T4034",0.078634743,0.15349328,0.073460509,0.116712282,0.130028241,0.073585482,0.114111666,0.077236429,0.335011866,0.091555404,0.081560028,0.086729588,0.076860178,0.122347135,0.107969065,0.072157571,0.088944341,0.11353997,0.114838743,0.108601966,0.081206004,0.318986414,0.139445029,0.081397142,0.097358031,0.268544776687694,0.61722010955407,1.75436848597677
"T4087",0.076872317,0.322770161,0.095502946,0.116669202,0.086341622,0.084216458,0.096191597,0.089565112,0.076604284,0.135912916,0.136640221,0.129968623,0.113020635,0.120543704,0.131020526,0.137285131,0.094654571,0.176867249,0.099291399,0.097836896,0.102029502,0.080464677,0.088802866,0.08362635,0.101227911,0.0684480896525068,1.48744931903571,2.31520019547437
"T4088",0.133028942,0.334103238,0.048509341,0.077165965,0.056101561,0.058030418,0.047999924,0.094546248,0.1325986,0.045131171,0.073697134,0.044251083,0.048587669,0.134657276,0.089783716,0.05192075,0.100049384,0.134392686,0.0452813,0.114979417,0.13805135,0.23887002,0.158760463,0.076479894,0.102050281,0.391455632427523,0.275527156725873,1.53415955622587
"T4089",0.133828346,0.336149698,0.113699042,0.055159325,0.142032377,0.045410488,0.106361211,0.063356346,0.074493742,0.04636115,0.15658156,0.088197723,0.130102819,0.053955185,0.082432919,0.138494906,0.154579354,0.155661199,0.089052841,0.099666452,0.086429191,0.327453092,0.134454307,0.135090738,0.077165013,0.316335495969197,0.477970794725071,1.66462726558216
