"","cysB","cysC","cysD","cysK","cysN","tcyP","yciW","ygeH","yoaC","pval","z","inv_cof_var"
"T1812",0.221358027,0.286241316,0.100849222,0.245400481,0.17310545,0.112355471,0.106900552,0.087654384,0.141122168,0.322967119229895,0.459417702273997,2.14116292517808
"T1813",0.156337692,0.27792623,0.0679292,0.264094236,0.175989753,0.148965577,0.107130284,0.088640872,0.137799454,0.365679969084861,0.343317072906214,2.04796273492228
"T1814",0.145994565,0.277379565,0.075539495,0.235278911,0.162352248,0.146705249,0.110449223,0.073359027,0.140345514,0.337413617246954,0.419532189763707,2.10914468914739
"T1815",0.125043376,0.327434219,0.06541441,0.272144267,0.19985639,0.215428566,0.112421227,0.071780465,0.139742079,0.459514670426517,0.101656487807512,1.85396884676531
"T1816",0.071771727,0.283906192,0.063155,0.278812367,0.195285063,0.150578763,0.104981883,0.082186078,0.133960714,0.430130121915256,0.176042894340805,1.91368279731924
"T1818",0.151457701,0.297482713,0.2153285,0.253907125,0.190331555,0.138641199,0.109742738,0.073627426,0.144558181,0.232118626748594,0.731887471835909,2.35988899497121
"T1819",0.155654799,0.3013199,0.051575761,0.262563793,0.196457884,0.131672296,0.104719014,0.073566976,0.147927817,0.491209077713044,0.0220373579572909,1.79005430908838
"T1820",0.143682038,0.278876148,0.057218091,0.253276341,0.190449997,0.138692902,0.112177051,0.070710578,0.14916614,0.413082142877048,0.219623631108883,1.94866738767324
"T1821",0.098853212,0.324277806,0.088299853,0.263525747,0.201305213,0.145313562,0.103744984,0.08059065,0.142054871,0.426699189604448,0.184784100313145,1.92069983128472
"T1822",0.059615373,0.102850285,0.223188189,0.297540145,0.272440959,0.127660046,0.087218888,0.077265834,0.133156019,0.433449515958743,0.167598651784854,1.90690415178505
"T1823",0.103563561,0.076017704,0.15283746,0.292669573,0.231094085,0.108071844,0.091415602,0.071603747,0.142035239,0.463953551729152,0.0904783425982043,1.84499555122085
"T1824",0.251254597,0.113232789,0.082223872,0.236048195,0.219134554,0.118064487,0.093403318,0.098748685,0.148696742,0.22802148484939,0.74537844674331,2.370718922724
"T1825",0.242935199,0.072710995,0.074340564,0.243200464,0.190833902,0.082682632,0.090119773,0.104333155,0.1293266,0.39499047895218,0.266335340491946,1.98616537735152
"T1826",0.160338572,0.220343307,0.098131079,0.235089012,0.152790444,0.070494634,0.106789533,0.101725933,0.138165358,0.232528607225508,0.730544840510728,2.35881119293317
"T1827",0.204053093,0.135176022,0.206770709,0.207482697,0.137308397,0.116411481,0.077348674,0.099458577,0.13863011,0.0625440782066922,1.53376223665711,3.00359679440025
"T1828",0.18672496,0.131795255,0.204517386,0.204697597,0.135075066,0.124535521,0.100298904,0.095301155,0.151859997,0.0198071133241702,2.05774907683284,3.42422908090762
"T1829",0.181494257,0.139920377,0.219262766,0.205889127,0.141371358,0.135311805,0.091582375,0.099980012,0.140734081,0.0323728688123551,1.84700967822257,3.25505728440811
"T1714",0.104413155,0.440684443,0.350562807,0.211258634,0.176162837,0.349336859,0.202262461,0.091037942,0.114420796,0.41648324974528,0.210898468141685,1.94166323228679
"T1715",0.373126491,0.219061262,0.316949586,0.245568146,0.304922061,0.447688941,0.439925787,0.067043312,0.115634679,0.406307066531601,0.237054985983822,1.96266046936114
"T1716",0.42054144,0.219704554,0.383643592,0.247935833,0.280371147,0.437108726,0.272485196,0.068472916,0.114156833,0.364496674310911,0.346464912972386,2.05048967465258
"T1085",0.141483737,0.111295451,0.223980699,0.281645129,0.233738419,0.215916604,0.099061107,0.056750205,0.114660798,0.357692068718343,0.364634661668342,2.06507550458808
"T4797",0.127698379,0.359492937,0.212600634,0.388256061,0.285136332,0.089109763,0.065181414,0.129684956,0.272398401,0.461888982452253,0.0956759216352282,1.84916792614903
"T4800",0.096554286,0.092493285,0.108687178,0.271783868,0.086019574,0.116188428,0.088111293,0.102764515,0.115262724,0.389104297456369,0.281654306102811,1.9984627310974
"T4806",0.126567115,0.093748724,0.291076461,0.262846256,0.160655934,0.305795215,0.094319363,0.122411699,0.295518974,0.318361432725839,0.472285714751573,2.15149276764022
"T4811",0.136999487,0.105628152,0.27131556,0.221963987,0.259977716,0.096874552,0.10025911,0.156787833,0.235365535,0.20683310748727,0.817458922237189,2.42858177899222
"T4812",0.127824765,0.147815884,0.233349847,0.265451361,0.235277965,0.127649706,0.099882026,0.136940176,0.280498659,0.118364125229331,1.18320414546775,2.72218504863735
"T5743",0.124556446,0.129277526,0.121903107,0.153687524,0.153078986,0.126003219,0.141150994,0.129021151,0.239671539,0.00438031640715691,2.6212564706805,3.87658663144925
"T5745",0.131536459,0.091649832,0.143955559,0.10461115,0.131088539,0.089226878,0.107885751,0.132204585,0.325752419,0.475920669216499,0.0603946263065694,1.82084574172154
"T5747",0.121909008,0.106788628,0.184059491,0.105782381,0.11257307,0.105958866,0.11471478,0.113871656,0.299500831,0.34754639988522,0.391953191620505,2.08700555098761
"T5755",0.114046471,0.117603157,0.205365985,0.121100655,0.14958692,0.119606552,0.136480068,0.127619505,0.056570297,0.0439229839777674,1.70687134487951,3.14256074239257
"T5757",0.098634536,0.10193317,0.085401907,0.123132087,0.148344597,0.106371208,0.133838967,0.208388445,0.060605228,0.123613862104578,1.15710925918301,2.70123728651337
"T5759",0.089655058,0.110635408,0.09139765,0.108784616,0.14243847,0.103738564,0.117689328,0.09424527,0.066453318,0.00010800993071421,3.6995056148566,4.7421549399726
"T6892",0.064366343,0.078921428,0.063250904,0.255234851,0.185675985,0.0800344,0.163161814,0.063374835,0.189081869,0.461454534931449,0.0967699732559536,1.85004617995142
"T6894",0.107215995,0.114920795,0.220617958,0.154373024,0.143990569,0.094260657,0.164610898,0.113386218,0.157332078,0.00819456176885136,2.40013282840954,3.69907884667726
"T6896",0.110665766,0.104216144,0.215330859,0.104351535,0.079193735,0.10222728,0.152854699,0.108265985,0.133724761,0.0750891336070886,1.43890208324693,2.92744747123408
"T6898",0.12832816,0.128255235,0.126927916,0.15590708,0.145543739,0.107232969,0.143342427,0.127008422,0.137596719,1.54253110134414e-19,8.96563210722233,8.96955658001743
"T6900",0.079333085,0.080518031,0.27283256,0.240664775,0.084429129,0.087349198,0.183460892,0.070082233,0.146365166,0.464696293348298,0.0886090862672755,1.84349499909958
"T6902",0.12832816,0.128255235,0.126927916,0.15590708,0.145543739,0.107232969,0.143342427,0.127008422,0.137596719,1.54253110134414e-19,8.96563210722233,8.96955658001743
"T6891",0.062909135,0.065580277,0.072526707,0.251108355,0.163485843,0.067460569,0.13670725,0.060261639,0.184092944,0.498676901078833,0.0033165232458425,1.77502609290768
"T6893",0.066343574,0.121121037,0.064017357,0.205689482,0.149530322,0.114837304,0.154999631,0.065560275,0.1597847,0.13136350746223,1.11996890068695,2.67142273256262
"T6895",0.058780527,0.061294949,0.058767901,0.106401273,0.069872832,0.082857675,0.191695178,0.07690809,0.182554552,0.41834184748361,0.206137259341108,1.93784115510704
"T6897",0.091058859,0.084653454,0.104819964,0.20909211,0.182712803,0.083985639,0.154651668,0.085363418,0.160687426,0.129016497706351,1.13105249925612,2.6803201304578
"T6899",0.071974846,0.108045478,0.078348832,0.263768541,0.06615179,0.084232261,0.197994983,0.072245144,0.176850577,0.489999704967174,0.0250696480287591,1.79248849065235
"T6901",0.10039549,0.100444428,0.106057172,0.192906781,0.15025909,0.114420229,0.149912122,0.098263558,0.151520478,0.00309478851128548,2.73756562082199,3.96995421249258
"T1660",0.08232675,0.07069994,0.223678222,0.07876712,0.241765744,0.212134619,0.061645963,0.199730727,0.089013856,0.447810738466376,0.131194461803783,1.87768055970963
"T1651",0.037391309,0.693132741,0.665295495,0.667453764,0.735621169,0.714282007,0.385295599,0.663997601,0.129733166,0.116103564667297,1.19469266497082,2.73140749824228
"T1652",0.041085912,0.7640738,0.616871849,0.634963465,0.760029558,0.755631397,0.338105146,0.566606858,0.100614865,0.214721918530219,0.790143724222027,2.40665440731688
"T1653",0.055967453,0.647373386,0.653333605,0.580493324,0.659642463,0.659954793,0.116373003,0.657139451,0.11137032,0.353896345462068,0.374822215878072,2.07325359970917
"T1654",0.052902648,0.627978571,0.720846019,0.535569291,0.662216336,0.625400887,0.139354812,0.672572421,0.122041127,0.33186957194901,0.434756553443108,2.12136610085868
"T1655",0.063150771,0.605884899,0.73088643,0.508231803,0.633640247,0.656557819,0.136214738,0.717576067,0.112254797,0.362457842407233,0.351896765763621,2.05485011366433
"T1656",0.054506634,0.778829538,0.773978732,0.558293953,0.732714328,0.722289113,0.123270272,0.669226046,0.115695215,0.390550233206107,0.277885224635137,1.99543708763801
"T1657",0.076884781,0.644045378,0.696236951,0.472678135,0.622233264,0.645069077,0.107230021,0.683985137,0.116948434,0.383789648069347,0.295542755272872,2.00961173271829
"T1724",0.295298858,0.084620959,0.286921585,0.275135173,0.277681064,0.281387064,0.291645294,0.053432992,0.136045348,0.352518589608302,0.378529640207163,2.0762297476828
"T1725",0.305654553,0.067867903,0.316406114,0.32639092,0.298313467,0.272662855,0.326984994,0.031286976,0.141746988,0.480497330249345,0.0489054312916772,1.81162274984712
"T2458",0.078044439,0.062067124,0.119760658,0.082315268,0.162758732,0.062283433,0.04719757,0.043361209,0.075243907,0.378195216904331,0.310224245996775,2.0213973512473
"T8307",0.098478854,0.073550021,0.136135435,0.242535282,0.160985115,0.120448799,0.061063891,0.063355561,0.229655638,0.435961235068319,0.161217028004231,1.90178128075727
"T8316",0.095676174,0.352389567,0.393763914,0.373052005,0.407928898,0.308574838,0.073747289,0.086385342,0.273844069,0.327152132606775,0.447790687038409,2.13182929763476
"T8317",0.123488587,0.375245086,0.405776542,0.376414288,0.423861767,0.273203408,0.10580258,0.079140431,0.24740423,0.329230137362543,0.442039980940565,2.12721289800503
"T8319",0.060823435,0.28281869,0.274344652,0.442126226,0.388164652,0.38973934,0.044141504,0.077140392,0.428158609,0.447618476451533,0.131680572105142,1.87807078647083
"T2220",0.07536512,0.069406735,0.142950543,0.073584765,0.119120822,0.054630366,0.044046939,0.051432718,0.089242067,0.249894422520967,0.674822025515634,2.31407950640045
"T2143",0.043959155,0.080237544,0.072610473,0.078415043,0.131343394,0.120665304,0.03579642,0.058736158,0.127159931,0.170625155028278,0.951697712050369,2.53634244160383
"T2144",0.07400337,0.070833368,0.135322663,0.213087689,0.100277132,0.090128379,0.064843741,0.073162131,0.050040148,0.440617982490726,0.149402594008959,1.89229720214271
"T2146",0.073418912,0.062664146,0.160925144,0.127634958,0.132976866,0.118645394,0.060172497,0.073233223,0.140577323,0.0942937543336323,1.31476911973106,2.82779929637323
"T2147",0.055899617,0.088527436,0.038842524,0.158629714,0.157201328,0.145670643,0.051592713,0.052292966,0.11052172,0.381604173252009,0.301270352591902,2.01420958169421
"T2148",0.083522912,0.086915229,0.072353929,0.225944746,0.130864567,0.12079782,0.073636582,0.076863262,0.102271665,0.310954988353253,0.493145226302171,2.16823781420668
"T2149",0.052179575,0.053798079,0.157643302,0.081541997,0.116614058,0.097906955,0.072935436,0.059806735,0.150542828,0.183365837752033,0.902612339002252,2.49693898503539
"T2151",0.063218985,0.073909442,0.065505906,0.208858824,0.150168959,0.134734395,0.054441896,0.063541533,0.096695113,0.410058250807577,0.227395136679264,1.95490599121637
"T2152",0.054107716,0.073000879,0.140817112,0.077719873,0.16859702,0.148631782,0.049891167,0.028114029,0.141993378,0.401364221703102,0.249817554707812,1.97290566647769
"T2153",0.03362312,0.085873862,0.03954091,0.151343135,0.167145699,0.116285677,0.034578306,0.044086357,0.109064962,0.474954950488918,0.0628199229547597,1.82279265717126
"T2154",0.064386086,0.057585126,0.058079211,0.13855547,0.117927317,0.101339002,0.106608978,0.05747919,0.032550052,0.27383180134071,0.601264841815011,2.255031217404
"T2109",0.055130885,0.094816484,0.040724924,0.193112736,0.171063417,0.157252651,0.063096315,0.058103833,0.101346721,0.425314901050044,0.188314904717393,1.92353419698992
"T2125",0.059292824,0.06969954,0.113274733,0.166829812,0.15479687,0.131078581,0.075788037,0.031142979,0.099726451,0.254322476635365,0.660949105008011,2.30294297046818
"T2126",0.03179183,0.086714936,0.030661619,0.139887689,0.181632768,0.162858028,0.056577063,0.045702494,0.105322982,0.484813810153406,0.0380753306831179,1.8029288483351
"T2127",0.068407999,0.081063856,0.102302077,0.056818664,0.150357355,0.135509993,0.087249009,0.059491079,0.11467022,0.0787205107063763,1.41373058550921,2.90724096252734
"T2114",0.058897747,0.096940958,0.065133202,0.124809753,0.18349801,0.077054706,0.069313308,0.050508313,0.089006546,0.285528321712952,0.566496011646571,2.22712041619374
"T2115",0.064722738,0.087893227,0.04934629,0.116820811,0.176517077,0.061828665,0.059459822,0.048943492,0.078402623,0.409954068204532,0.227663131712473,1.95512112517575
"T2133",0.030194592,0.083824726,0.108807803,0.063908153,0.163798021,0.148207491,0.056030653,0.043314208,0.095703368,0.292016764285977,0.547502536151297,2.21187333666094
"T2116",0.051721478,0.071233245,0.055320505,0.138792187,0.153352988,0.134843221,0.044680601,0.047647616,0.063194756,0.414048830091928,0.217142029869766,1.9466752735143
"T2117",0.126829868,0.079066176,0.075393341,0.115409273,0.156314522,0.141676238,0.037348567,0.051612555,0.047433565,0.405988398785273,0.237876609741671,1.96332003073447
"T2118",0.070702272,0.084314153,0.077227514,0.099360069,0.140778384,0.128427746,0.057734896,0.071769384,0.116197433,0.0277170663823768,1.91545790367656,3.31000433912886
"T2134",0.082924065,0.077693483,0.079131667,0.084768389,0.154017915,0.138947134,0.053356233,0.048729304,0.064893984,0.266692506512328,0.622847085608574,2.27235643983096
"T2135",0.095181904,0.087015361,0.107893166,0.052448332,0.164396263,0.151129014,0.077908065,0.050678007,0.125794525,0.221266381741873,0.76792328387133,2.38881687034977
"T2136",0.040234287,0.08656839,0.058420326,0.079541697,0.178383019,0.138026322,0.080996224,0.049677895,0.100909802,0.26949890657366,0.614329196196254,2.26551867402272
"T2130",0.043490963,0.089726026,0.040258215,0.209208168,0.164760194,0.148459379,0.076169363,0.0571123,0.085909262,0.458262405882947,0.104812221938005,1.85650212348362
"T2120",0.190029355,0.068331692,0.154724971,0.071849357,0.149591815,0.135808769,0.045137825,0.06061464,0.166950561,0.319228168008688,0.469858191638367,2.14954406488784
"T2121",0.036909795,0.063901476,0.078589552,0.065125481,0.132518976,0.064993466,0.039515607,0.06404909,0.161742927,0.373940562045823,0.321434523499318,2.03039644110363
"T2124",0.114762344,0.099976426,0.045160296,0.217518875,0.168386133,0.156423959,0.05684714,0.064147352,0.084100207,0.48816239264162,0.0296768368705619,1.79618692776624
"T2138",0.05517091,0.07284469,0.130031894,0.052984435,0.150675724,0.132520254,0.079707791,0.05340096,0.131888381,0.173597680735477,0.940043279030334,2.52698680433721
"T2142",0.059670922,0.078136724,0.103998318,0.063809799,0.135718245,0.125520172,0.058861969,0.059808381,0.116540819,0.0701205728228394,1.4748936208234,2.95633980513436
"T2108",0.139176238,0.060175719,0.180389645,0.183083175,0.160402177,0.195131776,0.114820081,0.046199551,0.193594444,0.238311218378181,0.711745419215425,2.34371989109474
"T2112",0.109692259,0.076240012,0.108640289,0.169331145,0.131208304,0.118903261,0.088360213,0.090453042,0.117692827,0.00515850685244511,2.56501906156024,3.83144185266517
"T2123",0.140385853,0.060723988,0.10493148,0.166896445,0.137544978,0.126302294,0.123846851,0.0698264,0.148994551,0.0409699846034183,1.73953916615832,3.16878495129658
"T2141",0.057599304,0.082946315,0.105573741,0.067573787,0.148264675,0.136688699,0.103528949,0.062769849,0.105649118,0.0250005860451377,1.95995395735759,3.34572370336733
"T6035",0.111826907,0.234969683,0.221828926,0.252792907,0.279301079,0.127857405,0.33854884,0.077435064,0.053590733,0.407356490681153,0.234350374474463,1.96048933292017
"T6061",0.111826907,0.367013662,0.324371156,0.252792907,0.431131365,0.219400566,0.441079141,0.070841743,0.061790218,0.471065988800545,0.0725905114064433,1.83063603155749
"T6072",0.111826907,0.336855475,0.260278916,0.252792907,0.36346257,0.170757796,0.380456112,0.085216203,0.054711802,0.428612764452442,0.179907064656375,1.9167847736871
"T6107",0.111826907,0.318778723,0.485292015,0.252792907,0.500763938,0.374419819,0.453622432,0.045288349,0.081140509,0.495632825176969,0.0109471025361382,1.78115156738177
"T6118",0.111826907,0.396687405,0.392005574,0.252792907,0.413686485,0.409601192,0.398032027,0.05488121,0.041926289,0.469448177681067,0.076657072281278,1.83390047766157
"T6130",0.072095042,0.220699613,0.18118535,0.071982616,0.269498675,0.268993601,0.282551553,0.063026394,0.057850815,0.490443642971931,0.0239565260339346,1.79159492803981
"T6140",0.076824015,0.198140645,0.190715842,0.076731639,0.254845491,0.247122478,0.248718173,0.065212565,0.059804124,0.417832583173452,0.207441383129718,1.9388880450841
"T6165",0.07436465,0.178712528,0.195155122,0.074261787,0.244723876,0.234806358,0.265531638,0.062119908,0.056297947,0.445109331242303,0.138027526846295,1.88316582680473
"T6153",0.078837242,0.179170235,0.206106872,0.07874374,0.239888828,0.244863374,0.251266595,0.066073586,0.05760016,0.409401655519788,0.229084409059944,1.95626206058594
"T6160",0.070897034,0.221009376,0.206123089,0.070758504,0.247913022,0.254903958,0.257021204,0.060001613,0.056400164,0.455691674614106,0.111293828398409,1.8617052559607
"T6134",0.073180892,0.230784624,0.200214731,0.07303726,0.264731417,0.265064337,0.266248136,0.06426093,0.05805554,0.460435357293632,0.0993369840637034,1.85210685694321
"T6162",0.071065686,0.217729083,0.207884849,0.07094169,0.246286223,0.259977877,0.264920661,0.061256934,0.05826635,0.455210101514211,0.112508534661608,1.86268036570344
"T6128",0.073373977,0.230813783,0.183167625,0.073261547,0.264945987,0.262969352,0.268403261,0.063633844,0.057534723,0.470228706717322,0.0746949654987335,1.83232538951234
"T6138",0.075882834,0.20489416,0.197294781,0.075691494,0.244227068,0.27079861,0.224777498,0.06485806,0.060300896,0.418865173392952,0.204797491734974,1.93676565192958
"T6136",0.077382591,0.229845409,0.197962271,0.077257263,0.254497175,0.251956947,0.258659619,0.068604907,0.060603087,0.4158499716392,0.212521837151089,1.94296639749232
"T6154",0.111826907,0.330351078,0.332101173,0.252792907,0.390349456,0.263082807,0.429859809,0.063332698,0.047640825,0.453353503956737,0.11719313373317,1.86644094415267
"T6166",0.111826907,0.299849316,0.276632952,0.252792907,0.355229475,0.269787538,0.312077271,0.048284244,0.050238721,0.396992869420864,0.261138453157664,1.98199355769016
"T6172",0.111826907,0.347177853,0.29923143,0.252792907,0.461990842,0.284225271,0.461942363,0.071209517,0.061904599,0.468824063567016,0.0782261926476445,1.83516009457731
"T6174",0.111826907,0.107435754,0.291530702,0.252792907,0.324955021,0.269923274,0.256219885,0.055888346,0.049770284,0.483092807883913,0.0423927400265476,1.80639466393327
"T6178",0.111826907,0.381802353,0.389515575,0.252792907,0.35857347,0.41497376,0.371547686,0.043762407,0.055763342,0.454071052706475,0.115382303024714,1.86498729340617
"T6180",0.111826907,0.337167022,0.35261331,0.252792907,0.327401393,0.344352403,0.330309723,0.055168167,0.056343671,0.383986826181172,0.295026478766474,2.00919728992945
"T6182",0.111826907,0.360466375,0.337784858,0.252792907,0.375148358,0.316927835,0.357161798,0.05500871,0.054239904,0.406415343765416,0.236775850320593,1.96243639222167
"T6185",0.111826907,0.133987812,0.240928965,0.252792907,0.313223688,0.217159247,0.270511157,0.052685543,0.046586795,0.441844333630923,0.146294804348116,1.88980241301674
"T6197",0.111826907,0.251111996,0.283736802,0.252792907,0.343983054,0.234956546,0.204077664,0.05186257,0.045981743,0.408785456112418,0.230670346666522,1.95753517760065
"T6210",0.111826907,0.326355738,0.282652285,0.252792907,0.386069882,0.233038041,0.223959538,0.053946585,0.052499304,0.436719838493308,0.15929091647907,1.90023508792803
"T6202",0.076900919,0.249580059,0.236660905,0.076811258,0.307835427,0.226172677,0.216213993,0.064789735,0.054798446,0.473897365540173,0.0654763560370583,1.82492511820976
"T6213",0.078082676,0.188381018,0.273091604,0.077981189,0.231257717,0.195239932,0.210238271,0.064502392,0.067022063,0.389118518212215,0.281617217843415,1.99843295836618
"T6173",0.083819193,0.301657122,0.234716811,0.083712324,0.331794703,0.276642347,0.299666198,0.069097071,0.065659367,0.484221653855982,0.0395607652727672,1.80412128619803
"T6198",0.077477359,0.253841351,0.240977653,0.077394059,0.327061804,0.225444396,0.208062362,0.065212994,0.055364372,0.49590333857248,0.0102689878440312,1.78060720841779
"T6209",0.081539616,0.2300024,0.213930121,0.081439189,0.314267273,0.195591911,0.200624198,0.067314909,0.068947328,0.432515963127543,0.16997229336192,1.90880960094399
"T6204",0.078811626,0.245468093,0.239795803,0.07867115,0.308746176,0.208576196,0.218502948,0.066764246,0.056289869,0.46428264372492,0.0896500788197549,1.84433065954754
"T6215",0.080991541,0.22890092,0.207112323,0.080900238,0.348556525,0.191553378,0.203492041,0.067808323,0.067631423,0.494524062081005,0.0137265718630038,1.78338279620012
"T6206",0.078070609,0.256645208,0.230152038,0.077975069,0.309367936,0.221582353,0.218171189,0.065376018,0.055657976,0.471852363257036,0.0706143032122465,1.82904962345025
"T6217",0.08440803,0.226393765,0.192218934,0.084244155,0.341306116,0.187366488,0.221032099,0.070891223,0.072412865,0.462922543867617,0.0930736035116836,1.84707890608479
"T6188",0.077639925,0.286954457,0.208045618,0.077520911,0.319745861,0.252472718,0.237643817,0.065789776,0.056011416,0.49974396666045,0.000641780452221654,1.77287893368376
"T6211",0.080597922,0.225616259,0.219113607,0.0804538,0.341913439,0.207002224,0.20263333,0.067309034,0.070353111,0.473322888216596,0.0669195158857561,1.82608361987509
"T6195",0.081000701,0.071368796,0.070648651,0.080860599,0.203436451,0.06267173,0.077245565,0.067454169,0.063649993,0.466752594085781,0.0834355928399918,1.83934195897968
"T6219",0.082339461,0.225245937,0.20032922,0.082217991,0.329359413,0.188439377,0.22012273,0.068930079,0.070451404,0.451333580149424,0.122292766751125,1.87053469256812
"T7460",0.078304539,0.07767197,0.103579486,0.06724467,0.058805357,0.074132194,0.119207068,0.077338032,0.077310393,0.00154329761358262,2.9589796106702,4.14769507480762
"T7464",0.075498432,0.079975642,0.185405942,0.058248491,0.058172144,0.077308038,0.129115504,0.075579952,0.08146405,0.318072384322046,0.473095890350615,2.15214313896363
"T7466",0.07998267,0.078343167,0.077793948,0.066759844,0.067868004,0.078003065,0.121333369,0.079797069,0.076330645,0.000121008518398902,3.67056275805113,4.71892095945496
"T5290",0.13278013,0.104730927,0.23730396,0.11376786,0.099095471,0.078595797,0.141961811,0.132090097,0.070256757,0.243268745242557,0.695826501404661,2.33094092360155
"T5292",0.069440112,0.155605347,0.244111217,0.1508434,0.155541348,0.15509453,0.132839157,0.102412194,0.069136043,0.0835257979239128,1.38173984343252,2.88156028134405
"T5294",0.109366682,0.14392919,0.245724401,0.14849659,0.130890063,0.074843257,0.150820616,0.094556927,0.112091798,0.129857288832448,1.12706599894242,2.67711995325191
"T5296",0.10888172,0.092047459,0.232572843,0.146927905,0.128546412,0.087062815,0.143963176,0.106095389,0.026360751,0.378537858734402,0.309323156925258,2.02067399881277
"T5300",0.081654008,0.163992864,0.241794212,0.155345722,0.150794786,0.126807985,0.138306007,0.104609864,0.078872282,0.0614487678052707,1.54272490868248,3.01079161102195
"T5302",0.108070623,0.170643668,0.239214142,0.14064251,0.097100252,0.063707473,0.148072725,0.099114731,0.074241856,0.286216374837982,0.564472295321945,2.22549587076702
"T5304",0.061618353,0.127200708,0.244596374,0.177546045,0.165426357,0.063449984,0.150947094,0.041010498,0.116216438,0.343083468268751,0.404062259857932,2.09672614828062
"T5306",0.09650343,0.150061089,0.243396768,0.15719008,0.141829403,0.061698971,0.145972166,0.038661082,0.102892708,0.362951324149384,0.350581085858025,2.05379394697355
"T5308",0.089430514,0.166304151,0.238786943,0.163750984,0.145180049,0.066863165,0.144537181,0.106731102,0.106895836,0.108252230612044,1.23587653287105,2.76446799364762
"T5312",0.091440234,0.133693653,0.242419654,0.153061229,0.153116845,0.058250426,0.150661804,0.047986678,0.146863707,0.286050055566844,0.564961264923052,2.22588839284119
"T5314",0.072793343,0.10626749,0.241198916,0.123281889,0.120839778,0.07292177,0.148805861,0.031173209,0.099003814,0.423845808109034,0.192064584071271,1.92654426533393
"T5316",0.092191144,0.133519631,0.237589551,0.143299232,0.119807133,0.067960677,0.144053513,0.055480244,0.157279524,0.235011318802396,0.722442219506057,2.35230678530577
"T5545",0.062840829,0.137163118,0.280121877,0.238539518,0.175811945,0.095488073,0.147420901,0.069210481,0.160600106,0.238066945982565,0.712534441184112,2.34435328126668
"T5547",0.074565432,0.10590865,0.290196262,0.240510821,0.087451009,0.089715189,0.143945341,0.070018117,0.123858835,0.480147349473303,0.049783771708967,1.81232784071913
"T5549",0.067113191,0.074969028,0.289869564,0.249704143,0.175430794,0.09573017,0.149393351,0.066746778,0.137208332,0.427861847086857,0.181820374907141,1.91832069024811
"T5551",0.069637018,0.088718001,0.30350031,0.242608135,0.109054883,0.084050093,0.149069235,0.069730982,0.166781455,0.476314647083289,0.0594052969375026,1.82005155407653
"T5555",0.078304265,0.075251683,0.18380989,0.08209939,0.098263118,0.110753982,0.152207505,0.182556755,0.117139157,0.074892562022473,1.44029086765419,2.92856232282176
"T5557",0.083574119,0.086974144,0.137104732,0.113277633,0.138147605,0.109258167,0.148964158,0.137011863,0.090450484,1.63429460540775e-05,4.15389799984339,5.10692003179137
"T5559",0.106937289,0.107109357,0.267813487,0.23688193,0.077218275,0.111422686,0.163932961,0.084544958,0.163661284,0.317757996434944,0.473977442868938,2.15285080836108
"T5561",0.086035868,0.106676342,0.285517571,0.23394368,0.099845047,0.105020296,0.152198536,0.084578136,0.133907536,0.348981073597848,0.388072817458808,2.08389056692505
"T5563",0.075952707,0.081836763,0.229751009,0.118416349,0.161313039,0.11261366,0.156917557,0.142144615,0.140528093,0.030566170307417,1.87253705338249,3.27554947497238
"T5569",0.070359432,0.091939538,0.20200959,0.17680416,0.13112923,0.103814626,0.139988343,0.20875868,0.130069442,0.0207245468113573,2.03900935777117,3.40918570524808
"T5565",0.106633742,0.114972634,0.106550069,0.187289298,0.118353318,0.123133791,0.15896494,0.144008962,0.143163622,1.67692659150365e-05,4.14800483466467,5.10218927263135
"T5567",0.084313782,0.094096834,0.2060965,0.167455575,0.167601686,0.117471123,0.14703183,0.167715753,0.13425122,0.000795942810962209,3.15738949017257,4.30696930629928
"T5571",0.085096522,0.106376499,0.194120044,0.122502441,0.159464959,0.099527448,0.131211171,0.165099191,0.104708551,0.00316535415445843,2.73014182963246,3.96399473789669
"T5577",0.089870752,0.095381323,0.229780937,0.112080832,0.245472633,0.099492431,0.120494037,0.246557994,0.091020625,0.312729613769322,0.488127931906364,2.16421016341094
"T5573",0.102570124,0.14209116,0.201872327,0.141600568,0.122866659,0.093080155,0.124485553,0.159404529,0.109662543,0.0018443193666391,2.90362993585817,4.10326292787467
"T5575",0.083484259,0.109400661,0.19386141,0.188599584,0.092356143,0.120517531,0.160169335,0.113308203,0.158183145,0.0079101850685795,2.41303339108314,3.70943481892421
"T1708",0.081470097,0.056000283,0.155727831,0.147094648,0.152740039,0.153105533,0.056428972,0.063774334,0.224986572,0.358293049614574,0.36302514714547,2.06378346112054
"T1709",0.107033665,0.064510752,0.103290018,0.186721885,0.151258563,0.14955588,0.061999291,0.061150067,0.201740035,0.327033232168558,0.448120180681598,2.1320937998205
"T5774",0.112101619,0.153487052,0.220317116,0.262912883,0.13505574,0.112021929,0.128904723,0.083208871,0.179455758,0.124373240667821,1.15339941538379,2.69825919630154
"T5776",0.07835355,0.157476725,0.127602402,0.253355463,0.145692076,0.113780333,0.128904723,0.105722574,0.174122471,0.0376692810971655,1.77839768770771,3.19997876670639
"T5778",0.094688959,0.157821298,0.099452192,0.257013931,0.125172759,0.123469031,0.128904723,0.093987115,0.173951808,0.109783095966674,1.22768246371403,2.75789017569295
