"","exbB","exbD","fepC","fepD","fepG","fhuA","fhuB","fhuC","fhuD","fhuE","fur","gpmA","metJ","nohA","tfaQ","ydfN","ygaC","yhhY","pval","z","inv_cof_var"
"T5565",0.167885409,0.226527595,0.120996439,0.111416882,0.113030298,0.113412772,0.263955593,0.106860461,0.106368804,0.10680466,0.244700918,0.240064028,0.211452294,0.157949088,0.10658227,0.061757903,0.20933309,0.132047295,0.0173431628943483,2.11200143995773,2.55811247401838
"T5567",0.123346829,0.250827963,0.079951506,0.090987657,0.089581165,0.104237088,0.274336711,0.085995405,0.083169647,0.0952858,0.269069512,0.263231281,0.208811345,0.141028105,0.081797253,0.066857127,0.198401716,0.136106826,0.14273924796549,1.06809314900159,1.96671957468966
"T5571",0.143419087,0.2517206,0.157885365,0.085114552,0.088534347,0.087883638,0.280357165,0.085083046,0.085893901,0.093431509,0.276911872,0.256262867,0.184328963,0.106252461,0.086056168,0.145367637,0.2106784,0.091157515,0.100608422790676,1.27809240786341,2.0856879473246
"T5577",0.113781131,0.219120631,0.11886066,0.089547355,0.125155166,0.093534586,0.271904442,0.096042773,0.09212439,0.08955338,0.255757072,0.243620758,0.185192029,0.120332239,0.089924353,0.095063461,0.090449937,0.091713764,0.0735900245938991,1.44956432942616,2.18282988759368
"T5573",0.136726597,0.239643225,0.159722489,0.090473565,0.129848727,0.090680447,0.297469295,0.098791749,0.100435274,0.107027942,0.271370589,0.275178828,0.174542074,0.11898467,0.105941151,0.122622069,0.20385919,0.135266616,0.0413463294799236,1.73527188603232,2.34468837815771
"T5575",0.153930134,0.25812088,0.070958353,0.093486121,0.174624956,0.087624457,0.284285112,0.083598354,0.110667354,0.086178743,0.276415077,0.272333658,0.152413984,0.127626127,0.081196842,0.107432632,0.143099852,0.122810942,0.106893451747841,1.24321965026827,2.06593190036104
"T1708",0.151929764,0.164851823,0.056469095,0.055460259,0.071988992,0.270885406,0.119979296,0.062671678,0.080718592,0.055733266,0.063144889,0.328343111,0.173027475,0.082553847,0.070501975,0.259300425,0.08091978,0.059618171,0.430092399209907,0.176138928573184,1.46141140053531
"T1709",0.159224512,0.164210604,0.062650936,0.064392836,0.061229124,0.134321856,0.13081149,0.060533595,0.063751279,0.070182279,0.072378708,0.256702411,0.18640884,0.082553847,0.070501975,0.092917537,0.061395269,0.062424082,0.211040194677361,0.802817217018582,1.81643596846036
"T5774",0.19979684,0.345609691,0.080746638,0.101452065,0.093147826,0.087876105,0.082051819,0.114629986,0.087081483,0.091671567,0.24753777,0.374868314,0.305809505,0.082553847,0.079286608,0.089209612,0.118803988,0.071089766,0.469387239441758,0.0768102721565782,1.40513992284559
"T5776",0.190562366,0.331062554,0.108171469,0.10823969,0.109113331,0.110149614,0.119108743,0.04846653,0.105735446,0.104880302,0.162528908,0.356150019,0.283159564,0.082553847,0.102897194,0.089209612,0.130098518,0.057748051,0.363679452108604,0.348640918727211,1.55913689326391
"T5778",0.171863583,0.327169317,0.093846162,0.094649911,0.11410798,0.108976238,0.098953379,0.076947477,0.095188643,0.098953611,0.181535346,0.34716357,0.291784062,0.082553847,0.097531604,0.089209612,0.138104575,0.075631131,0.353781229406309,0.37513178556057,1.57414444773784
"T5779",0.161780922,0.32415059,0.081079014,0.082802409,0.10113652,0.104355394,0.105606927,0.07643035,0.105763288,0.081009067,0.080625717,0.371539418,0.278915721,0.082553847,0.084245123,0.089209612,0.132820054,0.100395031,0.402774652668686,0.246171721129399,1.50108624227832
"T5781",0.095573306,0.323148663,0.073175782,0.072963726,0.082160935,0.079809928,0.149259968,0.077847969,0.140154721,0.074103884,0.080692973,0.383436093,0.278799543,0.082553847,0.073482057,0.089209612,0.116630071,0.134797078,0.459921712485272,0.100630952382346,1.41863476838399
"T5784",0.102838692,0.342587152,0.087562729,0.088385531,0.127557627,0.11686106,0.100262208,0.054964505,0.089389369,0.087690306,0.195091125,0.375995521,0.323392272,0.082553847,0.089548181,0.089209612,0.146820411,0.099860038,0.468641741229828,0.0786846156625318,1.4062017722915
"T5786",0.178241965,0.339741249,0.105995008,0.108926003,0.11450617,0.10589432,0.093858829,0.056409316,0.086790468,0.110809902,0.104289981,0.377709917,0.29249675,0.082553847,0.106010896,0.089209612,0.121803386,0.069176673,0.415641059886032,0.213057492096099,1.48232643350326
"T5788",0.171676183,0.335928747,0.089119176,0.094013356,0.109074241,0.088256089,0.091523749,0.091914028,0.090794422,0.109715039,0.099531429,0.341780083,0.267087248,0.082553847,0.088487947,0.089209612,0.238870196,0.093476299,0.33790677296147,0.418182696622805,1.59853356633418
"T5790",0.160188279,0.335801469,0.095041596,0.096238011,0.111336723,0.098719667,0.102198844,0.061582826,0.102053485,0.097385087,0.142525409,0.376737913,0.289411876,0.082553847,0.095333482,0.089209612,0.1024785,0.068329495,0.443407436539131,0.142335669589937,1.44226124385004
"T5792",0.123654596,0.337233428,0.082173282,0.074739211,0.111454978,0.078223151,0.135819803,0.047924994,0.101349521,0.06675624,0.093503345,0.37892098,0.309060963,0.082553847,0.08271342,0.089209612,0.215596899,0.133169851,0.465448166442108,0.086717164036677,1.41075235600957
"T5794",0.098415057,0.328937297,0.089925091,0.090686606,0.102068005,0.089901685,0.094053288,0.066702976,0.114782717,0.104704843,0.13014293,0.379803019,0.276736661,0.082553847,0.090131812,0.089209612,0.095534288,0.104724671,0.451977715001127,0.120666202292108,1.42998509928523
"T5798",0.170553742,0.321098533,0.096088531,0.096106707,0.102293658,0.10030868,0.192942158,0.075727652,0.100873866,0.101562708,0.140532676,0.364276215,0.275236615,0.082553847,0.096133708,0.089209612,0.098296955,0.061896412,0.366329747173326,0.341589959486281,1.55514239751685
"T5800",0.178703739,0.348583953,0.081236286,0.081010707,0.096116991,0.081028512,0.083693614,0.088781536,0.123220686,0.08128191,0.086725911,0.380270439,0.299959918,0.082553847,0.080972411,0.089209612,0.107347189,0.088592874,0.4858956686547,0.0353616840247438,1.38165854912653
"T5802",0.17435065,0.336428799,0.089598351,0.089541759,0.105324644,0.095931804,0.27998248,0.097643705,0.089838089,0.101923566,0.11021567,0.375532918,0.294561027,0.082553847,0.089817353,0.089209612,0.101153843,0.097389248,0.393044292559696,0.27139326027976,1.51537469969636
"T5804",0.133580077,0.328178425,0.089279206,0.086798672,0.119397737,0.099151076,0.078266512,0.063502623,0.085378287,0.083486853,0.071831669,0.372673288,0.289247395,0.082553847,0.090709795,0.089209612,0.24905815,0.079336143,0.453414508978999,0.117039164496079,1.42793031687116
"T5806",0.163945487,0.343305056,0.080804605,0.080473092,0.104765866,0.100337364,0.081861841,0.068131456,0.10204544,0.0804584,0.081026534,0.383386812,0.295923902,0.082553847,0.083302564,0.089209612,0.090827489,0.115801368,0.489264034489022,0.0269143237222315,1.37687296695973
"T5808",0.177963706,0.341033908,0.08558327,0.083090695,0.103445317,0.101105923,0.291848602,0.104024706,0.08168781,0.0839854,0.069438872,0.382870188,0.299539359,0.082553847,0.087232103,0.089209612,0.106791439,0.116765172,0.416817293679438,0.210042391431338,1.48061832452535
"T5812",0.113608272,0.328475603,0.096648085,0.098871999,0.11166852,0.099011704,0.373342219,0.082424778,0.099330526,0.098828805,0.084890357,0.368016609,0.293387375,0.082553847,0.097037834,0.089209612,0.125100887,0.070082433,0.455187150207399,0.112566430514256,1.42539643229494
"T5818",0.129752258,0.336498165,0.098459182,0.095949316,0.115342703,0.112192451,0.376443976,0.07444944,0.098069318,0.089039545,0.077251698,0.376034015,0.280104053,0.082553847,0.098831112,0.089209612,0.089515318,0.078495768,0.473298905774259,0.0669797658304163,1.39957076347742
"T5820",0.124008105,0.341329322,0.097661666,0.092131287,0.112350003,0.111241936,0.201428409,0.085757095,0.097388266,0.091692427,0.131276432,0.382945333,0.304120356,0.082553847,0.09699747,0.089209612,0.101432846,0.092628262,0.401664942380107,0.249039942651379,1.50271114156928
"T5793",0.08916236,0.322548541,0.083443854,0.083400253,0.089145247,0.084069454,0.092016498,0.074661972,0.125372459,0.106361432,0.081072923,0.376103454,0.259107044,0.082553847,0.083750098,0.089209612,0.123730261,0.111075886,0.434331851360508,0.165356102988805,1.4553027351089
"T5803",0.087465044,0.322786344,0.082416428,0.082440787,0.089328161,0.09105219,0.111075068,0.034346869,0.106397333,0.085468717,0.073214121,0.370818593,0.229675084,0.082553847,0.083174658,0.089209612,0.257388296,0.109413736,0.464376228174708,0.0894145552980474,1.41228047687278
"T5807",0.159009026,0.343841367,0.079168087,0.080289297,0.088874927,0.091868656,0.164530653,0.101521213,0.08357032,0.082327485,0.074364,0.384072578,0.296101461,0.082553847,0.080485114,0.089209612,0.090020573,0.091178638,0.472319763543434,0.0694398282099023,1.40096443324299
