"","exbB","exbD","fepC","fepD","fepG","fhuA","fhuB","fhuC","fhuD","fhuE","fur","gpmA","metJ","nohA","tfaQ","ydfN","ygaC","yhhY","pval","z","inv_cof_var"
"T4096",0.162645987,0.09005421,0.089580362,0.080120929,0.104809764,0.101329532,0.344845027,0.085599661,0.096684195,0.087635024,0.327345901,0.070743122,0.184772435,0.149874873,0.070501975,0.143457289,0.271219825,0.069603295,0.277723968504082,0.589616276470473,1.69565378532924
"T4098",0.185562927,0.223034444,0.080552263,0.053437713,0.080024184,0.147112327,0.350354923,0.109327039,0.122890817,0.083444791,0.323885887,0.219680985,0.220083735,0.145996628,0.070501975,0.139811807,0.234268078,0.068121182,0.188797648101991,0.882335700042718,1.86148462516064
"T4100",0.193555691,0.128013016,0.073034702,0.075969418,0.068979319,0.089289532,0.343239327,0.087396796,0.101032993,0.109156729,0.312681513,0.165874864,0.247363129,0.171927971,0.070501975,0.108410909,0.274668845,0.110254618,0.23713950566181,0.715534207510368,1.76698856728307
"T4102",0.138992496,0.073249791,0.118578097,0.105866093,0.137636358,0.131034619,0.357655313,0.123333238,0.129514901,0.118073491,0.30894783,0.057748413,0.201272029,0.152292014,0.070501975,0.104457658,0.217840242,0.058256503,0.184861743418735,0.89699143602711,1.86978736427163
"T4834",0.157926722,0.196538998,0.084247172,0.098143465,0.09130399,0.112831799,0.335264805,0.089906012,0.095665404,0.087014042,0.301954819,0.130585396,0.196332638,0.1626162,0.070501975,0.072085024,0.271938122,0.068447446,0.221364682156247,0.767592424693898,1.79648048746493
"T4836",0.153050764,0.106807639,0.075173188,0.136017508,0.086354492,0.101490471,0.360717932,0.069824705,0.070209889,0.073074384,0.301666042,0.075844819,0.220308044,0.169512204,0.070501975,0.088071035,0.267755967,0.108023249,0.337264816356954,0.41993952508744,1.59952884138691
"T4838",0.151726116,0.106870024,0.085887701,0.079985494,0.103568863,0.11975813,0.353748657,0.086490119,0.094625839,0.078662601,0.237754617,0.089157054,0.199288778,0.15696517,0.070501975,0.085219385,0.265802749,0.088092379,0.280126298803785,0.582466355038719,1.69160322571387
"T4840",0.152826693,0.144193729,0.083413963,0.078237463,0.127290513,0.095858615,0.334458853,0.087987622,0.098736038,0.079429,0.284363345,0.076726895,0.214202501,0.168112923,0.070501975,0.071549305,0.26423583,0.149701035,0.219261267689359,0.774690551665843,1.80050170458343
"T4842",0.144462907,0.125388015,0.088237342,0.081405227,0.115411325,0.109090956,0.35103022,0.100386242,0.093227797,0.080326173,0.314472615,0.196800831,0.152713788,0.164391268,0.070501975,0.08631475,0.270574637,0.097713872,0.206932618426604,0.817110580744804,1.82453341714281
"T4844",0.177415977,0.12438812,0.081778114,0.064588545,0.098963172,0.11434091,0.353805072,0.082359422,0.088627362,0.064803753,0.292945598,0.071331061,0.107283692,0.176760518,0.070501975,0.065367308,0.282084361,0.065286409,0.409637743140192,0.228476933554236,1.49106182555729
"T4845",0.068810796,0.127278805,0.071595913,0.077249245,0.082126333,0.096423321,0.344072631,0.069861416,0.069292567,0.068591571,0.309775708,0.078835167,0.226037622,0.158102055,0.070501975,0.069250676,0.290990922,0.103410848,0.449189650738677,0.12770895700285,1.43397494701777
"T4847",0.172593081,0.085073769,0.072728878,0.097258781,0.111195698,0.084453886,0.352233759,0.072400346,0.067213809,0.078732559,0.293945119,0.129218811,0.22602573,0.166238507,0.070501975,0.05683173,0.281257604,0.138770424,0.343368515027917,0.403287100670061,1.59009494221937
"T4849",0.168656988,0.152849515,0.086572423,0.071657957,0.124682405,0.082890404,0.341974185,0.07406713,0.083917281,0.070014839,0.260247036,0.080783398,0.217143631,0.171198183,0.070501975,0.104673456,0.278790102,0.087236366,0.297699289499714,0.531029150449855,1.6624631203821
"T4851",0.159508305,0.146214403,0.089646471,0.085720591,0.109689392,0.09280276,0.306132315,0.08702137,0.089121127,0.097838193,0.277160884,0.086841788,0.207256868,0.160447491,0.070501975,0.135261031,0.259770714,0.113271408,0.120083677963961,1.17456858967243,2.02703983472702
"T4853",0.160824766,0.120864486,0.082998824,0.082868867,0.107724367,0.104269012,0.325645894,0.084375628,0.101583769,0.083406068,0.276227617,0.085583612,0.203582326,0.162284426,0.070501975,0.129337749,0.27942726,0.08151696,0.212110762579144,0.799118807479905,1.81434075266513
"T4855",0.159263211,0.157199647,0.085598126,0.114960197,0.106408273,0.111330023,0.279517321,0.08956126,0.096483728,0.079662522,0.29001895,0.082152432,0.177468918,0.148874976,0.070501975,0.141088674,0.263551456,0.079621394,0.0865821278647899,1.36210656831441,2.13328348647706
"T5037",0.171090682,0.129627175,0.051941607,0.044647293,0.058174102,0.087769831,0.146303112,0.060268524,0.063867505,0.056437712,0.317474748,0.317713584,0.251065357,0.17059126,0.070501975,0.146837658,0.273495205,0.044498868,0.432999575391585,0.168742547217248,1.45722121692193
"T5041",0.168352179,0.121099277,0.081058947,0.069430726,0.069445913,0.109779514,0.124182646,0.087565907,0.087892561,0.086243891,0.288551087,0.279698195,0.225323221,0.167517935,0.070501975,0.150154286,0.240456114,0.135406838,0.101750880193084,1.27163802337579,2.08203142194916
"T5044",0.200844665,0.080978104,0.075708656,0.09987222,0.123893207,0.113608634,0.083314953,0.084865948,0.077796304,0.075301883,0.244844831,0.236619462,0.233607705,0.179719123,0.070501975,0.088992466,0.233328293,0.16644024,0.102027030913253,1.27008582069094,2.08115207109612
"T6957",0.190707094,0.063754143,0.058693266,0.048329928,0.063301219,0.105232108,0.137041079,0.062065374,0.07045389,0.060568939,0.317332259,0.300654736,0.243315252,0.105028957,0.070501975,0.165881296,0.277127711,0.081298533,0.402441779925684,0.247031869629343,1.50157353193742
"T6960",0.152553096,0.212504609,0.065421724,0.068303203,0.065963295,0.080537117,0.078994704,0.067167213,0.068436782,0.067673848,0.311373112,0.313812719,0.239173169,0.090178192,0.070501975,0.133764067,0.268270756,0.119729513,0.36101613378154,0.355744030607369,1.56316093442294
"T6961",0.179679905,0.075007781,0.058753834,0.051063624,0.072335471,0.095592106,0.131397912,0.063044358,0.066519397,0.058017554,0.316776593,0.311097374,0.247939022,0.095242358,0.070501975,0.171769487,0.290617824,0.134227638,0.393569243751106,0.270028292562598,1.5146014208339
"T6964",0.171722797,0.085655152,0.067334494,0.06853153,0.072188695,0.08956766,0.133793005,0.067624497,0.071558983,0.070077041,0.308816695,0.30653565,0.241404376,0.120169956,0.070501975,0.153103081,0.275758236,0.117184211,0.302885010045296,0.516120830545251,1.65401728791876
"T6965",0.198613329,0.197648937,0.078356588,0.060715257,0.12367811,0.113762851,0.291232542,0.06949581,0.107481363,0.063879468,0.067239932,0.271730837,0.237590347,0.065037718,0.070501975,0.06422667,0.269299197,0.09215256,0.304582807324573,0.511264849665661,1.6512662870537
"T6968",0.20338721,0.170636833,0.069372089,0.05836959,0.183524999,0.085020714,0.277717217,0.075303603,0.085848971,0.06664581,0.286123122,0.244441447,0.23055357,0.178412969,0.070501975,0.074185972,0.272638388,0.065033089,0.249982149460102,0.674545924500965,1.74376796472877
"T6969",0.182651496,0.257118167,0.057026508,0.043567129,0.060401365,0.10250553,0.294347006,0.069038355,0.074916791,0.04498013,0.297103667,0.245464941,0.241111722,0.185119435,0.070501975,0.080520942,0.268837801,0.112769704,0.365584205443601,0.343571699629943,1.55626508909755
"T6972",0.186853262,0.217168561,0.078783756,0.055033566,0.155171854,0.088845221,0.302934105,0.083248915,0.080346478,0.075224245,0.312374634,0.267409193,0.267599631,0.176285788,0.070501975,0.072592741,0.291400484,0.153100324,0.238620325661039,0.710747609326517,1.76427687296817
"T4103",0.170617227,0.118312012,0.051797196,0.04833632,0.059233706,0.089718559,0.343099924,0.097937252,0.06787872,0.073363589,0.322374407,0.312060013,0.249129522,0.167621494,0.070501975,0.088763295,0.281050219,0.114988973,0.428930017436108,0.179098913809768,1.4630882856278
"T4105",0.152644147,0.077619115,0.070804203,0.06693113,0.073672153,0.094938968,0.330050703,0.071670388,0.087318257,0.077847926,0.306772334,0.073188912,0.22842378,0.155751926,0.070501975,0.081993048,0.25249394,0.128663664,0.347059435364352,0.393271628477651,1.58442099634756
"T4109",0.165821322,0.241525677,0.058918683,0.054232419,0.061283263,0.088703321,0.335140796,0.071497317,0.087092734,0.065134014,0.316310193,0.080478351,0.246304954,0.167945531,0.070501975,0.311533985,0.268313956,0.135393382,0.387638094017715,0.285480309152654,1.52335526728846
"T4115",0.157060888,0.16912091,0.066371143,0.05317394,0.059391349,0.079513358,0.355882209,0.059400889,0.085247287,0.060425148,0.186741603,0.324492922,0.244205275,0.159414537,0.070501975,0.085828306,0.270756556,0.125909927,0.443912198655735,0.141057652721617,1.44153722421374
"T5049",0.15800563,0.113761883,0.069397817,0.066766191,0.071759892,0.094891351,0.109480194,0.074537929,0.074472268,0.074392486,0.304425777,0.295071299,0.228403012,0.159389412,0.070501975,0.140970059,0.249209869,0.06638819,0.253540829981856,0.663388670631183,1.73744717891668
"T5050",0.165528365,0.119191686,0.057384985,0.051144693,0.060371435,0.086101173,0.107955191,0.063081657,0.062194957,0.062643012,0.31428728,0.314410705,0.244272024,0.166192866,0.070501975,0.14441594,0.266439595,0.055751985,0.408178789105519,0.232232317318038,1.49318931827998
"T5051",0.171842302,0.13848064,0.056039957,0.045938325,0.061831994,0.08115349,0.205267072,0.056128134,0.048004079,0.056837298,0.31074667,0.300939211,0.237145676,0.154680887,0.070501975,0.09276614,0.25239079,0.059293289,0.415492160468106,0.213439311224238,1.48254274093483
"T5052",0.181745749,0.063038764,0.063685023,0.063418014,0.087437,0.079777615,0.129510338,0.063061359,0.063812169,0.063907352,0.206010015,0.291417883,0.238304846,0.165822046,0.070501975,0.145325436,0.254175527,0.062826772,0.343426736159839,0.403128803317806,1.59000526391054
"T5053",0.165454527,0.144788855,0.062312404,0.050822648,0.061271339,0.096407427,0.139833897,0.069151847,0.072301262,0.07214727,0.303573909,0.307118886,0.23525961,0.170506685,0.070501975,0.146581261,0.252040861,0.130237251,0.247145561601443,0.683499726117563,1.7488404550461
"T5054",0.185611558,0.10586261,0.047582307,0.043031436,0.064022551,0.082444337,0.155281208,0.055334322,0.06138974,0.058696869,0.277294016,0.321634431,0.264025289,0.176777638,0.070501975,0.143939443,0.284205949,0.13300248,0.403519325900112,0.244248131845064,1.49999649420961
"T5055",0.163885654,0.185049898,0.084623814,0.085168631,0.086542252,0.102021787,0.108016872,0.086592486,0.088581637,0.087344981,0.289942728,0.264181649,0.214675264,0.136443005,0.070501975,0.088026622,0.227731344,0.084487171,0.0965197396116751,1.30163999993794,2.09902808349347
"T5056",0.174631459,0.208474671,0.092080149,0.089240538,0.099136115,0.094648621,0.114296264,0.089714897,0.098404078,0.096411574,0.117605259,0.263532628,0.217723775,0.164491763,0.070501975,0.147613394,0.233361561,0.108037705,0.046774280495712,1.67696891287342,2.3116586909384
"T6973",0.191411423,0.056132638,0.08103083,0.053219147,0.104736765,0.099234369,0.05567129,0.074891586,0.103534654,0.06345388,0.308472592,0.105271576,0.232757698,0.137757233,0.070501975,0.112039209,0.280010473,0.059064897,0.284612230311054,0.569194046272463,1.68408422310601
"T6976",0.205193212,0.093907466,0.076062756,0.040781278,0.164643882,0.074127358,0.080402695,0.039213093,0.117281324,0.04719899,0.304903924,0.116121319,0.264466877,0.170821111,0.070501975,0.118890903,0.307742594,0.040250575,0.403528923958757,0.244223344705947,1.49998245184766
"T6977",0.185656835,0.115956603,0.057384549,0.043749909,0.064183999,0.089509569,0.101783764,0.05995699,0.080943033,0.059827929,0.324918222,0.249918129,0.251340442,0.04512599,0.070501975,0.117197516,0.283907452,0.056694763,0.443794803126862,0.141354868072414,1.44170560207754
"T4104",0.104054871,0.102597412,0.08199475,0.075770247,0.087777142,0.101880593,0.317222707,0.083079401,0.089825169,0.085484817,0.294974539,0.200634846,0.235900587,0.151708693,0.070501975,0.081543783,0.258343339,0.122821414,0.232957975303039,0.72914012772474,1.77469656680116
"T4106",0.158212673,0.161004853,0.049174312,0.055890783,0.08301802,0.123791317,0.340848606,0.041278953,0.041292434,0.060650087,0.308683074,0.195782361,0.249678146,0.172684405,0.070501975,0.094038446,0.267786547,0.14194326,0.37892545739492,0.308304141743772,1.53628538063921
"T4108",0.192752086,0.051467274,0.049259262,0.044749486,0.048437828,0.115256528,0.341491246,0.070493309,0.072081286,0.067641321,0.310365121,0.2241441,0.262543155,0.182813997,0.070501975,0.121683005,0.306118449,0.146575603,0.442334991595945,0.145051788020644,1.44379997399288
"T4110",0.131644249,0.081279035,0.062051084,0.066101745,0.062718002,0.118863929,0.327587995,0.070861896,0.064045154,0.073038868,0.201000653,0.08891417,0.235746003,0.169041633,0.070501975,0.106568514,0.288893106,0.163404467,0.374516987790502,0.319913405235623,1.54286223806529
"T4112",0.151179414,0.150405667,0.052137253,0.051972033,0.086785952,0.12578013,0.335169301,0.063725479,0.037468139,0.08844858,0.298436552,0.301642827,0.250165171,0.158012898,0.070501975,0.129712159,0.261403859,0.1547565,0.344598851913605,0.399944081011808,1.58820106120957
"T4114",0.125693669,0.163607451,0.047638029,0.090522131,0.10536276,0.085820376,0.349381797,0.057427735,0.042540465,0.063834751,0.314254148,0.263041365,0.235434258,0.179189949,0.070501975,0.072373121,0.276297093,0.140629504,0.394003396315962,0.268899797724094,1.51396210812779
"T4116",0.155345514,0.137413759,0.059831041,0.052297653,0.091767129,0.106383203,0.355004581,0.060078326,0.068209286,0.06391203,0.171726995,0.325750395,0.25463523,0.157578939,0.070501975,0.128336897,0.288646505,0.142902997,0.400834006844011,0.251188967698663,1.50392860306897
"T4118",0.139336664,0.139766714,0.08340904,0.101337871,0.087268668,0.113421884,0.311688766,0.082847501,0.072073693,0.086456531,0.280901615,0.298069122,0.228901596,0.149825177,0.070501975,0.151441562,0.237714646,0.137103721,0.171024154433232,0.950125851788489,1.89988897038348
"T4833",0.152192694,0.121775338,0.07001744,0.122981848,0.070379754,0.101278848,0.370036386,0.070270501,0.071738008,0.083055286,0.290627676,0.105284934,0.224903041,0.159918782,0.070501975,0.078632387,0.249722601,0.121405197,0.324959453803245,0.453874848109232,1.61875381473503
"T4835",0.160507693,0.071825666,0.087553039,0.114578658,0.095360178,0.1082874,0.348977083,0.089660876,0.091318641,0.088578587,0.295617819,0.089699252,0.224158855,0.1592177,0.070501975,0.075538753,0.253089556,0.071396618,0.299113613859577,0.526951559490807,1.66015309146438
"T4837",0.186442225,0.101584048,0.086419751,0.065095057,0.103693457,0.116912333,0.343020381,0.088944092,0.092134121,0.086038515,0.290280123,0.0670797,0.214041089,0.173154634,0.070501975,0.098627436,0.259408356,0.087059777,0.28142869589749,0.578602538049495,1.68941430361072
"T4839",0.166337747,0.145723102,0.083717421,0.080241109,0.099540497,0.101411138,0.316119288,0.081540753,0.088502285,0.079947022,0.252791321,0.085512711,0.201547351,0.142562687,0.070501975,0.137446333,0.270970736,0.128911404,0.170008181281805,0.954132923404154,1.90215904881962
"T4843",0.146989689,0.135684036,0.087145848,0.079649347,0.095648622,0.103594013,0.355291809,0.090353721,0.094595641,0.080135403,0.285886239,0.08881436,0.138929343,0.14456608,0.070501975,0.10373164,0.228845105,0.114991044,0.213723026402087,0.793569571100032,1.81119701003928
"T4846",0.151358393,0.064141173,0.081545894,0.114087195,0.151774005,0.093749552,0.361877413,0.064803084,0.060994599,0.062079044,0.25777415,0.166683198,0.233672474,0.165781666,0.070501975,0.065676352,0.313546558,0.142220814,0.374642416328866,0.319582512554405,1.54267478138561
"T4848",0.144947496,0.129977602,0.065245283,0.132448647,0.089586782,0.098181051,0.344899595,0.066438963,0.082555631,0.077184106,0.309498189,0.084254437,0.194983911,0.160981948,0.070501975,0.096028123,0.258827476,0.129590233,0.253286181987708,0.664184294837451,1.73789791439814
"T4850",0.12501995,0.088995246,0.08898906,0.07592598,0.141204578,0.101271992,0.33565179,0.088861197,0.093243038,0.071467104,0.226914105,0.086053131,0.233007111,0.173850949,0.070501975,0.149661558,0.293700609,0.122217754,0.253034521357274,0.664970998586702,1.73834359627959
"T4852",0.162610433,0.123295067,0.092830771,0.081799656,0.139446398,0.107985591,0.331850569,0.088992248,0.09758165,0.0855342,0.276721745,0.082257997,0.216801313,0.167257377,0.070501975,0.13228642,0.250249667,0.114127578,0.145152199280809,1.0574540860241,1.96069235337634
"T4854",0.143431228,0.089852228,0.078096438,0.073592247,0.132189533,0.1268844,0.295621085,0.104869393,0.128494824,0.079700219,0.285764589,0.150707101,0.091706797,0.17429188,0.070501975,0.147550194,0.285573487,0.065488797,0.156861186405137,1.00744209122308,1.93235965512802
"T4856",0.160750436,0.122407193,0.094876776,0.08678665,0.08792119,0.10888288,0.301269814,0.091844321,0.096855469,0.101241581,0.284959797,0.095950496,0.209213,0.158107485,0.070501975,0.153209159,0.244577117,0.102984346,0.0922061920782829,1.32729116842644,2.11355993369047
"T7010",0.119366615,0.134382701,0.129261617,0.14382666,0.113756901,0.103114916,0.19581888,0.116829882,0.110807438,0.121155181,0.155653425,0.322863983,0.131800627,0.176667336,0.128057155,0.18097102,0.152308152,0.122621004,0.00509412170597843,2.56937400147669,2.81722229005629
"T7012",0.325977801,0.114106837,0.087600994,0.104952699,0.071642868,0.070782188,0.125929133,0.196411635,0.077208352,0.080182524,0.071291904,0.077679521,0.113239194,0.081993462,0.088812694,0.070256306,0.121266306,0.074462468,0.254595863947642,0.660096775376407,1.73558226080474
"T2774",0.25140616,0.238801199,0.121924334,0.250967134,0.044273753,0.140393779,0.046256358,0.239924894,0.043308063,0.055168606,0.222720368,0.221704665,0.270664427,0.082553847,0.070501975,0.043310128,0.053556257,0.051288845,0.453147122891922,0.117714034994272,1.42831264319623
"T2770",0.05713768,0.055584678,0.044721337,0.044530209,0.058298094,0.190610423,0.066141527,0.049030982,0.061805881,0.04776314,0.288678987,0.205608601,0.092058192,0.082553847,0.070501975,0.05159992,0.044685636,0.044513511,0.379055713715171,0.307961763637814,1.53609141725899
"T2771",0.145530481,0.059612608,0.064079715,0.061376236,0.051541059,0.07406846,0.053798367,0.071283354,0.051323793,0.070190669,0.279452732,0.242099679,0.245340317,0.082553847,0.070501975,0.051273815,0.060425112,0.05876478,0.450158608518234,0.125260632922968,1.43258792721091
"T2769",0.075761194,0.069287545,0.074090479,0.072831687,0.069223212,0.185944542,0.071974088,0.069825661,0.070401682,0.07640393,0.255052369,0.232776075,0.185299344,0.082553847,0.070501975,0.067944828,0.072593636,0.071399835,0.197511068094189,0.850545030084773,1.84347463650463
"T0414",0.129375463,0.123623767,0.047119942,0.066353435,0.143183607,0.091157654,0.167977984,0.050592717,0.144087492,0.040645945,0.284283484,0.212347802,0.177679496,0.082553847,0.070501975,0.125963725,0.060092941,0.088382426,0.0926328241983549,1.3247151439085,2.11210056927924
"T0410",0.135137456,0.126916346,0.059101075,0.058731072,0.072486548,0.102794531,0.080697242,0.059534769,0.074275186,0.058827578,0.060403875,0.339274423,0.168294586,0.082553847,0.070501975,0.117638925,0.0627349,0.059977114,0.425303882122269,0.18834301925888,1.468325238309
"T5994",0.168975954,0.269608941,0.127207143,0.074482184,0.095981795,0.114835864,0.340103794,0.097628675,0.101979272,0.093724816,0.301101609,0.308947219,0.123909923,0.07426661,0.073745357,0.07374248,0.078919661,0.102542298,0.338977347402841,0.415255744507046,1.5968753951012
"T5996",0.180114167,0.293744439,0.118382126,0.051992027,0.090231419,0.110941705,0.346019288,0.09134872,0.099638601,0.080825973,0.336933152,0.329690968,0.108629,0.054330379,0.056060271,0.055804232,0.063273635,0.119925021,0.497369160498694,0.00659458447782533,1.36536146771266
"T5998",0.17177987,0.268581873,0.117260426,0.091510751,0.073947801,0.110149427,0.337726411,0.093379819,0.098253118,0.109331083,0.318149742,0.271918851,0.191015444,0.073002597,0.070233475,0.070421284,0.166921047,0.135036887,0.227155971073419,0.748245746830836,1.78552024506343
"T6000",0.166714381,0.271085086,0.130586044,0.094334756,0.075174892,0.112360843,0.352515106,0.098812724,0.102764238,0.108516155,0.317840119,0.297239443,0.179571891,0.080004364,0.074798549,0.075129591,0.161459848,0.127972448,0.239818090552427,0.706887840257271,1.76209024408479
"T6002",0.16874062,0.269018272,0.135216104,0.085143902,0.081515768,0.106285518,0.326949197,0.093399637,0.099454014,0.093984789,0.322016618,0.316061614,0.137115528,0.078467473,0.074833892,0.074965181,0.092926136,0.11840763,0.30222757309018,0.518004476299638,1.65508440725639
"T6004",0.162321978,0.266079132,0.143751899,0.074181096,0.099035466,0.110822404,0.322875925,0.098326642,0.101077591,0.101614263,0.30409983,0.313020159,0.126732517,0.075073501,0.076686968,0.076507529,0.091758546,0.129496769,0.269046856905718,0.615698217751297,1.71042967609265
"T6006",0.169256219,0.269232749,0.125363294,0.071042691,0.093782342,0.114716628,0.321896423,0.099727417,0.106394807,0.115506394,0.310269758,0.303615477,0.121810863,0.072340485,0.075554734,0.075470667,0.087888851,0.130237597,0.26741321694957,0.620655318538996,1.71323796321184
"T6008",0.162279588,0.259316573,0.140878776,0.078733257,0.093539581,0.106859292,0.325427643,0.093443711,0.099208138,0.079050887,0.31776626,0.314977893,0.0974834,0.076653072,0.076698215,0.076559667,0.082180082,0.116627535,0.332492212682971,0.433041769184099,1.60695149928815
"T6010",0.163720781,0.273843741,0.139598113,0.079492962,0.093471361,0.110623798,0.342717958,0.09875876,0.102042784,0.100264297,0.318520027,0.318803924,0.151891108,0.078302709,0.077458177,0.077376727,0.076897039,0.103885183,0.322457508830585,0.460837747318907,1.62269842288406
"T6012",0.173317261,0.27232999,0.133704267,0.072706603,0.093293084,0.112103849,0.315636107,0.095975841,0.099632993,0.112945361,0.310535707,0.307134565,0.136731729,0.069469572,0.0695181,0.06936256,0.096541502,0.120294845,0.277722252651815,0.589621394009293,1.6956566845074
"T6014",0.186091543,0.294913818,0.120761599,0.055935637,0.08256862,0.108452224,0.34476069,0.085488559,0.094060963,0.10358122,0.332457691,0.325630177,0.122124708,0.05288246,0.05288939,0.05322658,0.08371648,0.120069727,0.469558107647356,0.076380710834236,1.40489656859881
"T6016",0.153084983,0.266254307,0.129262891,0.081921393,0.095153561,0.107246744,0.33037271,0.095947274,0.100170384,0.127130051,0.30707309,0.306544556,0.157772978,0.078448618,0.079175854,0.079080652,0.111799239,0.109725809,0.240045264208994,0.706156966877512,1.76167619111592
"T6018",0.166835859,0.264171725,0.127815616,0.081731884,0.09534803,0.107889916,0.317412906,0.092664653,0.097233492,0.093422205,0.312580038,0.310836985,0.115639651,0.081256455,0.079948635,0.080022013,0.084297072,0.126104016,0.27812346798337,0.588425186933162,1.69497901159582
"T6020",0.173859202,0.272544715,0.123588254,0.063943589,0.095074665,0.114200636,0.337018185,0.097543403,0.103125266,0.085822001,0.323142899,0.320406492,0.12709244,0.063530899,0.065655784,0.065386525,0.076508887,0.076542258,0.417046982062946,0.209453843000147,1.48028490121016
"T6022",0.167611789,0.262157261,0.131306363,0.071734693,0.099567281,0.113460668,0.315888384,0.099879798,0.101920597,0.087996717,0.312645971,0.312144643,0.106579296,0.07501304,0.076653699,0.076764212,0.084014063,0.11866325,0.295679526050862,0.536867629873655,1.66577072441592
"T6024",0.171104849,0.279917844,0.145523444,0.073302261,0.092351923,0.114067858,0.329904847,0.097791298,0.10375892,0.093631582,0.307129419,0.308080119,0.114297451,0.073422628,0.07384889,0.073861571,0.078341289,0.112086204,0.327670816393183,0.446353892579594,1.61449305760251
"T6026",0.170686106,0.271275925,0.141806872,0.075212307,0.091937783,0.113591764,0.335204819,0.098274112,0.102451608,0.099676463,0.31877748,0.313412091,0.124179237,0.069511205,0.068760736,0.068904149,0.069529438,0.101682547,0.353897920209201,0.374817981322863,1.57396667197002
"T6028",0.163632215,0.269734569,0.134574568,0.07144881,0.094884514,0.11220561,0.318523206,0.098104678,0.100944625,0.092907225,0.31479591,0.31012937,0.101689987,0.075762675,0.077015827,0.076769208,0.089566229,0.130950271,0.29529962254434,0.537967849140823,1.66639401850023
"T5993",0.188954829,0.284047666,0.098712787,0.058677484,0.078260927,0.118365917,0.368553612,0.089791609,0.098234094,0.0970585,0.331388149,0.294978354,0.208425563,0.063589238,0.057138592,0.058175205,0.093176277,0.141639278,0.413895116306388,0.217536541673147,1.48486389597823
"T5995",0.197297745,0.291526691,0.100095359,0.046452015,0.077655733,0.10774548,0.367398733,0.086666008,0.093731836,0.087409523,0.338406983,0.298211772,0.147718364,0.049086974,0.04474259,0.045041195,0.098679959,0.135669799,0.496674930285847,0.00833481026151779,1.3663473370468
"T5997",0.194338257,0.283758027,0.108355755,0.067123298,0.10537222,0.120507716,0.342198343,0.094824328,0.10308853,0.100928602,0.329533585,0.290796535,0.054379736,0.053112956,0.052757803,0.052764908,0.122041209,0.155101551,0.403609608629946,0.244014981190043,1.49986441015295
"T5999",0.194547315,0.289759565,0.08038472,0.062518368,0.117743484,0.107422042,0.355141025,0.080661353,0.089646561,0.101513731,0.335165188,0.30007637,0.144558075,0.047826898,0.046403426,0.046455865,0.063504622,0.148888302,0.475814145576718,0.0606621310527142,1.39599170928228
"T6003",0.18167983,0.292766243,0.103826771,0.052154541,0.056443748,0.113084229,0.37006068,0.09135867,0.097034705,0.0788113,0.328977627,0.301672457,0.214612227,0.052802226,0.051089336,0.050956459,0.09777526,0.141954507,0.4848588935015,0.0379622417866011,1.3831318120635
"T6005",0.184464804,0.296637352,0.099131941,0.05073769,0.074134107,0.103725151,0.332206229,0.078618404,0.085283579,0.093633392,0.341826196,0.289408663,0.203862648,0.063701602,0.055412118,0.057053448,0.084739391,0.144372462,0.42934659833006,0.178037918642019,1.46248721270418
"T6007",0.194894413,0.287836086,0.095082477,0.068650217,0.068990124,0.112381475,0.359522701,0.084824855,0.090842609,0.061429315,0.337403296,0.308139304,0.181409349,0.051930348,0.044655612,0.045306312,0.144644299,0.155602518,0.462909132257028,0.0931073674137704,1.41437252162682
"T6009",0.186658921,0.285904155,0.056309115,0.057246226,0.057515712,0.112714269,0.366710125,0.090722485,0.097985609,0.041956958,0.332758392,0.303025641,0.178092144,0.061813018,0.058020548,0.058413522,0.143539708,0.145340125,0.497060889159848,0.00736732498029251,1.36579923916265
"T6011",0.184133896,0.283481077,0.102395225,0.064443571,0.062224794,0.110744071,0.380810652,0.090456337,0.098782015,0.09148246,0.33243256,0.304344632,0.185874758,0.063493969,0.061238789,0.061230408,0.073242043,0.137713588,0.460420394106546,0.099374676796588,1.4179230655769
"T6015",0.179321135,0.285330716,0.10627445,0.059625222,0.057299007,0.110275214,0.381830077,0.090148473,0.10088218,0.091617796,0.323755072,0.299561655,0.217954673,0.067285308,0.060137347,0.060942425,0.102179276,0.129807816,0.444788825168058,0.138838651421118,1.44028011990287
"T6017",0.185411793,0.296160037,0.094275233,0.058105053,0.056348118,0.114918442,0.371055975,0.098279605,0.108184018,0.089110346,0.325446064,0.299258365,0.221599442,0.05322568,0.05195521,0.051913079,0.072410011,0.149094456,0.480586650914146,0.0486812709065421,1.38920433564067
"T6021",0.184117799,0.277396719,0.103418305,0.059166701,0.071823559,0.115550554,0.362363496,0.091834433,0.098372435,0.116442751,0.324185192,0.303135809,0.095989817,0.054533074,0.052596257,0.052404963,0.079952639,0.124535653,0.472038383317682,0.0701468637834016,1.40136498166411
"T6023",0.199142386,0.268278312,0.108088272,0.066730577,0.066581006,0.119029768,0.371526742,0.099852669,0.110925642,0.121180565,0.318682961,0.317548261,0.080081627,0.059853317,0.059750262,0.059498923,0.115899972,0.125640924,0.432445512439612,0.170151459237953,1.45801939102596
"T6027",0.189384822,0.292363348,0.098967218,0.058908186,0.06772755,0.115298693,0.346743931,0.096579178,0.098763694,0.1186338,0.323327721,0.32170667,0.062531545,0.06126346,0.058565363,0.058560155,0.169213083,0.139035647,0.437617371157622,0.157012822802499,1.45057611620757
