"","aaeA","aaeB","aaeX","agp","cpdB","crp","cstA","dksA","glgS","glpR","gluQ","gpsA","grpE","grxC","hofB","hofC","hofM","hofN","hofO","hofP","ilvB","ilvN","ivbL","lacI","mhpR","nadC","ompA","patZ","ppdD","preA","preT","priB","raiA","rmf","rplI","rpsF","rpsR","secB","sfsA","sxy","ubiG","uhpA","uhpB","uhpC","ychH","yeiP","yfiP","yibN","pval","z","inv_cof_var"
"T4803",0.116207971,0.110453621,0.112903516,0.297967065,0.096181975,0.113190724,0.378300896,0.41354026,0.14244089,0.089674928,0.0980338,0.112025089,0.10138405,0.097017627,0.104082716,0.282415883,0.092810141,0.238206894,0.106699447,0.09564947,0.131634057,0.089458436,0.467765683,0.127399141,0.1153191,0.164196251,0.339946625,0.089227177,0.117992149,0.087491745,0.089345064,0.449442616,0.127080936,0.179046264,0.115887587,0.373041345,0.296105415,0.129385173,0.461959281,0.105976835,0.107023613,0.112509824,0.088545967,0.11659209,0.090507792,0.096909013,0.111029912,0.094648261,0.283337960116206,0.572953882067573,1.46067970137621
"T4805",0.115972341,0.128766545,0.130150044,0.143327615,0.069015778,0.185196195,0.199387735,0.377477433,0.117064743,0.072123751,0.074178317,0.130585886,0.118327167,0.081775563,0.113406133,0.21835911,0.068352938,0.243056009,0.087247443,0.068867377,0.114025016,0.068514162,0.072255166,0.140441929,0.106044456,0.177813421,0.362308636,0.094951905,0.120034969,0.085860726,0.074262332,0.37795221,0.089761906,0.160842028,0.09461971,0.30062496,0.427267514,0.133632025,0.428318548,0.125233977,0.117586871,0.108792186,0.076268849,0.115435296,0.098525468,0.071170073,0.102688262,0.112881113,0.259445256056609,0.645056592652068,1.49202231765712
"T5743",0.125403327,0.165159105,0.159682303,0.214472311,0.121394605,0.183459508,0.241588091,0.260463769,0.215027742,0.129301393,0.12995676,0.128058757,0.157376364,0.182189809,0.160474994,0.123406297,0.124489941,0.144257494,0.121659629,0.122091721,0.138928852,0.126308755,0.239066631,0.127888341,0.121039249,0.131826126,0.191594838,0.146553938,0.124994199,0.140414553,0.131000466,0.140421178,0.126371452,0.126012465,0.182969726,0.158868313,0.207112813,0.180464464,0.292344399,0.163652626,0.164485973,0.124549289,0.129209473,0.124680556,0.147230221,0.223281061,0.123472959,0.159149057,2.59689267880943e-09,5.84084133202523,3.75059881283009
"T5745",0.124700356,0.152365396,0.143466472,0.258709508,0.089242295,0.214462677,0.239347801,0.229792081,0.141560188,0.089821192,0.090503236,0.238141484,0.137058035,0.214065869,0.137179886,0.136941523,0.087921696,0.209118244,0.106375029,0.088926741,0.107862001,0.09464015,0.258662328,0.185962097,0.106437358,0.193020546,0.231235134,0.119823435,0.122952573,0.106929553,0.095585544,0.247203873,0.22537753,0.132419081,0.235829108,0.223406741,0.355140298,0.248709734,0.198715132,0.145587226,0.15317301,0.120436553,0.097025646,0.124604027,0.117732989,0.212562527,0.116418829,0.128331339,0.00094596459539571,3.10669275836751,2.56208080976921
"T5747",0.11375116,0.162204966,0.117899341,0.204563467,0.105823851,0.114735357,0.215483482,0.055865411,0.203518531,0.107630611,0.218580728,0.106456177,0.141956886,0.126345478,0.106056843,0.118095582,0.106485048,0.132049915,0.107732506,0.105886656,0.114282076,0.1062206,0.124250821,0.116166478,0.108140336,0.121959445,0.310682532,0.122769809,0.112387217,0.114216841,0.109289026,0.106722299,0.125850075,0.124856811,0.134197595,0.136804256,0.223722561,0.111239618,0.312998192,0.153128843,0.157037527,0.112555752,0.108557387,0.133203799,0.122144333,0.115468018,0.110902692,0.13977149,0.000239471221244076,3.49226521449827,2.72968684625564
"T5755",0.125917965,0.166214268,0.110546164,0.132184022,0.114951085,0.18326276,0.058313031,0.226480755,0.140842206,0.125981389,0.112697435,0.159147232,0.157227265,0.139845081,0.161005961,0.111158037,0.119025736,0.200852774,0.109952215,0.11151021,0.136339253,0.128200251,0.064611623,0.130864569,0.111669337,0.148067872,0.295272433,0.145470669,0.116137803,0.135569233,0.127276977,0.127198666,0.115204999,0.124425904,0.192012744,0.136304194,0.228147423,0.1537137,0.131343989,0.164740922,0.169468602,0.116500862,0.128094287,0.12323397,0.143420924,0.056517935,0.112577511,0.159611845,5.16556971086131e-07,4.88522388211277,3.3351976330249
"T5757",0.131303178,0.192530891,0.175742266,0.141253238,0.101551859,0.202966183,0.067169454,0.244859579,0.122957183,0.095995335,0.095302767,0.161028023,0.169132764,0.152167475,0.1629601,0.150285393,0.107570109,0.21333648,0.084773181,0.101026744,0.133629348,0.125748673,0.067344833,0.201817146,0.084983198,0.209886445,0.282524193,0.147100503,0.097102012,0.133360372,0.122933108,0.178161229,0.090068913,0.121571882,0.215987923,0.197900498,0.285993241,0.119069745,0.11471452,0.178951995,0.159244928,0.094375225,0.123916697,0.097933892,0.145739178,0.051163413,0.090506085,0.156884598,0.000397990721015034,3.35418840974427,2.66966568652923
"T5759",0.089682749,0.17734141,0.14376236,0.256997149,0.100282737,0.197997559,0.217648754,0.119003146,0.342813629,0.096109747,0.100922353,0.113151975,0.152212396,0.131775664,0.156306129,0.145519699,0.104308018,0.127119378,0.090850767,0.100812671,0.12081284,0.110051486,0.157664979,0.093613173,0.091023144,0.115779259,0.166076186,0.121533238,0.089942265,0.117481164,0.1104386,0.11573332,0.090388684,0.090354421,0.113023563,0.089124866,0.312176696,0.289918882,0.15756564,0.168278212,0.170484069,0.089099376,0.112473734,0.090199321,0.125858579,0.117706445,0.08914585,0.148716722,0.00543937330183123,2.54656975806687,2.31859869756811
"T6892",0.066284146,0.295274355,0.301497234,0.205629996,0.070758867,0.310720219,0.230236859,0.06386128,0.063735016,0.069027984,0.062973733,0.082105877,0.07830295,0.065234821,0.065351437,0.084769264,0.048936302,0.023289499,0.04586581,0.064260008,0.157125343,0.115800607,0.064368688,0.064302007,0.064350051,0.063203148,0.338383451,0.085921964,0.064578846,0.170521906,0.176555726,0.361476328,0.088822853,0.062994478,0.361394823,0.327472051,0.061729811,0.085119874,0.063426287,0.209509635,0.247779121,0.071657129,0.136737098,0.063110616,0.064357369,0.113687655,0.06416447,0.210095231,0.397807109282218,0.259027245857043,1.32421767353644
"T6894",0.112910564,0.223433015,0.233617551,0.15801342,0.076176871,0.141415569,0.185960168,0.063542424,0.147944699,0.102081495,0.10536091,0.061418228,0.061298344,0.103143516,0.10282156,0.1160058,0.072109362,0.101883523,0.060860554,0.128334717,0.139792989,0.146439837,0.130437508,0.111331229,0.11089648,0.105916043,0.2895485,0.070752843,0.10922475,0.155298165,0.158750868,0.275948797,0.13926251,0.108144695,0.334189784,0.292408779,0.195187482,0.073120304,0.098115,0.066676719,0.227147461,0.117428178,0.154494801,0.108159822,0.167616782,0.138944404,0.11012822,0.10904695,0.0210473117504222,2.03258346436099,2.09517193529134
"T6896",0.105054475,0.241425178,0.258263013,0.169392524,0.106809635,0.288087286,0.192860845,0.107388185,0.120130754,0.146090371,0.111183642,0.06051712,0.06633544,0.18207228,0.087283926,0.104712557,0.068771256,0.061333188,0.101562643,0.075831615,0.155572738,0.142286669,0.105512732,0.105982846,0.120354644,0.107226669,0.303425415,0.066503764,0.107352854,0.148348048,0.144246323,0.317427598,0.136192128,0.107206547,0.316122284,0.30308502,0.163029664,0.069502462,0.076744401,0.081588028,0.231618499,0.10893922,0.118976444,0.104341668,0.14159289,0.122300237,0.105231004,0.205102642,0.0338016437499841,1.82764207028019,2.00608513921004
"T6898",0.127015737,0.189726711,0.219834628,0.067549565,0.103645201,0.185263212,0.170552104,0.065380721,0.131910542,0.090534336,0.117638377,0.069203384,0.065603571,0.140359826,0.116319563,0.126995874,0.067818244,0.107116054,0.094025717,0.126966316,0.13499541,0.128722099,0.124010653,0.128394342,0.126806013,0.11081396,0.28147816,0.064965209,0.128698295,0.137303571,0.134191686,0.310128098,0.127699661,0.128557595,0.340978222,0.287023569,0.182663286,0.065393988,0.100662042,0.091296381,0.154371932,0.126949794,0.138268455,0.127139031,0.15317483,0.130252515,0.12881659,0.154468776,0.0101993151465855,2.3189337224519,2.21964667678898
"T6900",0.075321852,0.277803791,0.264501378,0.210576147,0.068057323,0.070549675,0.211008,0.072737401,0.199582743,0.176467859,0.126127125,0.085515714,0.084364903,0.234158053,0.067672467,0.067460722,0.085998914,0.088819377,0.086203035,0.083734613,0.182978544,0.134528885,0.088358423,0.076884954,0.086081553,0.070904609,0.321899224,0.072519927,0.089590488,0.175196145,0.087307254,0.325760628,0.137889161,0.084403548,0.306236144,0.324729958,0.073534036,0.089064139,0.036937918,0.071247978,0.277214944,0.081511081,0.071732641,0.077585599,0.218290112,0.10704798,0.089257857,0.198789471,0.158133829133804,1.00215723544065,1.64725182747526
"T6902",0.127015737,0.189726711,0.219834628,0.067549565,0.103645201,0.185263212,0.170552104,0.065380721,0.131910542,0.090534336,0.117638377,0.069203384,0.065603571,0.140359826,0.116319563,0.126995874,0.067818244,0.107116054,0.094025717,0.126966316,0.13499541,0.128722099,0.124010653,0.128394342,0.126806013,0.11081396,0.28147816,0.064965209,0.128698295,0.137303571,0.134191686,0.310128098,0.127699661,0.128557595,0.340978222,0.287023569,0.182663286,0.065393988,0.100662042,0.091296381,0.154371932,0.126949794,0.138268455,0.127139031,0.15317483,0.130252515,0.12881659,0.154468776,0.0101993151465855,2.3189337224519,2.21964667678898
"T6891",0.060208356,0.272728526,0.070568753,0.20314507,0.06785991,0.060984167,0.219441187,0.291089506,0.077296376,0.180797378,0.080144036,0.074254375,0.075679316,0.086928754,0.076689899,0.066439125,0.070947363,0.075615731,0.075734326,0.088541658,0.070964321,0.121808918,0.071471217,0.07077613,0.07096724,0.072735539,0.347528827,0.077083156,0.062912413,0.090043933,0.175418537,0.352809476,0.087559791,0.060291179,0.332811298,0.350040417,0.068060799,0.078296644,0.070734317,0.246524048,0.25688664,0.060666944,0.1175265,0.06372795,0.074732186,0.108859325,0.08079129,0.208857163,0.328486962082235,0.444094968337332,1.40466550364797
"T6893",0.064710396,0.222676621,0.06868509,0.146441208,0.120273314,0.101177835,0.188937248,0.074864906,0.172218682,0.07484017,0.085078046,0.092023826,0.085344116,0.156087531,0.070590351,0.063834037,0.106743874,0.126426946,0.092503993,0.089312276,0.130834727,0.096401291,0.096838921,0.071844913,0.06602171,0.099632305,0.329928452,0.103045562,0.066533875,0.085228338,0.140599471,0.348794284,0.123618231,0.063648298,0.347069394,0.327212841,0.121469583,0.297120194,0.179539527,0.115796992,0.231073346,0.109665051,0.128675224,0.070525786,0.170380225,0.103250732,0.1188337,0.180894356,0.119541653067405,1.17728115478827,1.72337714594425
"T6895",0.068481378,0.267409127,0.079262371,0.201209665,0.060263555,0.085665415,0.220870389,0.225203438,0.192389821,0.1594003,0.084042045,0.097526144,0.09558779,0.176041184,0.070415581,0.07746712,0.058542704,0.076454232,0.071653887,0.077928478,0.058520693,0.140967029,0.084537212,0.061823238,0.07270033,0.065892704,0.30862769,0.07148197,0.07062777,0.058529491,0.166664293,0.291185103,0.151112499,0.06182763,0.242462429,0.308581539,0.068476118,0.060369876,0.095024647,0.073672346,0.273406638,0.065113933,0.118312492,0.06088152,0.199976003,0.13199293,0.078984705,0.218488482,0.164905129265415,0.974496132443832,1.63522771173664
"T6897",0.082645014,0.142675835,0.198184449,0.084546913,0.088718566,0.107385417,0.191677126,0.347013907,0.09762175,0.125931734,0.091440375,0.090293117,0.086204064,0.184564561,0.080815918,0.116205627,0.085127402,0.063996637,0.098186632,0.083275825,0.107237871,0.145042563,0.103684785,0.083886971,0.090504014,0.084670258,0.176766839,0.12238738,0.085309,0.083583161,0.082592552,0.35248034,0.083012328,0.083638393,0.294919533,0.30840586,0.071487459,0.326965432,0.259239827,0.105340505,0.10534993,0.084641263,0.091533133,0.087798785,0.158845334,0.110906469,0.086440579,0.163425843,0.12563624814291,1.14726407627683,1.71032890176547
"T6899",0.072690355,0.302020222,0.107176794,0.216311415,0.064787916,0.070164429,0.113901506,0.065636913,0.253053111,0.150618131,0.066043262,0.078477704,0.10316802,0.130867523,0.066728493,0.135667415,0.122941315,0.06840707,0.098112484,0.075286199,0.071779053,0.06888198,0.104250271,0.07003114,0.065113965,0.064885616,0.324684095,0.191475288,0.082462846,0.124533412,0.155640464,0.327553995,0.142066724,0.072145769,0.304999526,0.319519819,0.066092556,0.064972839,0.069788033,0.265409743,0.252561607,0.068090524,0.066011932,0.071289429,0.201626329,0.124744637,0.068053024,0.264085382,0.201828377985058,0.835108260730013,1.57463663905818
"T6901",0.097430703,0.097565057,0.0993655,0.102867798,0.095660614,0.101001391,0.176190356,0.308289705,0.096068419,0.096245113,0.11340048,0.091414081,0.100152083,0.152394909,0.099006655,0.096131934,0.111055003,0.106658049,0.110215564,0.108640095,0.110893457,0.132516484,0.113574326,0.097655513,0.098274771,0.095354371,0.304229314,0.127237654,0.095756717,0.096636444,0.124578844,0.362098696,0.12269169,0.096074697,0.379089264,0.303866497,0.042578753,0.341679555,0.231828681,0.148486277,0.179633879,0.099847261,0.098255262,0.095926697,0.154490983,0.115722869,0.111866527,0.170174847,0.0955341343237293,1.30742542034167,1.77995007840872
"T1658",0.104863839,0.06816283,0.065858969,0.06595888,0.047493656,0.260553971,0.159845494,0.179143815,0.351899575,0.048479142,0.065466643,0.157134991,0.185860471,0.098774685,0.109770722,0.059335567,0.045879883,0.051260785,0.062458794,0.058020419,0.228511195,0.054586069,0.319915863,0.066665398,0.041423476,0.043397162,0.346968234,0.065577159,0.060594193,0.042528396,0.0409081,0.359525092,0.181799739,0.358896607,0.074909746,0.104069567,0.061784586,0.129396157,0.133475399,0.070542366,0.275810396,0.083717795,0.08347183,0.04119269,0.358898619,0.046519363,0.080392978,0.2985677,0.482796669587784,0.0431357277397772,1.23037092414518
"T1660",0.107178359,0.07459088,0.072524557,0.069544153,0.051031451,0.25699215,0.126379002,0.338939594,0.352984339,0.092387791,0.074483412,0.149722789,0.183013831,0.132613551,0.112854536,0.067489133,0.055017832,0.058854793,0.069364405,0.064863428,0.330748702,0.049515815,0.30331172,0.07349068,0.04846357,0.051493756,0.307892412,0.069166853,0.067291569,0.045380844,0.045242925,0.357997719,0.179037673,0.334337427,0.075233112,0.157356598,0.060546966,0.107497414,0.079734491,0.079406283,0.209533903,0.081429913,0.089524241,0.046514332,0.332084305,0.047365527,0.085964344,0.304089226,0.430313150768291,0.175576963638853,1.2879423358564
"T8315",0.089820174,0.064401496,0.064763094,0.098398145,0.101149179,0.202608749,0.055192593,0.415652323,0.136735104,0.098659632,0.060566013,0.178534444,0.180734084,0.082433511,0.093852711,0.062019067,0.053925817,0.05529472,0.060885713,0.057883333,0.151770945,0.11328938,0.187481421,0.057628886,0.068495546,0.06904684,0.202001514,0.1063587,0.062100517,0.062737905,0.053799824,0.058951082,0.20380896,0.413773687,0.086680004,0.073863816,0.133184855,0.18073938,0.16694863,0.079127309,0.405035839,0.478952785,0.074023492,0.062686293,0.128042365,0.054024959,0.085519343,0.283380631,0.484618931920246,0.038564176757248,1.22838369832395
"T8317",0.085842405,0.068507275,0.068718293,0.114355678,0.109788449,0.432487771,0.185103005,0.171929641,0.102966884,0.107790724,0.067186194,0.136660631,0.243539907,0.247828268,0.08974774,0.067938875,0.066282356,0.065774167,0.067209492,0.06606557,0.43278176,0.120386148,0.432577017,0.066012626,0.099265214,0.080542861,0.142363242,0.067627543,0.068058609,0.073643997,0.06581957,0.087840259,0.118458522,0.434983696,0.168317606,0.072944778,0.13271743,0.182146664,0.324663662,0.071804674,0.422662427,0.13820848,0.073714552,0.074386861,0.12384572,0.433920096,0.082654603,0.381842225,0.442073903812498,0.145713190977404,1.27496073281207
"T6039",0.069973928,0.104440975,0.102337115,0.130585599,0.073812026,0.106281595,0.083511166,0.335095383,0.272149312,0.07538304,0.070868446,0.11058251,0.744684344,0.246267264,0.088899156,0.07041911,0.073650532,0.070747196,0.071506135,0.0729512,0.164992509,0.069959698,0.262069383,0.082224059,0.072815756,0.100566196,0.445715302,0.120857497,0.069678263,0.095344763,0.084858782,0.327008987,0.26196231,0.193004579,0.166170116,0.345656559,0.324351034,0.26209059,0.317866851,0.094833063,0.280107859,0.080154713,0.077583446,0.067121872,0.076209881,0.086923072,0.069616993,0.293462444,0.486029902958254,0.0350250000834523,1.22684523942916
"T6048",0.072946102,0.08618161,0.083079319,0.130585599,0.052555787,0.182974949,0.054830624,0.500351574,0.231445235,0.052415708,0.070868446,0.188812911,0.290412069,0.245531764,0.064150201,0.056430629,0.052500183,0.070747196,0.056491819,0.053260472,0.164992509,0.097469792,0.262069383,0.110100022,0.053559465,0.114515536,0.471791536,0.120857497,0.067634241,0.095344763,0.084858782,0.496448047,0.26196231,0.193004579,0.298904832,0.488647373,0.324351034,0.294163571,0.273598424,0.072035503,0.329614479,0.137123193,0.052027955,0.067121872,0.051680413,0.170788292,0.066788216,0.328310903,0.453633588598269,0.116486257098338,1.26225595977076
"T6061",0.071291835,0.10096117,0.09744274,0.130585599,0.060678569,0.217938833,0.06739883,0.44107274,0.122656731,0.061181908,0.070868446,0.195836379,0.522590782,0.333191296,0.078597604,0.061397075,0.060593476,0.070747196,0.061407189,0.060365446,0.164992509,0.062836516,0.262069383,0.093738969,0.060469251,0.112523931,0.390168836,0.120857497,0.067693397,0.095344763,0.084858782,0.397773784,0.26196231,0.193004579,0.328188967,0.439623741,0.324351034,0.218189082,0.336690607,0.087473047,0.323038918,0.125565879,0.063580528,0.067121872,0.063841215,0.18012147,0.066431943,0.408506602,0.431614478956196,0.17226530659079,1.28650277837971
"T6072",0.086501922,0.082245004,0.07740257,0.130585599,0.057187995,0.236300855,0.054543329,0.444860092,0.163821352,0.057400546,0.070868446,0.264807445,0.664931004,0.35092255,0.063003333,0.058605589,0.057483425,0.070747196,0.068408058,0.059114265,0.164992509,0.071323449,0.262069383,0.127408813,0.056913256,0.11800273,0.387276781,0.120857497,0.082464679,0.095344763,0.084858782,0.393175446,0.26196231,0.193004579,0.364855476,0.464345342,0.324351034,0.375225881,0.361508507,0.069505464,0.366106138,0.158605027,0.0545121,0.067121872,0.056801947,0.174663911,0.078238828,0.384824123,0.48829968089961,0.0293325564194843,1.22437076827525
"T6076",0.072133603,0.095438655,0.091025057,0.130585599,0.058689576,0.20730281,0.065676173,0.417449906,0.122913731,0.058773084,0.070868446,0.239672517,0.55822773,0.305661644,0.076554617,0.058717778,0.0586459,0.070747196,0.060879828,0.058578699,0.164992509,0.058578915,0.262069383,0.107699312,0.05864174,0.105306764,0.422780615,0.120857497,0.069679734,0.095344763,0.084858782,0.362657017,0.26196231,0.193004579,0.26518781,0.39845716,0.324351034,0.340302843,0.319280713,0.08314356,0.334309818,0.1196844,0.060489008,0.067121872,0.05914246,0.121993601,0.067643371,0.391258212,0.443485187945859,0.142138794218997,1.27340696395752
"T6116",0.047194837,0.071583697,0.070005551,0.130585599,0.038943675,0.374631608,0.457528956,0.467945152,0.42512042,0.040482133,0.070868446,0.386328391,0.433248343,0.3967247,0.061070014,0.038921483,0.040152729,0.070747196,0.037641338,0.039407064,0.164992509,0.555761964,0.262069383,0.103762312,0.04319514,0.093564751,0.421220225,0.120857497,0.042951511,0.095344763,0.084858782,0.593172222,0.26196231,0.193004579,0.458458911,0.599507511,0.324351034,0.479371824,0.419343373,0.064743734,0.390462073,0.231161788,0.04585506,0.067121872,0.395648539,0.247856517,0.041413579,0.42451761,0.499667361506345,0.000833801150040065,1.21198253011259
"T6118",0.055885958,0.076517421,0.073469812,0.130585599,0.041568602,0.313363764,0.442671057,0.408472003,0.412487984,0.04343877,0.070868446,0.409635045,0.397074877,0.411190798,0.064187047,0.041864203,0.042344475,0.070747196,0.044012028,0.041502149,0.164992509,0.454279615,0.262069383,0.093761668,0.049481503,0.089308,0.401944197,0.120857497,0.052590064,0.095344763,0.084858782,0.507391731,0.26196231,0.193004579,0.403710057,0.691925552,0.324351034,0.452086349,0.410969639,0.068573471,0.392649321,0.222079151,0.047298567,0.067121872,0.347131654,0.252677662,0.050419075,0.396973303,0.471421661792358,0.0716966482802406,1.24278618517868
"T6154",0.06333741,0.101838984,0.094546997,0.130585599,0.047551006,0.047881649,0.062446295,0.447589527,0.408850116,0.049779803,0.070868446,0.152895087,0.244530077,0.394689094,0.072865301,0.048053855,0.047606488,0.070747196,0.050173707,0.047849589,0.164992509,0.098355243,0.262069383,0.100681297,0.04832116,0.091825279,0.346980242,0.120857497,0.058876412,0.095344763,0.084858782,0.352234353,0.26196231,0.193004579,0.386658605,0.326965635,0.324351034,0.311763421,0.322371994,0.081749728,0.385957672,0.155271939,0.048869155,0.067121872,0.049425735,0.093310851,0.058546566,0.428692299,0.439545934244964,0.152120534512371,1.27774596665651
"T6170",0.063341943,0.095364173,0.085364115,0.130585599,0.041194935,0.040786295,0.054680112,0.43164058,0.359330649,0.047434256,0.070868446,0.2116337,0.264444269,0.361228057,0.063566065,0.042366105,0.041455977,0.070747196,0.045404421,0.041820552,0.164992509,0.054900338,0.262069383,0.116339382,0.042507298,0.10038948,0.29330304,0.120857497,0.057574564,0.095344763,0.084858782,0.439560328,0.26196231,0.193004579,0.366928762,0.405698897,0.324351034,0.277120576,0.325397037,0.073361855,0.310492427,0.21572735,0.041091028,0.067121872,0.04140226,0.141254339,0.057122703,0.370514728,0.431093869228749,0.173589940311572,1.28707858872146
"T6180",0.05514104,0.093049582,0.086915177,0.130585599,0.055742955,0.055114015,0.060233844,0.341876966,0.402141212,0.05537331,0.070868446,0.339858786,0.34099884,0.326806727,0.075693793,0.05523165,0.055663458,0.070747196,0.055044639,0.055412228,0.164992509,0.05542597,0.262069383,0.096281881,0.055353156,0.071173201,0.362946596,0.120857497,0.054784213,0.095344763,0.084858782,0.382874873,0.26196231,0.193004579,0.34726837,0.407511751,0.324351034,0.321331861,0.320455562,0.081371289,0.324598176,0.130736504,0.058785829,0.067121872,0.058478321,0.201120347,0.054675835,0.343389109,0.38809857940196,0.284278242210695,1.33519413035765
"T6182",0.05525621,0.088290356,0.082161103,0.130585599,0.053333787,0.05300813,0.05992865,0.375561092,0.352684526,0.053461078,0.070868446,0.374692509,0.380879306,0.374892149,0.071026574,0.053021872,0.053254467,0.070747196,0.053134799,0.052972269,0.164992509,0.074648822,0.262069383,0.072406989,0.053173022,0.069331222,0.375633884,0.120857497,0.054691253,0.095344763,0.084858782,0.373649585,0.26196231,0.193004579,0.372399795,0.372324739,0.324351034,0.380682489,0.380067126,0.076540973,0.372028783,0.116777648,0.05551584,0.067121872,0.053110674,0.200668491,0.053997141,0.380732347,0.437924164727118,0.156234314902961,1.2795342023442
"T6203",0.051764778,0.123072119,0.10736669,0.130585599,0.055758362,0.090596848,0.063918548,0.235163317,0.159615141,0.062980398,0.070868446,0.292094423,0.460134967,0.357118434,0.091809512,0.052467235,0.055102467,0.070747196,0.049602607,0.051966776,0.164992509,0.052532989,0.262069383,0.067871512,0.053275138,0.061483441,0.203739404,0.120857497,0.050632956,0.095344763,0.084858782,0.458330972,0.26196231,0.193004579,0.434856377,0.436431141,0.324351034,0.364352873,0.413464524,0.103454741,0.449381051,0.083210809,0.061084975,0.067121872,0.064880303,0.159766474,0.050388919,0.286398404,0.48096728648724,0.0477260498525049,1.23236630966424
"T6189",0.070956301,0.09757656,0.092009731,0.137747234,0.059563886,0.069202535,0.063917321,0.082220366,0.311047351,0.058283894,0.10776066,0.374460545,0.477922804,0.377660868,0.076722402,0.064329865,0.059786154,0.10765563,0.063935779,0.060616318,0.085797108,0.078750004,0.163428067,0.07910071,0.061909538,0.078088983,0.32592437,0.151836763,0.070013584,0.162813841,0.121944167,0.501371506,0.167269311,0.145539488,0.368454604,0.39543209,0.146542106,0.257435962,0.290841009,0.084314687,0.495077672,0.080056937,0.059351421,0.135090818,0.058365076,0.222167182,0.069659121,0.318591952,0.449983416758406,0.125703244482302,1.26626252896212
"T6202",0.065046806,0.093822866,0.082366583,0.133128324,0.055577443,0.071126004,0.06007601,0.248584104,0.334191082,0.053853634,0.099348035,0.368574741,0.451485311,0.303511663,0.069211178,0.056068655,0.055263851,0.099248419,0.061386084,0.057173526,0.07718782,0.250081214,0.179781701,0.071402009,0.055432101,0.069915704,0.2493952,0.15533997,0.063949969,0.178072771,0.113993836,0.501095897,0.190486603,0.144334628,0.38829528,0.393324161,0.145905397,0.324284208,0.480136568,0.077129041,0.557636164,0.076096669,0.053689481,0.129619611,0.056334306,0.209487788,0.063835516,0.248482794,0.470053292162579,0.0751359001842546,1.24428120737475
"T6198",0.065384187,0.094663965,0.081128021,0.131958998,0.055765636,0.071549564,0.060459751,0.251898102,0.319966442,0.054387031,0.099889586,0.392283465,0.452080731,0.315349691,0.069768462,0.056413005,0.055658888,0.099786669,0.06126541,0.057595484,0.07776754,0.307618961,0.180360899,0.071051583,0.056313986,0.070330887,0.253819411,0.155227126,0.064492188,0.178668897,0.113970274,0.507134559,0.189413509,0.143497152,0.3962363,0.416420507,0.145213266,0.351738084,0.479481962,0.077680951,0.524048117,0.075980078,0.054373571,0.128607628,0.057825688,0.211827613,0.064316836,0.252819248,0.46629742945127,0.0845805545258083,1.24838674202849
"T6191",0.071448962,0.096322903,0.090938449,0.137785066,0.059272142,0.08105459,0.067167089,0.199318519,0.267061416,0.058330013,0.108179222,0.300852792,0.507198378,0.395803021,0.077962863,0.062778374,0.05945829,0.108082383,0.063943402,0.059890823,0.085265718,0.076907227,0.165871698,0.080143197,0.060398439,0.078032879,0.287300761,0.153873739,0.070110567,0.165318556,0.12173937,0.511254127,0.167266646,0.14629685,0.449240009,0.474549705,0.14743291,0.284123919,0.295122482,0.083601738,0.483015234,0.080096169,0.059492468,0.135032031,0.059598859,0.256127717,0.069788457,0.296135518,0.458850415774963,0.103330296032818,1.25653714232075
"T6204",0.067105116,0.09139838,0.078707083,0.133919567,0.055597013,0.075116654,0.058605977,0.245123187,0.315565023,0.053287398,0.100701827,0.389365519,0.514493869,0.274533199,0.068373925,0.0577434,0.05565924,0.10059874,0.062495766,0.057760208,0.079050622,0.291492022,0.173972395,0.072897113,0.056106199,0.07187451,0.246473664,0.152954458,0.065761676,0.17221703,0.115737049,0.496135867,0.185447094,0.143595442,0.398731786,0.379896809,0.144950191,0.255396616,0.490416647,0.075139815,0.556847051,0.077529547,0.053302527,0.130696444,0.058046044,0.206765657,0.065455095,0.245399144,0.48633905791123,0.0342495985160665,1.22650817701371
"T6200",0.064833336,0.093836967,0.080765718,0.130108812,0.054518208,0.072407122,0.058459139,0.25924498,0.338176624,0.052678717,0.101075035,0.389336605,0.438508094,0.305996169,0.069072149,0.055256709,0.054345964,0.100982528,0.059800947,0.056320734,0.077994153,0.3178678,0.175854397,0.071217098,0.054602218,0.069961817,0.25400864,0.148780709,0.063762375,0.173737936,0.114397192,0.505682138,0.189414152,0.139144377,0.412564387,0.409823228,0.140473927,0.290486083,0.493909984,0.076999575,0.545331376,0.075576668,0.052754943,0.127259461,0.058471805,0.204979452,0.063426316,0.253757723,0.481843690998123,0.0455268398133888,1.23141032623701
"T6211",0.067181603,0.089061003,0.077362515,0.134000544,0.055408916,0.189648627,0.059757566,0.222607775,0.516789903,0.05375162,0.10496414,0.267557506,0.509774157,0.382642754,0.066260499,0.05625812,0.055555559,0.104868089,0.06121331,0.057071218,0.08093345,0.29243173,0.170320588,0.074146584,0.055617456,0.072972058,0.317850562,0.150455584,0.066081938,0.168783497,0.118523313,0.517589355,0.179924446,0.142431329,0.431254828,0.478007162,0.143588748,0.361701068,0.427406205,0.072956299,0.408279809,0.077106387,0.053924534,0.131327707,0.058845952,0.194548278,0.066021762,0.253904265,0.497555241170789,0.00612813996186662,1.21428394747256
