"","aaeR","amiB","ampD","ampE","arfB","comR","crp","cyaA","hflC","hflK","hflX","hfq","miaA","mutL","narQ","nlpE","rof","sohB","speC","spf","trxA","tsaE","yaeP","yaeQ","yjeF","pval","z","inv_cof_var"
"T4810",0.068171461,0.117777691,0.146138862,0.058098795,0.070425041,0.057875848,0.330225147,0.054400379,0.161058471,0.141839575,0.142659952,0.371509933,0.139579588,0.093386105,0.221914313,0.066374314,0.095862519,0.097826292,0.058477924,0.231537327,0.366445162,0.057010653,0.186317491,0.133179421,0.054389599,0.376348733564654,0.315084539066283,1.48335928268106
"T4811",0.092894075,0.139167259,0.169915855,0.092668157,0.093734658,0.087533036,0.135198786,0.085354065,0.145464126,0.143421703,0.164585574,0.088300177,0.161829888,0.094912347,0.197270771,0.088235295,0.130993105,0.088799867,0.273950441,0.231537327,0.207814446,0.086808041,0.186317491,0.142514712,0.124944162,0.00360667229453992,2.68683096799485,2.62605181401844
"T4812",0.100859109,0.124131294,0.155392985,0.100838052,0.10809278,0.096555219,0.15657116,0.099159282,0.197621941,0.16197627,0.151091831,0.174401641,0.148553747,0.111297799,0.169214268,0.096683957,0.121415928,0.099024439,0.135442975,0.231537327,0.291740029,0.097410841,0.186317491,0.137353061,0.097509478,0.000731064909709475,3.18209671956456,2.86466774211391
"T4801",0.096591034,0.106413597,0.150475063,0.088658563,0.087730681,0.166516941,0.150762751,0.084952878,0.122105374,0.143008003,0.133789399,0.402358847,0.122737849,0.122325692,0.123034902,0.084859775,0.102612537,0.091452266,0.12017925,0.231537327,0.200480692,0.087712424,0.186317491,0.132383313,0.086640005,0.0885423103206332,1.34978605053213,1.98187197142985
"T4803",0.08819793,0.120291977,0.116463831,0.098629238,0.186393314,0.090433803,0.113190724,0.094142501,0.096620545,0.114978825,0.114898753,0.469207898,0.114593318,0.088396926,0.173600014,0.089907512,0.115121984,0.091671823,0.182401712,0.231537327,0.251805569,0.097071468,0.186317491,0.468598623,0.093856882,0.386265852033135,0.289064912007229,1.47082318980624
"T4805",0.068378198,0.123765234,0.131840314,0.073919573,0.140504325,0.068428369,0.185196195,0.068358837,0.080073717,0.128150835,0.133137632,0.409146099,0.120511064,0.071644439,0.186266525,0.073551992,0.111804952,0.100045845,0.200367405,0.231537327,0.375063536,0.069722919,0.186317491,0.129695166,0.068483852,0.335227529407601,0.425523548578483,1.53656810374162
"T5743",0.134601179,0.123859576,0.187223057,0.121110318,0.131444684,0.131876566,0.183459508,0.123033322,0.247601887,0.179649673,0.140980861,0.13864946,0.167288552,0.144032022,0.140334246,0.128046366,0.123385009,0.139264337,0.151235049,0.231537327,0.212974694,0.123105,0.186317491,0.129127613,0.130558393,1.03251145532315e-09,5.99260793250947,4.21875439029026
"T5745",0.245559572,0.135565246,0.161527556,0.094457847,0.158481769,0.226290404,0.214462677,0.087918561,0.230928113,0.130505272,0.157872922,0.146028636,0.156480209,0.117110956,0.172301884,0.104062952,0.120191483,0.118012397,0.111971924,0.231537327,0.266973597,0.090397157,0.186317491,0.193370552,0.089022121,0.000594390814131195,3.24155818754121,2.89331590387796
"T5747",0.205895476,0.112520376,0.179377333,0.106246402,0.135004986,0.168922204,0.114735357,0.109037845,0.183523326,0.192061832,0.16887168,0.105960443,0.166615107,0.107000804,0.120582587,0.106033499,0.111839358,0.110933589,0.109675345,0.231537327,0.197871152,0.105812071,0.186317491,0.120753496,0.106220134,2.76858335834272e-06,4.54333303056529,3.52050284615092
"T5755",0.111364204,0.115074819,0.188697858,0.111992921,0.144389833,0.127868662,0.18326276,0.122162933,0.144766209,0.171716154,0.164978422,0.129453607,0.161519327,0.247265223,0.180173879,0.12399029,0.112658041,0.145656947,0.295336736,0.231537327,0.058818786,0.111724776,0.186317491,0.167625109,0.110033421,0.000367077195980406,3.37649600122244,2.95832809489798
"T5757",0.103987948,0.106740866,0.216158398,0.090418426,0.10689245,0.086208864,0.202966183,0.112156845,0.173424086,0.142216183,0.204502269,0.103899637,0.175519241,0.201533449,0.15429129,0.112433477,0.094804236,0.140292319,0.28691726,0.231537327,0.062792911,0.10552645,0.186317491,0.170963163,0.102044457,0.00424281266934118,2.63211052296335,2.59968784732863
"T5759",0.114131192,0.091131085,0.20773707,0.095205847,0.096422596,0.191985831,0.197997559,0.109885672,0.0956595,0.197429726,0.116654715,0.179835169,0.1717539,0.090168598,0.105586827,0.10606488,0.089422319,0.131160883,0.230258691,0.231537327,0.073388265,0.098133424,0.186317491,0.193772255,0.098723499,0.0024598897946916,2.81223989339944,2.68647304652246
"T6892",0.164277067,0.062847975,0.287823144,0.070799733,0.103053021,0.092134899,0.310720219,0.120030035,0.06483584,0.290568234,0.288265359,0.36320836,0.284201677,0.061768143,0.06460627,0.185484806,0.064981344,0.122934501,0.24129076,0.06258009,0.35402228,0.065109304,0.063330232,0.287495808,0.099549718,0.361361592555659,0.354821680542291,1.50250438783543
"T6894",0.168791163,0.079720278,0.11298605,0.108999549,0.133142235,0.147233839,0.141415569,0.131856633,0.343594444,0.258321008,0.245622266,0.334809568,0.232960568,0.129127648,0.111261251,0.156316323,0.107815693,0.162917118,0.203384569,0.106900591,0.201724067,0.070353441,0.10632579,0.138915313,0.131261627,0.0315590437570518,1.85835873925326,2.22689909825737
"T6896",0.131322879,0.070554482,0.183558232,0.118321881,0.109943872,0.135584265,0.288087286,0.14534558,0.063506688,0.276214585,0.22825402,0.10436496,0.26005089,0.104989391,0.104728252,0.14356926,0.105841144,0.175044355,0.214485338,0.105803956,0.314574109,0.072671249,0.106693942,0.252822144,0.11656825,0.0427751559850543,1.71935191644667,2.15992648420023
"T6898",0.142690522,0.127220465,0.12761151,0.127866872,0.127037205,0.139549698,0.185263212,0.127061104,0.327862781,0.252841812,0.243779568,0.339147348,0.210998372,0.129317325,0.127116179,0.141846246,0.124848536,0.148986033,0.199070046,0.126092825,0.087235617,0.086356917,0.124987281,0.175481059,0.12695038,0.0125723586133911,2.23917214943177,2.41037260720271
"T6900",0.177913604,0.085277897,0.068319627,0.077306188,0.113469402,0.077619521,0.070549675,0.150955884,0.08319759,0.30548181,0.274920755,0.075209668,0.147510631,0.067904325,0.06908059,0.116307147,0.084888136,0.186483293,0.225487175,0.068692997,0.319842641,0.086138569,0.069305204,0.27521152,0.121211617,0.241009682135622,0.703058386143042,1.6702826451457
"T6902",0.142690522,0.127220465,0.12761151,0.127866872,0.127037205,0.139549698,0.185263212,0.127061104,0.327862781,0.252841812,0.243779568,0.339147348,0.210998372,0.129317325,0.127116179,0.141846246,0.124848536,0.148986033,0.199070046,0.126092825,0.087235617,0.086356917,0.124987281,0.175481059,0.12695038,0.0125723586133911,2.23917214943177,2.41037260720271
"T6891",0.204784254,0.060253746,0.305167484,0.063135818,0.087777452,0.071884176,0.060984167,0.114745908,0.075403069,0.317471684,0.312952787,0.340798929,0.201708147,0.060262361,0.07510498,0.093719431,0.06029823,0.132731584,0.235802938,0.071488127,0.270507322,0.074093475,0.071642872,0.248266487,0.099381288,0.348366060603391,0.389735529413277,1.5193256609102
"T6893",0.173698899,0.106305579,0.104217896,0.076549539,0.100113946,0.118883352,0.101177835,0.123886498,0.327845848,0.295165528,0.278033665,0.119734682,0.085064254,0.170150768,0.095216427,0.124591202,0.077673013,0.148538876,0.213430222,0.090551489,0.333334072,0.084633978,0.096043487,0.210867147,0.11211106,0.124903530828043,1.15081813691113,1.8860104804638
"T6895",0.186256726,0.058611884,0.253891669,0.103145199,0.124838667,0.105277914,0.085665415,0.166840655,0.091670474,0.29963942,0.295194738,0.175573106,0.230552816,0.093094128,0.071927163,0.184106094,0.059165687,0.201349787,0.249591377,0.059867498,0.062313507,0.058546203,0.060992987,0.270094656,0.134568566,0.160179817287178,0.993719113854005,1.81032115797207
"T6897",0.161648506,0.084621912,0.261819134,0.089380263,0.083544693,0.08406132,0.107385417,0.134361243,0.333316371,0.277500331,0.26932427,0.364197433,0.246285441,0.133520823,0.063308571,0.083221298,0.08845109,0.162478244,0.220700607,0.084521661,0.22798649,0.081323877,0.084148985,0.237665817,0.121305503,0.158088770035704,1.00234387262451,1.8144765125713
"T6899",0.212900237,0.069325825,0.275365252,0.076908228,0.107277437,0.090168212,0.070164429,0.098396323,0.077534939,0.291243615,0.298245938,0.086438802,0.07252259,0.070140792,0.103677689,0.221294086,0.07169782,0.175881648,0.260525419,0.065346005,0.265885658,0.072095587,0.065636266,0.166304864,0.101297905,0.237882633587283,0.713130080658327,1.67513512429784
"T6901",0.157878017,0.098736122,0.248980246,0.110573834,0.096635881,0.124626283,0.101001391,0.122805256,0.098017447,0.267010174,0.24831523,0.376310463,0.150886049,0.163756634,0.028014911,0.100848223,0.098063374,0.128220632,0.199298387,0.09569835,0.227568411,0.098681023,0.096231052,0.209905853,0.121230421,0.0898736369945253,1.3415335821999,1.97789598402524
"T0869",0.044102281,0.115784991,0.094335104,0.086013836,0.155905228,0.49735674,0.311171273,0.218048999,0.078550057,0.192230228,0.046235817,0.180831078,0.484289202,0.079172728,0.106989628,0.080584063,0.047794104,0.17226719,0.058142571,0.215333253,0.116201347,0.140853741,0.186317491,0.182437296,0.199271808,0.488953432416798,0.0276931779400783,1.34489593013871
"T0870",0.048554873,0.093033698,0.075521124,0.071151703,0.165422247,0.508827258,0.289646441,0.212721933,0.201159672,0.225318842,0.230396071,0.223697396,0.461444455,0.066956062,0.108460517,0.061654336,0.052888872,0.171472852,0.061698309,0.208114515,0.057499706,0.128188048,0.186317491,0.179585226,0.200252124,0.432755404832788,0.169363400624793,1.41315175352699
"T0896",0.056549544,0.106591927,0.094643998,0.090684389,0.138650274,0.126808748,0.061001163,0.198153912,0.055002494,0.24033407,0.080342098,0.396396245,0.418481193,0.08272033,0.078836305,0.080986559,0.069005583,0.080843464,0.058003567,0.439147969,0.114745173,0.125651435,0.186317491,0.150262853,0.172481637,0.4957414500563,0.0106748044292485,1.33669658468207
"T0900",0.031207966,0.072745164,0.080577007,0.072447416,0.075273341,0.038384904,0.108407563,0.230592258,0.200251542,0.296745232,0.118883656,0.310558584,0.411869418,0.062216162,0.075704016,0.052563312,0.036255755,0.154317817,0.0414093,0.075994658,0.104034068,0.120702866,0.186317491,0.164734657,0.187386122,0.490984033962713,0.022601599515919,1.34244283963669
"T1658",0.075415449,0.044902689,0.040665775,0.042723855,0.102511443,0.09569805,0.260553971,0.117925228,0.169492553,0.314228402,0.346496973,0.200315238,0.243952205,0.043347731,0.139510144,0.04388252,0.19558318,0.097341611,0.111826239,0.077735951,0.287491042,0.060639241,0.297778679,0.144739749,0.064154609,0.395753358652345,0.264354566387157,1.45891790050448
"T1659",0.062984262,0.047252117,0.037045924,0.040412467,0.110582226,0.107373359,0.258156627,0.151758237,0.144145297,0.33144592,0.363156922,0.201164378,0.250994686,0.036251072,0.128326237,0.036492102,0.208289531,0.104991599,0.104143143,0.053096409,0.313026619,0.070208885,0.365351846,0.152039864,0.057232783,0.491007131228925,0.0225436885037025,1.34241493847477
"T1660",0.083563453,0.047565137,0.044383614,0.044954483,0.098384053,0.063092967,0.25699215,0.228615404,0.11603133,0.15100076,0.357336316,0.202216134,0.242817907,0.0512551,0.134873111,0.059804931,0.289419694,0.091288325,0.124512941,0.046875537,0.299801305,0.062887671,0.355033286,0.146542818,0.048656585,0.461599234340311,0.0964055697866794,1.37800112891365
"T1651",0.041989217,0.100009205,0.073716608,0.075328076,0.139206943,0.141278922,0.130930703,0.048014047,0.140464248,0.099073941,0.138997321,0.385747101,0.122443372,0.07369134,0.088578409,0.070291724,0.049954034,0.131942403,0.065879599,0.13904388,0.059914811,0.128744034,0.138494154,0.141803359,0.13536975,0.238717607343639,0.710433726799371,1.67383603794574
"T1652",0.043789915,0.074117673,0.060916332,0.061086191,0.141184879,0.142660149,0.072913911,0.041860049,0.159047822,0.05875171,0.131422397,0.232687085,0.129116999,0.061832899,0.093836941,0.060250618,0.050513891,0.097052237,0.067629017,0.090194881,0.10201135,0.105490977,0.1605492,0.152112996,0.160324008,0.0521294255513452,1.62454825182583,2.11425067409494
"T1653",0.055212077,0.082363758,0.06916322,0.068561771,0.145782548,0.158036511,0.182291266,0.055705527,0.139134836,0.07134195,0.159259536,0.080995218,0.218646644,0.065530133,0.060151253,0.067426475,0.061767442,0.142553918,0.056038426,0.18199728,0.056992228,0.103539707,0.17865848,0.167094334,0.181401762,0.0645228814014998,1.51787559727671,2.06285645919724
"T1654",0.050690079,0.099503757,0.083209536,0.08145116,0.150737785,0.165754087,0.19043076,0.059951598,0.14782813,0.053522195,0.175517818,0.107528748,0.225403172,0.075769779,0.051037811,0.079463163,0.070415208,0.142269287,0.049082789,0.189825556,0.054027485,0.116163769,0.187801847,0.175442652,0.189469422,0.061976802487522,1.53838869399801,2.07273954034459
"T1655",0.058412208,0.088574665,0.073006118,0.072150052,0.147141175,0.159949503,0.181237945,0.063247285,0.143491941,0.061655681,0.150814661,0.068269634,0.215934812,0.070578842,0.061491397,0.072003522,0.06638768,0.130530677,0.05798308,0.179544995,0.057973511,0.107371268,0.176734378,0.167630013,0.179200555,0.0475629532065234,1.66895697734769,2.13564651909805
"T1656",0.054261082,0.099119541,0.080646181,0.077516723,0.138785592,0.149688286,0.180173647,0.056817681,0.113595547,0.08438373,0.156465681,0.096981954,0.222251896,0.076484371,0.06181812,0.079827215,0.066192081,0.118362969,0.055783392,0.174976666,0.087002706,0.114880471,0.171471252,0.158480604,0.174833444,0.0148573836916082,2.17387176047798,2.37891128998903
"T1657",0.051255889,0.098434633,0.082203722,0.080440981,0.151891464,0.161902046,0.190594282,0.068849762,0.097414528,0.137441019,0.126238492,0.09371097,0.23547057,0.08038491,0.051277478,0.081416226,0.07042159,0.151790498,0.049675769,0.18587793,0.055268636,0.114644272,0.182984092,0.17160952,0.185631542,0.0370898276178173,1.7855036783312,2.19179798754404
"T8315",0.063643445,0.06826293,0.085825891,0.059827054,0.131749062,0.13798355,0.202608749,0.158697202,0.189609462,0.250690592,0.2117995,0.084138936,0.195249202,0.076117308,0.093748442,0.087863905,0.075235063,0.318117162,0.113572658,0.148456409,0.130717051,0.093524256,0.186317491,0.138011576,0.111441059,0.0644859444980127,1.51816864786683,2.06299764913076
"T8317",0.06889314,0.080274485,0.098700451,0.071828595,0.123780815,0.124420481,0.432487771,0.139935976,0.145809468,0.130373501,0.392079243,0.079671701,0.434219798,0.087450217,0.09007567,0.09970815,0.087268422,0.42278423,0.112226225,0.3343737,0.15450601,0.121934105,0.186317491,0.125893805,0.067500318,0.457525031733638,0.1066709073395,1.3829469040649
"T6036",0.046442464,0.104476721,0.143044185,0.081463783,0.157905836,0.156590346,0.25622186,0.086256015,0.28368073,0.539140935,0.253221899,0.364673321,0.28623046,0.044991876,0.100576464,0.073335499,0.107592522,0.047199596,0.046801563,0.123293042,0.265586354,0.126333398,0.246538599,0.046581575,0.223026232,0.485859410072585,0.0354526278006297,1.34863438434055
"T6035",0.053831098,0.11028657,0.118536833,0.0652098,0.117318833,0.121280085,0.132467056,0.275463908,0.335008763,0.530300654,0.310489411,0.317596758,0.281939529,0.056279563,0.111212449,0.05196865,0.187926353,0.051926688,0.063688551,0.231537327,0.28478985,0.096361419,0.186317491,0.06828491,0.151911412,0.428742320041317,0.179577028508984,1.41807261528471
"T6039",0.079852133,0.085470223,0.118536833,0.069924593,0.117318833,0.121280085,0.106281595,0.283680885,0.322085901,0.418211244,0.331817223,0.35287615,0.330196696,0.082270116,0.081649475,0.07574884,0.239360704,0.074923638,0.083575192,0.231537327,0.271528812,0.096361419,0.186317491,0.093430007,0.151911412,0.283410394624645,0.572739941522769,1.6074960371227
"T6050",0.069562747,0.091058536,0.118536833,0.070078205,0.117318833,0.121280085,0.179436275,0.266419549,0.436835864,0.489204171,0.421015908,0.470006368,0.454708806,0.072036796,0.087218081,0.066299659,0.252473884,0.078654565,0.073253475,0.231537327,0.288382278,0.096361419,0.186317491,0.083487667,0.151911412,0.494370747534611,0.0141109116698089,1.33835207956667
"T6052",0.078540454,0.084638499,0.118536833,0.069690098,0.117318833,0.121280085,0.199895986,0.260561759,0.430871681,0.437872144,0.378283891,0.384024901,0.388614829,0.081022732,0.074701751,0.07399458,0.246104022,0.071241362,0.081233803,0.231537327,0.311330318,0.096361419,0.186317491,0.090498801,0.151911412,0.400460204565145,0.252156099797819,1.45304075592638
"T6061",0.066286025,0.116790978,0.118536833,0.065253744,0.117318833,0.121280085,0.217938833,0.339768512,0.42116,0.41694937,0.407995955,0.410605917,0.328558398,0.070660919,0.094926567,0.062016921,0.30613103,0.06133843,0.071632594,0.231537327,0.324931687,0.096361419,0.186317491,0.08956577,0.151911412,0.405553534753332,0.238998082629371,1.44670130590668
"T6076",0.063244977,0.145440867,0.118536833,0.070841595,0.117318833,0.121280085,0.20730281,0.263905416,0.520741303,0.558985211,0.36084195,0.337951652,0.358279293,0.066268544,0.098021744,0.059463718,0.289745174,0.069175518,0.059531101,0.231537327,0.317104777,0.096361419,0.186317491,0.082113921,0.151911412,0.490554665000269,0.0236781561340396,1.34296151785291
"T6094",0.056559881,0.174466021,0.118536833,0.031945683,0.117318833,0.121280085,0.376608569,0.074686357,0.315631609,0.323014718,0.315894635,0.457563887,0.352495136,0.0591302,0.115001136,0.031637899,0.126118062,0.054462917,0.070115399,0.231537327,0.24359568,0.096361419,0.186317491,0.075996403,0.151911412,0.449132758377601,0.127852734017018,1.39315217510453
"T6116",0.050442729,0.161320314,0.118536833,0.040302418,0.117318833,0.121280085,0.374631608,0.097353001,0.232574164,0.425155746,0.135873693,0.420638559,0.290885222,0.052449854,0.091603044,0.038629543,0.138746103,0.046233406,0.056715404,0.231537327,0.220303828,0.096361419,0.186317491,0.061630541,0.151911412,0.465650175908367,0.0862089051023147,1.37308843991905
"T6118",0.052482341,0.22232813,0.118536833,0.050065998,0.117318833,0.121280085,0.313363764,0.152773301,0.093513688,0.397403244,0.246605265,0.408822919,0.322457598,0.055435436,0.091332044,0.042060824,0.094508994,0.046166453,0.0609771,0.231537327,0.146526786,0.096361419,0.186317491,0.066379288,0.151911412,0.447082971018028,0.133034694597295,1.39564881116163
"T6120",0.049958525,0.173707877,0.118536833,0.042006742,0.117318833,0.121280085,0.308663985,0.142600036,0.335091313,0.416246337,0.214906668,0.415294427,0.357391497,0.052137948,0.106299841,0.036281833,0.149827787,0.044982029,0.057596881,0.231537327,0.211006074,0.096361419,0.186317491,0.059680354,0.151911412,0.449366298475158,0.12726255387832,1.39286783002092
"T6132",0.057300111,0.175704483,0.118609346,0.065772674,0.13343056,0.132709239,0.077474099,0.193562688,0.263238765,0.417932894,0.230121568,0.422222406,0.265262172,0.058567456,0.071051944,0.069042626,0.232896732,0.063927501,0.057831712,0.083336957,0.292041287,0.08675665,0.174197433,0.06399207,0.165529138,0.376445055963264,0.314830817216118,1.4832370410874
"T6160",0.059447833,0.220485626,0.115537212,0.058194128,0.135346523,0.134344842,0.065911464,0.065143038,0.233119462,0.422712972,0.22407871,0.369793523,0.237083904,0.060291582,0.063786999,0.061492671,0.232988944,0.057029756,0.062038433,0.076536541,0.248401275,0.080132729,0.189897322,0.064130587,0.176577851,0.394534405950359,0.267520007096298,1.46044298995443
"T6162",0.05966527,0.214899705,0.11393287,0.059731518,0.132094314,0.131199864,0.066289304,0.065428456,0.227703641,0.437748917,0.227274002,0.408237127,0.237603115,0.060261599,0.064704483,0.062665669,0.231572981,0.058340048,0.061622407,0.076456392,0.245734539,0.079911525,0.192192928,0.063807931,0.174498801,0.436473008239612,0.15991755896108,1.40860080634744
"T6164",0.060214976,0.204909627,0.117825728,0.062316598,0.133793299,0.133028858,0.072265259,0.069054594,0.224204034,0.42438814,0.244470142,0.379227751,0.278389481,0.060774425,0.068521428,0.064660873,0.252346869,0.059132524,0.062108079,0.081647075,0.301104466,0.085215982,0.180329507,0.063798051,0.165247391,0.40735974274872,0.234341995809673,1.44445803252415
"T6135",0.060396774,0.134771802,0.118536833,0.069878585,0.117318833,0.121280085,0.058081202,0.29559569,0.358537532,0.496278215,0.329485162,0.56798345,0.442572727,0.063482559,0.114154712,0.108068316,0.346038419,0.057875257,0.067921441,0.231537327,0.246878679,0.096361419,0.186317491,0.076219171,0.151911412,0.485895704679075,0.0353615936685528,1.34859052466755
"T6152",0.057432316,0.163607299,0.118536833,0.068205149,0.117318833,0.121280085,0.06568712,0.317239177,0.383153557,0.480021667,0.337916928,0.45976761,0.389368474,0.058955175,0.105701972,0.146254144,0.360386183,0.055585913,0.057654726,0.231537327,0.309163942,0.096361419,0.186317491,0.064923952,0.151911412,0.409361264266391,0.229188347992015,1.44197503737823
"T6154",0.052734669,0.280451279,0.118536833,0.054813405,0.117318833,0.121280085,0.047881649,0.315265568,0.447756258,0.351564441,0.425533448,0.405121793,0.435506417,0.05394476,0.101989469,0.252935403,0.296692149,0.047860852,0.064626986,0.231537327,0.346219742,0.096361419,0.186317491,0.059940866,0.151911412,0.371422305007619,0.328088683637918,1.48962459785016
"T6159",0.058439935,0.208206972,0.118536833,0.051805404,0.117318833,0.121280085,0.050664074,0.338419203,0.506944536,0.35691916,0.503859168,0.444813754,0.482040976,0.059442073,0.079002788,0.141306123,0.281716224,0.053321867,0.070915481,0.231537327,0.354043096,0.096361419,0.186317491,0.066805092,0.151911412,0.485675159709858,0.0359147691082642,1.34885704111963
"T6168",0.062152462,0.166998277,0.118536833,0.044287279,0.117318833,0.121280085,0.054207563,0.149001262,0.467483303,0.378632839,0.457927959,0.437219118,0.485382115,0.062924275,0.066388782,0.254059817,0.225766569,0.055043957,0.07964705,0.231537327,0.370913893,0.096361419,0.186317491,0.066767854,0.151911412,0.479189266774992,0.0521884530218006,1.35669759980606
"T6170",0.043883456,0.265338477,0.118536833,0.055020624,0.117318833,0.121280085,0.040786295,0.317991658,0.431383554,0.405388421,0.438533159,0.439239653,0.429116761,0.044193741,0.123544674,0.177927408,0.315198408,0.040580929,0.049999153,0.231537327,0.310669484,0.096361419,0.186317491,0.048361866,0.151911412,0.425627729020423,0.18751679333391,1.42189794410374
"T6172",0.06354159,0.27275913,0.118536833,0.067241361,0.117318833,0.121280085,0.060941659,0.296265442,0.306067288,0.516788307,0.29928999,0.527687225,0.367181845,0.06363618,0.099169159,0.094049157,0.295235972,0.060579307,0.065055065,0.231537327,0.300962437,0.096361419,0.186317491,0.068081577,0.151911412,0.429757665454366,0.176991162990326,1.41682676152093
"T6174",0.056809585,0.267575907,0.118536833,0.05327865,0.117318833,0.121280085,0.04878407,0.201421351,0.380122887,0.454410645,0.31875678,0.460704794,0.492489268,0.059290855,0.065699068,0.068399484,0.186693859,0.051903935,0.061579582,0.231537327,0.337646348,0.096361419,0.186317491,0.073297441,0.151911412,0.495314398961113,0.0117453300922802,1.33721235722201
"T6180",0.062001192,0.397741035,0.118536833,0.054768749,0.117318833,0.121280085,0.055114015,0.330700395,0.328291756,0.382112282,0.351180569,0.319778451,0.336574008,0.0642004,0.0829188,0.055014828,0.148023285,0.058191542,0.064811661,0.231537327,0.398690892,0.096361419,0.186317491,0.069566763,0.151911412,0.393857026087997,0.269280220223343,1.46129104958227
"T6182",0.058506995,0.266164674,0.118536833,0.053551226,0.117318833,0.121280085,0.05300813,0.373939923,0.379519581,0.424704516,0.364258549,0.375716461,0.36879019,0.060234769,0.070490409,0.053276627,0.128533231,0.054761563,0.058049945,0.231537327,0.355052591,0.096361419,0.186317491,0.069266202,0.151911412,0.446203375776458,0.135259441201883,1.39672068010098
"T6173",0.056944581,0.271439702,0.12588546,0.066328184,0.139530065,0.138937956,0.066376973,0.180244574,0.267576973,0.491160743,0.291873364,0.445935456,0.345169741,0.057382495,0.075235191,0.071052646,0.168192375,0.055383536,0.06072973,0.089626334,0.298188722,0.093196693,0.165929339,0.060608568,0.161547167,0.464686232379356,0.0886344046042906,1.37425703034333
"T6179",0.056565446,0.271980869,0.123342783,0.06132145,0.139305507,0.138604183,0.063162676,0.221575238,0.401939592,0.454002876,0.310656123,0.40727301,0.35387774,0.056689681,0.06964352,0.06360777,0.195972472,0.054458746,0.061129465,0.084317061,0.305427308,0.088059046,0.189121269,0.057114448,0.168894369,0.452811817444441,0.11856040672747,1.38867519018616
"T6175",0.05536016,0.29788365,0.124354918,0.059648816,0.14398223,0.14309809,0.062370725,0.208147566,0.348713268,0.445355945,0.32010692,0.365284049,0.349006348,0.055464036,0.0674084,0.063609331,0.203933861,0.053030869,0.059093446,0.081506509,0.311939805,0.085225709,0.189243845,0.05646708,0.173876833,0.421634438392631,0.197713947267414,1.4268108688155
"T6183",0.055518462,0.248319813,0.123798853,0.061001655,0.139564104,0.138912841,0.065610021,0.18265082,0.366145039,0.463019947,0.288463861,0.442968673,0.34881721,0.055567703,0.069637155,0.065128964,0.187133258,0.053889034,0.058747622,0.084240084,0.286357068,0.088291905,0.178918932,0.054234277,0.16716674,0.474224644010602,0.0646542522011208,1.36270354354676
"T5290",0.144184439,0.137012971,0.270971696,0.077260973,0.082795859,0.132572515,0.093639934,0.113726906,0.409073536,0.257126301,0.250398698,0.377806161,0.127157186,0,0.099333247,0.090463384,0.111902477,0.133521251,0.199733161,0.231537327,0.358181944,0.141022242,0.202527611,0.228195917,0.077691202,0.214734352297264,0.790101139260201,1.71221929683867
"T5292",0.105495008,0.114717617,0.278753205,0.077917077,0.079379241,0.092289537,0.083526206,0.09657403,0.396277121,0.257797991,0.256746924,0.381734058,0.110307557,0.06972814,0.102975427,0.141672248,0.08716856,0.107552682,0.19159459,0.231537327,0.359978714,0.1182774,0.079858299,0.107430764,0.085711903,0.307941129619373,0.501694748313262,1.5732669093046
"T5294",0.09875233,0.112785004,0.277525098,0.065557977,0.086705744,0.110808424,0.080140584,0.129768696,0.32624561,0.267964433,0.258649479,0.359734654,0.094739943,0.062263968,0.130799719,0.086017599,0.141808816,0.091481784,0.178208677,0.231537327,0.35748906,0.102469776,0.099864355,0.238174115,0.068242195,0.217451717076541,0.780828389800215,1.70775174439561
"T5296",0.113654012,0.113737206,0.264627301,0.084600886,0.090905383,0.105419649,0.14466293,0.117933159,0.391845521,0.251046704,0.244888239,0.383441611,0.105291335,0.021194196,0.109040458,0.108476119,0.132778379,0.109071711,0.196553265,0.231537327,0.354439523,0.106305814,0.200501032,0.223896403,0.083636053,0.217614387842206,0.780275423260304,1.70748532859014
"T5298",0.107768225,0.137295396,0.269400039,0.084410822,0.08917054,0.143054896,0.114325036,0.116796429,0.420504182,0.255662441,0.248730309,0.389848996,0.141261171,0,0.095420659,0.091551849,0.110430218,0.139040805,0.198510578,0.231537327,0.361474462,0.12195496,0.283887011,0.226691695,0.084804421,0.233149288507396,0.728514694145053,1.68254733443733
"T5300",0.104127934,0.104511555,0.276203387,0.078368663,0.082285758,0.084967513,0.093389777,0.106187819,0.393273739,0.259000215,0.254788263,0.370499868,0.111070408,0.072903174,0.096152893,0.13051133,0.142709488,0.106166668,0.179573068,0.231537327,0.359659655,0.119078249,0.09495096,0.231351398,0.087248896,0.236368959771711,0.71803141072157,1.67749655433462
"T5302",0.096667819,0.10204012,0.270736045,0.079870075,0.08698642,0.108182092,0.072643682,0.117116616,0.386553746,0.255129606,0.251186125,0.368648065,0.09787598,0.036336277,0.085432967,0.122709505,0.1451157,0.099399893,0.203434715,0.231537327,0.346884686,0.109429247,0.078642413,0.229739957,0.099847589,0.256031234944632,0.655629608743105,1.64743175811818
"T5304",0.1310384,0.151046237,0.277627194,0.065133303,0.088405879,0.061029946,0.062554874,0.127900838,0.362782699,0.26627261,0.257661709,0.371895261,0.061714702,0.059930709,0.119280165,0.099683722,0.108822134,0.151438691,0.200828833,0.231537327,0.367276579,0.07106513,0.125335698,0.236523378,0.066151068,0.263172502527945,0.633595244614606,1.63681573988989
