"","aaeR","amiB","ampD","ampE","arfB","comR","crp","cyaA","hflC","hflK","hflX","hfq","miaA","mutL","narQ","nlpE","rof","sohB","speC","spf","trxA","tsaE","yaeP","yaeQ","yjeF","pval","z","inv_cof_var"
"T2766",0.038719096,0.076863248,0.078003589,0.060368825,0.122354731,0.21180328,0.061381191,0.293672141,0.28869412,0.317826088,0.074446909,0.297872621,0.087956416,0.067736818,0.059104934,0.058813615,0.057590114,0.16291222,0.038712481,0.325675435,0.320649574,0.040343518,0.312361079,0.146118543,0.211850371,0.431628590919714,0.172229404482407,1.41453257618279
"T2767",0.051041749,0.07246241,0.055196396,0.046269145,0.091360802,0.163946987,0.043935773,0.323251282,0.29335258,0.319552114,0.106282361,0.321902197,0.146044698,0.049526297,0.094492693,0.053724025,0.045263906,0.141563595,0.050159138,0.278556337,0.259087374,0.043746603,0.2606849,0.146118543,0.186615731,0.404298341334627,0.24223679877698,1.44826169900261
"T2773",0.046265108,0.086799301,0.109587962,0.085301981,0.201806026,0.254905814,0.218081786,0.229747348,0.036434564,0.221184419,0.161732152,0.355688054,0.054593884,0.087581238,0.035927151,0.097112642,0.075436199,0.12830897,0.046939167,0.361698461,0.240990774,0.092643531,0.249091175,0.146118543,0.170156486,0.32662638734296,0.449247986339125,1.54799838882969
"T2769",0.072004523,0.115197212,0.096849139,0.085771759,0.163924898,0.194980903,0.206574119,0.107379748,0.078066377,0.252088601,0.140084719,0.255515487,0.06913352,0.087642813,0.068061608,0.077436887,0.079753875,0.070732231,0.072238996,0.31525204,0.281165433,0.069163399,0.120344388,0.146118543,0.110455687,0.197886885772374,0.849193244764698,1.7406895020838
"T0413",0.064769133,0.120829807,0.07640774,0.078362605,0.175430036,0.278991887,0.374488903,0.398914836,0.183696513,0.078794534,0.298128503,0.394074359,0.244662117,0.079924143,0.081630496,0.088008443,0.075884551,0.376056041,0.06434804,0.400496476,0.298122741,0.140644783,0.284500882,0.146118543,0.128476405,0.311462895098333,0.491707988383988,1.56845535110249
"T0415",0.059509112,0.08847785,0.180265975,0.057917446,0.126833023,0.46111156,0.442706547,0.261102823,0.246285306,0.142086881,0.431252531,0.467563832,0.311170754,0.061344344,0.107108943,0.048703711,0.056045631,0.333600381,0.058163495,0.465662236,0.4139972,0.103155043,0.467690237,0.146118543,0.120510129,0.471180482306442,0.0723027646145392,1.36638854878343
"T0410",0.05875444,0.071214436,0.32421216,0.060869816,0.101497812,0.101599079,0.352844951,0.114866967,0.126148983,0.384053041,0.067154358,0.112265731,0.131502485,0.059780091,0.081111383,0.069147908,0.063871988,0.359505418,0.058736406,0.373963133,0.387644488,0.08694721,0.215485306,0.146118543,0.205362301,0.499973224925482,6.7115158891627e-05,1.33158586662379
"T5994",0.168249925,0.085451803,0.257967052,0.092161438,0.074196032,0.134018498,0.318692851,0.074492341,0.159151999,0.293248851,0.281848257,0.352644423,0.113511386,0.190036118,0.077997502,0.124681732,0.086438056,0.117718337,0.074386595,0.073841619,0.091866335,0.073751614,0.08865803,0.265318092,0.074464426,0.235571239902205,0.720621406187629,1.67874439788111
"T5996",0.17233684,0.0726884,0.325036352,0.083535626,0.053388084,0.134894469,0.338886528,0.052604279,0.133544989,0.32524469,0.307523185,0.3339291,0.104054349,0.214687382,0.063308286,0.11315527,0.075218665,0.129839594,0.056638722,0.056250237,0.107312725,0.055829707,0.087885759,0.289388905,0.05343258,0.43065936796295,0.174695713738123,1.41572082849007
"T5998",0.094792865,0.082786574,0.30493818,0.078047977,0.075186548,0.134796682,0.295808135,0.070576711,0.07813076,0.298222975,0.269064289,0.337115776,0.089420413,0.19445691,0.075843438,0.118607124,0.083712028,0.123515766,0.082513738,0.070280578,0.089192037,0.070370525,0.112952882,0.261056222,0.080562491,0.322370607312973,0.461079993762832,1.5536989756837
"T6000",0.074101298,0.088212296,0.299494235,0.088749953,0.082487275,0.133810844,0.267156828,0.075421802,0.116721427,0.29824726,0.27027839,0.348411397,0.078369657,0.188212771,0.079838474,0.131605611,0.088520526,0.115766734,0.087997336,0.074520368,0.09491101,0.075115121,0.089456558,0.259225507,0.087497203,0.294317169774577,0.540816107251157,1.59211533430014
"T6002",0.147017626,0.08219521,0.306050032,0.087135176,0.079120759,0.126144387,0.299026287,0.073374293,0.175190344,0.289887805,0.289637405,0.34127493,0.127909915,0.19155425,0.074995095,0.132753032,0.082398144,0.139535429,0.074512414,0.074447281,0.087432628,0.074957663,0.099192385,0.266681949,0.081183998,0.23852934403022,0.711041227912708,1.67412872816612
"T6004",0.122030817,0.090672731,0.293264865,0.094223871,0.074742537,0.127755137,0.319359738,0.082491081,0.159362077,0.297295007,0.283124979,0.346367896,0.094486154,0.187154178,0.082121596,0.142887998,0.090803941,0.109711254,0.080188052,0.076965009,0.075872771,0.076527905,0.094714108,0.260339318,0.074712015,0.255134066325231,0.658420240874131,1.64877626714956
"T6006",0.116807838,0.089937938,0.292591215,0.092413223,0.071875119,0.130590263,0.315433285,0.071101939,0.138986829,0.29641151,0.280605935,0.336916469,0,0.189524197,0.082814627,0.125142295,0.091509137,0.107803205,0.080580871,0.075559308,0.071495588,0.075503546,0.101758338,0.26142693,0.071281105,0.36094470022551,0.355934790801095,1.50304067736612
"T6008",0.121197399,0.087530437,0.305327248,0.089302806,0.077453022,0.126470475,0.315231847,0.076993024,0.162556071,0.294391065,0.278776631,0.33545343,0.128667236,0.188861602,0.080812086,0.134818875,0.086135002,0.140413136,0.076371551,0.076525618,0.076565298,0.07656729,0.093656332,0.260127628,0.078020006,0.232635844233791,0.730193870897031,1.68335635124868
"T6010",0.145216284,0.085296679,0.284315881,0.093649798,0.078275495,0.130189206,0.305213556,0.078035275,0.31212637,0.220158919,0.277728656,0.364999312,0,0.182705251,0.079294842,0.128887436,0.087043718,0.14204542,0.077451989,0.077328361,0.08368545,0.077380914,0.092129974,0.259033572,0.078798712,0.343002111748855,0.404283546167034,1.52633480399882
"T6012",0.158946837,0.082961822,0.288815799,0.090017705,0.069649694,0.136462205,0.322434818,0.073417105,0.23317782,0.29807856,0.28556239,0.348659225,0.134459367,0.194963456,0.075094225,0.13471769,0.084238248,0.109793709,0.073021085,0.069372793,0.079127263,0.069314943,0.108174327,0.266701905,0.071004617,0.262451345747336,0.635806283454253,1.63788100451419
"T6014",0.158241185,0.068560494,0.311343704,0.075150659,0.052518444,0.138139429,0.341402123,0.056630775,0.225813701,0.319148167,0.311574112,0.335353394,0.045853169,0.211967604,0.058236187,0.119144277,0.070112734,0.092674142,0.053899549,0.053057152,0.091485728,0.05324021,0.100247155,0.29039064,0.053701957,0.484905208015281,0.0378460650897637,1.34978752739209
"T6016",0.136045327,0.088571742,0.27093112,0.092248868,0.079056867,0.122061612,0.320968768,0.082467907,0.187872429,0.291522393,0.282382294,0.361559247,0.047960072,0.179577533,0.084164835,0.130760238,0.089979728,0.102638569,0.086145603,0.079549311,0.092919256,0.079102292,0.092572394,0.261169431,0.080411944,0.268333836382523,0.617859932545447,1.6292345653763
"T6018",0.115786904,0.083287647,0.299889311,0.085937632,0.081550544,0.126365928,0.319179167,0.077871529,0.249795596,0.296961923,0.2830497,0.338698952,0.102074131,0.188135001,0.077871821,0.132158071,0.08359337,0.111166768,0.077492352,0.079453892,0.081842785,0.08001853,0.091785035,0.261432458,0.081967044,0.266349406125119,0.623891546660495,1.63214055916936
"T6020",0.144785442,0.082865696,0.182564377,0.086486304,0.0628999,0.14008087,0.324846628,0.069647635,0.230510432,0.302639091,0.287107784,0.352118184,0.098200052,0.201393999,0.072985465,0.123722177,0.084235908,0.132731471,0.071570249,0.065715468,0.116238876,0.065407335,0.089786344,0.270367277,0.062644901,0.274043465166896,0.600629281802282,1.62093294608254
"T6022",0.133283529,0.087253872,0.290793057,0.093477243,0.074139163,0.131393021,0.317627786,0.077032117,0.166121842,0.298230924,0.275430949,0.335907299,0.114518934,0.1901956,0.080741432,0.110247708,0.089380664,0.130499635,0.072367045,0.076491885,0.116238357,0.076710208,0.094024718,0.267165622,0.073098842,0.220374524505825,0.77092894559506,1.7029822543609
"T6024",0.140718098,0.086079196,0.293682447,0.091791089,0.073788701,0.136061448,0.321646599,0.075383069,0.135393333,0.298497476,0.281676903,0.34955815,0.142869012,0.191462658,0.078492886,0.137282985,0.087799692,0.124074086,0.074597497,0.07373528,0.088813108,0.07387743,0.093024847,0.26681586,0.072930789,0.246515230490331,0.685496828942933,1.66182159719958
"T6026",0.139504658,0.081886091,0.277041753,0.08787654,0.06955327,0.139042803,0.323886124,0.068207462,0.207506957,0.296695681,0.272779934,0.347103685,0.071045108,0.199645494,0.07145524,0.135081476,0.083095961,0.122657419,0.068913152,0.068740082,0.076673032,0.068902926,0.09966589,0.26769985,0.071411789,0.299722383403241,0.525199134109689,1.58459117473857
"T6028",0.134137444,0.091387766,0.30069147,0.0939604,0.075657206,0.12791052,0.312219695,0.07756591,0.209519594,0.291535696,0.276392666,0.342041085,0.110001913,0.187307128,0.079992569,0.12407705,0.088793236,0.133360999,0.078111004,0.07721881,0.071572093,0.07678188,0.099906794,0.262323175,0.075361255,0.234943603745342,0.722662585128013,1.67972782507293
"T5993",0.187857874,0.073212271,0.311910348,0.058955295,0.065813197,0.151698838,0.216194201,0.098888904,0.085964594,0.309123761,0.292558979,0.384926157,0.096950457,0.221048488,0.060873546,0.112907839,0.075323955,0.120234641,0.211784108,0.05639258,0.108852244,0.058145481,0.102661796,0.276476891,0.070074875,0.359184208657485,0.36064022181267,1.50530772447034
"T5995",0.183049519,0.066360193,0.323485524,0.045993909,0.051925924,0.145031272,0.260277486,0.065525418,0.115149944,0.31971731,0.302159554,0.382863457,0.115264621,0.225350725,0.049141162,0.12182034,0.067266702,0.113757392,0.188014633,0.044543367,0.117172203,0.045028868,0.066886499,0.288590508,0.058840945,0.461272901611489,0.0972274073621153,1.37839708509512
"T5997",0.055780214,0.073882529,0.316393165,0.063598711,0.053455041,0.148595769,0.301045837,0.094817132,0.108879444,0.30845305,0.281169889,0.348776347,0.073771954,0.22027686,0.060127786,0.084557546,0.074714518,0.061095287,0.208565687,0.052883922,0.070802194,0.052774127,0.106606588,0.277814499,0.05491057,0.488096786667043,0.0298413594964205,1.34593091051876
"T5999",0.069797818,0.062695261,0.323200972,0.046570928,0.048818804,0.140894835,0.280688152,0.126613093,0.082519302,0.31506718,0.289957717,0.346382635,0.128088015,0.221182628,0.051335734,0.097752615,0.063587262,0.110098741,0.21794047,0.045672599,0.119196363,0.046461776,0.079999356,0.283969366,0.053158325,0.463732281698927,0.0910352732655257,1.37541375378326
"T6001",0.062147749,0.06622054,0.32262202,0.059645333,0.053005561,0.143633943,0.285885686,0.124906458,0.108212116,0.318676032,0.300940884,0.366484011,0.154653758,0.214923449,0.052984157,0.080199919,0.064440669,0.124802151,0.225431179,0.047170808,0.132455424,0.047513643,0.166912168,0.287013917,0.059004605,0.401827210239638,0.248620408391101,1.45133728201606
"T6003",0.059319467,0.076630511,0.319945229,0.076589702,0.053847031,0.137529305,0.310875777,0.07547733,0.111808069,0.314052121,0.287347814,0.378192738,0.142831634,0.213009793,0.064036084,0.053541287,0.078081845,0.108164449,0.223995948,0.051123262,0.083592034,0.050965491,0.115434058,0.276322247,0.058635,0.458481130963272,0.104260955583058,1.38178580444675
"T6005",0.09827537,0.062604126,0.330057858,0.060989109,0.065701875,0.136848376,0.156842476,0.094208989,0.065194406,0.320813877,0.307132518,0.374668614,0.102681609,0.219288317,0.053770252,0.098291614,0.064932965,0.083471606,0.236130464,0.054973663,0.076140776,0.056912372,0.099448551,0.288307529,0.069864718,0.49373986246638,0.0156924817770888,1.33911407010973
"T6009",0.058470099,0.071907887,0.317333116,0.070705114,0.063281883,0.149037746,0.262571475,0.121538769,0.083359933,0.310795879,0.281901678,0.383572349,0.111573365,0.216135223,0.061287644,0.089505184,0.074156908,0.120668936,0.231575155,0.057942952,0.135064482,0.058316114,0.121533395,0.272586184,0.066707396,0.385741431447518,0.290435794881829,1.47148367256403
"T6011",0.175131081,0.077028282,0.310605505,0.071329024,0.06487962,0.13830136,0.290602058,0.087210428,0.11190747,0.312933221,0.295801665,0.40051525,0.126306053,0.210582085,0.065856961,0.074953851,0.077795904,0.086349348,0.235029256,0.061310925,0.087402491,0.06123515,0.269785003,0.275776046,0.067799993,0.366606772291523,0.340853935326975,1.49577481592905
"T6013",0.115797459,0.065808485,0.323693752,0.062310263,0.056225015,0.143226354,0.287538085,0.056450661,0.069848315,0.32510894,0.308082401,0.372423996,0.098275898,0.219626409,0.054235889,0.085893532,0.065333467,0.08078108,0.227631518,0.049410719,0.109091206,0.050193472,0.17454449,0.292545229,0.06035015,0.486171041599449,0.0346710030941886,1.34825780246676
"T6015",0.175982983,0.073033004,0.300905814,0.061312127,0.07007933,0.139895066,0.301363391,0.104293613,0.079995655,0.308754932,0.294398007,0.398673291,0.116416272,0.206766897,0.061657404,0.105988344,0.072923118,0.070252902,0.233869854,0.059705664,0.096711539,0.060917882,0.386195385,0.278845349,0.075121387,0.418767215922163,0.205048244797347,1.43034448729505
"T6017",0.119412159,0.076558263,0.313311238,0.077928621,0.054314484,0.15797471,0.281917597,0.070862546,0.086831473,0.305949373,0.285730554,0.38043668,0.113768684,0.206155134,0.063976354,0.077668357,0.077025629,0.116101591,0.226943974,0.052155841,0.114247069,0.051870904,0.09594738,0.275178167,0.059148579,0.408531099153263,0.231325164554337,1.44300454217555
"T6019",0.147515785,0.08202765,0.283171867,0.074067025,0.05930235,0.14616975,0.322718121,0.060596398,0.108271156,0.314449993,0.275118091,0.386376358,0.135060463,0.211501278,0.066469338,0.04284203,0.080516102,0.123357473,0.206734056,0.052523143,0.054402208,0.052870259,0.175471507,0.268866241,0.067991126,0.391097419995782,0.27645991956649,1.46475018362653
"T6021",0.18509974,0.082240889,0.304387635,0.076001036,0.057413158,0.133361438,0.310133158,0.064839033,0.075733747,0.300333871,0.284618233,0.38577097,0.156377147,0.209808636,0.069677367,0.093955433,0.078430279,0.129859848,0.175065834,0.052834394,0.067755418,0.052420882,0.107203836,0.270475436,0.067028002,0.37882570959522,0.308566352785961,1.48021886147517
"T6023",0.182257362,0.08346568,0.286347493,0.075107411,0.060834213,0.162949637,0.312617378,0.062975427,0.070409686,0.29360337,0.279495641,0.401646265,0.111802892,0.210481658,0.071008124,0.081297109,0.082969213,0.141530784,0.201018139,0.059926991,0.0792586,0.059516414,0.258712686,0.261661864,0.064466634,0.345680053439635,0.397009972239222,1.52283044176934
"T6025",0.178720372,0.075123866,0.305636886,0.065439676,0.06643044,0.140168182,0.312126841,0.04996235,0.049862448,0.304940715,0.286268329,0.381525682,0.140815816,0.210453473,0.059640041,0.084834988,0.073848615,0.125165452,0.196662689,0.050754571,0.149276766,0.051966777,0.097228839,0.277177003,0.07832043,0.393569046925624,0.2700288042499,1.46165171266403
"T6027",0.189034635,0.084763916,0.308131284,0.074208234,0.062800754,0.14398674,0.306856767,0.069803836,0.058648508,0.30230543,0.268847905,0.397284446,0.117616757,0.2154415,0.069945324,0.057125596,0.083421782,0.136681325,0.222841312,0.058640627,0.089816467,0.058558148,0.060445518,0.270503049,0.067782005,0.423160622867125,0.193814355950019,1.42493207021405
"T1770",0.08139154,0.098165857,0.092100096,0.085399104,0.143362301,0.348632651,0.33692606,0.292431551,0.352416492,0.085640937,0.201590997,0.082643834,0.177760804,0.088746067,0.11756952,0.089857285,0.084672074,0.303682064,0.080921644,0.351694517,0.334206891,0.107809133,0.207236681,0.146118543,0.217934048,0.220131010184876,0.771750827657721,1.70337823197604
"T1771",0.081992182,0.10078211,0.091977832,0.085319892,0.138178703,0.33300505,0.312507974,0.329530909,0.327471067,0.082601714,0.225306398,0.084667174,0.191918669,0.087636201,0.126539946,0.089270533,0.084272383,0.335522133,0.081445741,0.128788368,0.209803362,0.108605739,0.206021346,0.146118543,0.218055701,0.17219500783204,0.945526759941526,1.78710238457721
"T1772",0.089393399,0.110947108,0.103729412,0.097040333,0.129995824,0.283092149,0.321657166,0.290386517,0.330804227,0.085811162,0.230243194,0.110984794,0.188057503,0.097802739,0.126262441,0.101514061,0.095160043,0.158967178,0.088821624,0.112739401,0.180072384,0.113972542,0.195066058,0.146118543,0.206437935,0.042345947138803,1.72408835337968,2.16220846976264
"T1773",0.070837353,0.120786283,0.105745065,0.088508763,0.176884112,0.2689899,0.296485154,0.241979901,0.32370528,0.075830389,0.259810118,0.098264443,0.239721612,0.099906884,0.092969561,0.100909792,0.090415202,0.292706672,0.070815752,0.132452237,0.327503072,0.138339901,0.24410459,0.146118543,0.256530785,0.105405361723305,1.25133927118703,1.93444093153462
"T1774",0.064685191,0.116477081,0.096870927,0.076078605,0.171815721,0.233380387,0.324060178,0.31725106,0.329864588,0.064865353,0.297624522,0.085724769,0.258968534,0.088770994,0.100432873,0.090366248,0.077788652,0.283354173,0.064543274,0.128430426,0.327860983,0.131584751,0.25677518,0.146118543,0.274191739,0.196266972711083,0.855031073699859,1.74350213139445
"T1775",0.06405979,0.116853906,0.100147136,0.085845998,0.17673308,0.340489535,0.321311624,0.159931819,0.315967699,0.070164678,0.233756995,0.064422276,0.209045457,0.090328024,0.09409497,0.091922237,0.084174652,0.299341433,0.063836661,0.330379006,0.342534295,0.136761635,0.241934477,0.146118543,0.253971581,0.205175918003991,0.823274632395836,1.72820207745219
"T1776",0.0733931,0.084809873,0.065581487,0.053328675,0.138197525,0.06057669,0.149075019,0.221977691,0.295452225,0.197341479,0.179029134,0.113071392,0.236877464,0.057350756,0.138475893,0.058837436,0.051729841,0.326277059,0.071582319,0.086234132,0.060133964,0.101783186,0.208989656,0.146118543,0.220300519,0.254372084310631,0.660794409327032,1.64992012659684
