"","allA","allB","allR","allS","gcl","glxK","glxR","hyi","ybbW","ybbY","pval","z","inv_cof_var"
"T6072",0.05458942,0.071604752,0.191077523,0.061886019,0.082526655,0.054788831,0.085045524,0.058358268,0.057005225,0.07183438,0.433613735056452,0.167181208065006,5.63243733826368
"T6074",0.067579824,0.069613095,0.143095812,0.066826365,0.082526655,0.068220689,0.079834117,0.072204666,0.065550287,0.084839813,0.138518143177325,1.08700118418117,9.89613438212381
"T6076",0.063056919,0.060111917,0.219054445,0.058951461,0.082526655,0.064639353,0.071734048,0.069623144,0.058681865,0.084603603,0.325437438173516,0.452547130417724,6.95521121918235
"T6093",0.049702848,0.061148389,0.359349216,0.05633509,0.09006967,0.054421096,0.068396436,0.057889861,0.052169489,0.064350062,0.482941170062966,0.0427731844535948,5.05576131874064
"T6106",0.048868825,0.060871345,0.437659442,0.055221083,0.084500087,0.05158248,0.065350874,0.055342793,0.05179444,0.061954521,0.445279610860865,0.137596626638897,5.49530214263231
"T6117",0.054848404,0.064851756,0.374096199,0.060398906,0.086866917,0.056595281,0.06915143,0.06045798,0.056894176,0.067418895,0.360397547346329,0.357396368911967,6.51415315229178
"T6102",0.052148494,0.061475182,0.446911197,0.056552277,0.084469714,0.055605342,0.065803324,0.060123771,0.053065412,0.067057679,0.386283965554264,0.289017571342951,6.19719278545049
"T6113",0.051556188,0.063886522,0.369614784,0.058188197,0.090124667,0.054419426,0.068987904,0.058069661,0.054579179,0.065271738,0.457327877996674,0.107167931302171,5.35425417485113
"T6095",0.047913432,0.058036947,0.392361978,0.053086693,0.086350438,0.051853296,0.065280743,0.055150376,0.048874551,0.061783603,0.491382494172739,0.0216025638599678,4.95762786351512
"T6108",0.04905404,0.06166419,0.454327549,0.055813304,0.083710871,0.052276938,0.06596801,0.055429707,0.051293319,0.062698396,0.433684623308723,0.167001019663211,5.63160210009098
"T6119",0.052596981,0.063225536,0.36090122,0.058147647,0.08871331,0.055341183,0.068388598,0.058674447,0.054945898,0.065581439,0.427439843964,0.182895915337864,5.70528066922429
"T6110",0.051222025,0.066004726,0.400755844,0.060623334,0.089768992,0.051488224,0.070840096,0.053626419,0.055386697,0.057679928,0.488101369235341,0.0298298675874528,4.99576438097795
"T6121",0.051297534,0.063812394,0.359081933,0.057958398,0.090461575,0.054329728,0.069361934,0.058411238,0.054402197,0.066288908,0.464149416138105,0.0899853806107808,5.27460686071234
"T6104",0.048455167,0.062254103,0.457420397,0.055730708,0.08509953,0.050520881,0.066634825,0.054821419,0.051169774,0.061571363,0.465314729048589,0.0870529068559328,5.26101378814988
"T6115",0.051570561,0.063615082,0.386262988,0.058497781,0.089563053,0.054860024,0.069017811,0.058161861,0.054557795,0.065448518,0.448514183157472,0.129416153761503,5.45738270303501
"T6112",0.051227852,0.063719719,0.409505682,0.058661111,0.087290254,0.052034765,0.068615243,0.054006901,0.054264832,0.058050214,0.458789966179496,0.103482632986457,5.33717148917083
"T6123",0.051727551,0.063732969,0.352724773,0.058254377,0.08963206,0.054402485,0.069037228,0.058566249,0.054326253,0.066850807,0.451787433091322,0.121146667315666,5.41905065347219
"T6130",0.055416364,0.059988878,0.198532584,0.059037456,0.073548295,0.055493503,0.062946663,0.057845231,0.057378229,0.067050768,0.125715552258179,1.14688027847984,10.1736955614627
"T6140",0.061122279,0.061154244,0.217819958,0.060129895,0.078403019,0.061243256,0.065202491,0.063439236,0.059575148,0.071573129,0.124493951608751,1.15281115881179,10.2011873289774
"T6145",0.054108763,0.057275681,0.198690876,0.05584039,0.077966056,0.055049113,0.062739624,0.058792209,0.053774121,0.071543167,0.312265895137329,0.489437785829474,7.12621270046055
"T6167",0.060329221,0.056582534,0.218588364,0.055685566,0.0745207,0.062082633,0.06043015,0.066404838,0.055303778,0.07654429,0.248080106834207,0.680543775455667,8.01205782688805
"T6126",0.056788606,0.058917548,0.221628741,0.058033463,0.072942274,0.056633768,0.061790525,0.060026011,0.057182163,0.069538518,0.117965049488158,1.1852209494899,10.3514183875481
"T6141",0.054031545,0.057587494,0.200397722,0.055766017,0.079354825,0.054097269,0.0638091,0.060689952,0.053837649,0.07484048,0.362527384248971,0.351711322275762,6.48780091254228
"T6158",0.059887796,0.06036944,0.224888138,0.059315782,0.076537772,0.060234343,0.063712602,0.063353568,0.058726534,0.07216017,0.128066962848146,1.13557631589495,10.1212976215303
"T6165",0.059349284,0.057881224,0.230746329,0.056685716,0.075872804,0.060287759,0.061894072,0.063845163,0.056134161,0.073555476,0.200638921366031,0.839341248114929,8.74814133488989
"T6132",0.057226639,0.063459297,0.216469449,0.062182674,0.079683385,0.057217396,0.067873749,0.059698588,0.059608004,0.069006232,0.195157901515533,0.859044794236631,8.83947437128184
"T6147",0.05505939,0.057698544,0.191344986,0.056089421,0.077982763,0.054590773,0.062987858,0.059098201,0.054474189,0.070498442,0.290440043354795,0.552099642711984,7.41667298713626
"T6153",0.059217138,0.059912071,0.210201742,0.058295498,0.080260794,0.059992274,0.065552404,0.063715874,0.057086102,0.073358229,0.235745780497057,0.720054304175963,8.1952033650154
"T6160",0.058788801,0.057019763,0.234505578,0.056409233,0.072423699,0.059027911,0.059941939,0.06230235,0.056584291,0.069594895,0.110380685734522,1.22450608702794,10.5335191563266
"T6134",0.055384275,0.060852251,0.224979535,0.059725653,0.074524271,0.05544187,0.064194503,0.057556868,0.057758608,0.066562439,0.140200515208988,1.07941889743718,9.86098775080954
"T6149",0.056250843,0.05754834,0.212764656,0.05601244,0.078488665,0.055956941,0.06305776,0.061009632,0.054785195,0.075519901,0.324108966776847,0.456239264113306,6.97232558931145
"T6162",0.059233578,0.05880046,0.230865588,0.05841858,0.072534316,0.059444199,0.061215902,0.061658696,0.058203345,0.067235651,0.0458835480784063,1.68614904133738,12.6734006013013
"T6169",0.060167744,0.057938831,0.223350854,0.057105152,0.07497135,0.061669812,0.06162326,0.064720056,0.056846642,0.073629378,0.168639650523376,0.959554851418209,9.30537470483709
"T6128",0.054710351,0.060100111,0.209614898,0.058845952,0.074867365,0.054726259,0.063551768,0.057050285,0.057091209,0.066487472,0.170177472669457,0.95346416304867,9.27714216948172
"T6138",0.059480797,0.061732855,0.20919036,0.060766461,0.077244376,0.059529939,0.064849574,0.060931942,0.060052237,0.065973941,0.0866650033804821,1.36158146881892,11.1689129456591
"T6143",0.05450745,0.056397796,0.197631264,0.054913561,0.077008937,0.054063087,0.061215034,0.059361315,0.053357987,0.072970074,0.326527852433411,0.449521218733152,6.94118502814553
"T6155",0.060919437,0.060641188,0.210710685,0.058848192,0.078960913,0.06103612,0.066189272,0.065473089,0.05752157,0.076231482,0.215196493133411,0.788519347375927,8.5125635114345
"T6136",0.055218628,0.064537341,0.208087274,0.062890406,0.078669882,0.055190892,0.068486009,0.056064682,0.059964306,0.063478045,0.228572116591469,0.743557483105603,8.30414906865922
"T6151",0.056122815,0.058070278,0.197498006,0.056768111,0.078583236,0.056146725,0.063237825,0.06032427,0.055371265,0.073243986,0.29168010045353,0.548483142928024,7.399909207442
"T6164",0.059805579,0.060686419,0.257718223,0.05999411,0.077742831,0.05991791,0.064226563,0.062052694,0.059233824,0.068548475,0.113573403370276,1.20774124781599,10.4558080854162
"T6171",0.060783599,0.058700951,0.217002567,0.05783576,0.075285179,0.061453533,0.062255736,0.065033183,0.057570971,0.073414867,0.14738548237664,1.0477127645527,9.71401839967345
"T6135",0.059938666,0.065434746,0.211227475,0.059949851,0.082526655,0.063555678,0.082984663,0.066252487,0.058810179,0.084117028,0.365862621550364,0.342831478474503,6.44663963669651
"T6148",0.06038127,0.060533039,0.177484593,0.058468963,0.082526655,0.06051898,0.069348624,0.06539962,0.0574669,0.085182271,0.370364167649705,0.330888994476807,6.3912819199264
"T6152",0.056698779,0.061908071,0.266934467,0.057779581,0.082526655,0.058170774,0.071867046,0.061962697,0.056202803,0.079294712,0.367485384604925,0.338520781440037,6.42665800259411
"T6172",0.062700117,0.064271879,0.305674739,0.060778841,0.082526655,0.063308087,0.07091985,0.067662298,0.060060111,0.08541416,0.295830688034724,0.53643003806723,7.34403872310952
"T6180",0.060923665,0.05504197,0.131728017,0.055136844,0.082526655,0.063705033,0.055094256,0.067961363,0.055868502,0.082120203,0.423933755690713,0.191840033183322,5.7467398784259
"T6182",0.05797612,0.052995573,0.238358456,0.052916163,0.082526655,0.05839651,0.055026585,0.06451825,0.053453372,0.079244444,0.45084373423181,0.123529938349424,5.43009797351873
