"","argA","argB","argC","argE","argF","argH","argI","argR","artI","artJ","artM","artP","artQ","lysO","pval","z","inv_cof_var"
"T4094",0.171628389,0.204152093,0.182847706,0.090927097,0.296678416,0.162368211,0.093684317,0.135447533,0.172803864,0.186753705,0.138948459,0.159163618,0.09016421,0.122978421,0.0413030282287832,1.73576126096582,2.89634958704648
"T4095",0.144972194,0.191056201,0.15471774,0.11362633,0.313786966,0.077332916,0.069207519,0.146069492,0.064215604,0.14310977,0.132231558,0.124568093,0.128129119,0.113773521,0.215826505499791,0.786366145851723,2.21951269257637
"T4097",0.159106689,0.198760226,0.178728633,0.057376563,0.294307676,0.139385894,0.048285018,0.156186973,0.095435044,0.157310726,0.120844826,0.16694802,0.105680078,0.106405284,0.191900775087382,0.870913197556978,2.27978745384466
"T4099",0.146735532,0.178016878,0.164010264,0.07159758,0.267383333,0.108525742,0.114801975,0.132960641,0.169373626,0.161404468,0.067910399,0.14767047,0.070831279,0.065735197,0.156795880760884,1.00771404273407,2.37731466642087
"T4101",0.143930419,0.17862763,0.146817503,0.169916427,0.296368315,0.12521864,0.128366344,0.109160703,0.199739551,0.149275042,0.149716645,0.099234228,0.115416243,0.060390899,0.0760748633978785,1.43197936540444,2.67977927663015
"T5038",0.149283926,0.214808197,0.189442147,0.164874094,0.181898957,0.046761035,0.054592212,0.119232816,0.270958515,0.180161388,0.11445187,0.145126911,0.263378308,0.057931506,0.239418980230691,0.708172791451852,2.16376756990018
"T5042",0.147595526,0.223691804,0.197189356,0.169694704,0.288011031,0.135151641,0.092650104,0.074654853,0.264630769,0.186880002,0.070413975,0.15435813,0.26187317,0.085060541,0.184184994558998,0.899530816327645,2.30018934964917
"T5043",0.208247979,0.200760513,0.179958039,0.14321227,0.280214023,0.151788879,0.092418742,0.158965966,0.221725214,0.157549486,0.032270405,0.106052137,0.212620816,0.159781469,0.0769746632310172,1.42571949656506,2.67531652964779
"T6958",0.186056513,0.20972749,0.192562376,0.174456541,0.258948881,0.076049123,0.082603258,0.148283737,0.273231204,0.212317036,0.081894643,0.16072106,0.233848124,0.08381295,0.11426163535636,1.20417157331563,2.51737195424261
"T6959",0.172496494,0.22521348,0.195833528,0.187147586,0.231240644,0.17656832,0.059413143,0.172484223,0.27422332,0.187054005,0.053711491,0.165430317,0.254312502,0.096037618,0.0832942866710883,1.38324885819611,2.64503862477744
"T6962",0.216346296,0.217270777,0.20155345,0.187455275,0.283815474,0.10765411,0.078833236,0.142574499,0.263539601,0.215722597,0.050634542,0.169424476,0.157286994,0.130514861,0.0970256399529814,1.29868725440087,2.58475348912314
"T6963",0.159254732,0.217278625,0.196024269,0.171005979,0.263037427,0.166069593,0.048896583,0.165886972,0.26055366,0.186804666,0.050736319,0.168393695,0.176130259,0.137864124,0.0677451867447147,1.49279684475021,2.72313689791403
"T6966",0.204632749,0.203990028,0.157642138,0.116458202,0.291562993,0.092863204,0.097935989,0.111204448,0.248509479,0.178270398,0.09958367,0.147903215,0.153943968,0.106993946,0.0975177339986316,1.29582591398531,2.58271360000842
"T6967",0.190884869,0.206306544,0.144768254,0.085549351,0.304999034,0.086202416,0.099973249,0.145300726,0.252763672,0.184859384,0.158523835,0.148257618,0.125505121,0.146575388,0.0860567301083855,1.36544426232912,2.6323454823944
"T6970",0.193431732,0.196134598,0.130679837,0.114153253,0.254243711,0.148393322,0.123226182,0.268818913,0.244575221,0.175619914,0.103412238,0.119903135,0.095516784,0.135662243,0.0516754003811478,1.62882155251896,2.82011079140868
"T6971",0.187825564,0.209223251,0.162054907,0.088595637,0.300427047,0.0831092,0.091587512,0.246888338,0.275965744,0.187902734,0.108760586,0.160786335,0.095893813,0.095787063,0.216661126817023,0.783519250605174,2.21748310162221
"T6981",0.212322827,0.208802743,0.189891363,0.153869083,0.292015671,0.065852517,0.105748818,0.123387481,0.248978565,0.178603392,0.075550535,0.162812707,0.062342792,0.095792507,0.227550436553934,0.746938188151256,2.19140395679245
"T6984",0.218223964,0.218312274,0.200781782,0.200124053,0.284432212,0.052269184,0.115401671,0.133103789,0.264930588,0.178139693,0.087371407,0.174150118,0.165370011,0.044880732,0.18911718232638,0.881154200143506,2.28708840607896
"T6985",0.206983182,0.230471534,0.213052599,0.152097617,0.307425024,0.044039742,0.106809062,0.082451341,0.280280437,0.15423466,0.058067996,0.161769892,0.211947761,0.078694573,0.323487454490852,0.457968727299404,1.98539363573011
"T6988",0.159241442,0.220644325,0.196845178,0.174255778,0.062571257,0.064743161,0.091409566,0.096963176,0.272495015,0.182308064,0.065720234,0.153000904,0.233626863,0.047811994,0.326425906043573,0.449803946319094,1.9795728505641
"T6989",0.149985547,0.224235872,0.197209703,0.167752223,0.054761603,0.088537255,0.133529985,0.121123753,0.128782828,0.182414729,0.053928171,0.133752596,0.262973232,0.060642,0.221454945372541,0.767288691073936,2.20591211148991
"T6992",0.085479816,0.223603759,0.196320163,0.168669539,0.304666186,0.123426632,0.12397413,0.101762231,0.190845363,0.185806346,0.088708578,0.141116023,0.258663378,0.073414455,0.1694512769176,0.956335908260489,2.34068648451098
"T6993",0.155791819,0.208169989,0.071285942,0.173866762,0.282770356,0.137569263,0.074929102,0.048561311,0.25831586,0.183318204,0.169758691,0.157322098,0.249681165,0.094706463,0.209648124082317,0.807642786851071,2.23468110390427
"T6996",0.134914726,0.230414915,0.197968064,0.164251662,0.320267473,0.145737371,0.12688023,0.084775294,0.270636799,0.183366625,0.054643779,0.144109702,0.283914308,0.071464731,0.252854499358447,0.665534008956382,2.13336979275894
"T4096",0.133280396,0.193145968,0.1253057,0.067953293,0.32418008,0.164040224,0.112077254,0.114079493,0.202168986,0.149279921,0.059024467,0.142094876,0.06945288,0.073531027,0.334694725363102,0.426986101705104,1.96330569388595
"T4098",0.235301865,0.187140327,0.067279635,0.073001902,0.301377449,0.176088323,0.113530199,0.139517633,0.274713531,0.18866112,0.048412926,0.18664692,0.218091458,0,0.428838267965219,0.179332618754759,1.78675010429386
"T4100",0.162543389,0.19374894,0.17015247,0.117293065,0.290245815,0.097826122,0.087224445,0.14031885,0.24766732,0.19213345,0.108321566,0.169811569,0.16753333,0.119612784,0.0514421412407389,1.63102861145391,2.82168423421627
"T4102",0.149008608,0.172047004,0.125221596,0.17332056,0.285902722,0.138973714,0.0980836,0.12638068,0.250961749,0.166840886,0.124122264,0.143625548,0.17258292,0.091179205,0.035689022150836,1.80306476293,2.94433118346634
"T4834",0.163009961,0.188206183,0.167229831,0.141565613,0.298359951,0.158477885,0.088147942,0.115751036,0.269100834,0.166404607,0.083416468,0.141822038,0.098607124,0.115339557,0.119543869956004,1.17727004271575,2.49819348140465
"T4836",0.177567294,0.186410669,0.184127094,0.08180196,0.301380602,0.161098472,0.078920582,0.138230498,0.261726064,0.171111446,0.116088635,0.144433565,0.163332237,0.115098983,0.0829952553069639,1.38520265008418,2.64643151000816
"T4838",0.173547813,0.190133865,0.17838323,0.108843278,0.308493504,0.149855138,0.105081931,0.134487024,0.254616648,0.156538159,0.125307134,0.141358417,0.205200218,0.119781169,0.038985684049878,1.76257990882074,2.91546897163045
"T4840",0.196228997,0.190673824,0.179447613,0.080593246,0.297483151,0.149677177,0.094142116,0.148768047,0.235807274,0.170184532,0.150202723,0.149609083,0.111983949,0.151772769,0.0349543791799296,1.81250139644792,2.95105868987842
"T4842",0.174223277,0.186703371,0.100324336,0.094721644,0.306654371,0.15401132,0.101240433,0.140978828,0.253776811,0.166487303,0.105664717,0.156225614,0.092575113,0.13901865,0.122307634099357,1.16352818835059,2.48839672356936
"T4844",0.185527238,0.196280496,0.092425137,0.064485407,0.312030795,0.165422797,0.085274235,0.135404588,0.282108154,0.114173796,0.09841663,0.171697612,0.031728806,0.123592114,0.389632741837357,0.280276363323697,1.85871429444246
"T4845",0.186465383,0.19997824,0.127122309,0.115068084,0.317112312,0.164939393,0.082481448,0.138511702,0.197633999,0.163737601,0.144837735,0.155403067,0.102785389,0.097234153,0.0814959895836809,1.39507912896895,2.6534725882592
"T4847",0.076226968,0.192702246,0.182654759,0.073737301,0.30231054,0.147760921,0.095432505,0.159845027,0.174086573,0.164530242,0.133066099,0.153741338,0.062108789,0.144374822,0.150774592399557,1.03311692272957,2.39542473053752
"T4849",0.183738568,0.197730053,0.160782497,0.073344366,0.299346319,0.162164058,0.087478345,0.152025045,0.230244101,0.076795228,0.148587507,0.147158089,0.086594788,0.085093037,0.191970314824547,0.870658526971146,2.27960589566548
"T4851",0.18179246,0.189446444,0.168790106,0.091883804,0.290776666,0.153455243,0.090153468,0.109656576,0.223347897,0.147284546,0.148125031,0.142445856,0.086361725,0.089098247,0.0985951182941327,1.28959809761816,2.57827370367636
"T4853",0.179526266,0.190677654,0.170020159,0.082365402,0.262241996,0.144125772,0.081465221,0.133673219,0.274885903,0.173834054,0.105613489,0.157124686,0.158576016,0.131845509,0.0521509936061282,1.62434598939252,2.81692010062116
"T4855",0.187120816,0.187877302,0.161545517,0.107259818,0.281090869,0.1537988,0.098148594,0.130394264,0.237252713,0.1782222,0.157241458,0.142274025,0.16472694,0.092863833,0.0182262173862501,2.09184442611411,3.15020619514909
"T5037",0.143534471,0.2171442,0.189602296,0.161589668,0.202498241,0.049532171,0.046081572,0.091184988,0.281556334,0.177938038,0.112310404,0.140593593,0.274686768,0.057309029,0.320170955715613,0.467220803086235,1.99198956838583
"T5041",0.144811178,0.201804191,0.179230059,0.156392786,0.287127114,0.111522847,0.072614297,0.123560315,0.235124544,0.168971233,0.06794846,0.144431301,0.24538299,0.06794938,0.176500795832156,0.928782931785494,2.32104358690822
"T5044",0.219725349,0.213391743,0.175500296,0.149085235,0.276616316,0.160164677,0.0730621,0.166795186,0.236714682,0.160040818,0.051217595,0.140920686,0.123995188,0.081210163,0.124746047696719,1.15158391220338,2.47988148408111
"T6957",0.176889592,0.229614655,0.198316046,0.165148447,0.304577466,0.100491454,0.052572041,0.126086777,0.278378475,0.190543077,0.05867283,0.154872074,0.260991747,0.069165988,0.280027332695325,0.582760312520377,2.07435928096288
"T6960",0.112824693,0.209592809,0.172468053,0.139102298,0.276903732,0.094265471,0.066790923,0.160078395,0.274349556,0.157201506,0.065215835,0.126012867,0.267226391,0.064812343,0.291999739898686,0.547552110745105,2.04925886747846
"T6961",0.166954951,0.222734387,0.192849211,0.191167834,0.295224657,0.126501721,0.064351895,0.128989845,0.283772657,0.172124864,0.063359635,0.152660625,0.058267167,0.095677655,0.275172225661015,0.597244052895387,2.08468493958453
"T6964",0.144958435,0.215250404,0.186731322,0.168430348,0.24087795,0.118150027,0.070574748,0.134960163,0.274567237,0.179376778,0.072311845,0.135669352,0.238897393,0.10669242,0.0953704606618961,1.30839041700731,2.5916710078048
"T6965",0.214247875,0.219376852,0.161287669,0.126878695,0.301416201,0.117618858,0.094490596,0.111908477,0.271610383,0.187366397,0.132034972,0.153895001,0.058178188,0.135615206,0.153389663968841,1.02200332238829,2.38750169130799
"T6968",0.216970122,0.220847404,0.170395627,0.111039365,0.308815499,0.073679939,0.096857394,0.132151076,0.246257982,0.216484309,0.10505501,0.147267074,0.106232285,0.126816204,0.160491048281999,0.992441718663798,2.36642681558774
"T6969",0.147339512,0.22326641,0.198269983,0.16378581,0.315874762,0.168980577,0.070340602,0.12289816,0.273164504,0.18849642,0.144915313,0.15802511,0.083489723,0.099675905,0.135427648502218,1.10109503660967,2.44388726711273
"T6972",0.212057045,0.211288868,0.200482019,0.165448864,0.303134876,0.090869352,0.114206178,0.069555168,0.305170613,0.20391719,0.120136022,0.187237676,0.179115277,0.06483741,0.189585819160114,0.879423604442928,2.285854640494
"T4103",0.143059915,0.213739055,0.190001372,0.043819393,0.323897284,0.048517525,0.05353833,0.13228849,0.276136481,0.164999449,0.19504621,0.05385222,0.085185786,0.224100052,0.468701931532235,0.0785332740725838,1.71488885881957
"T4105",0.12219395,0.197553406,0.166369924,0.084249704,0.307566333,0.111694046,0.077597137,0.175292229,0.255268516,0.158567083,0.140448525,0.13065203,0.248419222,0.112248106,0.147457648669229,1.0473996407629,2.40560707755446
"T4107",0.132896916,0.216215635,0.187925071,0.055791404,0.3337149,0.033583951,0.058536642,0.092186631,0.239251279,0.172105308,0.140177571,0.104690597,0.281267117,0.143980185,0.435722362310561,0.161823654925176,1.77426772207475
"T4109",0.127630502,0.214662783,0.183375526,0.083355574,0.3165613,0.140123857,0.065466737,0.106759934,0.279488023,0.171359718,0.189050838,0.13549828,0.267195465,0.171068787,0.161703966015537,0.987478879160582,2.36288873873898
"T4111",0.111098621,0.209672825,0.172263723,0.127968115,0.338225179,0.14515712,0.052948363,0.194984964,0.266161569,0.158584257,0.170759322,0.121434561,0.268018526,0.1838285,0.13324481416897,1.11118290428481,2.45107904735298
"T4113",0.113453791,0.212964059,0.174776337,0.142928508,0.336452141,0.145239204,0.055040861,0.155902036,0.273712062,0.161665119,0.160063427,0.105456381,0.278829395,0.169706404,0.162988725755808,0.982248475132864,2.35915991144402
"T4115",0.123303143,0.20930242,0.177843533,0.079753117,0.324971938,0.086848496,0.062389152,0.136161691,0.057153502,0.165512596,0.168032463,0.056617143,0.268991895,0.110823928,0.430075019113747,0.176183175262193,1.78450482251509
"T4117",0.133044742,0.217883099,0.18697505,0.109119684,0.331818706,0.120349449,0.05209166,0.182311076,0.290190704,0.173579505,0.100159024,0.137176552,0.27070398,0.1247742,0.234415116752976,0.724383651972928,2.17532451633597
"T5049",0.129156397,0.19995558,0.173178577,0.148930118,0.196451553,0.099636957,0.107262308,0.070602491,0.254870772,0.163037819,0.181964736,0.135393558,0.251142265,0.081537161,0.067589910834856,1.49398392200628,2.72398318169063
"T5050",0.131317798,0.213486301,0.18406569,0.154844667,0.231166179,0.110852268,0.087632191,0.055694259,0.266426788,0.169952663,0.193846152,0.136420947,0.268299589,0.072140285,0.153944770066632,1.01966041797763,2.38583140238391
"T5051",0.162982742,0.184954285,0.171751213,0.138421834,0.298277379,0.060133033,0.048582386,0.19666498,0.235752342,0.153593645,0.055091875,0.131438148,0.258111441,0.203511474,0.227170533301189,0.748197453795607,2.1923017046684
"T5052",0.178196987,0.197392107,0.153270109,0.162835441,0.281092318,0.089426368,0.067441078,0.126961949,0.242864032,0.146249753,0.06763421,0.140416423,0.25438261,0.126977264,0.146053350665934,1.05351133653518,2.4099641899101
"T5053",0.12306836,0.214497774,0.181224764,0.150250077,0.29058983,0.051154334,0.056963199,0.051187138,0.255006801,0.169614217,0.078366548,0.141207007,0.256723259,0.07454274,0.408818686045969,0.230584806661992,1.82328849715652
"T5055",0.144463683,0.194747748,0.174809432,0.146493737,0.271461923,0.120789879,0.113913405,0.125943241,0.196348404,0.164814973,0.106035905,0.141397378,0.236301394,0.089309588,0.0225494902736634,2.00373009591984,3.08738827176022
"T5056",0.155754127,0.195633635,0.172311872,0.150895794,0.207622303,0.114848854,0.114894153,0.10429234,0.230435496,0.170154083,0.11561872,0.141398357,0.227965071,0.114956255,0.00305083890897397,2.74226669539142,3.61390121719368
"T6973",0.186272493,0.212069212,0.180509789,0.144821046,0.323343464,0.065234647,0.052094022,0.131014051,0.257335209,0.073925092,0.107879234,0.14855751,0.165792736,0.097010844,0.309214066488128,0.498079324117026,2.01398903437204
"T6976",0.232491403,0.227992069,0.206797518,0.178637061,0.318151511,0.111289326,0.045633647,0.103548042,0.231824692,0.095704485,0.075457746,0.157010136,0.137567615,0.091195747,0.294110453442755,0.541415963056153,2.04488432301359
"T6977",0.159872501,0.224324564,0.191415143,0.153545885,0.321413632,0.105774815,0.062928354,0.097056047,0.28048474,0.176314596,0.043748519,0.14101433,0.15420403,0.056077287,0.369336126611777,0.333612143976773,1.89673810936068
"T6979",0.17785923,0.247263808,0.21788647,0.183692473,0.313909779,0.093213876,0.051557981,0.104173709,0.28583435,0.196650409,0.228233874,0.166084311,0.058479983,0.108150105,0.257337790179444,0.651574689012695,2.1234180007082
"T4104",0.152359965,0.170575908,0.179990033,0.085109448,0.275645749,0.090354636,0.093388195,0.122375672,0.249443533,0.132458269,0.089336013,0.082772163,0.251644636,0.163888518,0.186334220980446,0.891486106244995,2.29445416468501
"T4106",0.176951063,0.199358478,0.180771059,0.052930964,0.315969511,0.145426691,0.084426561,0.159010648,0.192103671,0.179873599,0.148508027,0.105208653,0.280171023,0.1557869,0.129214652811627,1.13011135507035,2.46457340143471
"T4108",0.131860386,0.230145027,0.191440381,0.081520895,0.310626698,0.098935451,0.064415158,0.146493332,0.287292998,0.190824953,0.131498147,0.05748338,0.267741953,0.162425523,0.294000350192419,0.541735543572514,2.04511215637905
"T4110",0.187804647,0.204549848,0.18651164,0.083394598,0.298724525,0.148625139,0.080643028,0.145229827,0.266834308,0.173703634,0.120200381,0.11827468,0.255395286,0.148888518,0.0917278010380271,1.33019023085282,2.60721239628293
"T4112",0.154640831,0.19839034,0.172413448,0.043940814,0.283943167,0.14707253,0.107368763,0.125389034,0.201159532,0.160739196,0.115128516,0.083146379,0.227276777,0.081433981,0.170116877361684,0.953703486753621,2.33880979484902
"T4114",0.163370463,0.228202437,0.20155325,0.096300387,0.330162785,0.147447751,0.096023952,0.132016858,0.287207228,0.206553297,0.103529266,0.064968294,0.275172238,0.112033256,0.255573854936225,0.657051644369552,2.12732259785208
"T4116",0.155996733,0.212445606,0.193248242,0.05181311,0.327760597,0.1493961,0.08467922,0.158592677,0.297379784,0.163356951,0.055088428,0.138604207,0.240829066,0,0.468300909089054,0.0795416329642768,1.71560773180501
"T4118",0.173466561,0.181510603,0.174275778,0.104993677,0.310522097,0.129965549,0.093918891,0.155563942,0.246430536,0.153965147,0.160762385,0.100026717,0.264880614,0.125481253,0.0848316038346754,1.37328678994016,2.63793652868118
"T4833",0.156785263,0.191130169,0.16924092,0.077058995,0.30708723,0.154695083,0.070043475,0.123104775,0.280497452,0.16203444,0.108624103,0.140296813,0.207771546,0.117897778,0.159070217550687,0.99828653482073,2.37059366577838
"T4835",0.157993967,0.19054243,0.162202214,0.071446877,0.300594288,0.150863016,0.093706003,0.085223651,0.269886896,0.104908837,0.114514137,0.139697861,0.091790435,0.116783326,0.244258565532166,0.692669265496467,2.15271489204885
"T4837",0.177199192,0.211407574,0.185070696,0.085112783,0.304994745,0.143150618,0.096195482,0.119261857,0.256520334,0.169759693,0.129418546,0.158861592,0.103612129,0.125177529,0.096666770211083,1.30078066960449,2.58624591374456
"T4839",0.151677892,0.188887378,0.176390408,0.096804426,0.281391599,0.119964523,0.086073693,0.156674224,0.255468935,0.153721566,0.149530181,0.140531603,0.129630502,0.080571849,0.0766499124123251,1.42797232348664,2.67692260108539
"T4841",0.207660459,0.20705185,0.06865068,0.04909548,0.31304763,0.159755163,0.09314502,0.150794095,0.279958046,0.174520011,0.083737466,0.166028526,0.032278761,0.095728043,0.440669755561331,0.149271362967885,1.76531901971511
"T4843",0.149277177,0.176464729,0.126832654,0.080747392,0.297948275,0.131675612,0.09218236,0.145117419,0.251254368,0.149219279,0.115931344,0.132013568,0.07033205,0.123684656,0.166611965413654,0.96764052484197,2.34874570185724
"T4846",0.171194973,0.15412966,0.163924415,0.078723623,0.27113992,0.15575677,0.061396146,0.161611432,0.164298757,0.168275924,0.145217638,0.136863435,0.060890767,0.127340265,0.072242264529551,1.45929282611508,2.69925142013533
"T4848",0.191926354,0.184552837,0.175955361,0.12498977,0.315244588,0.133490216,0.075347272,0.131155012,0.245436523,0.12716269,0.11322159,0.121689349,0.078703703,0.13191428,0.160326989424236,0.99311486864257,2.36690671350789
"T4850",0.204832929,0.196291954,0.185314987,0.070600432,0.299365056,0.166640797,0.098936072,0.153765678,0.254654144,0.168202511,0.138689246,0.154806048,0.075346919,0.08373882,0.144720987693295,1.05934656529487,2.41412420511279
"T4852",0.202483055,0.193217547,0.164615189,0.081840273,0.306586085,0.164216991,0.096705399,0.130716862,0.242990652,0.104929899,0.125726419,0.149938384,0.092344087,0.099888054,0.154819416019812,1.01598016502714,2.38320769920889
"T4854",0.182995969,0.189219269,0.184608825,0.119303796,0.22158148,0.167640556,0.101693693,0.138136489,0.282034055,0.163258151,0.075381404,0.152619177,0.145100987,0.139383223,0.0178623717424893,2.10004658374327,3.15605362664447
"T4856",0.190260789,0.182112984,0.164312618,0.12753898,0.292018534,0.165851559,0.107508024,0.151288818,0.256623936,0.174684574,0.118695642,0.15212777,0.200105649,0.102185661,0.0169684716282519,2.12082011526362,3.1708633642738
"T7010",0.283789148,0.196468402,0.226642855,0.111722317,0.171093074,0.096586193,0.125305185,0.104883342,0.157677146,0.096793444,0.107278232,0.096300214,0.169705315,0.11095253,0.10283415891872,1.26556652295811,2.56114126207939
"T7012",0.371701322,0.283595852,0.360774697,0.073417068,0.37267014,0.373263844,0.368977086,0.23108251,0.176666384,0.373250273,0.090734639,0.069901319,0.106241091,0.071610384,0.435751004643111,0.161750913438422,1.77421586366384
"T2768",0.071749563,0.227501489,0.117427148,0.31938221,0.100787839,0.143729212,0.04967625,0.067717762,0.230819904,0.133587363,0.199892793,0.190691653,0.266282738,0.041377515,0.429819506607018,0.176833705332605,1.78496859439005
"T2774",0.105969973,0.254063402,0.150554246,0.261983371,0.133033379,0.177658516,0.080304705,0.237072898,0.13040901,0.165632631,0.250563436,0.23112977,0.250374021,0.044975505,0.131573587953742,1.11898350550781,2.45664020373848
"T2771",0.102305307,0.240372655,0.140898199,0.146997312,0.126148291,0.164547868,0.082384648,0.18501015,0.051011068,0.152331327,0.211309533,0.273843577,0.22970477,0.053836124,0.204852254600246,0.824413742095947,2.24663734960696
"T2766",0.075835164,0.219592461,0.115665686,0.304226091,0.10051833,0.139969933,0.055123756,0.039335714,0.257977065,0.130560686,0.256182232,0.220536937,0.314981598,0.043702198,0.496587654122631,0.0085535869601138,1.66499937303313
"T2772",0.077773309,0.245992842,0.108989871,0.243978192,0.094883516,0.164118685,0.052878615,0.234892563,0.073884909,0.146696999,0.283056537,0.210095273,0.261849934,0.030398304,0.400659950761955,0.251639270671294,1.83829851543861
"T2767",0.054161266,0.170851064,0.080913708,0.260410762,0.069711315,0.100454938,0.044593287,0.167945541,0.23918472,0.092353242,0.245615201,0.165823646,0.294726859,0.067644224,0.46859441933729,0.0788036023817796,1.71508157960607
"T2773",0.10705115,0.26211377,0.15502842,0.231121434,0.126568787,0.181156883,0.07785697,0.24381582,0.099435984,0.166793524,0.239645249,0.220364222,0.239662262,0.03612308,0.160710412321994,0.991542347993352,2.36578564181102
"T2769",0.09439657,0.213613647,0.123658859,0.135480106,0.108177299,0.140721446,0.082940454,0.081934889,0.194073523,0.13365141,0.116997969,0.250843718,0.150934412,0.068866694,0.100499588159407,1.27871005848817,2.57051147015072
"T0413",0.098843503,0.06658043,0.238510527,0.327576984,0.117314563,0.146174826,0.071696777,0.176912616,0.115149557,0.13994833,0.106113986,0.24818115,0.065959763,0.074673516,0.423538410401991,0.192849518974205,1.79638648921068
"T0415",0.073191294,0.071466964,0.074404489,0.285584997,0.085954895,0.107327092,0.054266595,0.070933871,0.154444666,0.102595784,0.078366235,0.055672658,0.138256317,0.087794337,0.468023873812396,0.0802382770245431,1.71610437898045
"T0412",0.040208927,0.068012748,0.050726661,0.08319557,0.04653621,0.054914904,0.035687459,0.061108131,0.035483456,0.052306244,0.044213385,0.112549774,0.127612918,0.059161591,0.207767676194511,0.814191328454503,2.23934964968844
"T5994",0.162410644,0.146620107,0.122160302,0.07482836,0.096687811,0.075373927,0.091945525,0.092270095,0.129909086,0.078461994,0.115066999,0.083651549,0.273607787,0.074428947,0.241250792211917,0.702284777745531,2.15956992357976
"T5998",0.166453847,0.170671007,0.110113912,0.099996579,0.099292493,0.086461465,0.09561549,0.085850067,0.116061982,0.078814244,0.105864111,0.073088491,0.264512652,0.075822833,0.210525286560986,0.8045999463339,2.23251182085949
"T6000",0.163489412,0.164345552,0.125343273,0.093500839,0.09477828,0.090040115,0.100526429,0.092105306,0.123490891,0.080372688,0.110304431,0.090365508,0.266101635,0.076324935,0.160575182493413,0.992096681926968,2.36618083413101
"T6002",0.165944576,0.122301673,0.110695339,0.073531254,0.094959216,0.087567589,0.091970529,0.084665178,0.135315195,0.074440234,0.101792719,0.076668452,0.276964331,0.073528256,0.2867246420217,0.562978852847617,2.06025680506023
"T6004",0.155365215,0.134019171,0.133766697,0.074200621,0.086547378,0.074139757,0.100250886,0.095716282,0.141092006,0.083594813,0.105138335,0.087057063,0.268497641,0.077687743,0.207578400474969,0.814852402768176,2.2398209387001
"T6006",0.157708889,0.160323387,0.116382042,0.076014717,0.103734442,0.071260094,0.103385581,0.095198647,0.120419275,0.082688399,0.118944321,0.089003993,0.268722463,0.07135662,0.205968077693077,0.820491179756373,2.2438409007207
"T6008",0.158220934,0.132488299,0.115736617,0.076707296,0.078981055,0.078393095,0.097721002,0.089539037,0.138820877,0.077834863,0.092242086,0.083006104,0.258771666,0.076095826,0.217812567345851,0.779602074124461,2.21469049238914
"T6010",0.163344389,0.133598528,0.123446952,0.077903549,0.10035722,0.08042639,0.090862743,0.088550711,0.136281912,0.079833246,0.099800178,0.080995976,0.273276706,0.079292613,0.234221898037101,0.725013422377699,2.17577348835848
"T6012",0.163805475,0.146192459,0.123161755,0.071802416,0.095225714,0.071535849,0.098323583,0.088617175,0.128742018,0.074265979,0.107835316,0.08149222,0.271562178,0.070308614,0.266674721814005,0.622901208816601,2.10297628052172
"T6016",0.130133263,0.152066554,0.107945738,0.081135906,0.09022454,0.084854291,0.098397847,0.092349121,0.1297758,0.087456763,0.106928712,0.090546026,0.269815453,0.081350267,0.179325438467076,0.917938857499664,2.31331269652741
"T6018",0.154172712,0.134188958,0.100885258,0.078108642,0.095538482,0.082420496,0.098164613,0.088043525,0.120932749,0.078468196,0.099833397,0.08129909,0.266844474,0.078379512,0.218565016489627,0.777048709422512,2.21287016341567
"T6020",0.173580718,0.156487103,0.118308568,0.067488097,0.093526895,0.065357277,0.09780452,0.091387092,0.124663766,0.074858619,0.100913234,0.085486598,0.277603943,0.063292558,0.329118411116855,0.442348800797741,1.97425797432115
"T6022",0.160252437,0.137161584,0.099336157,0.077022469,0.09307451,0.072980454,0.100119448,0.08814135,0.130573111,0.077092593,0.106471432,0.086299871,0.271146663,0.071940622,0.254540582377943,0.660269086010373,2.12961635645021
"T6024",0.168600154,0.141337954,0.101536307,0.075313927,0.092897518,0.073523673,0.091359907,0.088202064,0.141694731,0.07719888,0.092775454,0.086441905,0.272260723,0.07250206,0.285693137417125,0.566011041190773,2.06241849402297
"T6026",0.179379629,0.157175302,0.104946321,0.072551193,0.099950794,0.07575182,0.095118029,0.087469107,0.141805956,0.072624797,0.115706092,0.090415513,0.275043506,0.072486705,0.276969663154009,0.591867488243612,2.08085191236131
"T6028",0.155607801,0.133258814,0.107311771,0.073512452,0.071056659,0.071086115,0.100105207,0.0892068,0.134855048,0.07954759,0.097711001,0.084265319,0.272035696,0.073898436,0.289523747354054,0.554776570495852,2.05440928464838
"T5993",0.187386466,0.170946127,0.054275455,0.09491432,0.186234544,0.082626654,0.093305152,0.084953362,0.134191344,0.111455936,0.116336864,0.053987876,0.282635461,0.054037702,0.382825418877613,0.298068558982165,1.87139859654552
"T5995",0.199843069,0.137522469,0.0759403,0.111698517,0.118359273,0.099748357,0.090139682,0.07561985,0.09176167,0.088353852,0.127587234,0.070363812,0.294205269,0.043389192,0.405304309316581,0.239640946710707,1.82974474451747
"T5997",0.185963091,0.208876101,0.064994171,0.116396963,0.302784123,0.160818956,0.097540387,0.063380884,0.151975974,0.137762549,0.102172157,0.092083556,0.265971792,0.074787171,0.33992239124787,0.41267494700316,1.95310307397508
"T6001",0.208075515,0.163177065,0.102874725,0.156614372,0.057485033,0.155048443,0.086443403,0.075211869,0.100806692,0.10007741,0.113752558,0.051980455,0.291248765,0.056070486,0.402990751683763,0.245613415336207,1.83400259991661
