"","cirA","crp","entA","entB","entC","entD","entE","entH","fepA","fiu","fur","pval","z","inv_cof_var"
"T0174",0.091907385,0.162354495,0.068560898,0.081182304,0.073381049,0.03316368,0.05388027,0.089375351,0.077686324,0.032310153,0.26530147,0.476219006129826,0.059645458358015,2.98874133499537
"T0175",0.070849789,0.269039892,0.068857926,0.055670715,0.059480757,0.037264845,0.046098177,0.048819504,0.043849592,0.038781862,0.21521838,0.268769810183127,0.616537817612689,4.24007891371241
"T8405",0.181307041,0.193747091,0.128849989,0.112669734,0.082437155,0.194544511,0.145909606,0.080425066,0.156500672,0.077963289,0.140537211,0.486244464008379,0.0344868503446964,2.93220992257411
"T1995",0.099564015,0.083838462,0.068887373,0.094214183,0.082546403,0.052470964,0.075264172,0.100747446,0.090576215,0.052480111,0.052566175,0.265588809785541,0.626209373900791,4.26181090846302
"T1996",0.118901669,0.173723924,0.073895058,0.11224562,0.096529837,0.045397684,0.08439122,0.124798598,0.107649947,0.045550359,0.061270727,0.472834860426154,0.0681456129330716,3.00784118915553
"T1997",0.120850229,0.111213524,0.079950502,0.115208831,0.101557223,0.043093335,0.0896465,0.124042723,0.111092348,0.042290588,0.04847422,0.486139593098291,0.0347498802983058,2.93280095109122
"T8142",0.09096746,0.42287399,0.054569335,0.082543612,0.069954148,0.035417776,0.055290417,0.096731138,0.080295906,0.040604351,0.158663101,0.463024937587397,0.0928158295002083,3.0632751856048
"T8143",0.084698104,0.192749268,0.053998865,0.073795139,0.065796549,0.040114605,0.055114554,0.086794962,0.075746819,0.044729809,0.164528776,0.336498266391019,0.422039025197458,3.80303997087254
"T8144",0.09305886,0.186084698,0.070330791,0.088329358,0.085142126,0.050090493,0.072358407,0.091249481,0.095439262,0.050491303,0.13138679,0.247353949183016,0.682840083090325,4.38906015751557
"T8221",0.061887253,0.448120355,0.042192261,0.064895528,0.056108086,0.032501019,0.032564743,0.074743443,0.053993161,0.033152835,0.101527381,0.440688409085546,0.149224081847538,3.19002457395416
"T8222",0.054646503,0.547193159,0.040351942,0.056972595,0.051027439,0.033657126,0.03414925,0.064377138,0.049740458,0.033853704,0.099194469,0.293169003867394,0.544150360348567,4.07742423907546
"T8223",0.05671646,0.524233962,0.037309434,0.059242833,0.051480995,0.027773519,0.028630399,0.069190693,0.052260373,0.028203359,0.084490591,0.484037862114053,0.0400218277203433,2.94464702118463
"T0928",0.06026851,0.357964419,0.026491676,0.055303738,0.043653121,0.038090998,0.032469827,0.072189322,0.05131062,0.042576367,0.370679153,0.425341299119476,0.188247551254111,3.27771034106671
"T0930",0.075665889,0.349377367,0.047713688,0.071847335,0.062589599,0.046356947,0.053569444,0.082705879,0.068697626,0.050520644,0.369415686,0.207576551252972,0.814858863214419,4.68570646253358
"T1129",0.068701894,0.617161845,0.040631264,0.06525004,0.05461814,0.041329079,0.029776384,0.075838914,0.061197747,0.047882406,0.390890726,0.376878795532941,0.313688559035677,3.55957638634571
"T1130",0.064751151,0.596160738,0.053797321,0.076990461,0.054430837,0.042711527,0.062944848,0.08177666,0.070584492,0.043680728,0.376435527,0.240450193746686,0.704855143659044,4.43852801630293
"T1992",0.081477885,0.047276943,0.066405832,0.079501106,0.074311377,0.048428744,0.070477252,0.08758037,0.079045369,0.050814057,0.052272563,0.145402627436895,1.0563567561297,5.22835242196158
"T1993",0.084084801,0.312496804,0.061803681,0.082110224,0.075357364,0.039841591,0.069027847,0.088365766,0.080784849,0.040022428,0.084236571,0.343275933689669,0.403538840753025,3.76147004156071
"T1994",0.090325067,0.056692861,0.062376266,0.090493855,0.068814232,0.039647604,0.066226289,0.102740211,0.085346429,0.041871973,0.240536499,0.427774951066788,0.182041825660001,3.26376607067034
"T4825",0.070200428,0.423505044,0.070897709,0.064990003,0.063676358,0.068775452,0.070203149,0.085223949,0.063458187,0.064389187,0.261357597,0.000528367412319061,3.27496923127794,10.2135764363097
"T4826",0.07598632,0.375251679,0.078425974,0.080223816,0.082700333,0.07591217,0.078711759,0.075417291,0.082128967,0.080750468,0.366526571,2.91743363460261e-31,11.570196810246,28.8529594715969
"T4827",0.079695168,0.454523201,0.084801472,0.079984806,0.076466453,0.07944895,0.085450264,0.099022252,0.077575671,0.079250251,0.194288183,2.67647324504479e-05,4.03965683078516,11.931830086841
"T4828",0.067548985,0.374090711,0.071966929,0.076291263,0.07083614,0.067433761,0.082035561,0.095916326,0.072781095,0.075202543,0.393951397,0.00589574184336449,2.51832388242094,8.5133937294516
"T4829",0.083644192,0.361669363,0.087904057,0.092142816,0.091962407,0.083575761,0.088356185,0.07761211,0.094248618,0.092859478,0.236311633,2.43785432359673e-09,5.85135956682909,16.0027275904634
"T4830",0.071827307,0.400478445,0.088692053,0.093822432,0.093762537,0.071697176,0.089444699,0.077242793,0.096176651,0.094789826,0.317418112,0.00510378253720856,2.56871744016336,8.62662809419083
"T4831",0.10027037,0.348201037,0.109457048,0.11546133,0.098167602,0.084502572,0.110772319,0.088584844,0.114043245,0.112709561,0.309770229,0.00286593688812573,2.76273810430545,9.06259268241678
"T4832",0.10285246,0.351077623,0.107808057,0.113609576,0.097593424,0.087500222,0.108776562,0.087857112,0.108620992,0.109252731,0.31472838,0.000243560841822429,3.48773991005751,10.691672322492
"T5075",0.059463696,0.488349124,0.072642904,0.069534054,0.058593081,0.056995058,0.07216704,0.077433477,0.061958898,0.067905237,0.487357792,0.00266591533371729,2.78627081370395,9.11547069934411
"T5076",0.047978592,0.572956778,0.062315999,0.058622529,0.045894473,0.045190966,0.061948185,0.063766705,0.051302156,0.057108304,0.596816921,0.0211366363295562,2.03081984993738,7.41797177674388
"T5077",0.053256837,0.497426135,0.046518729,0.045898761,0.043564982,0.050318832,0.046302005,0.04650618,0.044851484,0.045658272,0.505178169,3.94201780828374e-09,5.77091902494581,15.8219776282164
"T5078",0.050283258,0.669772492,0.059746319,0.057501066,0.048958026,0.048843938,0.059463605,0.059749148,0.052723035,0.056477717,0.691770317,3.938001119754e-05,3.9481421912114,11.7261966181853
"T5079",0.047800624,0.512488941,0.046467823,0.045460651,0.041085892,0.042694638,0.046075495,0.047533363,0.043477612,0.045090657,0.520197205,1.22780336380369e-14,7.6241956596399,19.986291715511
"T5080",0.052994357,0.520214766,0.061166109,0.058748686,0.050799085,0.051816276,0.060870229,0.062120925,0.054356837,0.057749216,0.603574272,2.52680017140653e-06,4.56255020750271,13.1067719244784
"T5081",0.044232216,0.559613016,0.048553917,0.0480826,0.043871715,0.041821683,0.048550081,0.046221745,0.046061831,0.047559612,0.57004243,7.08997524443141e-14,7.39463286730133,19.4704639366689
"T5082",0.055214599,0.554003014,0.06711808,0.068277086,0.062131066,0.053358344,0.067396068,0.058039077,0.065887456,0.068075684,0.49335411,0.000248495114849709,3.48237336078648,10.6796136819679
"T5083",0.048852321,0.504013076,0.053453015,0.051724482,0.045083909,0.042936578,0.052980584,0.051967043,0.047793174,0.050666097,0.523654734,8.78567098387518e-07,4.77952088511732,13.5943052114178
"T5084",0.050599787,0.550315224,0.063444013,0.059363434,0.046804914,0.047744424,0.063084576,0.066620589,0.052215989,0.057763478,0.600930084,0.0152589952624326,2.16330159467895,7.71565836362936
"T5085",0.038706514,0.44156547,0.062302649,0.054096167,0.03849451,0.033230525,0.059362848,0.070472166,0.04392231,0.050307373,0.613222942,0.304637405598398,0.511108890095311,4.00318002886705
"T5086",0.049406233,0.611932885,0.063302699,0.059735478,0.048028784,0.043290638,0.062792139,0.064089062,0.053469917,0.058225549,0.59332785,0.0221676102075445,2.01090757198726,7.37322887219012
"T5087",0.038706514,0.44156547,0.062302649,0.054096167,0.03849451,0.033230525,0.059362848,0.070472166,0.04392231,0.050307373,0.613222942,0.304637405598398,0.511108890095311,4.00318002886705
"T5088",0.038770609,0.412452489,0.061315443,0.052324935,0.039140355,0.033101226,0.057346456,0.074793405,0.043547737,0.048879208,0.545973917,0.335715667273205,0.424184403186526,3.80786063693782
"T5556",0.11768958,0.231276339,0.237936603,0.209413936,0.095674877,0.118403655,0.23848242,0.241846771,0.176602655,0.151209393,0.259193006,0.467649435560037,0.0811799164805361,3.03712927969995
"T5558",0.112660883,0.196158974,0.214626688,0.189989131,0.119929489,0.111961213,0.221004981,0.227308241,0.162808091,0.151319371,0.238324358,0.376749537325454,0.314028919145567,3.56034117578612
"T5566",0.121267244,0.234626352,0.231545247,0.209708967,0.168276731,0.117245964,0.238055104,0.131724296,0.170814038,0.096196495,0.251116679,0.446428697494074,0.134689475130207,3.15736530098154
"T5568",0.095569526,0.219278513,0.217347184,0.187369741,0.116886284,0.096185348,0.225782755,0.235630176,0.148488343,0.129122105,0.247140525,0.496714540887231,0.00823551780021855,2.87322315725331
"T5570",0.105514181,0.224920522,0.213442031,0.185221352,0.100010682,0.104726877,0.223027492,0.244495725,0.142065307,0.151283292,0.242528432,0.483180201005257,0.042173482043269,2.94948179017713
"T5572",0.11389884,0.228867612,0.2217594,0.194074051,0.142731142,0.117095023,0.229343622,0.099895333,0.157161782,0.170907999,0.251043139,0.40243434713047,0.247051078175119,3.40984191330777
"T5578",0.102624503,0.145163587,0.203125622,0.169055177,0.105420473,0.102726199,0.211732413,0.100227133,0.120938733,0.140259325,0.234473431,0.451139912626081,0.122781877592036,3.13060891974532
"T8212",0.098691014,0.300910995,0.081004834,0.100495175,0.09536181,0.054963477,0.069256027,0.105236562,0.094959858,0.055507445,0.121592509,0.262149134390449,0.636733776187608,4.28545924885802
"T8213",0.060241882,0.416177093,0.042198537,0.062230462,0.055181096,0.06826567,0.036176431,0.073554161,0.055711065,0.070296228,0.128462918,0.213754956161686,0.793459919305962,4.63762301837689
"T8214",0.079149594,0.231423652,0.06449072,0.078554575,0.073625267,0.067403485,0.062742807,0.083997353,0.07448617,0.068045292,0.138923894,0.000777062946427925,3.16438214648158,9.96508716791385
"T8215",0.063491862,0.516405644,0.054678816,0.065052346,0.060520371,0.056372222,0.053956565,0.0711211,0.062809039,0.05670288,0.123540352,0.000240344908390071,3.49129242780155,10.6996548327174
"T8217",0.060870936,0.44380404,0.04626941,0.062492844,0.055308022,0.051480472,0.041540778,0.070674078,0.054488824,0.052442354,0.19424951,0.0631082198386861,1.52919366876387,6.29081734458247
"T8219",0.06394212,0.496118223,0.042658875,0.066342295,0.05698768,0.042257092,0.043760321,0.075751622,0.057109241,0.043008938,0.144260748,0.245151105758894,0.689828233312465,4.40476253667981
"T0931",0.075133957,0.328034516,0.051305685,0.071643685,0.062353106,0.035184116,0.056352674,0.081089753,0.069307148,0.03564043,0.098082854,0.369151399433339,0.334101724423818,3.60544478537516
"T0932",0.070126633,0.323842825,0.048504238,0.066773696,0.058542461,0.037372996,0.053611437,0.075951241,0.064749526,0.037938278,0.107169398,0.284019885082251,0.57094080409424,4.13762238769853
"T0933",0.078882657,0.314944095,0.056487573,0.075532656,0.067299013,0.038047953,0.061582049,0.084297891,0.073677797,0.038233856,0.105111919,0.33923727084984,0.414545650760939,3.78620235249264
"T8138",0.099532241,0.263986731,0.077617698,0.096107833,0.091485714,0.0489866,0.082635303,0.102531047,0.090131675,0.044399937,0.26230753,0.330690641354143,0.438006898450967,3.83891979490361
"T8139",0.095065345,0.213313077,0.080281033,0.092638603,0.089297961,0.058816483,0.082738826,0.096009768,0.08935695,0.05566824,0.219484102,0.124217211207049,1.15416038040467,5.44811724429418
"T8140",0.095351761,0.377383112,0.073127674,0.090693424,0.085949391,0.042141776,0.076948159,0.097355427,0.086200814,0.037384413,0.243381799,0.395589519626432,0.264779877462919,3.44967853955283
"T8141",0.087412409,0.438149629,0.07289994,0.085131718,0.081827917,0.048338054,0.075494983,0.088659683,0.08302377,0.044104975,0.241379794,0.238703387599136,0.710479602901301,4.45116618073962
"T8216",0.060020531,0.489170995,0.049347059,0.061616453,0.056490377,0.03257634,0.049681848,0.067697541,0.056441167,0.032252731,0.250936164,0.276185816255411,0.594210048860587,4.18990839938572
"T8218",0.063984979,0.434015784,0.051301567,0.065596174,0.059949629,0.031468108,0.050549708,0.072721747,0.059572093,0.031269824,0.226474465,0.351178640470426,0.382140327009298,3.71338756398451
"T8220",0.060800531,0.485530273,0.05026391,0.062893546,0.057750893,0.030696005,0.052898667,0.068977651,0.057012915,0.030459317,0.239272261,0.324646531801803,0.454744498395155,3.87652919542713
"T8253",0.084846946,0.442034989,0.058175903,0.05510468,0.06715931,0.050430621,0.050520866,0.095475026,0.112381235,0.05049672,0.265791049,0.467507595275611,0.081536635991735,3.03793082872825
"T8255",0.102509957,0.358063065,0.059794899,0.088752396,0.062752095,0.049221282,0.073766862,0.115135042,0.063585966,0.050013592,0.241634779,0.443905449902504,0.141074738494982,3.17171299289285
"T8256",0.076651638,0.434392717,0.064552106,0.071461143,0.068500242,0.062049309,0.070366785,0.085742984,0.061924837,0.062408568,0.150005141,0.00466014788855008,2.60007658404509,8.69709211569065
"T8305",0.069833103,0.49651886,0.05092529,0.075985512,0.064757299,0.049686435,0.04219912,0.074763244,0.061481936,0.050615367,0.043740733,0.178486491683539,0.921148343542804,4.92453901023673
"T8306",0.086276993,0.509832462,0.069234691,0.084393707,0.080574215,0.052405266,0.059442308,0.093073678,0.077713575,0.052363709,0.067635492,0.19245805030559,0.868873911202647,4.80707831876507
"T8190",0.064191374,0.580025106,0.048202212,0.067162716,0.060724211,0.036722582,0.038288624,0.074926528,0.057988092,0.036790387,0.124844883,0.344997251150942,0.398862526459909,3.75096235958659
"T8192",0.051512109,0.50924564,0.037221345,0.052582421,0.047709578,0.041177265,0.033244412,0.063433651,0.054942494,0.042083079,0.133518853,0.176986058494519,0.926912210354768,4.93749042359457
"T1588",0.067976165,1.196205867,0.050709799,0.065738068,0.060514745,0.03277953,0.047188474,0.072847893,0.060535817,0.030788072,0.449199105,0.369386726678025,0.333478053122683,3.60404339546038
"T1589",0.066606971,0.854208612,0.061177472,0.030026637,0.069349359,0.047512141,0.051475912,0.06401281,0.065680759,0.046532446,0.477341514,0.256297125793205,0.654803539326278,4.32606202114995
"T1590",0.048691115,1.215377595,0.032652262,0.043299109,0.038259175,0.026185151,0.030540005,0.05085412,0.036210806,0.026797196,0.02645296,0.289119526177998,0.555958752761232,4.10395770631495
"T1591",0.075116546,0.315384987,0.054347064,0.072167663,0.066343144,0.0441892,0.052809997,0.07618334,0.062239206,0.046092314,0.340591779,0.17172373951513,0.947375484066557,4.98347141606753
"T8188",0.063157805,0.407962889,0.051345912,0.065398886,0.059450634,0.033114631,0.049645809,0.071669593,0.057760307,0.0330179,0.278881201,0.309977714990067,0.49591351562455,3.96903601022153
"T8189",0.067174193,0.508556139,0.053698388,0.069023542,0.06326329,0.033141744,0.050726071,0.075776118,0.06163945,0.032947206,0.159527321,0.353156739331125,0.376811789578005,3.70141433609483
"T8191",0.061363694,0.398113736,0.049874897,0.064144757,0.057798743,0.039329556,0.048736881,0.070513114,0.056581212,0.0394519,0.279304096,0.164482460401196,0.97620089300293,5.04824213310922
"T0881",0.087422803,1.075971159,0.080785131,0.060130669,0.062473203,0.066235794,0.083814523,0.042414381,0.083556794,0.065833417,0.053030034,0.197476191552787,0.850670556947292,4.7661753671266
"T0882",0.051797333,0.931146564,0.0758913,0.079908496,0.064472512,0.057934803,0.079019414,0.096404276,0.073588829,0.056954166,0.521825694,0.169879436415871,0.954641796575417,4.99979882611353
"T2300",0.123210154,0.254998092,0.06606866,0.116821998,0.100246417,0.050834179,0.082132246,0.131175427,0.107340614,0.050926744,0.323706615,0.47571037409712,0.0609227286815376,2.99161136243863
"T0878",0.105016493,0.947819748,0.120665367,0.126487059,0.087690701,0.080065245,0.087429838,0.079755264,0.085762107,0.080466367,0.097802167,0.143576804543831,1.06438658345314,5.24639545040944
"T0879",0.081727398,1.002232798,0.106919824,0.072143655,0.085203148,0.060439857,0.081167,0.096249701,0.080611292,0.061903148,0.547334659,0.128777111066648,1.13219081187714,5.39875160615993
"T0880",0.081279279,1.232250967,0.074237188,0.081621283,0.077038417,0.074135995,0.07668498,0.08525575,0.080441053,0.074348911,0.286940548,3.28144318762872e-14,7.49633114853225,19.698980056311
"T0326",0.063835775,0.873280307,0.041992372,0.056702526,0.054038347,0.031309824,0.047354497,0.061685044,0.057268185,0.033542003,0.072175469,0.277559683074263,0.590106328740357,4.18068733697816
"T0327",0.069053598,0.894493555,0.049733185,0.063154365,0.061414021,0.031198593,0.055652522,0.066982401,0.06375622,0.034444342,0.086426183,0.310780231404027,0.493639976417434,3.96392736579632
"T0328",0.069154889,0.857272379,0.045822754,0.062231123,0.059500619,0.031930887,0.051508402,0.06654799,0.062207577,0.034249392,0.085748287,0.318010900463536,0.473268263887885,3.91815211137343
"T0344",0.050506318,0.342446721,0.053637719,0.050411443,0.050847763,0.084674948,0.051843998,0.051266046,0.050447203,0.085264329,0.363756924,0.313511701993589,0.485920682120422,3.94658210530836
"T0345",0.044928051,0.312918842,0.049168366,0.044846267,0.045496814,0.087719364,0.046830988,0.045803563,0.044923988,0.088563541,0.312921367,0.479313162918418,0.0518774707479051,2.97128666059375
"T0346",0.043869523,0.342754431,0.047413481,0.043765547,0.044264749,0.082655408,0.045391482,0.04472055,0.043808411,0.083314624,0.358759038,0.447631659146992,0.131647240326855,3.15052939693392
"T0875",0.108955308,0.490930146,0.074167503,0.101823706,0.095007396,0.049917287,0.085695169,0.113775476,0.098939877,0.049292456,0.145319161,0.368602981139775,0.335555663917937,3.60871178858671
"T0876",0.085326959,0.596239409,0.06995438,0.080563297,0.079497739,0.06063918,0.076014876,0.087360122,0.079891362,0.060626425,0.398493069,0.0156351760191098,2.15361531742961,7.69389329086701
"T0877",0.053939842,0.985488373,0.073547581,0.085770233,0.035517297,0.056237108,0.077036547,0.054609257,0.082025423,0.054177989,0.541095707,0.333067506978794,0.431458510534575,3.82420556199375
"T1083",0.061066541,0.397004311,0.033580962,0.034895499,0.03249563,0.05873085,0.043699323,0.032768386,0.031369605,0.053468065,0.216054105,0.38924741965388,0.281281055758209,3.4867567004413
"T1961",0.087731114,1.055770393,0.046658298,0.081241475,0.065073205,0.049169734,0.051299139,0.095564437,0.078864044,0.042029354,0.668660401,0.417184960597744,0.209100324748513,3.32456653986416
"T1962",0.094239179,0.891393797,0.052288074,0.088263465,0.072864344,0.046143386,0.058253777,0.100901719,0.08581981,0.038988046,0.675325379,0.451910816526842,0.1208351188844,3.12623455136501
"T2297",0.102658481,0.29329711,0.066318742,0.095104616,0.08599358,0.046240962,0.075534555,0.106235819,0.094926228,0.044992613,0.15776537,0.394330911167057,0.268048713431354,3.45702361660046
"T2298",0.081243755,0.254689344,0.054860843,0.075365379,0.067499362,0.065552516,0.060996206,0.084277626,0.075192047,0.064179657,0.164686921,0.0268215463810984,1.92970747895971,7.19077219791167
"T2380",0.076186551,0.595346894,0.061477931,0.071320147,0.066521839,0.044830995,0.062656744,0.086750289,0.073269691,0.044026102,0.060691061,0.211940789401365,0.799705270133367,4.6516563267043
"T2381",0.091199034,0.405929902,0.065546911,0.082380214,0.076880705,0.047971161,0.069850188,0.100652641,0.082204487,0.046063404,0.362251858,0.303533834972258,0.514263653151282,4.01026878398872
"T2382",0.093776534,0.21875591,0.072148498,0.088273724,0.080626977,0.05317311,0.075949921,0.098508291,0.08465936,0.052731042,0.230795853,0.196040384613086,0.855849973398518,4.77781352005425
"T2389",0.115624441,0.061001163,0.096130854,0.076062879,0.108824371,0.05272083,0.099128115,0.130791202,0.114321593,0.053747936,0.27139658,0.403942269420582,0.243156015625182,3.40108970462832
"T2861",0.071892298,0.328755412,0.058520088,0.070710814,0.06579654,0.056937274,0.060535136,0.074167502,0.065082932,0.047732805,0.113541562,0.0188123775414558,2.07891944565449,7.526051606969
"T2862",0.084211206,0.595032339,0.060026628,0.081475501,0.073480445,0.062774055,0.056090801,0.086062786,0.064862633,0.035108472,0.137651901,0.285922300006468,0.565336951058228,4.12503052542383
"T2863",0.071652908,0.374191861,0.050404375,0.071040465,0.063214906,0.036744441,0.055793594,0.076731302,0.059289654,0.031110565,0.203636656,0.361050103320829,0.355653320977224,3.65387124014772
"T0332",0.062246417,0.424933439,0.044678287,0.061458391,0.049692677,0.035655833,0.04400108,0.05819604,0.035577353,0.035134755,0.166834376,0.264700369098628,0.628921059352418,4.26790406785171
"T0333",0.06254751,0.486351618,0.037911802,0.061463023,0.050825565,0.037053786,0.045640175,0.059913397,0.039924773,0.035632486,0.197532407,0.25883510182464,0.646940884909559,4.30839463035782
"T0334",0.06311133,0.505717908,0.033784527,0.062157697,0.050131745,0.035134284,0.044622547,0.05920299,0.041577294,0.033880954,0.19919468,0.322344198821378,0.461153615365479,3.89093048640927
"T0349",0.085455791,0.411298902,0.056572708,0.081620908,0.031269454,0.042456858,0.062261592,0.080229164,0.079468408,0.034608102,0.234919884,0.497117890070651,0.0072244410826737,2.87095126705657
"T1957",0.096874866,0.246835796,0.068782246,0.093154814,0.08218644,0.035766826,0.073117774,0.103378674,0.09157736,0.038711228,0.708119306,0.458132260553764,0.10514025036935,3.09096816920062
"T1958",0.108795823,0.197651604,0.077353132,0.104354587,0.093066937,0.038247164,0.082563029,0.113631703,0.102548614,0.042005245,0.743647966,0.467883495199079,0.0805912935818529,3.03580664357364
"T2063",0.096456636,0.327981794,0.065866917,0.091322042,0.080220291,0.052552276,0.070402801,0.100310581,0.089063098,0.050990658,0.544273881,0.274822017290583,0.598293617478391,4.19908418135114
"T2064",0.084364206,0.259109061,0.052725008,0.079548976,0.068412266,0.046417944,0.057622699,0.088836342,0.077399425,0.043667834,0.48366909,0.317420118273837,0.474925273633841,3.92187541360403
"T2065",0.113796847,0.430138583,0.089436754,0.110169707,0.102490592,0.053081395,0.094310765,0.11693723,0.108761685,0.055668996,0.424525294,0.320972399864186,0.464981367609784,3.89953144877789
"T0742",0.083873034,1.452620207,0.052804663,0.077063007,0.066084461,0.043158462,0.057422493,0.071049788,0.075618744,0.042555941,0.206276924,0.274031346418336,0.600665664049717,4.20441417190288
"T0747",0.108255954,1.786143163,0.052920299,0.099285295,0.08728948,0.047961672,0.075722561,0.131076617,0.098529657,0.049244078,0.155841616,0.499083228410594,0.00229800760995098,2.85988156708489
"T0733",0.099736416,0.52368369,0.056412442,0.090944543,0.082383831,0.049979102,0.073960511,0.049105371,0.091571937,0.050207601,0.103353512,0.387117556457977,0.286839635353062,3.49924683325734
"T0749",0.102437588,1.083732368,0.058090915,0.094120599,0.08431792,0.050052112,0.074076713,0.050657835,0.093542267,0.050215432,0.130525707,0.399109173226987,0.255653574163222,3.42917172870528
"T0775",0.091381107,1.540277908,0.045851722,0.08516146,0.076451001,0.045702636,0.068457697,0.08668317,0.084442939,0.04662064,0.210500667,0.360511452017529,0.357092039067397,3.65710404085237
"T0783",0.083700941,1.540844588,0.048084682,0.076665204,0.067822674,0.044391669,0.060151451,0.100834639,0.076281483,0.044943618,0.204807539,0.394582340109092,0.267395478705041,3.45555579764555
"T0790",0.08269893,1.741392689,0.041677037,0.075566369,0.063920539,0.043551458,0.054704845,0.043537328,0.074043341,0.041506988,0.204061896,0.385350680029327,0.291457609296013,3.50962342441777
"T0776",0.094040683,0.621645644,0.058162386,0.089440721,0.078947063,0.052181874,0.079219031,0.05403579,0.086981449,0.049462025,0.123405487,0.302471288251545,0.517305985372869,4.01710490693519
"T0834",0.107072058,0.512421893,0.067661595,0.099363454,0.084674486,0.050398231,0.072185959,0.110729327,0.097362334,0.049849773,0.246348136,0.38192954117057,0.300417020646914,3.52975522892227
"T0839",0.095387302,0.964719685,0.083241375,0.083407362,0.077349175,0.037859389,0.040315657,0.073593405,0.09365001,0.036406079,0.152851231,0.499083398706032,0.00229758074146419,2.85988060791106
"T0845",0.090275193,0.907970629,0.036597957,0.084041741,0.077252345,0.045688508,0.048047286,0.062746695,0.088440617,0.04427122,0.142311617,0.469675677100283,0.0760851503458359,3.02568133610156
"T0840",0.122245912,1.494096816,0.05989282,0.11582949,0.102970442,0.055367602,0.081478761,0.082409955,0.11991768,0.051331919,0.123546166,0.457627398828887,0.106412850608732,3.09382770296107
"T0846",0.126676102,1.41412645,0.080988555,0.118607287,0.103798177,0.043491298,0.089232767,0.128163124,0.116800732,0.047680007,0.149305023,0.48403311184669,0.0400337444176136,2.94467379801297
"T0836",0.069922639,0.484616034,0.047386643,0.065088715,0.056963434,0.043362775,0.050348557,0.070877375,0.063965841,0.041232673,0.235279941,0.175053784050423,0.934380664362556,4.95427204575109
"T0847",0.105052893,1.408169711,0.064266664,0.09683177,0.082486377,0.038603496,0.069753554,0.10745056,0.094961488,0.04059655,0.160161521,0.478697376200789,0.0534231601833028,2.97475982599708
"T0842",0.086119348,1.347443725,0.052803816,0.079278355,0.068554731,0.039767308,0.059116895,0.084626452,0.077930435,0.039417325,0.179767185,0.376564897859709,0.314515171185953,3.56143378451158
"T0835",0.113081254,0.366705811,0.092991413,0.110261248,0.10373373,0.069094908,0.096873117,0.114490277,0.108818435,0.073340297,0.193756364,0.093258238359579,1.32095467747533,5.8229041638338
"T0837",0.11852015,0.361411715,0.091405481,0.11428687,0.104799099,0.053030846,0.095778997,0.12015772,0.112716406,0.060071104,0.286579047,0.321639394044582,0.463119395748268,3.89534759650893
"T0759",0.093608402,1.493105995,0.09122255,0.086713113,0.075759008,0.03272742,0.06521258,0.070971647,0.085872792,0.034219045,0.21942338,0.463001270130709,0.0928754112703363,3.06340906589015
"T0832",0.102236689,0.972801019,0.062712716,0.096128705,0.081291371,0.054397153,0.067353666,0.105106881,0.094677172,0.050528263,0.225090548,0.344869491269928,0.399209311789702,3.75174158650128
"T0838",0.079906722,1.138868659,0.053028411,0.074547811,0.064978922,0.039130603,0.05630269,0.08169995,0.073400339,0.036893072,0.171000911,0.354660247384006,0.372768841741195,3.69232982905695
"T0843",0.087973701,1.35823311,0.058573282,0.082131279,0.071825491,0.035406532,0.062600298,0.089007647,0.0807484,0.038068694,0.244751831,0.417588850014944,0.208065659596352,3.32224164643589
"T0844",0.082071979,0.7371836,0.057576649,0.076573095,0.068892944,0.045812853,0.048428454,0.069803704,0.081028916,0.045388473,0.160564532,0.264153956507123,0.630591110143781,4.27165667332181
"T0760",0.098133549,1.575550703,0.10095447,0.091586384,0.079821533,0.033217874,0.06878719,0.096348069,0.090244281,0.036855393,0.224299627,0.477725365530538,0.0558632704366557,2.98024275569703
"T0753",0.101488387,1.520853114,0.046531069,0.095755353,0.085391941,0.048694401,0.077144327,0.062851515,0.09494422,0.050669792,0.21584008,0.412474390427945,0.221184495819507,3.3517196819705
"T0769",0.084117326,1.566316075,0.043353468,0.076816897,0.065324725,0.035603152,0.055997113,0.037839463,0.07559857,0.035095193,0.237517898,0.490484854315784,0.0238531949945031,2.90831609045791
"T0754",0.090398364,1.324653282,0.067508003,0.084955191,0.076929215,0.051524968,0.070383506,0.080305414,0.08415646,0.053417668,0.214509016,0.136573332995393,1.09584487590105,5.31708225881711
"T0762",0.097394104,1.834812755,0.060881782,0.090964203,0.080053999,0.038682528,0.069171184,0.072631667,0.089760298,0.040719557,0.212338553,0.412047229166719,0.222281878219861,3.35418550110586
"T0755",0.09298712,1.289903085,0.057831893,0.086395525,0.075499,0.040199755,0.065462859,0.044901588,0.085231777,0.040711426,0.201769614,0.444768065872971,0.138891191399295,3.16680656081432
"T0763",0.089141447,1.746701254,0.055141691,0.082006995,0.070654353,0.03491441,0.061206935,0.069364835,0.080372435,0.036417697,0.228563774,0.416354478746649,0.211228519429218,3.32934859502174
"T0756",0.088448213,1.200210748,0.065028209,0.083763026,0.075548739,0.046170402,0.066493863,0.045623949,0.082916887,0.046016392,0.229012155,0.329278334167716,0.441906774314352,3.84768281910225
"T0764",0.0906496,1.859907085,0.054738177,0.083607442,0.072303034,0.034344474,0.061931246,0.055753685,0.082078134,0.035384446,0.217730132,0.456160082410583,0.110112487458836,3.10214078993597
