"","fpr","marA","pqiA","pqiB","pqiC","soxS","waaB","waaG","waaJ","waaO","waaP","waaQ","waaS","waaU","waaY","waaZ","pval","z","inv_cof_var"
"T5131",0.193034597,0.150342775,0.070702814,0.141411416,0.076635582,0.135990728,0.069720508,0.164976567,0.088198453,0.137866001,0.133643774,0.076119235,0.070868845,0.070635365,0.091619066,0.06800144,0.401873977461967,0.248499502541595,2.47952649113777
"T5135",0.203928866,0.163163739,0.092377257,0.238148052,0.094155791,0.102131259,0.152843324,0.153366935,0.116214498,0.119118507,0.062255852,0.120905937,0.063110886,0.072594532,0.12609517,0.087828265,0.449737323770631,0.126325025390927,2.36139631917758
"T5137",0.204388159,0.193514433,0.086571151,0.132260708,0.110882486,0.146049514,0.09261202,0.199236968,0.084847103,0.086977088,0.17942305,0.1939956,0.112931111,0.095436715,0.150192654,0.111880358,0.244524684985983,0.691821600335072,2.90817343006848
"T2492",0.098724621,0.042568286,0.04221985,0.060060905,0.04141033,0.202408288,0.059727758,0.105918088,0.041801426,0.133649051,0.05169163,0.085838121,0.073323951,0.064769167,0.05511121,0.046120501,0.411423208907652,0.223885475416735,2.45572725479394
"T0040",0.061122652,0.042696037,0.044616192,0.059453395,0.039862919,0.170896254,0.062156766,0.110903304,0.04168052,0.08295906,0.053093723,0.107013741,0.039198776,0.039382313,0.048487997,0.039721085,0.423237420934654,0.193618205687516,2.42646191344553
"T0057",0.089963855,0.345570212,0.303562933,0.196095674,0.031968954,0.078993755,0.331624887,0.311498679,0.224328304,0.203339551,0.306778366,0.16074501,0.111543568,0.269745916,0.284915087,0.162772483,0.479631313727628,0.0510789275417347,2.28864107040908
"T0056",0.090742329,0.274772583,0.155731285,0.087433131,0.069147196,0.056726383,0.074422913,0.259440729,0.243516672,0.15569017,0.234006406,0.215671194,0.211288301,0.268396409,0.234348948,0.166099078,0.415369270333051,0.213754458823158,2.44593160221378
"T1866",0.114816721,0.209245656,0.112130709,0.113135983,0.105115946,0.206035832,0.095202408,0.154553349,0.095778794,0.112710773,0.09536653,0.165769871,0.095165463,0.095073871,0.095928814,0.113361984,0.00194068495856914,2.88764554289528,5.03130966914599
"T1870",0.213512069,0.194642472,0.100817743,0.109804653,0.10294921,0.196865827,0.09655435,0.158781372,0.095819056,0.116381825,0.096273793,0.169844445,0.095593508,0.095598398,0.098039354,0.109806244,0.140213698767714,1.07935972536493,3.28288299640817
"T0692",0.05128469,0.09011655,0.064163079,0.051069005,0.056324863,0.151936561,0.079904513,0.146138327,0.062913717,0.105081081,0.058103406,0.121072486,0.059380315,0.070294787,0.087423586,0.053494759,0.347552690329475,0.391936164957189,2.61821501260083
"T0693",0.050071521,0.081621512,0.053488663,0.051009461,0.055410586,0.157303019,0.072754988,0.152815424,0.056210061,0.104430433,0.057595413,0.123229732,0.053781871,0.062371951,0.079916199,0.055264497,0.463425425432587,0.091807668940196,2.32802158045775
"T0047",0.093362365,0.297760002,0.227161573,0.08467369,0.045587454,0.133764505,0.290974103,0.300854656,0.324138697,0.225393954,0.148928562,0.25673379,0.202518835,0.278507983,0.320116235,0.162336323,0.47405391485944,0.0650831080745559,2.30218167474057
"T2872",0.119642953,0.07093043,0.064091024,0.058528309,0.059777907,0.144531801,0.066955749,0.062091613,0.031074323,0.040798196,0.100499558,0.165134549,0.082916544,0.092613274,0.10179386,0.065614839,0.479132746534421,0.0523303218477871,2.28985104018355
"T2403",0.091568668,0.072503237,0.053124159,0.073868496,0.054541846,0.154374842,0.073361495,0.158216064,0.053836899,0.114242572,0.07648561,0.147725681,0.053561678,0.071919306,0.077954801,0.056012715,0.434292172907622,0.165456932036279,2.39923285401656
"T0009",0.064874211,0.07573367,0.066214084,0.076639341,0.065694292,0.180631684,0.078306057,0.142879336,0.065182613,0.125089712,0.06983595,0.13530012,0.065203441,0.066439304,0.067608303,0.064581249,0.256963951104102,0.652733809241244,2.87037955043711
"T2676",0.092781858,0.060533534,0.051024882,0.049103643,0.054040833,0.156613511,0.053053633,0.093416872,0.039653144,0.094506089,0.048080168,0.048817529,0.041315739,0.047613193,0.056781504,0.044587188,0.230368200208287,0.73763480314334,2.95247009212101
"T2817",0.067353889,0.053750755,0.072913496,0.06779133,0.100251445,0.153151506,0.050592433,0.136122783,0.057340068,0.075953663,0.051547797,0.059418884,0.051913327,0.05296858,0.0509823,0.056872673,0.26554891097343,0.626331053612134,2.84485079733393
"T2825",0.068530546,0.07789414,0.047564026,0.047449221,0.051384019,0.150324924,0.051622673,0.057226335,0.041182291,0.104526608,0.042754756,0.090651533,0.045223298,0.052670709,0.058837059,0.0418155,0.203673123837042,0.82857268862832,3.04039768797058
"T0172",0.045777568,0.06738621,0.06233165,0.057457135,0.066417749,0.15671646,0.067029776,0.080688631,0.050679865,0.12900789,0.054149805,0.091781254,0.05750945,0.065001184,0.073625658,0.046067262,0.187696946943759,0.88641508403453,3.09632534385486
"T0689",0.105676148,0.083962835,0.047709886,0.048847112,0.077323964,0.134432082,0.049697641,0.123650742,0.058878143,0.154914782,0.060514561,0.114533887,0.12877464,0.06382551,0.063482035,0.047746276,0.491411582361388,0.0215296336259964,2.26006993793545
"T0709",0.111486454,0.072196871,0.07478023,0.086843963,0.077482426,0.083481299,0.079399404,0.186631727,0.071577884,0.126323705,0.078397028,0.200386947,0.071937865,0.073897545,0.087548445,0.085602604,0.439786524869441,0.151510473265103,2.3857480607005
"T0711",0.098328539,0.24294382,0.088009392,0.094189578,0.089100792,0.09251832,0.106433784,0.259068917,0.266132754,0.190713345,0.252720907,0.162134826,0.245400372,0.098582074,0.263360087,0.212698913,0.475096416939386,0.0624646227229652,2.29964986832672
"T0905",0.075459562,0.044442681,0.02689968,0.044080111,0.030913833,0.141600665,0.048705234,0.028062786,0.022700917,0.065775681,0.048719049,0.047719023,0.022603331,0.033244331,0.051584881,0.030633937,0.373653355033616,0.322192705761826,2.55078025028394
"T1702",0.109962839,0.053427082,0.019734867,0.077891219,0.064147174,0.077708529,0.055364031,0.053417913,0.080778578,0.113224311,0.088663692,0.05527354,0.100708186,0.098172718,0.095883895,0.068232628,0.23217911936321,0.731689283665699,2.9467213853971
"T1706",0.118225979,0.120072598,0.011849456,0.105148037,0.07047874,0.081104446,0.038073414,0.097830954,0.082815812,0.120004718,0.092198266,0.023501223,0.078914815,0.092755745,0.101566883,0.070545571,0.451691268583584,0.121389494947235,2.35662416812259
"T1918",0.197223893,0.079973287,0.071516398,0.067433365,0.089479382,0.163857675,0.162568468,0.196056774,0.084596969,0.184414379,0.107509962,0.210437259,0.087647705,0.147118234,0.155167964,0.06921625,0.41777724546053,0.20758311313073,2.43996454473275
"T1919",0.094336179,0.061030088,0.12510226,0.084383549,0.124901804,0.167388601,0.140299256,0.150772477,0.075101718,0.151374177,0.082337853,0.150994327,0.075480691,0.128609987,0.121449367,0.069939807,0.075290009481281,1.43748575014101,3.62915408245541
"T2525",0.040789818,0.086415525,0.045914658,0.054065044,0.048957623,0.162175665,0.065267802,0.05551077,0.043205658,0.109816542,0.053597005,0.090013701,0.046611866,0.053171225,0.060221221,0.041306355,0.231233840866958,0.734789534566738,2.94971900961944
"T2666",0.09416353,0.063848774,0.040820328,0.040719101,0.041252766,0.191045057,0.060384559,0.086344916,0.045711277,0.13991923,0.060762672,0.063118229,0.056927615,0.067754847,0.075430444,0.03955746,0.449162500256589,0.127777570722306,2.36280078133513
"T2936",0.046453561,0.034574591,0.055008395,0.033547203,0.040266099,0.017362048,0.071899762,0.017181792,0.061568767,0.086834801,0.071106905,0.040834586,0.063308116,0.06760208,0.074144882,0.052887599,0.221339937813221,0.767675701199093,2.98151655530978
"T2937",0.05402908,0.041895091,0.052283419,0.051301597,0.018167582,0.018981765,0.077650772,0.03980274,0.065702855,0.094374737,0.077945051,0.042218875,0.067691381,0.072851122,0.07797669,0.055149485,0.195947993057238,0.856184045446487,3.06709503429899
"T2938",0.044507166,0.047587061,0.055876475,0.050111186,0.033367606,0.024439725,0.072500765,0.051282649,0.062172312,0.087580718,0.071115203,0.039325935,0.063868135,0.068112641,0.074753233,0.053862361,0.0397031778721166,1.75414096553121,3.93532715492131
"T4072",0.120659374,0.078795201,0.086187054,0.11475351,0.169383868,0.15976304,0.16451683,0.154156617,0.100047498,0.17111265,0.159973495,0.173451316,0.144810343,0.072784864,0.138035232,0.073886679,0.0829740193079581,1.38534160169818,3.57873604616889
"T4074",0.120659374,0.078795201,0.086187054,0.11475351,0.169383868,0.15976304,0.16451683,0.154156617,0.100047498,0.17111265,0.159973495,0.173451316,0.144810343,0.072784864,0.138035232,0.073886679,0.0829740193079581,1.38534160169818,3.57873604616889
"T4075",0.140281251,0.075028361,0.121824171,0.15711112,0.141427156,0.100471413,0.1447931,0.13533514,0.086935761,0.151343921,0.140267693,0.153462345,0.125900251,0.062945139,0.120169275,0.063155191,0.0382027544500863,1.77193402885412,3.95253121978865
"T4077",0.143922382,0.06695256,0.076779656,0.197966085,0.150222997,0.121811009,0.147007642,0.138230479,0.093610311,0.152841651,0.142743633,0.154740833,0.129003701,0.064500987,0.123885157,0.066441704,0.135495968965564,1.10078110342337,3.30359526899311
"T4083",0.135479522,0.06198936,0.080006458,0.102701182,0.14238588,0.083641889,0.139241692,0.129850406,0.085258261,0.145433452,0.134483163,0.147567279,0.119667269,0.059443077,0.114844195,0.061178946,0.0700902662565947,1.47511907677246,3.66554164432666
"T4085",0.134108142,0.059650401,0.0830445,0.106273183,0.14138706,0.078784859,0.138169502,0.128529782,0.08311825,0.14463853,0.133304729,0.146868927,0.11856821,0.059669186,0.113497003,0.060431574,0.0630781616854367,1.52943628347278,3.71806080477286
"T5142",0.180787334,0.13335311,0.136644552,0.166443118,0.054657226,0.183731986,0.113457216,0.173197174,0.14438559,0.073504725,0.060990161,0.179533089,0.093768921,0.144641682,0.057178722,0.133257671,0.34796380653192,0.390823622037338,2.61713929785664
"T5144",0.153834024,0.138657836,0.138538626,0.153743021,0.124158801,0.166298932,0.113457216,0.209359032,0.140811647,0.074990591,0.05239802,0.163286806,0.093768921,0.204880556,0.134609587,0.139079396,0.184066271571389,0.899976901535329,3.10943822856552
"T5146",0.151808702,0.130247095,0.126479472,0.158556297,0.090613485,0.178049569,0.113457216,0.176232106,0.134580548,0.075559509,0.052312663,0.165144236,0.093768921,0.131904644,0.100988894,0.125400362,0.116976441905617,1.19023794330764,3.3900908458517
"T5148",0.150456101,0.133187039,0.130622909,0.156102504,0.087440829,0.173620153,0.113457216,0.104695594,0.136053139,0.075437016,0.050001334,0.150550818,0.093768921,0.134054849,0.060089368,0.130220526,0.147482374040054,1.04729238296715,3.25187716965858
"T5150",0.140219549,0.157063367,0.13426696,0.155366272,0.057095228,0.173409057,0.113457216,0.139323248,0.138807607,0.076651131,0.064522183,0.170825836,0.093768921,0.151593615,0.057144168,0.134043808,0.221607700754841,0.766774833962481,2.98064550921197
"T5152",0.180787334,0.13335311,0.136644552,0.166443118,0.054657226,0.183731986,0.113457216,0.173197174,0.14438559,0.073504725,0.060990161,0.179533089,0.093768921,0.144641682,0.057178722,0.133257671,0.34796380653192,0.390823622037338,2.61713929785664
"T5528",0.210358232,0.096444553,0.102328852,0.241846728,0.171602613,0.047744578,0.106037659,0.211398648,0.087837837,0.109809071,0.105014181,0.197099321,0.146541552,0.053059599,0.104669556,0.079234964,0.454208997540195,0.115034224235556,2.35047927403723
"T5530",0.193264933,0.081768308,0.065860396,0.227590019,0.205745012,0.196477811,0.156645804,0.186332618,0.070900499,0.135783817,0.211943232,0.138783997,0.209041267,0.05402812,0.124948483,0.090924114,0.405239779415651,0.239807414373376,2.4711221345655
"T5714",0.112962432,0.35795503,0.084889506,0.109678777,0.12237253,0.127704839,0.122339492,0.112232588,0.079164442,0.107674065,0.116536657,0.111912828,0.102607649,0.086256721,0.240959791,0.092029747,0.236416243390189,0.71787804399914,2.93336733506806
"T5716",0.222812989,0.25370714,0.134457595,0.128780997,0.109620697,0.222469529,0.116237641,0.122325155,0.147549914,0.11306494,0.126738319,0.119492865,0.105730593,0.155990729,0.253955129,0.253317494,0.256942641731359,0.652799907197652,2.87044346037263
"T5719",0.244404841,0.070273536,0.109685672,0.151089745,0.149587608,0.177089242,0.161292052,0.149884917,0.248528851,0.170164339,0.125442879,0.235694705,0.24929987,0.110612542,0.115508648,0.162541149,0.148526634942455,1.04277336514826,3.24750774353549
"T5720",0.236268794,0.075776469,0.10133158,0.144454122,0.136175058,0.164023728,0.152258095,0.13978153,0.244328873,0.16141661,0.126814452,0.241325301,0.236549997,0.121649948,0.103407879,0.24394153,0.207681946617628,0.814490707975247,3.02678185891296
"T5721",0.133326221,0.067926228,0.114076673,0.128151331,0.140539772,0.147844715,0.140075185,0.132256643,0.117364358,0.14780035,0.1235989,0.127375183,0.114441549,0.119787234,0.125591092,0.123550123,6.7370438339168e-27,10.673971820435,12.5598875158067
"T5722",0.136200614,0.17830132,0.100063996,0.12525656,0.148162097,0.154668286,0.147841543,0.13194957,0.082555135,0.155620841,0.136241162,0.126390923,0.098295545,0.113990108,0.080999489,0.309020858,0.417748509690141,0.207656712337585,2.44003570760707
"T5723",0.215303251,0.486473268,0.092094604,0.145618392,0.155661842,0.129179379,0.151291255,0.14575625,0.131392547,0.143532769,0.145394978,0.135923957,0.124903617,0.096790758,0.220607155,0.220892415,0.0636705163190063,1.5246715845415,3.71345383024579
"T5726",0.068255177,0.357750169,0.080048777,0.123289758,0.13490582,0.140914405,0.132245228,0.121552452,0.074592775,0.138411938,0.12358218,0.106828489,0.090473412,0.081812694,0.114012936,0.074767435,0.0253583784939046,1.95386861585777,4.1284432805519
"T5728",0.091607869,0.068475818,0.062722507,0.111661331,0.142088535,0.170870376,0.146784956,0.130353309,0.065951018,0.144687091,0.118974177,0.155588966,0.080832526,0.066282428,0.062812105,0.091457592,0.207484518102261,0.81518043342177,3.02744875258423
"T5730",0.096877637,0.336239166,0.099016611,0.094177857,0.119568847,0.133654995,0.115805408,0.095110536,0.076054051,0.118626012,0.074553736,0.08267635,0.091383775,0.108181626,0.212045764,0.218312919,0.376739954365042,0.314054154252088,2.54291110681163
"T5732",0.209783157,0.159980266,0.106936823,0.136046015,0.137366384,0.193102639,0.155735376,0.102776036,0.11536919,0.171570577,0.242072489,0.101809793,0.12070163,0.117545475,0.15151654,0.188318407,0.107630209136844,1.2392297711367,3.43746091185128
"T5736",0.191067428,0.099870334,0.09936495,0.130982814,0.166484528,0.158025167,0.140067138,0.145013853,0.102498265,0.179153545,0.117955885,0.102525983,0.104036064,0.109155881,0.10187849,0.196844512,0.0544160681927327,1.60346451958456,3.78963850631693
"T5742",0.070896662,0.258302461,0.075926533,0.114438487,0.120063735,0.125046592,0.105143085,0.088886158,0.132624896,0.116899578,0.141316453,0.087002146,0.103695365,0.137505761,0.220931367,0.2216494,0.329311726908375,0.441814487850867,2.66644222828394
"T5744",0.1653414,0.221565331,0.110858752,0.133517588,0.141124095,0.13407938,0.130837304,0.144833839,0.147038378,0.13311913,0.150454603,0.114866556,0.150583071,0.117601082,0.210501696,0.138673644,0.000155063335327765,3.60669094245511,5.72655272381798
"T5746",0.101481543,0.439060762,0.115570538,0.139230328,0.139169434,0.116383846,0.131213508,0.098646672,0.089466615,0.131026364,0.096872695,0.22004602,0.097572455,0.128703097,0.197898826,0.148530117,0.109461978146009,1.22939443353608,3.42795115049077
"T5748",0.192260148,0.248879742,0.095037967,0.146373619,0.108877995,0.143681844,0.14523016,0.125296756,0.182985817,0.156633859,0.106854981,0.144926839,0.121449496,0.156890835,0.315624774,0.316158173,0.442479442346947,0.144685884148516,2.37914938391708
"T5750",0.163522451,0.357212071,0.095489444,0.103469177,0.111868844,0.102430271,0.093466441,0.107036543,0.095964369,0.095699706,0.112219524,0.094229193,0.113425823,0.097027696,0.104388141,0.109354283,5.17600822159703e-05,3.88218947656628,5.99293151232056
"T5752",0.113650227,0.331435417,0.093224241,0.123101157,0.141786814,0.157718353,0.100422787,0.129147895,0.127329198,0.095964493,0.126559457,0.134262283,0.11772809,0.096156677,0.271673765,0.260318881,0.415241726707692,0.214081562593441,2.44624787796575
"T5756",0.172714337,0.032793527,0.124955869,0.149961846,0.147088852,0.168918149,0.150924932,0.143134754,0.115376792,0.16043041,0.139523659,0.200783372,0.139687007,0.136307196,0.120099922,0.139967836,2.45640819510714e-06,4.56847671329279,6.65650078782975
"T5758",0.263559085,0.031826146,0.105161534,0.148758237,0.07889071,0.197682577,0.170085609,0.140833147,0.070112409,0.169435253,0.161044909,0.084209932,0.072076082,0.214780365,0.087210266,0.088469885,0.498576754477924,0.00356755503500854,2.24270245266192
"T5760",0.096669208,0.079422209,0.10002455,0.121159315,0.15112872,0.160053432,0.090678099,0.120042711,0.107017067,0.133266219,0.122427377,0.092823635,0.099295469,0.124796141,0.0898257,0.107136678,3.06408028732231e-05,4.00782073825032,6.11440403990919
"T5771",0.201657323,0.141210018,0.070553723,0.109572235,0.089209333,0.232352755,0.214793911,0.183926806,0.099382816,0.228583105,0.112633473,0.130150994,0.067795968,0.07382243,0.139671023,0.075494416,0.490468381502326,0.023894497983343,2.26235651889501
"T8378",0.228503886,0.103324456,0.136568923,0.030627634,0.125850889,0.10199362,0.174413563,0.122904225,0.112663006,0.170582921,0.225986787,0.2469851,0.1469334,0.208084093,0.101296167,0.102816229,0.383973858758327,0.295060429285113,2.52454612544367
"T8379",0.243166965,0.136535686,0.043214376,0.038332707,0.163651077,0.138292438,0.231921969,0.205614343,0.196232587,0.223352839,0.21327485,0.243726957,0.199788691,0.253394172,0.166847198,0.156701411,0.312058981945958,0.490022519041322,2.7130544434307
"T2409",0.086019877,0.079225917,0.040721939,0.038685817,0.039051427,0.134808222,0.081712634,0.074560767,0.064735772,0.106028113,0.082501615,0.079756382,0.067827737,0.075865271,0.086930534,0.046896535,0.129555748703092,1.1284936493243,3.33039045477234
"T2421",0.092290532,0.077108177,0.124345986,0.123708706,0.092220742,0.116871511,0.084189468,0.139767433,0.065183576,0.106415828,0.084263578,0.158729531,0.068391241,0.071641087,0.086867837,0.05046554,0.177959447532989,0.92316947226267,3.13186306255798
"T2422",0.095935821,0.084725094,0.090820013,0.126020149,0.102243281,0.108855178,0.089102609,0.135916138,0.06945115,0.104761525,0.089165102,0.157446442,0.072320908,0.078111141,0.091015833,0.052111627,0.0993573773613958,1.28522189459013,3.48193057179234
"T2411",0.078486591,0.064278239,0.047923337,0.057752947,0.049016704,0.118711336,0.064207919,0.103507589,0.06125077,0.095011642,0.06103949,0.103837017,0.130238015,0.123396631,0.06472279,0.167898313,0.427860211459035,0.181824543151608,2.41505865299458
"T2412",0.083150531,0.071385288,0.0440609,0.041078404,0.043143866,0.12291642,0.072893441,0.109646912,0.046727224,0.096074681,0.070078881,0.116664684,0.096427275,0.093197794,0.071445126,0.174015136,0.484146041751048,0.0397504457972363,2.27768759200889
"T2417",0.114485584,0.092710689,0.11441267,0.113098641,0.049435346,0.162248614,0.103223591,0.175172269,0.072844675,0.135054942,0.103339486,0.189385132,0.07349193,0.084807927,0.107555641,0.047209409,0.365079071293613,0.34491517407801,2.57275054352481
"T2418",0.12436456,0.103866452,0.097283841,0.114190879,0.043286873,0.164073411,0.111815566,0.173108027,0.083791493,0.141050427,0.111926516,0.188023278,0.086333576,0.095386763,0.115483374,0.057921093,0.278844172024453,0.586278548589646,2.80612413841066
"T2688",0.066852087,0.058914547,0.054294671,0.055715858,0.059192952,0.125105931,0.056300175,0.099179299,0.050770126,0.072927234,0.056387357,0.071101005,0.052826585,0.054859816,0.056950724,0.05142097,0.00475866789337405,2.59288944958596,4.74631079866994
"T2689",0.100583458,0.080217421,0.034552081,0.03452472,0.03611012,0.136328948,0.076208753,0.118980223,0.056828529,0.106724203,0.071996999,0.128650305,0.063282455,0.070206531,0.068396159,0.040547512,0.479905427624332,0.0503909410036053,2.28797585808364
"T2408",0.080352715,0.070155237,0.051792378,0.057575328,0.056956768,0.130171528,0.073146765,0.124192566,0.051811292,0.104355397,0.071048993,0.125394228,0.071994233,0.076754368,0.075510668,0.122011252,0.194552011842074,0.861243359810279,3.07198687169198
"T2419",0.099948489,0.080148281,0.143246879,0.177289915,0.081391897,0.126813632,0.088956788,0.167004977,0.063609522,0.119417719,0.089069459,0.182309946,0.06396493,0.072469196,0.093310416,0.043389632,0.448616314820279,0.129157999091164,2.3641355137964
"T2420",0.099788069,0.084458394,0.109055085,0.163650756,0.081978024,0.130290406,0.091583322,0.154600556,0.069244083,0.117234719,0.09167192,0.175834249,0.069286358,0.076662806,0.094578016,0.051342832,0.297392582174764,0.531914571841276,2.75355975613133
"T4080",0.111962995,0.096893528,0.10058183,0.082306243,0.164214303,0.168636778,0.160037171,0.143147153,0.0772552,0.166974912,0.152492715,0.169733551,0.12359637,0.055956505,0.113498003,0.055644681,0.239185238364317,0.708925875617483,2.9247115076399
"T4082",0.127506238,0.0951462,0.079916603,0.126923119,0.163588807,0.167359052,0.160758139,0.145492251,0.078949567,0.166367843,0.153195874,0.16892919,0.125594575,0.048888269,0.116695576,0.050910866,0.244785630432175,0.690990898260642,2.90737022647646
"T5670",0.063413164,0.086329997,0.06506798,0.069403783,0.060377316,0.162675448,0.125108165,0.101345787,0.061872279,0.113305285,0.120163337,0.134957316,0.104172852,0.060412864,0.062732125,0.064038875,0.208058670331173,0.81317568047779,3.02551036237759
"T2667",0.058892922,0.237290356,0.055767307,0.083462146,0.056294653,0.158667247,0.037212805,0.053343211,0.040529525,0.07263735,0.059394662,0.039263466,0.039791099,0.040938718,0.038165649,0.041665353,0.0789044887222764,1.41247897388529,3.60497509803778
"T2668",0.072049898,0.255988295,0.048491071,0.12343324,0.05446389,0.154346665,0.052767009,0.054465448,0.044008856,0.088926402,0.047438683,0.045177938,0.047041231,0.052298153,0.05430217,0.042949013,0.331808041786475,0.434926079988043,2.65978184532716
"T2677",0.092972757,0.063643165,0.049200544,0.048875705,0.053885226,0.164180534,0.057209797,0.049535686,0.04070957,0.105781472,0.058897666,0.067701233,0.044830838,0.051073095,0.058971717,0.044088776,0.174982185954835,0.934658400186245,3.14297167593536
"T2678",0.104011365,0.07385937,0.055524044,0.05356993,0.059291279,0.153129064,0.073842623,0.097088841,0.051847355,0.106752872,0.070899246,0.094393402,0.055750564,0.065962556,0.079325018,0.048797704,0.0870402441452759,1.35920862714047,3.55346814365496
"T2682",0.119610363,0.294169096,0.069891557,0.070015927,0.069263605,0.330743485,0.11991348,0.135249455,0.127632418,0.14802411,0.110368909,0.109600012,0.237845023,0.16675402,0.127809539,0.26115218,0.455722060769864,0.11121718875127,2.3467885927374
"T2684",0.111333645,0.265852239,0.068255033,0.068033913,0.067830469,0.316945527,0.130854019,0.14928726,0.133760784,0.162770706,0.117116939,0.105474233,0.24453063,0.176565145,0.137847521,0.201854935,0.352667672277012,0.378128221153,2.60486414903222
"T2685",0.097966573,0.347357004,0.066048774,0.063276432,0.069261846,0.29195007,0.140308901,0.1573087,0.142759664,0.174960731,0.123475375,0.126073771,0.237622577,0.157302163,0.149512909,0.232577739,0.377229717713563,0.312764700908908,2.54166433785696
"T2686",0.100352523,0.309227,0.075952978,0.075080853,0.085860731,0.209872511,0.159246315,0.173323386,0.171056302,0.175479315,0.138202666,0.13187546,0.246393908,0.172853031,0.162410657,0.199749513,0.226062223660624,0.751877970212823,2.96624177188928
"T2687",0.115874778,0.262419915,0.075803359,0.075439028,0.076506735,0.211312319,0.134510959,0.143034559,0.138052292,0.14544451,0.118550478,0.121231349,0.181025211,0.140171754,0.139595777,0.158218936,0.0361865277771274,1.79676424070813,3.97653948456318
"T2650",0.068238969,0.060237719,0.059580875,0.070464136,0.059843875,0.141178468,0.059847782,0.07066113,0.058992229,0.116268543,0.057708933,0.115864973,0.067307568,0.070510385,0.061923357,0.058274163,0.0773121361323389,1.42338605663872,3.61552112689173
"T2427",0.075253801,0.053410811,0.025299261,0.036630524,0.070590896,0.093364952,0.062625513,0.066788812,0.052379005,0.078387556,0.062633563,0.032264055,0.053182907,0.058395955,0.075972283,0.044569003,0.123686677948716,1.15675283668226,3.35771418669986
"T5731",0.207062426,0.11405076,0.103612833,0.163735759,0.157051258,0.224620515,0.191262575,0.106884368,0.095435764,0.205210481,0.106739157,0.109188459,0.157565032,0.098696244,0.093573562,0.172887271,0.141519660490691,1.07351676443561,3.27723345326761
"T5733",0.111723422,0.292684648,0.090429452,0.131015145,0.138285738,0.141929998,0.135833723,0.121709909,0.093927754,0.309474474,0.216715723,0.113524688,0.09751153,0.097774651,0.087489399,0.159744178,0.496440119289331,0.00892341606693032,2.24788102022735
"T5735",0.236398285,0.152503074,0.087284338,0.154408198,0.166248979,0.168902815,0.164606084,0.158466918,0.086921704,0.172277763,0.12703686,0.127346903,0.088880392,0.099673592,0.134319441,0.228557933,0.206718171105219,0.817861384515659,3.03004095695559
"T5766",0.206855379,0.142523948,0.058045928,0.123438039,0.229103715,0.236859453,0.220892045,0.182046502,0.099369605,0.226045269,0.133763782,0.11350448,0.126197837,0.06450608,0.132652159,0.065132654,0.472936539876275,0.0678901500899575,2.30489579608336
"T2432",0.052109222,0.077103814,0.05345841,0.044083182,0.045801354,0.128275554,0.084943768,0.126341718,0.070878912,0.107732262,0.085020361,0.148135344,0.073398046,0.078575587,0.087759702,0.056910152,0.357392531434504,0.365437218822058,2.5925932531572
"T2433",0.0692583,0.070645084,0.045990398,0.04643461,0.053042872,0.136952765,0.078381657,0.136696174,0.06055714,0.108754013,0.078480471,0.161535427,0.063333996,0.06969291,0.081928611,0.049619283,0.481577160353426,0.0461956360300516,2.28391942903635
"T2338",0.108903488,0.401202317,0.045361964,0.055023886,0.047041696,0.16502886,0.069066769,0.074923549,0.048719371,0.114158828,0.069087993,0.127556331,0.051822052,0.053303509,0.07279841,0.046918838,0.367421768422729,0.33868965211004,2.5667311031493
"T5531",0.125092946,0.115849217,0.066330834,0.111283184,0.18515988,0.140192442,0.121773237,0.099171916,0.07337389,0.130911804,0.069360804,0.141952492,0.076929229,0.065362254,0.083420061,0.089468229,0.236767537114517,0.716739133866286,2.93226612593683
"T0066",0.048443018,0.080210508,0.04886886,0.060522395,0.051760981,0.042992741,0.043876504,0.064512093,0.042782929,0.043132085,0.043878478,0.070115559,0.043124101,0.042712331,0.044236965,0.051650709,0.000276860683296115,3.45332503900412,5.57826364601695
"T0067",0.044127334,0.108748259,0.052887669,0.06427496,0.055455507,0.041989807,0.040682465,0.048184633,0.044140959,0.041343901,0.040684161,0.066915374,0.042778672,0.041503252,0.040805022,0.055309943,0.000568489125407928,3.25423589421351,5.38576488966445
"T0068",0.036324734,0.085543405,0.056539164,0.075754083,0.061486167,0.047269399,0.034814843,0.049489946,0.04213995,0.034403288,0.03481292,0.065903553,0.040018536,0.036589491,0.034556664,0.061203541,0.123885854869314,1.15577864583122,3.35677224419731
"T0069",0.048735603,0.086092889,0.040499123,0.052097285,0.043241695,0.062695317,0.038982945,0.052684688,0.03479497,0.080370308,0.03899202,0.078323377,0.034723031,0.034699151,0.039998061,0.043081659,0.163548098913536,0.979979581273754,3.18679260351505
"T0246",0.094723567,0.079976534,0.068992355,0.065786307,0.067632676,0.106463988,0.080980409,0.115789935,0.073668359,0.092450007,0.080971769,0.080813778,0.074760727,0.077696996,0.082007587,0.068261954,5.44247737783179e-05,3.86996820642358,5.98111479922959
"T0256",0.076358326,0.068500307,0.056600673,0.055094014,0.054158545,0.097723554,0.06977998,0.107571648,0.062155964,0.082088489,0.06972926,0.109568243,0.063298616,0.066421807,0.070911845,0.056827212,0.0316984235312232,1.856398017831,4.03419922259072
