"","cvpA","glnB","glrR","hflD","ispE","lolB","prs","purB","purC","purE","purF","purK","purL","purR","speA","speB","ubiX","pval","z","inv_cof_var"
"T2664",0.29328561,0.187954448,0.08532451,0.318602338,0.459053203,0.276736829,0.190899331,0.20084884,0.282162807,0.218093657,0.176552148,0.143575737,0.226571974,0.125848223,0.215326623,0.378059597,0.044000991,0.149710420164979,1.03767617543703,2.22688674123289
"T2428",0.256260279,0.135897183,0.181768415,0.271827729,0.232757792,0.042151173,0.258302287,0.270709473,0.227863205,0.173265595,0.144652634,0.105879526,0.194762411,0.103756178,0.46174945,0.077777508,0.044008626,0.403316974196523,0.244770743297266,1.82159276312306
"T5731",0.139791922,0.196085023,0.12510712,0.093496282,0.182287,0.193584677,0.199242528,0.120780954,0.162621559,0.185828674,0.204956071,0.22674058,0.204105751,0.206872651,0.227937892,0.135238861,0.120884419,1.96589683850419e-06,4.6149555971162,4.05541477100079
"T5733",0.118614125,0.140252498,0.114365887,0.310597889,0.125968063,0.142009948,0.102820091,0.095418024,0.140060286,0.135775428,0.08749356,0.130026156,0.1362436,0.123578833,0.114164175,0.108554925,0.095745157,0.0436244115359112,1.71009221003857,2.57059250810227
"T5735",0.142746245,0.172643532,0.137715201,0.237669696,0.15618423,0.181188673,0.141544272,0.108535359,0.229788628,0.144186857,0.174605855,0.116695288,0.236008336,0.176917283,0.087140196,0.091363948,0.10873378,0.00199863232564196,2.87837752102221,3.16776208477933
"T5762",0.152775905,0.243098155,0.129709358,0.289974073,0.167184555,0.288116068,0.263853753,0.061025252,0.311287488,0.238102263,0.277460062,0.348214315,0.130865557,0.248907525,0.303098408,0.151685976,0.10084793,0.0645684472979583,1.51751426533918,2.47215620266191
"T5764",0.156724756,0.233588614,0.13531205,0.284863097,0.173970739,0.276411003,0.256606802,0.079432876,0.301961078,0.232508729,0.269296098,0.307550975,0.136645158,0.243388898,0.291318712,0.147125068,0.120724141,0.013882013536647,2.20060460838802,2.82131814722767
"T5766",0.154552159,0.232779819,0.138174777,0.288754813,0.163623799,0.282476951,0.254928949,0.057954754,0.308422904,0.230472539,0.271475521,0.323692425,0.136496512,0.241155743,0.298001716,0.152308449,0.062355522,0.0780439925868959,1.4183521262903,2.4214694294555
"T5768",0.157982294,0.227631417,0.142488922,0.269847754,0.152898309,0.279712837,0.253695026,0.084907335,0.297620903,0.222641883,0.261177157,0.235172523,0.142028555,0.236903627,0.292686734,0.160160884,0.076930346,0.0149089051902718,2.17250211372045,2.8069535440897
"T5770",0.151469569,0.23313575,0.137754508,0.288998254,0.156238179,0.275388985,0.25882638,0.056971032,0.305731941,0.225884276,0.27008223,0.0558657,0.134190764,0.243537987,0.296930795,0.150252818,0.100077832,0.13401937593008,1.10759039867228,2.26262342875312
"T5772",0.160853776,0.24091324,0.148748186,0.288923722,0.174191144,0.277223527,0.260608579,0.056721079,0.310137603,0.231249313,0.277939607,0.214167992,0.14198267,0.253398845,0.299319224,0.154092408,0.074269415,0.0369780453273915,1.78688491779664,2.6098451361655
"T2431",0.242978434,0.149341552,0.12406057,0.262532983,0.197201202,0.105361963,0.25750909,0.259197511,0.228025552,0.168412011,0.148806732,0.125317295,0.190355893,0.118233626,0.420312105,0.082652758,0.053529449,0.218661461634243,0.776721798318438,2.09349979075867
"T2432",0.218452081,0.121050586,0.116500946,0.228126587,0.203697466,0.065078097,0.239293115,0.242604021,0.20289061,0.136009299,0.120872937,0.100778461,0.159169513,0.091448498,0.44977736,0.072848066,0.057929741,0.457808035443486,0.105957501887061,1.75063831061838
"T2429",0.241666831,0.146157015,0.090564694,0.243822076,0.34507079,0.118330133,0.24492669,0.259010816,0.223477739,0.167811857,0.138863007,0.11560505,0.182983763,0.110855068,0.488442706,0.09559003,0.047220733,0.428799754957166,0.179430722297666,1.78819418118972
"T2433",0.230483485,0.134187777,0.204176186,0.220661764,0.20205648,0.098940667,0.242789896,0.246189969,0.217872333,0.145352195,0.122130408,0.098658169,0.171314536,0.085349378,0.428501196,0.051737336,0.050163671,0.328356420288554,0.444456128799342,1.92366204021469
"T2434",0.231860124,0.137633048,0.162316627,0.153480416,0.227574051,0.05193715,0.235562195,0.247982606,0.217170498,0.143279641,0.126373802,0.099671334,0.173915583,0.082898356,0.440372294,0.041139833,0.0431142,0.483731181472916,0.0407911899127635,1.71732852013361
"T2435",0.234873054,0.138769264,0.226377345,0.235170503,0.278321234,0.274851899,0.17412141,0.251499655,0.225359648,0.165653939,0.136525374,0.10974026,0.186434543,0.036112362,0.493806467,0.029705521,0.03929963,0.389473949401664,0.280690365782183,1.83995309475785
"T5527",0.060753935,0.250305194,0.056089968,0.251147823,0.161917804,0.308893014,0.206672178,0.122571571,0.10403071,0.080097065,0.079316658,0.058018456,0.120674062,0.198519579,0.324446137,0.172710079,0.107553604,0.480891029988684,0.0479174152416274,1.72097109350412
"T5533",0.144085398,0.253468414,0.05419426,0.109015419,0.080993526,0.305075352,0.275243313,0.100959705,0.138367039,0.082699209,0.091092992,0.141549085,0.112638297,0.126219328,0.313352306,0.157364803,0.090466859,0.417356257614594,0.208661476733167,1.80313549482954
"T5529",0.178609078,0.255206965,0.066649744,0.252493639,0.074281166,0.295292875,0.271479598,0.088823868,0.064660986,0.093402721,0.105275869,0.088421392,0.163173226,0.17835707,0.296283352,0.181680356,0.122838283,0.358951579364248,0.361262587396784,1.88113762307569
"T5531",0.141737763,0.229881804,0.074715336,0.230594029,0.110593343,0.310411437,0.250061359,0.112183105,0.070677053,0.119147273,0.08888837,0.124746546,0.132050182,0.13796241,0.315035515,0.172840834,0.064750558,0.329044372692301,0.44255347188696,1.92268949625454
"T0068",0.185699251,0.375722446,0.035648661,0.284864186,0.142561351,0.292651787,0.386466486,0.157732459,0.310129486,0.170002567,0.208598938,0.163205448,0.169656661,0.218313401,0.148655707,0.034619469,0.306899097,0.284102087637944,0.570698294225241,1.98819078141978
"T0070",0.393550459,0.379162114,0.209872387,0.238353639,0.238711454,0.199778071,0.193553834,0.312843683,0.265087991,0.328222237,0.106767844,0.40328896,0.363545166,0.072936853,0.261241697,0.101619248,0.219772735,0.0149753374292943,2.1707420737844,2.80605389886292
"T0071",0.242548962,0.290036745,0.123135973,0.184881508,0.198305381,0.161096359,0.218104772,0.129254189,0.391764265,0.140780319,0.166114426,0.096808704,0.27575263,0.07266709,0.189669194,0.102102855,0.033165499,0.20978261371289,0.807175762917995,2.1090663488392
"T0064",0.116489233,0.28800186,0.060920037,0.081758869,0.132222098,0.114622053,0.362852664,0.149051195,0.314245743,0.267256183,0.316308959,0.314522021,0.095757403,0.31738848,0.324263343,0.071279587,0.07195211,0.494261920937316,0.0143837271839407,1.70383033335456
"T0246",0.080643417,0.104727081,0.078594058,0.111958432,0.093133409,0.043066761,0.067637172,0.11976537,0.155405975,0.08293203,0.049452163,0.079953343,0.077969907,0.04225777,0.095815982,0.086113136,0.068186052,0.00162204663624755,2.94360922578425,3.20110530081778
"T0256",0.159580579,0.0992736,0.063303245,0.203603071,0.175925519,0.025709904,0.179590627,0.08087413,0.149136757,0.111819445,0.053686156,0.084487413,0.065308588,0.023053204,0.092416284,0.075286923,0.054441903,0.293518499755585,0.543134791693917,1.97410168436137
"T0257",0.129334205,0.114523437,0.089596673,0.117529298,0.111457503,0.062734662,0.074446379,0.119612477,0.161486035,0.062696872,0.07423661,0.033580343,0.122275914,0.125728767,0.079968744,0.096630826,0.079507467,0.00562054085793567,2.53511375177771,2.99230265047751
"T0606",0.233313176,0.155244757,0.112535919,0.272433922,0.204867416,0.113880173,0.250761646,0.234880073,0.034589561,0.147330304,0.140660174,0.150082522,0.179272975,0.085959328,0.446066691,0.087653481,0.046256348,0.458566537989244,0.104045707580828,1.74966109607514
"T0601",0.158611173,0.109144372,0.037265432,0.199267056,0.162735071,0.145121649,0.179398951,0.182704126,0.116195981,0.101780542,0.090504902,0.042689637,0.115354642,0.060137262,0.369798434,0.055467042,0.215334769,0.456805443651477,0.108485115040806,1.75193030125015
"T0583",0.208395684,0.12406206,0.211030028,0.24827831,0.226555457,0.050933474,0.233603262,0.223085648,0.091560207,0.129340377,0.106454163,0.057201452,0.146156356,0.090144294,0.373904931,0.06516332,0.043943429,0.478751640664227,0.0532869455975259,1.72371573142727
"T0584",0.223805049,0.140320946,0.207397984,0.260437551,0.229290655,0.107354763,0.249627411,0.242316847,0.12545427,0.164118154,0.118103505,0.077459352,0.162804231,0.101915452,0.326966859,0.055808124,0.042438259,0.216967890870496,0.782474472826118,2.09644027299209
"T0585",0.221669731,0.136581214,0.21362282,0.254757797,0.22830136,0.085190035,0.243850835,0.23766333,0.1453129,0.153163245,0.11373129,0.073554992,0.160686278,0.098779177,0.338379106,0.061122568,0.049545399,0.236776278328375,0.716710806313154,2.06282514445879
"T0586",0.189114122,0.104224443,0.274138485,0.221700144,0.168617289,0.06732729,0.209885715,0.198601038,0.142808147,0.126343776,0.087153763,0.053956057,0.130822042,0.068520095,0.21536523,0.058864138,0.057266014,0.227021560212874,0.748691578937619,2.07917213116693
"T0587",0.208587755,0.14181193,0.292315734,0.239264461,0.142247287,0.122845313,0.227743037,0.216500672,0.178796465,0.15913621,0.126621408,0.098018093,0.160311461,0.115793642,0.216042006,0.100256954,0.074074602,0.0142683084618465,2.18982932775855,2.81581035755371
"T0588",0.193250217,0.123508474,0.284928805,0.225990667,0.138014774,0.087804284,0.214254595,0.205181243,0.168770797,0.140713969,0.110426593,0.093479326,0.142458284,0.102631655,0.159106571,0.093213821,0.079248607,0.0331575207698974,1.83628821677475,2.63509765527179
"T0592",0.215295128,0.131363186,0.287291551,0.240235079,0.156396769,0.080678204,0.230445355,0.228872927,0.187468672,0.150225055,0.101170653,0.04614561,0.156919391,0.079390972,0.328606356,0.063094033,0.045381135,0.322877382539923,0.459667689043644,1.93143743626417
"T0593",0.223069182,0.137651641,0.275453139,0.242257069,0.219947853,0.052995087,0.237854574,0.230989759,0.187762277,0.153299141,0.104315736,0.038041115,0.160593408,0.082572491,0.353133533,0.04556332,0.033381289,0.436775640262799,0.159149257922298,1.7778273013004
"T0594",0.217677125,0.137906825,0.258090296,0.243830157,0.186917986,0.057108925,0.237717565,0.231832743,0.186545154,0.157535929,0.100547415,0.051318049,0.161548297,0.082106775,0.335419137,0.053062074,0.036724419,0.354682751187052,0.372708375217312,1.88698814281026
"T0589",0.206886812,0.152120064,0.17011581,0.21941583,0.213753149,0.078774996,0.218952539,0.222286697,0.19627224,0.163669733,0.131516084,0.092529183,0.170370574,0.093628564,0.175223475,0.047950987,0.0449822,0.0424921433029681,1.72247069685798,2.5769197773612
"T0590",0.20528884,0.149236723,0.207223434,0.224827474,0.224132379,0.070571196,0.222333423,0.223329067,0.195870252,0.16145227,0.126980081,0.088135002,0.167790967,0.094436726,0.191311297,0.065653398,0.040841875,0.0517577965271636,1.62804382699243,2.52865343918644
"T0591",0.194720749,0.14092789,0.145045074,0.209750244,0.244120937,0.071135081,0.209299625,0.211154751,0.182107179,0.153214347,0.121636025,0.097518911,0.158340734,0.091984866,0.189300586,0.072497569,0.048529937,0.0322403864016059,1.84884101622539,2.64151402451274
"T0595",0.253545472,0.16038452,0.260400003,0.277412657,0.19513421,0.134526091,0.270907726,0.264759156,0.212184464,0.183355117,0.09864335,0.081335595,0.187736936,0.10440686,0.146217676,0.076819549,0.023270325,0.142879039363287,1.06747348931484,2.2421176519935
"T0596",0.238015513,0.143169065,0.268236229,0.266807234,0.101324174,0.134031852,0.260713713,0.251111602,0.186120707,0.165585931,0.102905686,0.066168697,0.170205819,0.09920716,0.107732688,0.076875638,0.030705626,0.239250436072937,0.708715777144343,2.05873848160395
"T0597",0.258231837,0.160852979,0.247291526,0.279876206,0.07588014,0.144132407,0.274160098,0.267105659,0.208604584,0.188863975,0.103453316,0.076300447,0.189244023,0.105148469,0.057527419,0.072322692,0.027683617,0.34953098799613,0.386587010263976,1.89408221352891
"T0574",0.046434225,0.286250691,0.202887862,0.268886306,0.158725173,0.162400565,0.244753297,0.243362991,0.194022889,0.135731274,0.098234939,0.208096496,0.142355421,0.07530019,0.435063206,0.056577893,0.207798925,0.256744697722667,0.653414031346907,2.03047096867977
"T0575",0.120992281,0.086013853,0.288906487,0.260482769,0.046576537,0.164208202,0.233373013,0.233933861,0.184899596,0.135756923,0.107408801,0.093939623,0.138697583,0.085381459,0.437263791,0.06101227,0.294851624,0.478089963284218,0.054947955535668,1.72456475742485
"T0576",0.196870056,0.070401631,0.18978461,0.228538143,0.164256759,0.122109272,0.206034566,0.205115444,0.155861734,0.118011769,0.095016699,0.243068795,0.126668339,0.062945228,0.447483249,0.055190559,0.174857511,0.332700851067944,0.432467453418612,1.9175340232528
"T0572",0.216223228,0.167252487,0.081249438,0.229398494,0.080021376,0.062033166,0.228793329,0.228182826,0.208550571,0.180988287,0.152615098,0.133429704,0.1850965,0.119527508,0.37374308,0.105218535,0.144881658,0.141891911571925,1.07185798688456,2.24435878995273
"T0577",0.170104345,0.088216866,0.269176135,0.217150168,0.207435534,0.143276146,0.192125698,0.194533672,0.057480114,0.148796788,0.114851593,0.075823096,0.147161776,0.091003374,0.37859543,0.065122484,0.038976831,0.435033910551798,0.163572339696247,1.78008816159345
"T0580",0.195579653,0.126043631,0.016984663,0.228445359,0.187598098,0.182522903,0.21920205,0.22015525,0.130855705,0.152465905,0.123870752,0.27541241,0.15269115,0.111821733,0.400673235,0.078736333,0.03690174,0.392851690789085,0.27189418628278,1.83545692354124
"T0581",0.193188912,0.121292559,0.0265286,0.224807666,0.203358105,0.17968142,0.210944734,0.217216183,0.137251995,0.128646763,0.109920671,0.094485735,0.142763278,0.103884455,0.376691232,0.072298387,0.045121424,0.402427012527131,0.247070033053346,1.82276804614458
"T0582",0.189659851,0.117477237,0.036917103,0.225359805,0.154484838,0.17726746,0.216209361,0.216703807,0.141351202,0.142564907,0.112967293,0.284434635,0.145822721,0.100378074,0.405175643,0.069399987,0.038115741,0.422010460997809,0.196752885825586,1.79704841308312
"T1945",0.103157231,0.11589814,0.052824312,0.226291357,0.212183462,0.171028244,0.209994156,0.112856389,0.020107437,0.131722365,0.099473386,0.088413692,0.125403921,0.084445275,0.190634704,0.068282925,0.027917575,0.354877435470323,0.372185325742574,1.8867207858295
"T1946",0.053888579,0.131208193,0.065729849,0.245399296,0.23297577,0.090473779,0.225928789,0.209422625,0.197744049,0.149211943,0.119193183,0.095962004,0.155267496,0.100733721,0.082766763,0.083617472,0.091001472,0.180912512157917,0.911893042761934,2.16259263483053
"T1947",0.06281935,0.127869849,0.070612405,0.238638747,0.221193772,0.030320999,0.215362327,0.185376002,0.186378911,0.14313785,0.115967486,0.102811471,0.147097259,0.100756448,0.029142774,0.084491009,0.082757041,0.34136503893931,0.408740542271772,1.9054060016538
"T1948",0.196270375,0.121537275,0.059062274,0.236135457,0.220688024,0.176987374,0.214691462,0.211482428,0.182045759,0.14022884,0.075348207,0.09660101,0.073316988,0.094762923,0.07774085,0.078530104,0.04841875,0.226860228285998,0.749226903066107,2.07944576234262
"T1942",0.106334196,0.120338407,0.060325179,0.238337795,0.223559904,0.093992289,0.217941299,0.205658706,0.024939082,0.137571792,0.107883879,0.094342604,0.07511079,0.090535929,0.018144517,0.07528868,0.09760202,0.479669171792507,0.0509839078008978,1.72253853259309
"T1133",0.207573921,0.088297373,0.060545114,0.027841797,0.203625582,0.127613957,0.207867811,0.125499528,0.20439003,0.180169923,0.151450249,0.128433265,0.187269879,0.121988966,0.225809158,0.092620305,0.028746731,0.199419668614821,0.84369593934496,2.12773365389904
"T1134",0.205494959,0.082762959,0.051604189,0.16613642,0.195592031,0.117974304,0.204807669,0.046086824,0.200480656,0.168379964,0.13894042,0.115279045,0.179508388,0.107498705,0.243843135,0.083032608,0.042941488,0.17842884295227,0.921369233721785,2.16743639421944
"T1096",0.064720804,0.097449526,0.10585646,0.161135992,0.113106118,0.21726122,0.214201698,0.095916164,0.211117537,0.053803593,0.039687215,0.041141669,0.040387322,0.055741705,0.1136119,0.118640574,0.097675211,0.39362652957357,0.26987936958608,1.8344270490555
"T1094",0.209741229,0.182480295,0.116346025,0.281413399,0.082587044,0.090918596,0.263506014,0.16251615,0.293874102,0.20196292,0.169600469,0.169023569,0.079220234,0.241624605,0.26768584,0.136754949,0.078284289,0.104342567539393,1.25718919455291,2.33909092241032
"T0112",0.140687448,0.133794325,0.076846847,0.254954597,0.436785927,0.249702588,0.042946176,0.142415818,0.25961984,0.201671005,0.112562882,0.140049432,0.174264468,0.159098429,0.241746579,0.108377894,0.038243573,0.489096989687937,0.0273331970006805,1.71044946083648
"T0113",0.222506998,0.056719351,0.055708641,0.215325317,0.133150484,0.264594693,0.313793671,0.214178219,0.266190844,0.190294227,0.184850345,0.256154937,0.250052576,0.046581508,0.059103715,0.068009277,0.052192332,0.323516280193193,0.457888484641377,1.93052799511162
"T0114",0.270755308,0.219063588,0.113229679,0.409782671,0.181277488,0.21043309,0.045503676,0.214168227,0.150043473,0.272700718,0.241926317,0.273442571,0.21249308,0.075026813,0.210539549,0.145874926,0.046072198,0.153609425179401,1.021075118634,2.21840110337521
"T0115",0.298113806,0.072879612,0.07707201,0.072163992,0.249698749,0.153511614,0.107561985,0.254222118,0.193743656,0.282344634,0.306473925,0.299986185,0.307637376,0.072920465,0.077514737,0.102210161,0.062542272,0.409032794124461,0.230033693233274,1.81405991317156
"T0116",0.253916772,0.042636966,0.074759799,0.098283313,0.143646536,0.218246064,0.392275188,0.215942014,0.225841575,0.209173597,0.197819662,0.159495895,0.245799902,0.045780383,0.236247739,0.106920107,0.044656111,0.307349681383872,0.503376824096876,1.95377938084848
"T0117",0.251713305,0.242973667,0.06266779,0.204015108,0.224170983,0.197536271,0.116081307,0.253911764,0.145209552,0.301992335,0.256542171,0.295345545,0.292193348,0.09758754,0.2276844,0.081905427,0.069762055,0.064976850789382,1.51428448611251,2.47050529951743
"T0101",0.290290259,0.158093136,0.083164596,0.347901811,0.13197371,0.151164387,0.054445162,0.162571071,0.129928561,0.209660095,0.163111243,0.143954102,0.104158691,0.296097286,0.168206287,0.110197617,0.053553253,0.286775252453509,0.562830212887362,1.98416900800739
"T0118",0.100361367,0.25800244,0.07813056,0.302084288,0.13582415,0.274259031,0.232874706,0.168783626,0.127201753,0.070414858,0.086493076,0.248930122,0.283869151,0.140639155,0.156773973,0.110973122,0.06759353,0.273433859300653,0.602460394964153,2.00442599389255
"T0119",0.235514792,0.172018146,0.065678224,0.373193565,0.151586653,0.221418325,0.201601412,0.183029451,0.167161806,0.285796492,0.055433489,0.261956093,0.300368732,0.053954542,0.260714325,0.080538406,0.063851424,0.243471798475604,0.695178256542783,2.05181877169158
"T0094",0.273991541,0.297480221,0.080584823,0.156305305,0.106809335,0.062591157,0.032264643,0.357518953,0.340623996,0.232771969,0.27234236,0.16669569,0.203854904,0.204352803,0.227787992,0.209970852,0.030158642,0.414770394777845,0.21529055941761,1.80652395350758
"T0095",0.171926496,0.178349991,0.045508612,0.31371948,0.134129015,0.307645971,0.211622484,0.256672716,0.334982504,0.137727018,0.166895596,0.076627271,0.082906438,0.287951257,0.315478485,0.288734759,0.080252727,0.291831394513272,0.548042400813119,1.97661021103089
"T0110",0.122564778,0.215803148,0.082440751,0.190064515,0.31928201,0.247533425,0.288182415,0.127109319,0.248253977,0.127582607,0.140893781,0.129754021,0.169953783,0.082237778,0.222867098,0.071478507,0.03090691,0.211200466714479,0.802262839226446,2.10655510562357
"T0111",0.117768417,0.158307912,0.086121038,0.1974106,0.365240569,0.241286219,0.275126549,0.118396126,0.213642589,0.124959213,0.09220095,0.096914031,0.159903248,0.156587613,0.221181847,0.068934911,0.038000543,0.372137446787443,0.326197551785532,1.86321411391635
"T4024",0.146228986,0.160932199,0.043026605,0.30420167,0.153697942,0.231790372,0.255881559,0.087408795,0.077287373,0.194143174,0.132154919,0.36024335,0.126939751,0.220558583,0.07675907,0.05961459,0.168633223,0.425876684250954,0.186881724486633,1.79200276440238
"T4025",0.156069774,0.121448136,0.08884345,0.293827541,0.120862539,0.276319648,0.266843509,0.101084871,0.086331287,0.196152511,0.072729656,0.358310082,0.140737389,0.122969455,0.209023616,0.064406154,0.11295616,0.381087853619349,0.302624938128946,1.8511649615508
"T4026",0.154001378,0.114025825,0.086385232,0.310297293,0.070210786,0.230746357,0.26695017,0.108829367,0.089519669,0.203061854,0.239828933,0.368359454,0.13683106,0.161069122,0.292623864,0.125028666,0.112350006,0.296948803995787,0.533196436556379,1.96902168953943
"T4027",0.165927271,0.099101274,0.094001848,0.277159476,0.145580461,0.213202831,0.258589203,0.105905264,0.109125835,0.082194276,0.094463517,0.33360432,0.142467499,0.097430737,0.23176953,0.080416166,0.085840707,0.309743164217687,0.49657848478961,1.95030440656946
"T4028",0.160167093,0.080957575,0.088441907,0.296185696,0.11994437,0.1058686,0.27033452,0.089967393,0.127930662,0.16523585,0.072397968,0.359518044,0.143422158,0.076040149,0.275583942,0.127154749,0.1371136,0.367345854352569,0.338891180457285,1.86970246807876
"T4029",0.163608076,0.154629229,0.160722497,0.287572572,0.134174159,0.098989799,0.263667748,0.068959398,0.170268509,0.189451653,0.065233381,0.34822243,0.148058871,0.112122598,0.239597477,0.099793295,0.152624853,0.173187075797207,0.94164552903494,2.17780063194022
"T4030",0.157338095,0.115044118,0.070800832,0.306217977,0.080136516,0.077704448,0.260131904,0.090480651,0.062821992,0.179617288,0.161595953,0.364406258,0.138618021,0.165111721,0.253279191,0.097789689,0.127237586,0.46550744468834,0.0865680167379881,1.74072736632284
"T4031",0.168300404,0.110086311,0.112577377,0.273806629,0.175178878,0.267331113,0.253387998,0.118271203,0.225483271,0.238852822,0.127688558,0.319514011,0.153373774,0.125546617,0.258511724,0.144751346,0.123344743,0.0178772900583719,2.09970749223187,2.76974453967099
"T4032",0.159945348,0.098338059,0.099166056,0.279509837,0.159058224,0.254690237,0.250955012,0.119819041,0.187967359,0.240622874,0.080872363,0.330429415,0.143455255,0.085974075,0.266257552,0.143192591,0.110254331,0.0939163519546644,1.31701766339363,2.36967227191026
"T4033",0.173968157,0.140552997,0.150207607,0.291512153,0.188884867,0.276589682,0.27009118,0.121364623,0.058113985,0.054381904,0.068149332,0.333912997,0.156936536,0.149595686,0.286000965,0.159978877,0.12863341,0.263919297060838,0.631308861197208,2.019171900741
"T4034",0.177979581,0.127387985,0.130348907,0.289975,0.19598866,0.277314057,0.268110597,0.116934167,0.093995955,0.115204179,0.0790688,0.32710805,0.156053394,0.074673324,0.27849171,0.161188013,0.108821432,0.14080624528323,1.0767040766193,2.24683587096045
"T4087",0.135346581,0.08478093,0.114899217,0.285458494,0.146263625,0.267034453,0.244750551,0.112092771,0.083719544,0.201566743,0.251220447,0.278813632,0.133462567,0.087335986,0.145864837,0.081068423,0.113979727,0.141454706259265,1.07380650794381,2.24535477739275
"T4088",0.179689421,0.221525934,0.149009391,0.328129128,0.116142453,0.045654589,0.267324042,0.127346587,0.098101504,0.256378513,0.302797493,0.05191277,0.184893205,0.051530301,0.289804642,0.048876932,0.044288055,0.488256172897363,0.0294416619098433,1.7115272036493
"T4089",0.154773124,0.215486735,0.147722168,0.29034145,0.140639143,0.118662634,0.246548798,0.112366421,0.299693332,0.223255066,0.265698918,0.118828949,0.143352072,0.10915297,0.291802235,0.078268369,0.107405876,0.0724810779765222,1.45755893370849,2.44151000718823
"T4090",0.154833514,0.204272629,0.071666564,0.230520385,0.079927684,0.232020285,0.142194286,0.133539219,0.26737954,0.203200834,0.222130866,0.074210971,0.150467095,0.092470886,0.279850808,0.155749215,0.068419324,0.0922789400991687,1.32685128961876,2.37469873450023
"T4091",0.134180706,0.077770895,0.109731355,0.288876357,0.080939204,0.133551723,0.250646632,0.089930247,0.290346985,0.194431524,0.258168432,0.333109142,0.117473507,0.102805677,0.276137182,0.123685628,0.106410168,0.264364704054529,0.629946775017628,2.01847566976077
"T4092",0.149065107,0.069654742,0.061715211,0.298652173,0.117141403,0.205737111,0.253442898,0.111405575,0.270674717,0.221973143,0.263812552,0.308996145,0.155480228,0.12045978,0.27789764,0.101560251,0.12003518,0.165958903740165,0.970258199205209,2.1924260115222
"T4093",0.153022569,0.151255845,0.145778154,0.183105487,0.122446669,0.074591765,0.251073934,0.127953823,0.080158742,0.178588941,0.09368491,0.337471477,0.145942206,0.200410386,0.281486757,0.078072007,0.076405167,0.273414336052087,0.602519071590675,2.00445598647732
"T4094",0.155082978,0.126102589,0.130975896,0.295176368,0.103673021,0.165139237,0.26663544,0.125617407,0.118196862,0.239100033,0.274106082,0.068983888,0.12934466,0.206596839,0.210410231,0.164433508,0.081497795,0.0988772416514608,1.28797552436577,2.35482736912324
"T4095",0.105010572,0.101508018,0.108683475,0.285365782,0.075757805,0.274063812,0.250612933,0.099242594,0.116502841,0.174895629,0.27042635,0.13931875,0.064442783,0.225593547,0.29819732,0.110747461,0.093728415,0.342075801432998,0.406804470768803,1.90441637781022
"T4097",0.168436174,0.100515425,0.087237799,0.27374085,0.193815448,0.272362149,0.263633732,0.109962959,0.056267277,0.205322674,0.281876387,0.252751452,0.08463856,0.101875979,0.12370522,0.065875717,0.076246708,0.324611925088726,0.454840695991327,1.9289701165345
"T4099",0.11451814,0.094351685,0.143086738,0.255409165,0.099331002,0.273171918,0.236847137,0.125556018,0.07292766,0.162873368,0.113751834,0.298461703,0.139121067,0.110571556,0.244189193,0.098955288,0.102470119,0.17903827106701,0.919036383260169,2.16624395662777
"T4101",0.13566469,0.126095241,0.054261903,0.285905318,0.110977681,0.124984986,0.2311622,0.089819325,0.115036279,0.166886482,0.232122497,0.206624606,0.131909581,0.090280661,0.270195275,0.094380219,0.12430428,0.124593904576833,1.15232436312149,2.28548921535685
"T5038",0.167709117,0.054427651,0.129983441,0.291128573,0.113904183,0.217109651,0.271134321,0.113521595,0.08919569,0.152340554,0.141987932,0.336605561,0.149476875,0.142500236,0.298600414,0.171169503,0.117726292,0.201044004054729,0.83789797155036,2.12477001998108
"T5039",0.161376988,0.059017991,0.035129209,0.31632951,0.176360149,0.312375307,0.290434002,0.103775604,0.101697654,0.133364862,0.158194317,0.361318685,0.142063022,0.088207736,0.324796602,0.167363522,0.057692244,0.491741949710164,0.020701340832573,1.70705958449098
"T5042",0.17705571,0.076479003,0.056849889,0.280734517,0.175583093,0.276554657,0.266213124,0.124567628,0.057904107,0.070452433,0.137095157,0.322699426,0.157430897,0.103101303,0.287034524,0.180271014,0.099487257,0.344721030364845,0.39961234731188,1.9007401205811
"T5043",0.149826557,0.160887781,0.088477042,0.268737394,0.129829876,0.087888163,0.251827071,0.107008172,0.114173615,0.087405586,0.086199343,0.32351568,0.127043375,0.209790446,0.197503233,0.088594956,0.086160568,0.301273579829661,0.52074107042679,1.96265512338556
"T6958",0.168775485,0.088259683,0.119291818,0.310140033,0.163443249,0.272302681,0.268277363,0.124387249,0.090562425,0.248549193,0.075612166,0.329395139,0.1725648,0.102744409,0.307454907,0.175284273,0.146369982,0.147358464979471,1.04783001731605,2.23207688220234
"T6959",0.177829589,0.086804364,0.149445281,0.056560643,0.180944857,0.252587367,0.268420064,0.126088835,0.117675744,0.241393171,0.133556073,0.318559936,0.16455712,0.073983608,0.290232303,0.179852744,0.135388588,0.0838216161420447,1.37981623608568,2.40177179136657
"T6962",0.174459107,0.111294817,0.1358048,0.317545579,0.172872735,0.248615384,0.267918296,0.144680146,0.129495212,0.226097617,0.090152704,0.328231515,0.173904913,0.072982164,0.296599338,0.185739387,0.103466903,0.057637656209714,1.57491826356948,2.50149828288878
"T6963",0.175978184,0.079627467,0.154378572,0.279523419,0.152237843,0.044363924,0.255901031,0.125397158,0.096623794,0.233280782,0.110379247,0.32401751,0.16236208,0.099969959,0.290156299,0.181881493,0.121280972,0.192172715770945,0.869917609078725,2.1411368725028
