"","cvpA","glnB","glrR","hflD","ispE","lolB","prs","purB","purC","purE","purF","purK","purL","purR","speA","speB","ubiX","pval","z","inv_cof_var"
"T5318",0.130347011,0.139424739,0.078243109,0.143065821,0.150671597,0.098464833,0.146032892,0.095428234,0.281256133,0.196075508,0.241893941,0.346781103,0.121774358,0.211091179,0.079173575,0.139073415,0.1094554,0.229409800442063,0.740791943386907,2.07513422880406
"T5545",0.125736513,0.241366444,0.079350838,0.176636323,0.071898303,0.299935905,0.254311873,0.116537694,0.265783267,0.086464243,0.130667195,0.333412381,0.150532251,0.093499765,0.304441068,0.170344766,0.102776199,0.238289031516115,0.711817066490107,2.06032370708641
"T5553",0.08944683,0.232466485,0.09572881,0.093030213,0.12468855,0.31024954,0.174705895,0.105441896,0.081364857,0.102683054,0.091187626,0.112501348,0.130251873,0.117835612,0.331991432,0.145060116,0.102205339,0.385326485636555,0.291520887594029,1.84548912098772
"T5547",0.151524295,0.255946831,0.089389162,0.085544531,0.098182752,0.309762187,0.285925314,0.093122903,0.151883813,0.086564528,0.087531037,0.087801229,0.132878116,0.253302197,0.323598389,0.15758922,0.096519156,0.42648546445537,0.185329082089139,1.79120913052329
"T5549",0.070705532,0.248579563,0.066322896,0.215141279,0.171040768,0.311593484,0.278461529,0.109704205,0.18006806,0.093557198,0.092507835,0.074123405,0.13406179,0.115305404,0.318955666,0.1601067,0.097883375,0.357104849998476,0.366208231973372,1.88366559158683
"T5551",0.118029314,0.255609036,0.085267977,0.092239422,0.135129542,0.32518635,0.275198174,0.10722234,0.09513074,0.091098191,0.082004683,0.094100976,0.146609026,0.083383736,0.329961626,0.17528767,0.116940732,0.420931772404434,0.199510354039444,1.7984578942351
"T5555",0.134823973,0.213297939,0.166573996,0.123221246,0.123449138,0.087372936,0.119915479,0.107345358,0.070458499,0.245281498,0.252976064,0.218536039,0.117397302,0.128899205,0.27860585,0.142019753,0.104540615,0.0757073647255666,1.43455225110038,2.42975013073968
"T5557",0.144542898,0.211125003,0.162134856,0.084880605,0.084182749,0.218416315,0.136994503,0.10444748,0.124995524,0.223060483,0.226313372,0.255635714,0.100792613,0.137181252,0.246164764,0.143876277,0.112511533,0.0246288178127474,1.96635484459782,2.70158127219882
"T5559",0.079288864,0.240629267,0.079815283,0.073757721,0.189698628,0.277743777,0.262763243,0.130794498,0.085714158,0.07712311,0.121376561,0.082755322,0.152272207,0.263996614,0.304950159,0.177183063,0.120907703,0.325108042069071,0.453462022509221,1.92826540694691
"T5561",0.117754637,0.239501947,0.097513938,0.101625864,0.108761633,0.30798167,0.271760815,0.10909663,0.108619024,0.102578344,0.097300887,0.094087799,0.125618338,0.240667135,0.310183858,0.146776549,0.103928546,0.33501720254039,0.426100789301622,1.91427969994681
"T5563",0.141156754,0.215813633,0.115570884,0.08077815,0.077132996,0.235443667,0.117602077,0.107755419,0.238932552,0.236478364,0.115281342,0.290819783,0.120116736,0.205975455,0.110703658,0.141733318,0.103304358,0.121435054884211,1.16784297489236,2.29342156093605
"T5569",0.1362141,0.207197553,0.24002196,0.204226785,0.110334337,0.24837757,0.077550799,0.099824785,0.252281301,0.0658902,0.064478383,0.156544677,0.123331736,0.094716189,0.233636201,0.202908128,0.105428913,0.113098028475835,1.21021590402059,2.31508050324422
"T5565",0.142089926,0.202927182,0.054969254,0.106576871,0.16190559,0.192306516,0.106480592,0.122151881,0.198381221,0.203693196,0.163893127,0.261112883,0.14150563,0.158643166,0.231809285,0.141421536,0.120179554,0.00544633295642827,2.54612345026701,2.99793026294887
"T5567",0.144050169,0.169722418,0.076852134,0.25125459,0.082910556,0.248926923,0.140461984,0.114267235,0.237840268,0.212290086,0.194398284,0.270867635,0.088404058,0.104706349,0.249767605,0.093210877,0.118179034,0.0779047803339121,1.4193069023862,2.4219574636982
"T5571",0.125231667,0.191935088,0.146760345,0.166161508,0.088570825,0.127601718,0.084869649,0.094441779,0.218370353,0.196444952,0.1475927,0.277049504,0.109866804,0.088254519,0.149907603,0.13412792,0.098353809,0.015719208330799,2.15147893591393,2.79620753703723
"T5577",0.123385627,0.173221292,0.190491994,0.238983296,0.130038069,0.215059025,0.097883399,0.100541064,0.223674629,0.201795098,0.227283605,0.226557646,0.110927038,0.113392761,0.109169419,0.229807201,0.092225252,0.00641058254365898,2.48869847696269,2.96857746130322
"T5573",0.120343274,0.186451625,0.125873911,0.112500854,0.09240752,0.233082595,0.172863383,0.091039725,0.188847855,0.198992189,0.112673231,0.292608867,0.101485563,0.144890102,0.247420967,0.129675033,0.094270534,0.0587914098402278,1.56500038225618,2.49642875327156
"T5575",0.135507902,0.203442741,0.109544453,0.101386813,0.071128232,0.249018158,0.095147439,0.085029527,0.247241928,0.223130623,0.217880337,0.286237194,0.116768944,0.071477553,0.091888287,0.098281132,0.113805245,0.193661458654451,0.864482449695967,2.13835868827224
"T1708",0.183166066,0.139469606,0.058205533,0.202254607,0.207711972,0.113314944,0.204312448,0.204075484,0.184036027,0.156892155,0.126263587,0.107772657,0.108950015,0.067176261,0.157314631,0.283253767,0.066786315,0.0307521824741784,1.86985205770129,2.6522538280742
"T1709",0.183576394,0.120736715,0.08439599,0.177687376,0.198713699,0.123438108,0.196900468,0.194460578,0.178703701,0.151616306,0.133132263,0.111433818,0.060738427,0.108467519,0.07666941,0.383903204,0.062207143,0.317021590336056,0.476043790597013,1.93980808814201
"T1712",0.089709695,0.143992675,0.021667907,0.268404766,0.23943621,0.039156677,0.239441063,0.238429834,0.104298176,0.157344568,0.133882086,0.126585268,0.058102375,0.124304567,0.080026659,0.109754111,0.06233762,0.498807569621641,0.00298898415252749,1.69800590518753
"T1713",0.143872463,0.121115559,0.016141945,0.263908453,0.236333597,0.055503362,0.232271541,0.121578114,0.119643963,0.139803722,0.114145058,0.103304277,0.081755532,0.101160694,0.061887579,0.084912474,0.044754436,0.483133640124333,0.0422902969891438,1.71809478940857
"T0152",0.292997003,0.064533701,0.077524585,0.319899953,0.267421582,0.279379913,0.166503269,0.316742808,0.238961886,0.205798241,0.13889546,0.115097368,0.227244028,0.096446431,0.388889733,0.362199917,0.033281166,0.278409821727699,0.587571949699183,1.9968157582141
"T0153",0.351484496,0.267738515,0.04780429,0.398535795,0.337785231,0.325478433,0.378139994,0.357570372,0.339575547,0.244553432,0.158059923,0.131342036,0.217330616,0.109228045,0.185682332,0.212681692,0.047167943,0.160902007615637,0.990757482064071,2.20290422943003
"T1088",0.280947245,0.083307131,0.0474434,0.311738858,0.163942589,0.264000501,0.17454131,0.306230237,0.272860422,0.185922448,0.135803573,0.114406837,0.209334704,0.132153797,0.411407716,0.432653244,0.04115297,0.411349511825766,0.224074898926506,1.81101407270757
"T1091",0.185253256,0.115622106,0.009036113,0.233090466,0.21309173,0.164038589,0.068681408,0.162880629,0.075611658,0.069753923,0.106239285,0.09401149,0.129984024,0.096985489,0.083077462,0.086574028,0.064017984,0.334255712825819,0.428191882655022,1.91534856328088
"T1089",0.306806614,0.049095834,0.043386099,0.322875566,0.285889761,0.246655226,0.255285568,0.304569267,0.290478655,0.21656912,0.137859484,0.102102816,0.178546044,0.060498126,0.353047903,0.366492004,0.047691403,0.304963745017003,0.510176962932392,1.9572552749572
"T1092",0.206572336,0.297093875,0.062625864,0.141905885,0.238805533,0.157560438,0.237138049,0.23497868,0.099598032,0.17907669,0.144248071,0.137467412,0.323452301,0.135630898,0.184900031,0.11628399,0.053748165,0.129108917757462,1.13061342256968,2.27439165805925
