"","bioA","bioB","bioC","bioD","bioF","birA","pval","z","inv_cof_var"
"T5308",0.216284851,0.136989005,0.126104688,0.125460683,0.140884327,0.078951575,0.306217279007628,0.506601354146849,3.91148556295332
"T5310",0.216303557,0.153070346,0.151752987,0.123690579,0.13415673,0.081196958,0.247805862778827,0.681410587299805,4.32765294876765
"T5312",0.222526568,0.175315487,0.176352498,0.150811782,0.152818252,0.093689519,0.0782254946882923,1.41710924715584,6.07912672676592
"T5314",0.219231027,0.154148982,0.152740772,0.126933088,0.14431545,0.079969223,0.220345981872326,0.771025252523126,4.54099809240764
"T5316",0.215266769,0.157493884,0.153790546,0.121326917,0.139342492,0.073713323,0.230799406300538,0.736216729681817,4.45812963235182
"T5318",0.212866458,0.164054661,0.163010664,0.11876741,0.130317377,0.075641764,0.250976527414021,0.671419925678136,4.30386823525651
"T5545",0.146488154,0.130993964,0.096382582,0.196531907,0.096758791,0.08802417,0.414708615972024,0.215449049333362,3.21834086239838
"T5553",0.213478077,0.093001448,0.120081599,0.150322626,0.10251595,0.09539237,0.48443614445624,0.0390227018813272,2.79832362141181
"T5547",0.067792606,0.087951845,0.162325013,0.11401972,0.087901612,0.068444216,0.475949753938724,0.0603215887990458,2.84902976507155
"T5549",0.073674494,0.111578119,0.152318958,0.148930304,0.111876258,0.100316892,0.336641650173969,0.421646170836885,3.70923322243451
"T5557",0.229538909,0.175770316,0.138479908,0.182440864,0.087116522,0.118700486,0.441328349940851,0.147602223934697,3.05681829604025
"T5563",0.240185333,0.170340905,0.084367234,0.208481539,0.196460174,0.131359066,0.442761617644519,0.14397117018164,3.04817386621863
"T5569",0.223773438,0.160964455,0.094423673,0.183494418,0.237854653,0.10964323,0.423637084393772,0.192597543660951,3.16393840775637
"T5567",0.221877622,0.167132032,0.097898532,0.171438817,0.18044465,0.126403295,0.329667568330695,0.440831293609436,3.75490713934823
"T5571",0.212864792,0.13845681,0.144743886,0.167931493,0.16398975,0.099492275,0.106633073951577,1.24463445865456,5.66851694057314
"T5573",0.20943239,0.157524947,0.124422697,0.144159347,0.119669509,0.092405072,0.266102295556531,0.624644218722909,4.19250956539643
"T5575",0.239935685,0.170484664,0.19716568,0.20974936,0.101497746,0.100511163,0.367441635695389,0.338636912924877,3.51161353587367
"T1710",0.084166837,0.068893316,0.056445201,0.056391644,0.061529624,0.076174105,0.109438343263141,1.22952058018643,5.63253541272047
"T1711",0.106339587,0.13771613,0.10470222,0.057339658,0.064867281,0.091857535,0.475850660279402,0.0605704339582847,2.8496221893819
"T1712",0.095141601,0.13771613,0.10470222,0.055796484,0.061617279,0.083380243,0.498231011087209,0.00443421215735637,2.71597899299567
"T5778",0.075141936,0.100938556,0.099011265,0.160115981,0.073602369,0.115464468,0.466922602878892,0.0830079657062908,2.90303909856497
"T5779",0.077585619,0.097632109,0.076312652,0.153894892,0.076873008,0.108773806,0.468549270663004,0.0789171257756668,2.89330005830373
"T5782",0.093110368,0.075030155,0.077010856,0.154313224,0.080915055,0.08565633,0.469966934140836,0.0753529813016071,2.88481491903688
"T5784",0.073070341,0.075465322,0.128443213,0.124781887,0.141413105,0.089674743,0.385837809495364,0.290183813076706,3.39626150592243
"T5788",0.092064083,0.114559322,0.102449333,0.123785997,0.092831874,0.090836591,0.0199534272202469,2.05471174921402,7.59706351811403
"T5794",0.069547755,0.096688847,0.087605707,0.105296784,0.067177014,0.089854056,0.155739001386738,1.01212560163855,5.11498437562927
"T5796",0.066486156,0.101878739,0.067336903,0.136476624,0.069978492,0.082390904,0.469810545702197,0.075746109321874,2.88575083676579
"T5798",0.095165089,0.123918542,0.115939013,0.129722847,0.060962853,0.100401017,0.32861244468991,0.443747859350827,3.76185059146605
"T5800",0.086644483,0.09643297,0.106818424,0.140695279,0.104341859,0.086363581,0.14367165538263,1.06396774696884,5.23840468763439
"T5802",0.097774968,0.092211793,0.098958847,0.157154168,0.09301646,0.095476958,0.309661109710562,0.496811167358051,3.88817811878095
"T5806",0.071343519,0.139032232,0.068242737,0.134251305,0.080082645,0.110021171,0.48196249603707,0.0452287329780635,2.81309828572003
"T5808",0.101801699,0.119526743,0.079813236,0.139872443,0.074101458,0.112273709,0.329264807220236,0.44194415938327,3.75755653281278
"T5814",0.102915004,0.097142139,0.101455782,0.136553849,0.112019637,0.096017205,0.0367533068650411,1.78967226421518,6.96608546495234
"T5818",0.075803611,0.096343991,0.078895742,0.148304725,0.090866736,0.101355842,0.394527887718729,0.267536941163308,3.34234622175192
"T5820",0.114448363,0.069669068,0.129745823,0.159763876,0.118653855,0.104038482,0.346913514991958,0.393666835065442,3.64262297070579
"T5822",0.104661752,0.10628166,0.086865182,0.090166694,0.082088484,0.060054854,0.00622839903315802,2.49893265591156,8.65461780246138
"T5791",0.077610557,0.096844995,0.091564773,0.11499109,0.071781849,0.094256174,0.135767667706408,1.0995337172678,5.32307639871224
"T5793",0.07587165,0.087642744,0.090811414,0.145177112,0.070304299,0.084129692,0.425982919441702,0.186610748276525,3.14968567671006
"T5795",0.08167349,0.08391136,0.087018005,0.123270291,0.086484752,0.074849827,0.135141335957113,1.10241182743095,5.32992829984514
"T5807",0.108293022,0.107558391,0.097064663,0.141682862,0.0418232,0.104092668,0.494293471917164,0.0143046324690728,2.73947744867748
"T1091",0.078248679,0.115585102,0.069084347,0.059950066,0.062620609,0.018519775,0.38439627028854,0.293954671721136,3.40523876848473
"T1089",0.047929981,0.083354679,0.045945231,0.055749803,0.044859883,0.043113479,0.377242857964854,0.31273011230917,3.4499373572612
