"","cra","eno","envC","fbaB","fruA","fruB","fruK","glk","gpmM","pfkA","ppc","pykF","pyrG","tpiA","yibQ","pval","z","inv_cof_var"
"T0829",0.088964855,0.289784766,0.062557631,0.219437961,0.152060797,0.069421934,0.171058383,0.162399474,0.257230029,0.226526492,0.238961466,0.248258951,0.071487494,0.114972372,0.08447567,0.0666454768440521,1.50124983876173,2.14928549248339
"T0827",0.131959589,0.299147038,0.076029006,0.239159157,0.163951871,0.086047938,0.158258323,0.190533814,0.310344375,0.148707004,0.152079512,0.144767127,0.156800969,0.083511149,0.161849068,0.0237271657729095,1.98222260686127,2.36348061167572
"T0805",0.113089638,0.093044357,0.053184482,0.243725987,0.154215079,0.058705691,0.056039354,0.17542144,0.383779716,0.061908489,0.272312788,0.349610982,0.180243713,0.070444244,0.18598002,0.481473459893759,0.0464558536084954,1.50141145112873
"T0828",0.078618909,0.491138924,0.055160855,0.251322939,0.182364982,0.072326894,0.219568026,0.184427057,0.310085239,0.211740028,0.218228508,0.249996541,0.143168709,0.17368829,0.161103218,0.132268302428827,1.11573261618464,1.97760028925062
"T0800",0.14597802,0.089933369,0.057412531,0.246389972,0.187802051,0.07647774,0.078278244,0.205700592,0.338908848,0.043814706,0.300982244,0.307033736,0.150498985,0.071837019,0.21486167,0.348149281118027,0.390321858009422,1.65454781286056
"T5127",0.080601208,0.35346429,0.065063268,0.277586319,0.09683143,0.136726129,0.139325792,0.083863002,0.236728445,0.410051568,0.230293646,0.315767389,0.358981783,0.334898521,0.058530208,0.236822588958623,0.716560737569789,1.79983415821586
"T5129",0.092625175,0.346251367,0.063411951,0.076780932,0.057310498,0.122411024,0.070947738,0.124626013,0.233157085,0.399052112,0.242279419,0.305296089,0.359122986,0.340702803,0.057162575,0.459493836317065,0.101708981852988,1.52601773068348
"T5131",0.095241949,0.353296781,0.067816796,0.079482802,0.099192215,0.139232824,0.117808888,0.123718364,0.19744743,0.380102631,0.254746351,0.066174872,0.358163833,0.373560047,0.067244854,0.468449406772191,0.0791682306242369,1.51597949314416
"T5133",0.088953367,0.332043529,0.069664377,0.060342298,0.107928993,0.109690015,0.080922984,0.109336856,0.238669071,0.360100773,0.27046989,0.127080827,0.333489849,0.214092228,0.070627179,0.386108035306298,0.289477401958063,1.60963801397702
"T5135",0.12438301,0.320419986,0.109371548,0.059596081,0.059097312,0.162199793,0.065081746,0.079923539,0.246200674,0.368389362,0.260308298,0.325175349,0.310894026,0.359839225,0.069767378,0.388755464649046,0.282564196477693,1.60655930563825
"T5137",0.090834563,0.322491605,0.090497192,0.293490825,0.16294713,0.130073545,0.084778457,0.200227053,0.240968191,0.352127811,0.248002729,0.080607719,0.315598647,0.340595902,0.111846194,0.0885639010239159,1.34965148225254,2.08177308804903
"T0033",0.067638512,0.40820379,0.119207104,0.240148348,0.236993862,0.143239815,0.230479967,0.158117838,0.406988172,0.316961108,0.290838346,0.395847186,0.19438656,0.739328977,0.040166413,0.377356030173485,0.312432228752872,1.61986065481547
"T0034",0.086072942,0.374182653,0.270781711,0.253832108,0.222930131,0.106625877,0.145636474,0.180804482,0.375437465,0.375739555,0.305609616,0.360852351,0.132049452,0.62270236,0.049619496,0.22657476309516,0.750174646924106,1.81480368621869
"T0035",0.059878557,0.415286199,0.023456948,0.235841319,0.278592056,0.164905408,0.284646331,0.164365492,0.418434438,0.418910648,0.294315057,0.398772924,0.183494873,0.789094355,0.02007591,0.491230099654744,0.0219846509975291,1.49051351156191
"T0038",0.074187744,0.435019578,0.157655117,0.260209731,0.273469251,0.122360498,0.22665136,0.136866517,0.424345459,0.435531561,0.332249982,0.305559529,0.224187855,0.843164703,0.034557115,0.46644596441921,0.0842069043149737,1.51822340253642
"T0015",0.085621997,0.391802199,0.344837097,0.231317439,0.305722083,0.118748789,0.286906963,0.156749986,0.375969911,0.245866741,0.282141494,0.392513549,0.193775753,0.59580144,0.034934196,0.107220406072019,1.24144660339893,2.03358541826719
"T0016",0.115762247,0.37910871,0.22644606,0.26354688,0.316309618,0.126722311,0.233753382,0.185511322,0.373469255,0.360876212,0.297083905,0.354140488,0.160754839,0.752097398,0.04430086,0.27520022418351,0.59716017052581,1.74666063076092
"T0020",0.076177196,0.337881107,0.057801738,0.276739924,0.162400648,0.069473248,0.063308556,0.315730461,0.277534154,0.27127414,0.316017844,0.151500174,0.319671717,0.189308027,0.045059735,0.214570770492977,0.79066151249672,1.83283399806216
"T0056",0.057205782,0.264407396,0.053967225,0.246400417,0.136376038,0.180600558,0.126772207,0.166258931,0.199535256,0.270081396,0.255439585,0.195733997,0.229989168,0.255712748,0.062846408,0.00531362149829505,2.55472267869486,2.61843625419275
"T0054",0.147702419,0.278673173,0.073422838,0.260720682,0.089284954,0.148480558,0.107895877,0.202823943,0.221241796,0.27848698,0.276006427,0.139049661,0.24607906,0.278403702,0.069210363,0.033337691071857,1.83385593466179,2.29740739684173
"T0055",0.139374691,0.263360785,0.068827822,0.255536548,0.092461922,0.120489692,0.101392821,0.196935188,0.20140483,0.248732183,0.257156002,0.143776706,0.263511342,0.285133095,0.068956933,0.0393382261426324,1.75841776682296,2.26381196603234
"T1864",0.220213729,0.096916276,0.088510277,0.338326866,0.158678293,0.088673361,0.107593832,0.305151563,0.102719506,0.221422446,0.336186262,0.217542571,0.334761921,0.2504219,0.092674578,0.168211545015351,0.961256746854331,1.90880642099424
"T1868",0.281856225,0.093725454,0.084452337,0.306993173,0.129151841,0.083069995,0.089347926,0.339224111,0.089548917,0.268535028,0.35165287,0.219906927,0.351905642,0.237581818,0.096039275,0.268768028288112,0.616543219114628,1.75529262549775
"T1866",0.303719732,0.095531867,0.095515973,0.20775325,0.135422227,0.095114877,0.104042343,0.199785062,0.098204259,0.096324043,0.099688579,0.24326392,0.214201547,0.285118552,0.101202914,0.0522099443804651,1.62379349541172,2.20385875501158
"T1870",0.31015764,0.095721001,0.095763772,0.206983742,0.139686976,0.095771322,0.107089132,0.210981681,0.096374638,0.095727167,0.096935547,0.220860018,0.203003359,0.282297536,0.099842163,0.0385277723936211,1.76803205602789,2.26809356773369
"T0025",0.06039058,0.360541565,0.17246652,0.261004986,0.312935907,0.145909444,0.199724002,0.158810511,0.219108308,0.306717034,0.315539325,0.351962333,0.175868452,0.719763709,0.040713644,0.326811783965876,0.44873398162766,1.68056091092039
"T0029",0.064072361,0.32902571,0.081698842,0.294726587,0.069132007,0.03655664,0.083108412,0.343901975,0.269032444,0.227323114,0.277805427,0.367248718,0.280055916,0.491450601,0.034184889,0.401594269959075,0.249222675848818,1.59171108249794
"T0032",0.04796915,0.405067724,0.184576166,0.23719737,0.11305078,0.05441648,0.096911487,0.138647663,0.339784583,0.195441132,0.323089327,0.232111188,0.189522017,0.527629333,0.047011116,0.397621896402175,0.259507374549711,1.59629124256147
"T0026",0.046531235,0.388361723,0.254405703,0.234224648,0.286918708,0.177824467,0.264406566,0.150642232,0.368063296,0.290443776,0.285388057,0.388252345,0.203187249,0.778311368,0.038753957,0.282903611869792,0.574237311678195,1.73645222644212
"T0003",0.094895089,0.323303574,0.291060467,0.224073149,0.329804243,0.328072781,0.191399065,0.168851907,0.321776687,0.323299846,0.28317025,0.331268771,0.200775119,0.459265154,0.045069345,0.00239510828564444,2.82081267616178,2.73693605813907
"T0004",0.050228718,0.363622734,0.236425232,0.268783704,0.263237399,0.140592602,0.258081986,0.166354809,0.374364496,0.393047456,0.332552645,0.394911888,0.158712644,0.690757259,0.027014885,0.212410706722053,0.798084572641165,1.83613976370601
"T0005",0.086159317,0.351745996,0.319045962,0.281393683,0.264676928,0.163907755,0.314019949,0.196588836,0.349274586,0.322692898,0.341352894,0.347164339,0.171362746,0.757570778,0.042403101,0.182384123142247,0.906316704685929,1.88433957035072
"T2403",0.091540138,0.323579178,0.057673568,0.345061059,0.142861505,0.059815881,0.114819592,0.312860591,0.376759851,0.115642725,0.229634583,0.332274793,0.367821178,0.05931871,0.048494164,0.427807457568494,0.181958983200249,1.56175605048832
"T2415",0.147830251,0.40423896,0.226132325,0.236497974,0.073249838,0.04856961,0.124822752,0.156691132,0.044562139,0.155088822,0.2757633,0.291833033,0.32770889,0.186248684,0.042464164,0.372524734226586,0.325173890146057,1.62553499203752
"T0009",0.06825806,0.356843038,0.083828969,0.258332886,0.089064552,0.06542396,0.100585299,0.068515879,0.328026225,0.201089316,0.274214893,0.363194852,0.354361288,0.064694823,0.064128014,0.471570386495677,0.0713228963343821,1.51248567306791
"T2674",0.107264909,0.352034329,0.04515821,0.187398405,0.182908579,0.053195785,0.111193952,0.191149476,0.315171768,0.237892328,0.288723831,0.458007028,0.285801498,0.544618634,0.045786073,0.433251276812301,0.168102613132066,1.55558529190244
"T1863",0.241666785,0.073160338,0.071651936,0.220496376,0.173178882,0.072363228,0.086299267,0.381574891,0.083857841,0.235447779,0.385038265,0.294743207,0.360299163,0.290273317,0.075364038,0.392915657798025,0.271727810894764,1.60173345882218
"T1867",0.255250546,0.084896338,0.083594333,0.360095809,0.145942218,0.083109757,0.097960259,0.354747024,0.111769562,0.230357413,0.349625528,0.305602719,0.325895902,0.325727696,0.090524417,0.26993627713405,0.613005725004312,1.75371724738311
"T0053",0.290283703,0.347465357,0.054466311,0.296881629,0.155059129,0.051173736,0.103055695,0.056674044,0.324185302,0.403734897,0.11531984,0.305398109,0.331556738,0.341008882,0.037673425,0.46123326207194,0.0973272401900106,1.52406637763395
"T0006",0.084176988,0.378412767,0.373072084,0.284423807,0.176771727,0.026349402,0.10223037,0.192181881,0.356844515,0.387616891,0.359120359,0.386753316,0.228851363,0.795110614,0.034047651,0.4871662560277,0.032174976060235,1.49505164352319
"T0046",0.06382891,0.270734217,0.048064773,0.220220491,0.146390274,0.191946173,0.193122523,0.157153678,0.233574994,0.279138271,0.283433788,0.172129586,0.236375139,0.2581782,0.061488377,0.00467653186397625,2.59887201727543,2.63809760191706
"T1865",0.092546864,0.093480454,0.081189071,0.303331006,0.103508607,0.082764162,0.078766415,0.077900145,0.172366807,0.145567522,0.082939917,0.273218344,0.206877084,0.31349503,0.091315449,0.312155054257094,0.489750999475367,1.69882731935245
"T2817",0.146132372,0.050550188,0.188746486,0.262476604,0.15396974,0.358946577,0.283445701,0.132916265,0.261986847,0.136102148,0.277401433,0.388319544,0.377699392,0.074915539,0.065588711,0.205833640881642,0.820963109130944,1.84632842962516
"T0173",0.031561756,0.201743528,0.05683049,0.278850203,0.205890813,0.211618336,0.031403156,0.246598392,0.113403151,0.500277352,0.305496252,0.129853465,0.285402507,0.48464157,0.028674196,0.490989429641429,0.0225880711022209,1.49078223704872
"T0485",0.097345699,0.346021997,0.03075018,0.229380977,0.133496254,0.0398315,0.064781749,0.181597805,0.267888809,0.153272676,0.243379804,0.046521155,0.329053916,0.22045471,0.031847299,0.491567038332046,0.0211398745984676,1.49013730111199
"T0491",0.145881078,0.388442268,0.053301999,0.245056602,0.07009423,0.062351141,0.109428797,0.206132915,0.358526756,0.05146134,0.242893891,0.192480903,0.335904166,0.178845595,0.052196947,0.472663350793945,0.0685765295419274,1.51126261346563
"T0492",0.134498986,0.382362533,0.053746411,0.232476966,0.099716691,0.062607689,0.092692159,0.196404889,0.309227388,0.053287294,0.231744597,0.189939754,0.315164865,0.264324519,0.052905926,0.386494938893132,0.288466228818954,1.60918770085033
"T0493",0.140777619,0.353140548,0.056154767,0.225429304,0.105552884,0.070244834,0.09898223,0.18905501,0.37761362,0.04935391,0.210920779,0.365870974,0.383147428,0.377682857,0.054629722,0.474745883843633,0.063345019069652,1.50893282665963
"T0497",0.142996665,0.300011405,0.057482023,0.220912464,0.088540125,0.077340901,0.112385931,0.175303574,0.061344012,0.081555544,0.257910398,0.376586784,0.154738767,0.161418679,0.057603693,0.434800708552463,0.164164791797973,1.55383163313846
"T0498",0.151901645,0.34330883,0.038808391,0.26341703,0.051398266,0.055562041,0.103885923,0.21116274,0.199680545,0.205820957,0.294110241,0.036746215,0.289471941,0.176794185,0.038144639,0.477554772982845,0.0562915554230787,1.50579165612628
"T0499",0.110722129,0.347956329,0.054907843,0.236632358,0.087294501,0.074938544,0.107361988,0.178605174,0.068155273,0.074100137,0.176948156,0.344787436,0.233655277,0.210996211,0.053682252,0.426728988035216,0.184708121097122,1.56298034416679
"T0707",0.122943919,0.344230706,0.055508845,0.255383558,0.150146038,0.05463633,0.082842507,0.181341402,0.190839644,0.270205435,0.109172241,0.265485545,0.224332836,0.324183041,0.064903038,0.213855217398186,0.793115668512774,1.83392692530304
"T0709",0.078726161,0.081790553,0.07729284,0.227751233,0.161520746,0.073188986,0.10172701,0.182248289,0.071821533,0.313097793,0.095425237,0.312746837,0.198059771,0.169523147,0.073687813,0.251500240622116,0.669776178645583,1.77899924854992
"T0711",0.08765918,0.233547535,0.094753324,0.255798197,0.176596524,0.091023864,0.121499872,0.200324842,0.219614445,0.263910766,0.087663645,0.201073657,0.206082567,0.257688,0.087637225,0.00539281075656388,2.5495688400628,2.6161410575552
"T1075",0.122928376,0.310863568,0.082182413,0.334402629,0.21070317,0.078769306,0.126662461,0.333158151,0.292115977,0.070215461,0.071430434,0.134842944,0.300266717,0.322311177,0.069535398,0.303488920866057,0.514392156767448,1.70980094607995
"T1077",0.185651432,0.312832444,0.085266511,0.361004302,0.222825335,0.07913409,0.129832118,0.205915164,0.258450444,0.114336507,0.327399451,0.150729804,0.327587685,0.218463847,0.077791428,0.108034928239483,1.23704640155853,2.03162584421188
"T1079",0.103784469,0.313252129,0.081863107,0.331709779,0.134195405,0.078574136,0.12606083,0.292499776,0.295006295,0.074939462,0.268076514,0.168049272,0.32700912,0.30439786,0.070504546,0.173614198636634,0.939978873876616,1.89933059025931
"T1704",0.077180354,0.509303445,0.294447403,0.112057536,0.391127858,0.05334787,0.065178462,0.508218778,0.216976557,0.349223843,0.102340161,0.284273137,0.505762104,0.382248826,0.05416705,0.421736623794315,0.197452757569981,1.56865600630282
"T1916",0.065424443,0.290615537,0.124758885,0.270714287,0.225211543,0.237848742,0.324890952,0.122547781,0.262966694,0.411435903,0.360283525,0.332771861,0.307188435,0.785371581,0.034129068,0.334059435834652,0.428731173521027,1.67165291414646
"T1917",0.053924514,0.314602437,0.142353739,0.265967405,0.166321107,0.233039521,0.328621545,0.114186306,0.192007269,0.461350021,0.214139306,0.330766082,0.309379818,0.631189817,0.039416368,0.249450222413962,0.676220837163202,1.78186929544423
"T2000",0.2127172,0.169064483,0.064400204,0.099977819,0.292497992,0.065434542,0.24934019,0.140561248,0.209897612,0.289197533,0.171181265,0.300704475,0.116141413,0.117076004,0.169495707,0.0695830144339794,1.47890379527368,2.13933396556574
"T2329",0.060836893,0.289627443,0.075476413,0.211972346,0.088411068,0.351011024,0.407361996,0.378816942,0.056821424,0.059241258,0.253638186,0.361333251,0.283323516,0.366697827,0.056597404,0.321272023266565,0.464144743955306,1.68742389837529
"T2330",0.059274059,0.111013914,0.075515568,0.220915046,0.121986952,0.144271322,0.120133581,0.38604296,0.071303806,0.063638664,0.251044328,0.296779486,0.194744581,0.297175485,0.045995869,0.364387009219618,0.346756821117074,1.63514667647887
"T2331",0.068145491,0.225229249,0.071525552,0.210702951,0.084260767,0.31874157,0.133812457,0.440129765,0.059910962,0.067049779,0.252968293,0.363044689,0.260718676,0.362977819,0.059999995,0.403459014023885,0.244403891659679,1.58956509810503
"T2332",0.292870906,0.165266174,0.032186892,0.286535983,0.113373123,0.03232032,0.043640935,0.268933455,0.145529457,0.107316034,0.163752336,0.30902331,0.254027367,0.135544983,0.036299705,0.458507992446912,0.10419325711144,1.52712407114677
"T2335",0.120790079,0.336945891,0.062014838,0.161759729,0.122416917,0.061794394,0.079552009,0.083215418,0.177242674,0.169495623,0.161820166,0.068893685,0.221033254,0.283431802,0.077318166,0.301819899512169,0.519173439672314,1.71193022975176
"T2336",0.099353256,0.356131064,0.057328289,0.130612747,0.11392001,0.056891814,0.072381072,0.090935169,0.11561055,0.142208982,0.167342483,0.063317409,0.215461018,0.303932223,0.078440185,0.470905851570293,0.0729929807769231,1.51322942398263
"T2665",0.12247708,0.461627768,0.111822357,0.163107174,0.133377904,0.045841746,0.095859107,0.203509979,0.307308501,0.290110303,0.175631605,0.462940812,0.286955381,0.286573908,0.039555378,0.390295466829223,0.278549029276349,1.60477120187374
"T4072",0.081797835,0.360487307,0.077572054,0.185757507,0.149554538,0.115394677,0.106796297,0.171026769,0.122367565,0.179473698,0.145709232,0.088634103,0.368941682,0.356522814,0.078407629,0.308648022204754,0.49968620933322,1.70325183899441
"T4074",0.081797835,0.360487307,0.077572054,0.185757507,0.149554538,0.115394677,0.106796297,0.171026769,0.122367565,0.179473698,0.145709232,0.088634103,0.368941682,0.356522814,0.078407629,0.308648022204754,0.49968620933322,1.70325183899441
"T5142",0.133715128,0.193689888,0.170926418,0.220505491,0.132224018,0.067089989,0.050663,0.177241971,0.249742253,0.206923762,0.226425205,0.321122084,0.215351224,0.2206331,0.132215153,0.00650152097505634,2.48368596883433,2.58680095684373
"T5144",0.137483202,0.197937633,0.138538628,0.197717978,0.141702679,0.074476051,0.050301849,0.161852858,0.249742253,0.271702798,0.251593835,0.321122084,0.271656331,0.244008045,0.143943877,0.0146825110513876,2.17855123595882,2.45091307542326
"T5146",0.135866942,0.24518317,0.241880793,0.221387283,0.134173545,0.066526513,0.049537528,0.171474074,0.249742253,0.319540282,0.251689423,0.321122084,0.256521543,0.283231024,0.126603046,0.0178243628107605,2.10091161516161,2.41633725547316
"T5148",0.140211931,0.21170999,0.131059829,0.213609081,0.136198993,0.067262659,0.048603358,0.168712973,0.249742253,0.304591549,0.26157454,0.321122084,0.269796649,0.244964271,0.133896166,0.0290748948817667,1.89456700315884,2.32444430083196
"T5150",0.134973053,0.233795478,0.185230349,0.212384032,0.162948511,0.064858617,0.051829449,0.167579658,0.249742253,0.240725191,0.234221462,0.321122084,0.19954481,0.268583782,0.138867163,0.00535133019324953,2.55226004439819,2.61733955125718
"T5152",0.133715128,0.193689888,0.170926418,0.220505491,0.132224018,0.067089989,0.050663,0.177241971,0.249742253,0.206923762,0.226425205,0.321122084,0.215351224,0.2206331,0.132215153,0.00650152097505634,2.48368596883433,2.58680095684373
"T5528",0.099652992,0.105951705,0.045992646,0.319207066,0.093220185,0.071392378,0.109693012,0.084054769,0.265565877,0.285380338,0.11080042,0.25044014,0.223910932,0.358633383,0.058922503,0.415148707044082,0.214320139196407,1.57616768067934
"T5530",0.101236324,0.132881852,0.115108508,0.293379273,0.099404193,0.116316469,0.106900651,0.117843976,0.258421765,0.273097313,0.078803604,0.070698958,0.053593982,0.29962606,0.055978946,0.370062150136306,0.331688744910891,1.62843629993981
"T5532",0.049276403,0.088834996,0.122329222,0.315044597,0.098432731,0.077520692,0.089250597,0.063849456,0.272982136,0.227100114,0.052680996,0.25462112,0.174923519,0.33059411,0.046865525,0.436834527676633,0.158999769601896,1.55153145604259
"T5534",0.068217408,0.101996278,0.097155229,0.314469697,0.162385583,0.067835425,0.110911595,0.107331028,0.247538574,0.326836075,0.108024111,0.320081178,0.242951943,0.350854175,0.051902049,0.300432043142259,0.523158316202548,1.71370484395026
"T5714",0.079126456,0.197024641,0.356792418,0.150681635,0.361837223,0.085746097,0.356442795,0.360164428,0.267739894,0.157112844,0.109755119,0.15343343,0.116859127,0.125374417,0.135758812,0.140090710975893,1.07991188122517,1.96164797946702
"T5716",0.107299944,0.117604655,0.254024122,0.172929974,0.191711022,0.105146414,0.223298995,0.112053497,0.204728687,0.192961026,0.15489787,0.195148376,0.129294841,0.189894926,0.184362528,2.01714638447222e-08,5.48934398522837,3.92533261554186
"T5718",0.200606869,0.113722663,0.236865706,0.147770847,0.346649021,0.085013387,0.084998168,0.088011364,0.414910772,0.144865528,0.336103855,0.140697117,0.346961596,0.146858118,0.328883369,0.24643323763336,0.685756811030898,1.7861160204039
"T5719",0.139451635,0.186684032,0.171363652,0.191198464,0.095328566,0.18786061,0.208282277,0.142872147,0.164726351,0.234774252,0.190010495,0.209072192,0.116756175,0.231579756,0.149116559,4.19544656356568e-11,6.49342072104867,4.37248544907352
"T5720",0.243903908,0.17279952,0.170323136,0.191885478,0.097783898,0.10120992,0.240694107,0.234957361,0.154708826,0.229601731,0.179430887,0.175669734,0.139397603,0.225039694,0.151991453,5.78460984785992e-08,5.30017427105376,3.84108828371552
"T5721",0.115984852,0.152523723,0.226558731,0.216973368,0.13065068,0.121029958,0.124436899,0.363752355,0.290148372,0.320613919,0.369809758,0.217828616,0.173339739,0.280646882,0.180180088,0.00505653788309622,2.57193883260506,2.62610324988026
"T5722",0.079239623,0.153296251,0.1543528,0.210651207,0.124739881,0.09742559,0.090733047,0.321790656,0.223499611,0.262426751,0.358386037,0.20628856,0.361339261,0.23954575,0.356029213,0.0249524648749635,1.9607779635219,2.35393051187638
"T5723",0.092120293,0.154283194,0.489393019,0.163552707,0.21904791,0.108879698,0.094934727,0.220949105,0.09215494,0.140889256,0.146232322,0.093759114,0.161099905,0.151134243,0.21847176,0.281859300825292,0.577326964455464,1.73782816410176
"T5724",0.143185895,0.121447807,0.432141341,0.147854406,0.20645022,0.105454951,0.101166628,0.183387643,0.105914633,0.149145161,0.107490451,0.105881629,0.147877766,0.150613436,0.224331244,0.181697981592151,0.908913166524877,1.8854958716841
"T5726",0.064387651,0.279099305,0.4133564,0.115314497,0.395287865,0.090635882,0.404993825,0.198845414,0.100398776,0.151360523,0.339580958,0.146405903,0.118037564,0.154376913,0.17071947,0.223318014792723,0.761035222306,1.81964030565479
"T5728",0.063279079,0.120069488,0.431084954,0.152152182,0.167698874,0.071585095,0.220225894,0.068631253,0.19336762,0.232708126,0.355391047,0.199570811,0.144370298,0.231106363,0.125814314,0.158264278066563,1.00161710573045,1.92678039468567
"T5730",0.222319881,0.210412805,0.359164814,0.238130704,0.329448383,0.086776459,0.076606517,0.220825126,0.169545611,0.144207887,0.21394075,0.09088807,0.126973597,0.133234878,0.216431781,0.0593082799303263,1.56060677243769,2.1757193497137
"T5732",0.202302577,0.195659209,0.156446258,0.219923292,0.039844302,0.150971828,0.036852598,0.105439794,0.204457927,0.285694181,0.151635068,0.250000423,0.138904829,0.279522584,0.176240193,0.0479935640049761,1.66462733658046,2.222043588034
"T5734",0.084174095,0.163773577,0.250400287,0.197111008,0.4209932,0.09176167,0.315256674,0.170845088,0.260077931,0.25801051,0.253393233,0.217954208,0.269702951,0.26888994,0.212082846,0.000123495730842279,3.66535941633912,3.113044232393
"T5736",0.112200536,0.170561783,0.225871769,0.214593517,0.192411282,0.103940787,0.3093192,0.218243797,0.147367775,0.189403327,0.131390876,0.134959315,0.215733045,0.207096783,0.177751332,3.86602835565198e-07,4.94201171862875,3.68158513573059
"T5738",0.135544839,0.283053395,0.46482929,0.11066119,0.185738015,0.080479023,0.07420134,0.273803921,0.169480646,0.178412661,0.078332108,0.361857465,0.159043598,0.074854895,0.226908963,0.353209215658265,0.37667057682358,1.64846838800604
"T5740",0.180651744,0.283697984,0.367689165,0.334457913,0.277557681,0.080500217,0.079027046,0.079838803,0.374360567,0.244914589,0.157632172,0.169669999,0.176587439,0.227299862,0.241366537,0.0600214322004622,1.55459370314191,2.17304150560288
"T5742",0.220681356,0.265476916,0.370155566,0.268826307,0.333298145,0.094972217,0.07631484,0.194321873,0.255757188,0.125474646,0.187897785,0.101513234,0.131030814,0.115879396,0.216973625,0.0812913149289783,1.39643802938506,2.10260888313831
"T5744",0.140544791,0.164964764,0.148615614,0.224852737,0.209588933,0.105909158,0.204286274,0.204112568,0.178361838,0.26584037,0.196827394,0.12212649,0.222295638,0.236784646,0.147962992,1.27981379852877e-09,5.95760404156545,4.13386628986284
"T5746",0.1232445,0.155174032,0.162873367,0.181848804,0.20540303,0.087908866,0.14624378,0.245065831,0.20907682,0.186023003,0.245601452,0.173587556,0.171306164,0.190384495,0.163390256,8.84669626665227e-12,6.7238917303707,4.47512278862013
"T5748",0.199413738,0.113673637,0.323573712,0.191044719,0.178455602,0.117208667,0.207282951,0.113694815,0.206583918,0.184908284,0.108438811,0.169922544,0.188896539,0.190816328,0.18784095,6.5831260946943e-05,3.82332785931316,3.18339347400422
"T5750",0.091835359,0.377898963,0.318926615,0.164675329,0.209555071,0.093616293,0.220580414,0.341350606,0.114296357,0.192747848,0.140497323,0.342811044,0.174080795,0.103547385,0.267588961,0.0366502769280691,1.79095476760595,2.27830190646787
"T5752",0.196162831,0.089290466,0.354552533,0.166845638,0.239518588,0.102543397,0.255508289,0.151911338,0.146147456,0.166043583,0.164729722,0.140898838,0.111819439,0.175670117,0.315853021,0.0271319959021112,1.92472323724743,2.33787399702977
"T5754",0.346633587,0.134459239,0.197312069,0.317445693,0.234724032,0.075686233,0.155442699,0.071869505,0.313735375,0.186506126,0.325182561,0.13537074,0.090436869,0.175697895,0.264421582,0.0631044403814468,1.52922416974662,2.16174350582021
"T5756",0.116348475,0.115431537,0.266162925,0.20211135,0.106505107,0.115392963,0.080359168,0.225309254,0.129450301,0.227091922,0.174153382,0.202021052,0.133393048,0.2222301,0.166419619,0.000334955953281652,3.40160580608051,2.9955849088434
"T5758",0.070404884,0.212410429,0.167423831,0.237342051,0.119292522,0.083301806,0.09622743,0.214317628,0.15727445,0.264081379,0.10054877,0.252576097,0.165731321,0.262614058,0.215007472,0.00106875780659423,3.07042891545126,2.84809948291718
"T5760",0.087674126,0.127681535,0.305543452,0.220582905,0.085885023,0.086301322,0.301843913,0.224230906,0.110630186,0.261460598,0.18729778,0.228958746,0.232953722,0.248854202,0.231115525,0.00198403632009567,2.88068876312759,2.76360111369946
"T5767",0.158981668,0.294881695,0.066924572,0.251330167,0.164953152,0.114351395,0.141468297,0.184149863,0.224706246,0.386736725,0.261064448,0.329062173,0.336515112,0.370189433,0.059362612,0.0858942099955945,1.36647978998487,2.08926736136262
"T5769",0.106887939,0.2690838,0.080857195,0.152599875,0.148472131,0.120259277,0.14077458,0.235648577,0.225998437,0.355295198,0.268671368,0.326291731,0.307676199,0.348402117,0.06543257,0.0548066957416764,1.59993325287541,2.19323289876151
"T5771",0.118547557,0.274306313,0.087273508,0.120512452,0.155661454,0.117375575,0.138579614,0.212565732,0.23206453,0.360452068,0.269821098,0.328374629,0.328398157,0.353334544,0.067804409,0.0794765548991943,1.40860124743804,2.10802561795869
"T8378",0.245540223,0.300354284,0.169582257,0.102729654,0.031023691,0.277394119,0.303007374,0.268912563,0.100367474,0.304200844,0.031856858,0.300043178,0.134561577,0.303562458,0.109016445,0.233104503453094,0.728661078123977,1.80522289134001
"T8379",0.236536166,0.252883023,0.149271967,0.154967723,0.040455196,0.240499792,0.20480355,0.199595907,0.139580378,0.252067402,0.041377077,0.253372832,0.190311331,0.254668709,0.167727629,0.010681453658774,2.30150846762996,2.50567051833925
"T2818",0.123414924,0.44622899,0.280303206,0.178630108,0.498375102,0.497678961,0.501619656,0.501036004,0.100190986,0.049990368,0.256329063,0.293614006,0.413035735,0.440076795,0.041605539,0.204923605220392,0.824162536920316,1.8477532541935
"T2411",0.105181235,0.275761868,0.048156161,0.347388648,0.080755947,0.052662361,0.056884599,0.133197438,0.2840537,0.303424739,0.200190325,0.206575989,0.343063139,0.256571307,0.056825153,0.35656858976936,0.36764604127356,1.6444494256115
"T2412",0.105394748,0.285000259,0.046444779,0.390664482,0.082301587,0.061452845,0.051946331,0.138149877,0.29799012,0.232360381,0.202793581,0.297157113,0.353489691,0.227230854,0.040871922,0.412673685426374,0.220672595772149,1.57899666660879
"T2819",0.158405295,0.143909719,0.051195917,0.186612618,0.076739648,0.234855199,0.274728699,0.586706144,0.240509277,0.162441719,0.207744363,0.216459494,0.120973944,0.365184755,0.064538455,0.476045617399008,0.0600808589083052,1.50747917435082
