"","ddpA","ddpB","ddpC","ddpD","ddpF","ddpX","glnG","patA","potF","potG","potH","potI","yeaG","yeaH","yhdW","yhdX","yhdY","yhdZ","pval","z","inv_cof_var"
"T0024",0.065646431,0.055938629,0.043195622,0.070874318,0.059181891,0.050081782,0.058734976,0.043415243,0.06892723,0.045105678,0.042613532,0.042762946,0.114799011,0.037524725,0.038863919,0.076942005,0.044218743,0.052791883,0.177198611317122,0.926093825267556,2.89405007663662
"T0025",0.058548256,0.049613483,0.043613129,0.056697694,0.051750338,0.046725668,0.050315917,0.057110888,0.085827171,0.043760795,0.042064472,0.042003035,0.131347334,0.040566351,0.040895324,0.076523231,0.043538161,0.049752559,0.325012153102578,0.453728423796783,2.45218561916466
"T0032",0.092722185,0.056801618,0.051336351,0.066607519,0.059943459,0.053300165,0.051318801,0.061225381,0.08762971,0.050444785,0.048550237,0.048694017,0.13351372,0.047214657,0.048040775,0.126352493,0.051352773,0.054686184,0.317813620292513,0.473821445197928,2.47098122098636
"T0026",0.060675952,0.049934104,0.038623502,0.050872185,0.052646774,0.045573405,0.047063317,0.043370775,0.068818131,0.040436478,0.038149524,0.037802356,0.112728359,0.03374927,0.034239793,0.064679211,0.038486891,0.048197431,0.255010368441827,0.658805403684922,2.64402064386401
"T0003",0.096243754,0.064330206,0.044250309,0.069661771,0.071325244,0.058602265,0.052057946,0.040862511,0.059632017,0.052513652,0.051820172,0.044612743,0.105481779,0.036704615,0.03774944,0.097368236,0.046094013,0.061649274,0.181335886831324,0.910285860003985,2.87926284206531
"T0047",0.053062466,0.106812058,0.045560586,0.062097072,0.072266245,0.059930302,0.039311041,0.148111809,0.067110838,0.052892623,0.047406812,0.047558572,0.122665715,0.089180721,0.040151974,0.055566044,0.049467409,0.063829153,0.380990815687477,0.302879583010597,2.31107718703411
"T0049",0.05070165,0.106812058,0.042744552,0.062290671,0.074944115,0.059635776,0.038713154,0.148111809,0.066675449,0.050358667,0.044338959,0.044699015,0.12902451,0.089180721,0.037249078,0.054533561,0.047554462,0.063815031,0.438965467633345,0.153592646644236,2.17142980612987
"T2826",0.047208366,0.067782279,0.042268141,0.053106738,0.065309525,0.054607873,0.04233679,0.069754092,0.102194098,0.044767362,0.044174776,0.044285599,0.127136197,0.05018031,0.042689863,0.04477545,0.042963748,0.050415171,0.305713011004151,0.5080389584767,2.50298928697487
"T2872",0.008141955,0.038506044,0.045245946,0.063714231,0.051264615,0.057672943,0.074630447,0.063392657,0.029922492,0.057076695,0.066623148,0.066380463,0.132829523,0.063055229,0.07295366,0.059221376,0.063924102,0.026420283,0.437485054791258,0.15734861321626,2.1749432474752
"T2423",0.051008033,0.042188852,0.054035256,0.046131803,0.04179142,0.09427821,0.031216676,0.074302641,0.090765962,0.072807242,0.054549296,0.022871345,0.113310862,0.06579639,0.059567963,0.048716233,0.052044658,0.044386319,0.243213241201576,0.696003748236794,2.67881706689391
"T2403",0.051369789,0.062564275,0.050555952,0.06616961,0.069962464,0.05911501,0.077460513,0.070789251,0.105598044,0.052991796,0.048773158,0.048918666,0.142601949,0.053204656,0.048470278,0.090908075,0.050432021,0.065334061,0.246646896674318,0.685079440101398,2.66859814850473
"T0009",0.082970651,0.068754956,0.065850722,0.072203887,0.070414852,0.067013263,0.077613879,0.070909567,0.101632989,0.065560486,0.064517887,0.064528854,0.164828764,0.064500451,0.064079593,0.075574797,0.06477397,0.067898707,0.128152287310431,1.13516885898682,3.08962499820718
"T2674",0.051946317,0.067748446,0.045203885,0.054486139,0.061720175,0.056310991,0.0447099,0.067184,0.086363801,0.05360127,0.051634047,0.049237872,0.16170835,0.048666994,0.044740538,0.050589829,0.046762708,0.052214846,0.416833478977017,0.210000916202478,2.2241957567005
"T2675",0.060212687,0.068333182,0.054802105,0.060393447,0.064090056,0.060356701,0.054722424,0.075811006,0.096041455,0.060394291,0.058400447,0.057344359,0.158296439,0.057226283,0.054724001,0.058993135,0.055563921,0.058662752,0.237593451105633,0.714065137422826,2.69571222032604
"T2676",0.055169533,0.072597684,0.040259936,0.056756173,0.063408555,0.056125549,0.040183437,0.055514125,0.079510228,0.055460165,0.049301415,0.047958996,0.131277,0.040201578,0.039124425,0.05202309,0.043258451,0.052050248,0.242655160934774,0.697787141277047,2.68048530507507
"T1863",0.082149789,0.106812058,0.08265388,0.106977859,0.115227663,0.091998378,0.077157124,0.148111809,0.088315298,0.088114687,0.082116995,0.082462194,0.276793079,0.089180721,0.074581811,0.089890905,0.083310776,0.101538043,0.42051904999142,0.200565802923269,2.21536987487824
"T1867",0.098022718,0.106812058,0.098816754,0.120414755,0.127299808,0.107575664,0.090983723,0.148111809,0.089519455,0.104050782,0.098012413,0.098578773,0.249964018,0.089180721,0.089524532,0.105486866,0.099145509,0.116416308,0.146605817297088,1.0511022417889,3.01098661765687
"T0013",0.096062561,0.05340049,0.040993025,0.070966257,0.058605971,0.044853182,0.057238403,0.04508495,0.070932952,0.039562144,0.036924312,0.037159639,0.120471421,0.036920817,0.036390117,0.127874685,0.03944231,0.05457703,0.497784334085369,0.00555387938072046,2.0329499992303
"T0014",0.055039984,0.046094287,0.038586323,0.055608483,0.050529709,0.043657688,0.066993694,0.049152148,0.075858819,0.04019826,0.039540172,0.038672869,0.124993386,0.038613285,0.039110864,0.070942971,0.039458102,0.044965901,0.343067800582679,0.404104873765856,2.40576629432848
"T0007",0.074331822,0.056022693,0.049367678,0.059761365,0.059447554,0.052607517,0.059143745,0.061363629,0.086843194,0.049465028,0.048356333,0.048222242,0.130569668,0.048467755,0.047345275,0.086729354,0.048603578,0.055231157,0.180659059892406,0.912856307050362,2.88166731365885
"T0046",0.078611561,0.106812058,0.068051078,0.090710656,0.105107078,0.088154746,0.054465474,0.148111809,0.062298254,0.078612722,0.070575332,0.071017708,0.10027126,0.089180721,0.059041362,0.082225783,0.07287935,0.092511695,0.0161532668717507,2.14059721298779,4.03013218350122
"T1865",0.128557795,0.106812058,0.100122113,0.122345162,0.132194843,0.128742077,0.085726673,0.148111809,0.07600318,0.107365629,0.101055682,0.100829721,0.269218284,0.089180721,0.089735249,0.108991068,0.102033353,0.121641129,0.202722181395337,0.831937253335949,2.80597325635208
"T1869",0.11993218,0.106812058,0.095051261,0.120310952,0.134158613,0.123897493,0.079110871,0.148111809,0.066066505,0.10468104,0.096844947,0.097019514,0.314793492,0.089180721,0.083990416,0.106883598,0.098496874,0.121776162,0.424839865527343,0.189527082388269,2.20504393177319
"T2817",0.049092349,0.066065242,0.044110363,0.052688476,0.064925871,0.054886544,0.053693996,0.070768793,0.084601881,0.050896281,0.057868061,0.054154338,0.143062634,0.056467401,0.050553675,0.052206752,0.051794249,0.058291445,0.226208849772607,0.751390464783828,2.73062742680174
"T2825",0.04664237,0.067765583,0.039051655,0.050779262,0.0657562,0.051536922,0.038701154,0.06736549,0.095423161,0.04657458,0.046359679,0.04357919,0.132225388,0.045643154,0.03865398,0.046390666,0.041094717,0.050849351,0.347986413087905,0.390762459303139,2.39328540832459
"T0172",0.04604759,0.071263365,0.045773857,0.049209603,0.062002865,0.056748811,0.127800559,0.070801247,0.058513679,0.046000496,0.053065709,0.04566197,0.158142032,0.049735736,0.047671199,0.046642102,0.045905277,0.050503282,0.428593230209567,0.179956828826835,2.19609163576543
"T0486",0.057671632,0.106812058,0.055471121,0.061566909,0.067130125,0.060457195,0.06057541,0.148111809,0.078892372,0.057643719,0.056333047,0.056143453,0.119340069,0.089180721,0.055216936,0.058301581,0.05638857,0.061858354,0.236996299117799,0.715997976721539,2.69752025492266
"T0487",0.051456584,0.106812058,0.052934973,0.051655522,0.05369791,0.051534572,0.051536298,0.148111809,0.101140769,0.051548614,0.052087052,0.05225969,0.146074867,0.089180721,0.055527327,0.051418422,0.052039932,0.051684735,0.460457972849118,0.0992800150450474,2.12062417679985
"T0491",0.05147199,0.106812058,0.051999832,0.051190764,0.051843864,0.051121414,0.05502003,0.148111809,0.097087299,0.051473134,0.051959098,0.05191074,0.15290419,0.089180721,0.054154937,0.05123461,0.051888352,0.051157809,0.488681478026857,0.0283751344434223,2.05429767087541
"T0492",0.05197429,0.106812058,0.052348042,0.052825629,0.054440272,0.052562922,0.056199026,0.148111809,0.096635636,0.051972477,0.052088981,0.052065583,0.147653705,0.089180721,0.054159774,0.052046662,0.051985298,0.052987666,0.456120475266586,0.110212372098834,2.13085062438348
"T0493",0.050563669,0.106812058,0.053740892,0.04866774,0.048623736,0.048904855,0.061634119,0.148111809,0.102124087,0.050563334,0.052339511,0.052146807,0.143158768,0.089180721,0.058062127,0.049869525,0.051869797,0.048599056,0.477977862860777,0.0552293763262101,2.07941791673468
"T0497",0.051812543,0.106812058,0.055913571,0.049168005,0.049221819,0.049386449,0.052875347,0.148111809,0.112876479,0.051801838,0.053756493,0.054122029,0.146391824,0.089180721,0.061545492,0.050788048,0.053590491,0.049193517,0.471303886620894,0.0719926297479746,2.09509875588084
"T0689",0.060686887,0.106812058,0.048139925,0.054094784,0.058836535,0.050910084,0.050866227,0.148111809,0.095719587,0.049714404,0.053219069,0.04790917,0.120440109,0.089180721,0.05075662,0.04955668,0.052503693,0.051172762,0.391881812270788,0.274417723089668,2.28445312808854
"T0697",0.054822729,0.106812058,0.042641046,0.067000958,0.080834396,0.06566855,0.03239055,0.148111809,0.059501336,0.056314969,0.045072066,0.042741793,0.115409101,0.089180721,0.036265695,0.058945718,0.050270177,0.066251259,0.373120387538231,0.323600149092207,2.33045981256437
"T0698",0.053471151,0.106812058,0.049566669,0.064567036,0.079752868,0.06225021,0.042400421,0.148111809,0.081065046,0.052936665,0.049453777,0.049726112,0.129858974,0.089180721,0.045372758,0.061035504,0.055013696,0.06725254,0.324590936458787,0.454899040934518,2.45328064878551
"T0707",0.081967515,0.106812058,0.072654764,0.093583001,0.105999899,0.091668205,0.068495059,0.148111809,0.074265625,0.081934797,0.075590448,0.075904413,0.119672158,0.089180721,0.062958842,0.085293805,0.077310773,0.095328273,0.0059989565936164,2.51220569914529,4.37774566581111
"T0709",0.083979763,0.106812058,0.078976071,0.093690135,0.1042553,0.091376203,0.080509488,0.148111809,0.100063238,0.083815471,0.081343153,0.081704806,0.136605066,0.089180721,0.073175815,0.086092356,0.080716272,0.095769625,0.00197889635820747,2.88150634050217,4.72320032237384
"T0711",0.092580353,0.106812058,0.089301954,0.099267731,0.107929617,0.098080642,0.087852371,0.148111809,0.11547117,0.092580302,0.090110505,0.090224579,0.15297824,0.089180721,0.087537534,0.094274479,0.090733787,0.100451756,0.000305894828548678,3.42633308047346,5.23284724216106
"T1075",0.075419976,0.106812058,0.070792806,0.084870093,0.097518814,0.082720654,0.070604863,0.148111809,0.114574216,0.075210335,0.071959578,0.072020927,0.173692215,0.089180721,0.069571742,0.077315307,0.072678586,0.086718985,0.113071725223804,1.21035304718443,3.15995449402752
"T1077",0.08755141,0.106812058,0.081007876,0.098437163,0.111566125,0.096102837,0.076901716,0.148111809,0.117898473,0.087146051,0.082802467,0.082941874,0.18187124,0.089180721,0.077345721,0.089814504,0.083921183,0.100557348,0.0337670435150923,1.82810305183596,3.73781597543312
"T1079",0.076712493,0.106812058,0.072108417,0.085363803,0.096183413,0.083577668,0.071113711,0.148111809,0.113891639,0.076763393,0.073398309,0.073420292,0.173053653,0.089180721,0.070439598,0.078805104,0.074195629,0.086788037,0.0960148298916802,1.30459832252707,3.24811429008563
"T1702",0.028324666,0.106812058,0.080840125,0.062076794,0.0611856,0.064390873,0.075842246,0.148111809,0.101404677,0.06832445,0.070047684,0.067888946,0.120917988,0.089180721,0.033660826,0.016064037,0.066566012,0.062962829,0.418774328908846,0.205030036429115,2.21954584989662
"T1705",0.113531051,0.106812058,0.077138698,0.064324906,0.065090237,0.069739756,0.077684352,0.148111809,0.120436429,0.074685505,0.070760094,0.072664104,0.146750701,0.089180721,0.053308964,0.112944545,0.07303975,0.065429967,0.138844822345624,1.08552398921833,3.04318573026288
"T1706",0.048622717,0.106812058,0.053332826,0.063542303,0.061781812,0.064962224,0.073646708,0.148111809,0.108174216,0.069273503,0.070911763,0.070822916,0.129842187,0.089180721,0.04522828,0.014886252,0.066971143,0.063495912,0.384507738384785,0.293662938790951,2.30245566758085
"T2000",0.091743909,0.106812058,0.064719189,0.069394103,0.072363205,0.067088999,0.064439655,0.148111809,0.085942954,0.064964977,0.232668518,0.065151759,0.126511423,0.089180721,0.064401746,0.074078975,0.065301687,0.077621761,0.459163086157356,0.102542384316765,2.12367589274651
"T2326",0.060497543,0.106812058,0.056100668,0.068700436,0.078739592,0.066969415,0.05361786,0.148111809,0.074695056,0.060618243,0.057419071,0.057329213,0.130364554,0.089180721,0.053729935,0.062683105,0.05827764,0.069936884,0.207106807335906,0.816501064982016,2.79153379281134
"T2327",0.063371296,0.106812058,0.057345134,0.073180143,0.08525594,0.071088344,0.053854942,0.148111809,0.06931222,0.063557667,0.059191694,0.059015252,0.127133397,0.089180721,0.053721011,0.065993071,0.060430377,0.074510914,0.158487003111323,1.00069557735363,2.96383474462741
"T2328",0.06024604,0.106812058,0.056589887,0.067594429,0.077703361,0.066062917,0.054922956,0.148111809,0.076488759,0.060340532,0.057551107,0.057450982,0.134769538,0.089180721,0.05487484,0.062080539,0.058297681,0.068580386,0.222884655901464,0.762487146308153,2.741007588317
"T2329",0.0564711,0.106812058,0.056156609,0.060826992,0.066912883,0.059836273,0.060203691,0.148111809,0.092534241,0.056677856,0.056070434,0.056063325,0.115717948,0.089180721,0.0588124,0.057628891,0.055904034,0.061798993,0.231718362120307,0.733199559082932,2.71361111982113
"T2331",0.062702176,0.106812058,0.059900822,0.068552637,0.075878365,0.066687634,0.061744141,0.148111809,0.08399143,0.062933653,0.060052542,0.060132032,0.106010544,0.089180721,0.06084316,0.06411449,0.060815667,0.069790737,0.103109866863038,1.26402867837735,3.21016425448559
"T2333",0.055012834,0.106812058,0.0435596,0.072138887,0.091267306,0.068523216,0.032146443,0.148111809,0.052263609,0.05483,0.047194103,0.047435297,0.120697034,0.089180721,0.033428515,0.059027657,0.049715885,0.075252598,0.378676986213685,0.308957347311905,2.31676250610548
"T2334",0.058223852,0.106812058,0.046832665,0.076495984,0.094682035,0.072939044,0.034397291,0.148111809,0.051389633,0.057964851,0.049908555,0.050050372,0.120875215,0.089180721,0.03521434,0.062928102,0.052091359,0.079456036,0.325599629658115,0.452096785506904,2.45065933683005
"T2335",0.088475706,0.106812058,0.07983278,0.100911928,0.115451771,0.098653968,0.066924581,0.148111809,0.077187565,0.088512228,0.082416153,0.082454799,0.107403396,0.089180721,0.071153765,0.091788977,0.084234274,0.103358986,0.000335298027462716,3.40132681010425,5.20945564308186
"T2336",0.089717128,0.106812058,0.079144525,0.104565385,0.121204611,0.10188241,0.065478883,0.148111809,0.070198576,0.089617951,0.082288845,0.082250429,0.099691143,0.089180721,0.068408312,0.093658978,0.084702055,0.107359352,0.00108991931713898,3.06456902923649,4.89444253314772
"T2337",0.087880138,0.106812058,0.075068684,0.106081949,0.127377885,0.102399654,0.080338598,0.148111809,0.052750499,0.087026655,0.079649486,0.07874124,0.082497574,0.089180721,0.058945336,0.091750829,0.081254108,0.110881383,0.0208842925015109,2.03581849040751,3.93211909180699
"T2525",0.046925121,0.061334634,0.039959556,0.049077229,0.054885538,0.047832797,0.039988775,0.063931889,0.095495402,0.048080295,0.043867756,0.043271519,0.148439993,0.044357198,0.040308039,0.046081717,0.04087828,0.046231882,0.477971416315729,0.0552455600892484,2.07943305550152
"T2526",0.052812407,0.087461464,0.035009813,0.059218268,0.074447963,0.054536223,0.035140966,0.060777316,0.085840786,0.054642138,0.043901754,0.041918626,0.122740671,0.041971569,0.034611113,0.049447308,0.036455874,0.050393777,0.303242583977172,0.515097101658587,2.50959168121905
"T2647",0.049524279,0.052310106,0.051643436,0.050314778,0.052129716,0.050071629,0.396043484,0.073556142,0.095486167,0.049545051,0.091133872,0.04966251,0.11674922,0.062453237,0.051240694,0.049592726,0.049820482,0.052551987,0.143439980547241,1.06499109156858,3.02397865529066
"T2648",0.052423923,0.06570971,0.04821769,0.05801326,0.066753712,0.056722135,0.077374737,0.078630744,0.103804881,0.055998854,0.084022796,0.058319535,0.126558933,0.058643028,0.051220542,0.053066481,0.053732178,0.066001403,0.103599401371813,1.26130549348121,3.20761690742548
"T2665",0.03985086,0.050389799,0.040104401,0.042718366,0.056878536,0.04551746,0.195187338,0.054716968,0.082665141,0.043057507,0.081848047,0.044967457,0.132922049,0.051251643,0.039604674,0.042935944,0.040374594,0.048634055,0.383050354209326,0.297479170145542,2.30602548237218
"T2936",0.050893093,0.047352734,0.053578076,0.04547298,0.04519785,0.048754141,0.058589303,0.027407366,0.047511432,0.048886101,0.049961728,0.017380885,0.093557379,0.05954617,0.057471079,0.049766492,0.050843901,0.046847757,0.0952662944347563,1.30900520129888,3.25223661380279
"T2937",0.053211019,0.041492845,0.056177477,0.047910735,0.042683737,0.050662484,0.06218456,0.072908771,0.029644422,0.052407759,0.052056526,0.054689647,0.101281047,0.064157133,0.060820527,0.052303683,0.052765567,0.048489808,0.0452654985691487,1.69260332826118,3.61106555794159
"T2938",0.052432035,0.04912353,0.054441781,0.047530808,0.047127428,0.050407073,0.059380551,0.030229544,0.051559614,0.050722318,0.051709102,0.027979724,0.094790247,0.06039849,0.058074947,0.051153558,0.052411803,0.048605522,0.0339195631504628,1.82607393148286,3.73591787671298
"T4072",0.13011107,0.146728043,0.185045822,0.276956563,0.072337102,0.109349386,0.072889851,0.168954097,0.15795136,0.17844438,0.130191331,0.139344097,0.137349556,0.076433422,0.083325656,0.079967679,0.117961058,0.073727786,0.293486932436397,0.543226497300902,2.53590474332268
"T4074",0.13011107,0.146728043,0.185045822,0.276956563,0.072337102,0.109349386,0.072889851,0.168954097,0.15795136,0.17844438,0.130191331,0.139344097,0.137349556,0.076433422,0.083325656,0.079967679,0.117961058,0.073727786,0.293486932436397,0.543226497300902,2.53590474332268
"T4075",0.112184048,0.127899336,0.155562732,0.065911486,0.063323926,0.095640051,0.062771839,0.14929124,0.138998893,0.159239163,0.063606607,0.122403602,0.120950569,0.064546515,0.069714826,0.066990915,0.104734707,0.063219682,0.190752281839707,0.875127448296663,2.84637463207732
"T4077",0.116155585,0.131190949,0.156647244,0.071474495,0.064060193,0.102295175,0.064479942,0.151165621,0.141802398,0.159917784,0.068998105,0.126353099,0.125142111,0.070188483,0.077309937,0.074262708,0.111088712,0.066767613,0.132008408043035,1.11694739994494,3.07258011073486
"T4083",0.106365625,0.12182683,0.149869322,0.065505149,0.059331942,0.093694048,0.060795592,0.143919379,0.13396684,0.153834603,0.066612341,0.118048069,0.117072367,0.065439377,0.070670042,0.068313425,0.103759508,0.061672908,0.157011432022022,1.00681670791946,2.96956062977514
"T4085",0.104917756,0.120775512,0.149264635,0.06364764,0.059726882,0.091859227,0.059768342,0.142990333,0.132676831,0.153421605,0.064868149,0.116668405,0.115602842,0.063122068,0.06768308,0.066075075,0.101649299,0.060886908,0.175190156632234,0.933851861425309,2.90130717130787
"T5142",0.15292162,0.049021712,0.158927931,0.13644285,0.161660877,0.147554749,0.137535879,0.232074448,0.207199912,0.190270581,0.160654454,0.135974195,0.154769678,0.232976427,0.138987672,0.139888707,0.149771999,0.13784722,0.034385143074856,1.81992592584367,3.73016685183301
"T5144",0.144185353,0.049223547,0.246670566,0.13897521,0.142051309,0.141766531,0.138603692,0.219023116,0.232272044,0.171846992,0.202912516,0.15037213,0.145594849,0.259923975,0.138742343,0.139045736,0.142942127,0.138586127,0.111074545245732,1.22083343818658,3.1697581593041
"T5146",0.14172598,0.049993505,0.143750792,0.125943955,0.129627066,0.136862462,0.126610831,0.227815931,0.234072598,0.186090828,0.166395705,0.136484111,0.144946418,0.253754252,0.129621071,0.129072629,0.139167976,0.127390684,0.119159764519158,1.17919753093085,3.13081070990661
"T5148",0.142878388,0.050933204,0.147177841,0.130335216,0.132432974,0.13796658,0.130261177,0.233850884,0.23981575,0.181013199,0.183469611,0.137862469,0.144596699,0.275273193,0.131422099,0.132462709,0.139750185,0.131054719,0.149921399179285,1.03677056126305,2.99758034314884
"T5150",0.145018036,0.047609903,0.242641459,0.135380293,0.136010476,0.140913148,0.134673252,0.225798758,0.214986653,0.181051066,0.186577725,0.24048231,0.146932695,0.23991479,0.134415495,0.135796675,0.142813481,0.134689915,0.11148610839389,1.21866276283813,3.16772764588757
"T5152",0.15292162,0.049021712,0.158927931,0.13644285,0.161660877,0.147554749,0.137535879,0.232074448,0.207199912,0.190270581,0.160654454,0.135974195,0.154769678,0.232976427,0.138987672,0.139888707,0.149771999,0.13784722,0.034385143074856,1.81992592584367,3.73016685183301
"T5716",0.117683241,0.20734183,0.149114023,0.115514328,0.136939153,0.214926998,0.221768069,0.13655211,0.129231378,0.143843629,0.126764121,0.110380761,0.112723067,0.118774755,0.157799402,0.212773505,0.1537324,0.254272043,0.0526757857818331,1.6194449055551,3.54263102260544
"T5719",0.249483605,0.048832795,0.169701809,0.112129922,0.110486467,0.247761234,0.248403704,0.160309454,0.153573332,0.130785213,0.108581812,0.126216463,0.1382888,0.108484991,0.197699149,0.24240054,0.107816558,0.109194287,0.268872439109545,0.61622674638267,2.60419131840925
"T5720",0.244491025,0.058948139,0.154039192,0.183893207,0.1159276,0.232912159,0.216374324,0.125714134,0.144249539,0.149513339,0.101411229,0.110810115,0.126187511,0.100992529,0.236558586,0.211258187,0.100998921,0.103729515,0.254977349937164,0.658908231186066,2.64411683172591
"T5724",0.101989414,0.199314651,0.135144275,0.101073319,0.109444522,0.183433631,0.19748463,0.127806688,0.121209461,0.129908471,0.101511028,0.110595446,0.109839192,0.10144352,0,0.053245296,0.167043833,0.203419461,0.342327819956202,0.406118354858286,2.40764976362527
"T5732",0.18263805,0.105586287,0.152500283,0.154079059,0.158480767,0.191511553,0.158426658,0.124538861,0.130101537,0.18409509,0.102985238,0.108583008,0.111476751,0.106313481,0.187587188,0.125763786,0.104697115,0.10257129,0.0133369304225374,2.21625766170128,4.10090718738334
"T5736",0.10399246,0.309547535,0.190648977,0.103976836,0.09883825,0.267900989,0.12849107,0.179593138,0.157108273,0.102183843,0.103733602,0.107186886,0.125734817,0.103678677,0.226340469,0.309038493,0.118664025,0.213250615,0.419249369766787,0.203814143988994,2.21840846842938
"T5744",0.105888064,0.236973246,0.182122008,0.105893507,0.11282205,0.236286428,0.114029989,0.17471916,0.148936898,0.128499614,0.122423785,0.106557308,0.126176623,0.109454609,0.220716837,0.234308319,0.162829473,0.110115977,0.135351729918704,1.10144401057113,3.05807778538821
"T5748",0.123864787,0.092419791,0.169709615,0.104526859,0.094720422,0.21374483,0.129927702,0.162209592,0.149581462,0.173558544,0.105711222,0.110321382,0.133675834,0.104343117,0.154045623,0.27938415,0.105450064,0.32342375,0.372326303687836,0.325698330647395,2.33242251315945
"T5756",0.117498362,0.196331994,0.173486195,0.11630219,0.127235929,0.234095985,0.141339919,0.163866616,0.149999992,0.145644412,0.139185354,0.121920125,0.131367825,0.118567188,0.119288357,0.148093447,0.216535478,0.307285007,0.128852198902995,1.13183360220378,3.08650510114364
"T5758",0.093869949,0.09827224,0.196837425,0.074332969,0.119803818,0.038792933,0.135996339,0.174216895,0.144526668,0.093994614,0.142036463,0.081182652,0.113158548,0.082740938,0.274589658,0.220325239,0.221135367,0.261174095,0.494188573749628,0.0145676005825755,2.0413816985382
"T5760",0.085756493,0.267605048,0.16790116,0.092565518,0.098357701,0.12928799,0.103215952,0.157185265,0.130511572,0.124695123,0.088726643,0.101029159,0.097583829,0.088824629,0.085170001,0.082673286,0.16842647,0.217531032,0.327447717041728,0.446971782046624,2.44586525820687
"T5767",0.173758038,0.155527526,0.23418654,0.067517029,0.055175899,0.164233424,0.067204255,0.218608584,0.15065009,0.160143615,0.075023622,0.137266861,0.103188101,0.069674089,0.077599158,0.06755176,0.135016583,0.057276263,0.439803204889185,0.151468180136776,2.16944251781914
"T5769",0.135215072,0.163873822,0.245090055,0.067383542,0.06324571,0.121657088,0.071033118,0.223949088,0.142767917,0.132958312,0.075143932,0.110956892,0.147981664,0.073526618,0.080032647,0.064747243,0.122768265,0.077000782,0.415590293019131,0.213187668836214,2.22717673862513
"T5771",0.122024431,0.159382511,0.246302782,0.069532528,0.070154493,0.112870682,0.078083562,0.228916492,0.117919309,0.107263308,0.082989972,0.137601318,0.124984045,0.081217305,0.085863846,0.070823442,0.127495328,0.075035482,0.393645692109575,0.269829555072851,2.2801612210919
"T8378",0.044872572,0.286426968,0.303680903,0.103273125,0.110327235,0.100194787,0.036829061,0.280322942,0.304060974,0.201508104,0.248702441,0.193984455,0.2458542,0.139786324,0.302584894,0.108240958,0.161146599,0.135134888,0.413154010771895,0.219439091304198,2.23302450264138
"T8379",0.045005122,0.237202301,0.253096084,0.13840608,0.14125998,0.139463862,0.041518905,0.220287281,0.250432218,0.162207943,0.25363229,0.24062057,0.20410856,0.142130104,0.124685217,0.215117106,0.166662806,0.228014505,0.115639294394652,1.19707175279804,3.14753078153652
"T2818",0.04064445,0.067765134,0.043718158,0.042134854,0.059893271,0.042419038,0.045562609,0.061515709,0.075863259,0.042014809,0.040781756,0.042342892,0.128121887,0.053467745,0.045657292,0.041342647,0.043029282,0.040955219,0.333087194870358,0.431404346946415,2.4313030226084
"T2822",0.034455632,0.047154434,0.048133597,0.033145755,0.041794925,0.033091867,0.058596957,0.082788445,0.103623227,0.048239114,0.045144055,0.050483396,0.13677872,0.065369263,0.05328479,0.046351742,0.051058017,0.034617797,0.498178741440782,0.00456523405751615,2.03202519138448
"T2261",0.041082231,0.038365339,0.014411655,0.059109678,0.054107336,0.014576536,0.025267709,0.054535988,0.074700629,0.015913893,0.037347228,0.045059879,0.058265865,0.040782164,0.033711995,0.07643316,0.020548563,0.016652064,0.499513432610608,0.00121964387813957,2.02889562815879
"T2667",0.044068754,0.060162865,0.036912608,0.048305121,0.056314547,0.047188305,0.037087836,0.055499455,0.081735256,0.043857215,0.041387659,0.040699183,0.143694555,0.04064367,0.03647637,0.04302131,0.038495308,0.04601859,0.486028291757449,0.03502904124322,2.06052193054601
"T2668",0.047164527,0.063327519,0.040768848,0.049547014,0.056327847,0.049273386,0.040825168,0.060781638,0.080682493,0.048493876,0.044413676,0.043474539,0.136439075,0.045861836,0.041230906,0.046344038,0.041605872,0.046946997,0.34850820420765,0.389351142978166,2.39196522162101
"T2670",0.04881468,0.058423196,0.050687525,0.049400097,0.053982524,0.04954456,0.051953973,0.086713169,0.106589412,0.048580317,0.047805337,0.047978247,0.167107365,0.063627043,0.051854065,0.047872123,0.048745604,0.048330198,0.499057881494296,0.00236154307945848,2.02996379417922
"T2672",0.063375354,0.076815597,0.051948823,0.063470825,0.071513776,0.063497089,0.051716434,0.069093713,0.087798553,0.062803072,0.060139849,0.057518072,0.156057691,0.052778516,0.051452963,0.060513703,0.054353869,0.060454425,0.204360141092175,0.826147752446347,2.80055758733472
"T2673",0.063307186,0.080166518,0.048880631,0.065251102,0.072462887,0.064764382,0.048106122,0.0599549,0.085010978,0.064507772,0.059512529,0.057732215,0.145951298,0.045881132,0.047512152,0.060928133,0.053502876,0.060844329,0.170508952340504,0.952155935454738,2.91842933926377
"T2677",0.05430851,0.072693607,0.040414922,0.055936206,0.062826526,0.05593815,0.040575733,0.061001587,0.086675568,0.053987735,0.047589973,0.04674568,0.144093907,0.042555825,0.0399581,0.050746533,0.042610257,0.050655027,0.353094157521153,0.376980205810746,2.38039308398586
"T2678",0.060123341,0.081970462,0.045333498,0.061925163,0.069579859,0.061045489,0.045320671,0.074015143,0.095192398,0.06063842,0.053574371,0.052210468,0.132815068,0.051990401,0.045696702,0.057282972,0.047546367,0.056511727,0.153411687453019,1.02191026226953,2.98367958341453
