"","alaE","kbl","lrp","tdh","yojI","pval","z","inv_cof_var"
"T5794",0.085186313,0.150882265,0.09744279,0.202065817,0.105269548,0.440794294752587,0.148955699580685,2.61244220882124
"T5798",0.085186313,0.108922848,0.080613648,0.207268166,0.109240386,0.482646152433021,0.0435133725545,2.35272402361872
"T5802",0.085186313,0.118858349,0.096185026,0.216181901,0.108147364,0.493500999710535,0.0162912984895506,2.28567250955414
"T5804",0.085186313,0.136038291,0.116967509,0.090834743,0.126202476,0.198950168851662,0.845377079185602,4.32781877484024
"T5806",0.085186313,0.087678807,0.070631099,0.149239214,0.117372006,0.283321603033594,0.573002197520272,3.65692396479584
"T5808",0.085186313,0.148538668,0.103991316,0.140715075,0.11921827,0.195916165127003,0.856299151923214,4.3547212625799
"T5812",0.085186313,0.102064158,0.070490185,0.211369307,0.117933519,0.493033279932872,0.0174638651685296,2.28856069400988
"T5814",0.085186313,0.108047645,0.063327809,0.191140091,0.110094223,0.432611680752142,0.1697288789005,2.66360925516772
"T5816",0.085186313,0.183454135,0.0862184,0.220282351,0.121317005,0.456759337772325,0.108601368153931,2.51304423441373
"T5818",0.085186313,0.185469994,0.100926746,0.118578605,0.11640512,0.380660871528163,0.303745562518989,2.99370980243288
"T5820",0.085186313,0.219039576,0.061326881,0.180901427,0.115843055,0.463496537819476,0.0916286652922706,2.4712382565912
"T5822",0.085186313,0.05978867,0.104800552,0.111331635,0.111193442,0.274182086016441,0.600213178367922,3.72394815482132
