"","alaA","avtA","leuE","livF","livG","livH","livJ","livK","livM","lrp","lysU","sdaA","yfbR","pval","z","inv_cof_var"
"T4100",0.140074,0.105788746,0.126163111,0.102327884,0.116750831,0.08233206,0.099321209,0.123751858,0.100047952,0.248899699,0.27183499,0.125273701,0.107927868,0.157429184423624,1.00507991862855,2.5671474771681
"T4102",0.091083684,0.122104919,0.128676607,0.141485237,0.06217387,0.121619784,0.1051267,0.162052116,0.123328396,0.220798827,0.270877288,0.136950363,0.090387549,0.179835812860832,0.915990980283681,2.50222227139029
"T4834",0.115147754,0.112101441,0.074066108,0.096129733,0.097165977,0.092514494,0.06874651,0.111999101,0.097965153,0.247320016,0.310173911,0.123174579,0.121665808,0.472069581602413,0.0700684688584414,1.88574065036391
"T4836",0.141626574,0.114473878,0.10029963,0.131396699,0.142137983,0.081008255,0.077860736,0.12592891,0.105118066,0.234893084,0.268562083,0.197145171,0.098317271,0.197779159960767,0.849580566928138,2.45382445867636
"T4838",0.107803584,0.120548693,0.08446222,0.130739968,0.11230511,0.094590796,0.093132723,0.083744664,0.106199439,0.245428189,0.269591269,0.149652465,0.038963794,0.366454025624355,0.341259742945774,2.08337628956199
"T4842",0.148378123,0.118772542,0.08584644,0.046337392,0.080526983,0.091031481,0.085018012,0.09442848,0.115094318,0.242652606,0.271839662,0.162714342,0.127854418,0.377542415098902,0.311941700479422,2.0620102257667
"T4849",0.139285821,0.121691078,0.082860462,0.089329017,0.134965399,0.095486947,0.08879706,0.082141524,0.114408085,0.262881084,0.288987763,0.075777153,0.080463302,0.420750675677709,0.199973442569334,1.98041129417708
"T4851",0.135573639,0.120338015,0.086409517,0.096563804,0.125629895,0.092924167,0.098855828,0.110023062,0.1019161,0.245102117,0.212490683,0.085663043,0.080545673,0.0375143288732674,1.78028911407662,3.13209546589014
"T4853",0.104792595,0.124400442,0.100088544,0.135931286,0.08616583,0.092796719,0.088408156,0.102120241,0.111828656,0.263906914,0.262488018,0.125892255,0.00945693,0.432133235766525,0.170945688000891,1.95925678303757
"T5041",0.080270751,0.123562922,0.083586897,0.105105555,0.089366501,0.092030211,0.274291348,0.164237912,0.101377707,0.252512867,0.301449246,0.191610827,0.110352678,0.466842129109201,0.0832103813835535,1.89531806132939
"T5044",0.152023987,0.133718243,0.105454161,0.121696759,0.166519461,0.10733452,0.098139743,0.16360531,0.107859572,0.237639602,0.304613268,0.220114374,0.048284737,0.323087115234795,0.459083464534128,2.16924249822662
"T6972",0.094423495,0.138972159,0.14074083,0.110745567,0.10226794,0.088813767,0.266961053,0.148859319,0.104010229,0.054951243,0.329798525,0.13724112,0.072323724,0.473283418785606,0.0670186731816572,1.88351805555501
"T4105",0.171486124,0.107362479,0.072974177,0.151995,0.130763201,0.081799989,0.29556992,0.171834542,0.088420716,0.109552196,0.069406312,0.174505084,0.178668743,0.312282415534458,0.489391106679834,2.19132975102711
"T4111",0.162031666,0.091056426,0.046613794,0.143144172,0.1164079,0.058637133,0.206992008,0.189619488,0.068376449,0.289024361,0.070346062,0.18330771,0.18099744,0.31867365841474,0.471410923520965,2.17822636116524
"T4117",0.181760664,0.097351498,0.052724128,0.110166978,0.141766829,0.061993559,0.241228589,0.086792503,0.07307149,0.285184653,0.081781741,0.189402234,0.136365513,0.367755467424225,0.337803947582619,2.08085781499884
"T5053",0.092602548,0.117875535,0.060565251,0.154889019,0.131836792,0.07831876,0.291529541,0.170039321,0.087030817,0.265999182,0.31187907,0.189786101,0.147483584,0.455091574842715,0.112807528349991,1.91688752767316
"T5055",0.171642738,0.119021193,0.085219493,0.157904189,0.121764076,0.090696573,0.270906534,0.153938667,0.094637174,0.249421219,0.305854976,0.186999968,0.095181167,0.326319572658309,0.450098878659474,2.16269481567952
"T5056",0.173920677,0.126095161,0.092411068,0.167838847,0.099650668,0.101125335,0.260752659,0.167561504,0.102478299,0.221614972,0.295639584,0.196315494,0.104593797,0.239502950590406,0.70790234854493,2.35057384582075
"T4104",0.196957186,0.096360264,0.098006178,0.115306713,0.150089025,0.086354732,0.2862751,0.165913762,0.090955841,0.237308008,0.087914124,0.195993723,0.208633424,0.250637857021147,0.672483856417293,2.32476196690011
"T4106",0.051896959,0.111266991,0.135891977,0.167343723,0.117432187,0.085275057,0.275443455,0.1377178,0.103622649,0.243476265,0.061751194,0.040824904,0.10867838,0.482595835163834,0.0436396190527758,1.86648013896954
"T4108",0.148068757,0.056134107,0.119509453,0.081772973,0.081797544,0.083428374,0.126206956,0.081590552,0.089465877,0.090408499,0.059932343,0.044164277,0.083592145,0.0672149877906993,1.49685890344635,2.92554047611595
"T4110",0.115462399,0.093667099,0.134836321,0.120664545,0.07600224,0.086085096,0.057282971,0.140857802,0.099429556,0.256452359,0.108633947,0.163706896,0.115619247,0.00486084740905829,2.58557419038051,3.71896180710117
"T4112",0.096217317,0.117053938,0.10376851,0.104435913,0.128918986,0.097260153,0.276826497,0.138249586,0.104976204,0.236190776,0.156277193,0.210311541,0.119382282,0.168159571345009,0.961463553122628,2.53536124693164
"T4114",0.110905277,0.085109917,0.089210447,0.103905965,0.106617234,0.07980113,0.191138902,0.167464813,0.087156502,0.230710574,0.081398776,0.199090516,0.116259978,0.10627556391149,1.24658112043033,2.74314592898343
"T4118",0.135638822,0.107394583,0.110326784,0.121295002,0.134744997,0.094785977,0.285762277,0.135121733,0.08509751,0.249535204,0.125625142,0.155677195,0.159530387,0.128777863562949,1.13218723136686,2.65977927398504
"T4833",0.118774321,0.102382091,0.070823794,0.122793875,0.127474694,0.073194487,0.117542924,0.114866291,0.089931976,0.25312883,0.241787504,0.10354153,0.123191425,0.121364952301667,1.16819056702307,2.68601736840613
"T4835",0.115148756,0.115831966,0.071084539,0.095175993,0.110675266,0.094031952,0.077358622,0.137347268,0.106181762,0.251308018,0.305296578,0.071100404,0.137546889,0.457978084016297,0.105528863574193,1.91158306656793
"T4839",0.126998049,0.115744419,0.089481773,0.11324371,0.156031953,0.08874959,0.083735592,0.107643282,0.098769846,0.249104117,0.310035085,0.122407658,0.104091917,0.374613923783779,0.319657675586294,2.06763338483557
"T4843",0.140407087,0.110167996,0.090596713,0.012468223,0.113023505,0.092132379,0.122000565,0.103268395,0.097220151,0.240988872,0.281971148,0.165646877,0.108781928,0.455609098955332,0.111502103172567,1.91593617501539
"T4850",0.103896802,0.129317719,0.096226464,0.086494576,0.148085675,0.100131965,0.070337477,0.071019387,0.120159535,0.257674683,0.232274364,0.073268393,0.054651957,0.288847219522473,0.556755576931656,2.240422850288
"T4852",0.121554019,0.128289093,0.089605518,0.127624437,0.13409549,0.099170706,0.085924437,0.106250484,0.11620678,0.24067392,0.263104257,0.080413463,0.083217158,0.203262843175135,0.830023165347419,2.43957164182056
"T4854",0.098260471,0.135774053,0.0674685,0.086180408,0.091919951,0.104216781,0.146200079,0.076486363,0.110745248,0.259946736,0.268702571,0.164618759,0.028119899,0.468621503093843,0.0787355025315681,1.89205691089148
"T4856",0.105030887,0.121742534,0.094991516,0.099649707,0.093919208,0.096274884,0.08783059,0.103952193,0.124384714,0.240591514,0.256229861,0.087500835,0.023635106,0.392268881987116,0.27341039378948,2.03392982586286
"T7010",0.306974008,0.104620803,0.115060652,0.102159103,0.095956206,0.125761929,0.096488791,0.101025061,0.115786982,0.149275805,0.115783607,0.108441805,0.113849921,0.327908389465984,0.44569610441026,2.15948621279981
"T2769",0.239297996,0.293588985,0.068406085,0.085283184,0.096279261,0.125209992,0.204004116,0.1589163,0.106250584,0.277625356,0.305082346,0.291650279,0.072060258,0.489213228598433,0.0270417215566971,1.85438411526073
"T0413",0.090472735,0.240084992,0.07901414,0.077405527,0.094133499,0.12467369,0.204004116,0.204328013,0.10923814,0.197024922,0.205340236,0.030462859,0.064643585,0.488812209860634,0.0280473079028214,1.85511695484399
"T1770",0.198516948,0.142030911,0.102459141,0.286253918,0.257884117,0.139389149,0.204004116,0.071939382,0.14958423,0.128089059,0.254426411,0.156117018,0.081271349,0.212918627744892,0.796335158327259,2.4150208858158
"T1771",0.212064422,0.172638443,0.110261536,0.29409537,0.266591636,0.149136427,0.204004116,0.071980438,0.172866664,0.149911707,0.259300447,0.148854709,0.081853242,0.183968284338426,0.900345209957806,2.49082012790501
"T1772",0.223988672,0.187932237,0.1145116,0.334489129,0.282799189,0.096595871,0.204004116,0.066923159,0.129027019,0.159060004,0.24291998,0.137744055,0.08929474,0.359774530078724,0.359061529520268,2.09634966962504
"T1773",0.1257276,0.173559287,0.080101343,0.296898825,0.239016566,0.126400212,0.204004116,0.063027915,0.173789245,0.12479602,0.298519444,0.188241198,0.070863989,0.358028581586554,0.363733315001989,2.09975431939846
"T1774",0.135747035,0.183225715,0.082515948,0.28030491,0.232437595,0.178825617,0.204004116,0.068108984,0.240303751,0.127244698,0.336199902,0.185025692,0.064546821,0.32815175705536,0.445022472381745,2.15899529104362
"T1775",0.104333702,0.164298546,0.078164546,0.285628315,0.211683088,0.086797878,0.204004116,0.078676735,0.098972077,0.125760305,0.294152865,0.187543169,0.063941246,0.467822155416981,0.0807455507044949,1.89352177054381
"T1776",0.249754012,0.190608242,0.119717372,0.297344249,0.311044053,0.136567286,0.204004116,0.103382574,0.15439118,0.211226448,0.251543091,0.15012599,0.072987275,0.210343992938057,0.805228235068138,2.42150187939509
"T1777",0.336067781,0.323138172,0.104291184,0.361168256,0.368578789,0.164495897,0.204004116,0.114657702,0.186237077,0.267017229,0.214973272,0.148450134,0.071169561,0.38207853298108,0.300026337678461,2.0533266855187
"T1778",0.302189633,0.261707685,0.104352501,0.3385773,0.351040205,0.128487865,0.204004116,0.106674927,0.144078594,0.234540597,0.225875469,0.145964951,0.069851255,0.382159341763381,0.299814461866695,2.05317227711588
"T1779",0.241437749,0.236631679,0.095354476,0.30498797,0.293075948,0.118149964,0.204004116,0.10088654,0.150284441,0.209053143,0.241316303,0.164677954,0.068222887,0.255717521789335,0.656604828179054,2.31318983241212
"T1780",0.251034421,0.248137328,0.10087933,0.296788155,0.293712569,0.125799506,0.204004116,0.107812952,0.16308552,0.213958633,0.237989734,0.154986998,0.071152456,0.212802921281148,0.796733467488387,2.41531116095803
"T1781",0.189176613,0.177623266,0.085305209,0.283566552,0.281604781,0.096847602,0.204004116,0.093431516,0.123114269,0.176828324,0.247484299,0.174706015,0.063973695,0.310583387012607,0.494197402498334,2.19483242768756
"T1782",0.164544311,0.15027968,0.090453853,0.239010428,0.21009834,0.081466928,0.204004116,0.086427074,0.128489893,0.185878119,0.362425328,0.198685245,0.058555765,0.45306416224464,0.117923434833025,1.92061583881169
"T1783",0.173464617,0.156852368,0.091806296,0.2371801,0.214537358,0.093078431,0.204004116,0.088581813,0.135969078,0.186527612,0.317336765,0.189543082,0.054559859,0.325923115455587,0.451198860415028,2.16349644765716
"T1785",0.17512524,0.186891122,0.07094193,0.249040647,0.231574148,0.086482297,0.204004116,0.077600449,0.114233771,0.175804677,0.319098319,0.199042786,0.053800668,0.42539059634708,0.188121773925322,1.97177417221987
"T1786",0.156710283,0.163834389,0.083768984,0.238725612,0.225552091,0.093142503,0.204004116,0.087700644,0.122989006,0.168214623,0.343858229,0.198906264,0.054518487,0.418401440412087,0.205984676752709,1.98479209187862
"T1788",0.353408202,0.222072704,0.086343473,0.370755887,0.375476318,0.163868129,0.204004116,0.104954019,0.210098174,0.197170536,0.177841985,0.168904399,0.057578827,0.450577966575308,0.124201249237125,1.92519091176231
"T1789",0.257258335,0.185247584,0.099179311,0.332357557,0.343873973,0.153410298,0.204004116,0.103697534,0.198441622,0.177772041,0.197969263,0.170348372,0.053354482,0.317279469859716,0.475319952543141,2.18107513811075
"T1790",0.320676856,0.275523307,0.0889384,0.362579225,0.374521811,0.195188142,0.204004116,0.123746282,0.259617344,0.201045611,0.230547504,0.15403171,0.068438301,0.318605850877228,0.471600875405823,2.17836479210225
"T1791",0.329179374,0.289109463,0.095830955,0.362482103,0.36574561,0.202162444,0.204004116,0.112215762,0.252970801,0.215762778,0.229338153,0.155940349,0.048948391,0.353135112275507,0.376869989741689,2.10932791323128
"T1792",0.319763841,0.246202213,0.102340593,0.344273548,0.354147389,0.179536047,0.204004116,0.107021805,0.242842908,0.197289091,0.235748466,0.153139273,0.052527121,0.32410187853971,0.456258980632713,2.16718410352664
"T1793",0.309928839,0.247290308,0.114688182,0.318824208,0.327048312,0.20340229,0.204004116,0.113665366,0.291064833,0.206841508,0.23771564,0.147166748,0.080490842,0.184080215444857,0.899924500078184,2.49051352782632
"T1794",0.25494822,0.182684807,0.079894982,0.285056957,0.27269488,0.108776037,0.204004116,0.081398945,0.137716362,0.141982115,0.311615755,0.199970011,0.054195798,0.384702034804037,0.293154488320811,2.04831869864728
"T1795",0.251982396,0.167202584,0.107893218,0.290079429,0.277215543,0.139211739,0.204004116,0.086282402,0.163824488,0.149910789,0.258123959,0.173777885,0.07257748,0.197979051382343,0.848861969534682,2.45330076758173
"T1796",0.280592404,0.253050219,0.092960095,0.333482949,0.314445182,0.128396679,0.204004116,0.091961544,0.141676143,0.168576038,0.230427193,0.168982014,0.072364108,0.339124773979174,0.414852959128538,2.13700870221933
"T1797",0.213697851,0.173211082,0.087497116,0.281495404,0.261668106,0.127517596,0.204004116,0.094938541,0.158094003,0.180997395,0.29254712,0.198377007,0.061494366,0.244348361384544,0.692383184891064,2.33926396928113
"T1798",0.196439235,0.16177757,0.086702323,0.276099606,0.250217205,0.11556105,0.204004116,0.094328714,0.137458356,0.174214639,0.301470712,0.196279773,0.056542787,0.299911390657192,0.524655379396885,2.21702923970994
"T1799",0.184409935,0.155082076,0.078015749,0.270808093,0.251261055,0.119376355,0.204004116,0.097565986,0.141808467,0.172066471,0.325619717,0.205766891,0.044488732,0.370229279034406,0.331246156945916,2.0760787042086
"T1800",0.12404932,0.166676162,0.092872109,0.268116425,0.232139244,0.09485935,0.204004116,0.077545947,0.109358035,0.164270778,0.311785977,0.186415928,0.070878555,0.39631873073869,0.262887278961584,2.02626091198514
"T1801",0.113539011,0.151841741,0.090748824,0.26237703,0.218345146,0.105407831,0.204004116,0.076330798,0.135606332,0.148122039,0.333058919,0.19329603,0.061425925,0.423487057272576,0.19298065990167,1.97531517492712
"T1802",0.108452908,0.142374548,0.095708534,0.227474609,0.20670212,0.095596182,0.204004116,0.081616072,0.104881122,0.132850652,0.364498759,0.20112302,0.065580698,0.498355542999754,0.00412205408639886,1.83768098516946
"T1803",0.1264794,0.167209911,0.109761494,0.275858183,0.24120171,0.086841439,0.204004116,0.068249923,0.11545101,0.180551029,0.313758499,0.160979309,0.09487541,0.37581927356826,0.316479546981131,2.06531726503987
"T1804",0.113689052,0.129156769,0.087771081,0.263035513,0.263292875,0.15213573,0.204004116,0.073394853,0.195641019,0.150009567,0.249364693,0.184885192,0.063860106,0.273190994640033,0.603190466214961,2.2742631316742
"T1808",0.125890682,0.17777981,0.07022034,0.310260105,0.214761405,0.108089893,0.204004116,0.074270118,0.134680145,0.144177745,0.288473305,0.2161732,0.042713783,0.458368271360444,0.104545398656904,1.91086634838365
"T1810",0.153654512,0.211281322,0.079626166,0.336472228,0.277684342,0.09218583,0.204004116,0.082345865,0.13681011,0.173590383,0.195454535,0.183722314,0.055923631,0.424726551833634,0.189816273059425,1.97300906969441
"T1811",0.137027497,0.229333196,0.082165069,0.330809589,0.266650009,0.087648427,0.204004116,0.072186544,0.129287827,0.169709518,0.203072682,0.192622568,0.064845928,0.429751839130794,0.17700599798624,1.96367334563429
"T1812",0.171699553,0.15932038,0.087668518,0.302537692,0.254431946,0.105271726,0.204004116,0.098748056,0.120251619,0.175789299,0.295673003,0.18685213,0.059793925,0.359230646343685,0.360516001320004,2.09740964275582
"T1813",0.17266977,0.163900861,0.088653942,0.290806768,0.254138595,0.115513217,0.204004116,0.094692599,0.12681197,0.179217865,0.291607266,0.187163707,0.069359937,0.294024607129094,0.541665131777905,2.22942541025686
"T1814",0.165851055,0.15950331,0.073235707,0.313249299,0.259161807,0.136320461,0.204004116,0.065676886,0.191680863,0.164722127,0.342207602,0.187834178,0.053377904,0.443250213416657,0.142733793215168,1.93869684475146
"T1815",0.204486588,0.210957624,0.07200853,0.284780295,0.277549991,0.211803567,0.204004116,0.068361526,0.232423756,0.172700699,0.293521496,0.181560364,0.056347494,0.267400165393118,0.620694983363002,2.28701987116389
"T1816",0.222867527,0.198121857,0.082180604,0.26505277,0.276693897,0.147859926,0.204004116,0.109413618,0.143330308,0.175254503,0.280873717,0.18095324,0.063924744,0.196644709334416,0.853667189465603,2.45680266016928
"T1817",0.196930347,0.202153342,0.07863497,0.290778141,0.293557646,0.144190317,0.204004116,0.08326298,0.130203764,0.17060264,0.2720401,0.173920918,0.06361962,0.308690567088092,0.499565388213749,2.19874444621265
"T1820",0.148589106,0.177933349,0.070921642,0.295019357,0.233573562,0.102057234,0.204004116,0.083824429,0.11505797,0.165811466,0.328649438,0.203598409,0.044362946,0.481707385670867,0.0458688635389411,1.86810474197506
"T1821",0.170585025,0.174965478,0.080793265,0.270124848,0.215348189,0.093582543,0.204004116,0.092487516,0.116139205,0.196120353,0.305206371,0.198685236,0.049745965,0.372149053391418,0.326166868741366,2.07237707931541
"T1822",0.148661687,0.1449398,0.07731346,0.287485003,0.229621622,0.09177961,0.204004116,0.08941714,0.112963638,0.187779228,0.334659597,0.193323988,0.050951245,0.487021501692726,0.0325380113599932,1.85838963775458
"T1826",0.088805549,0.128559112,0.101794027,0.23412808,0.204127353,0.108343651,0.204004116,0.068591017,0.130020743,0.116197166,0.308669225,0.185401117,0.086128624,0.351814882011047,0.380425263835284,2.11191888475268
"T1828",0.135944911,0.143068945,0.095738774,0.230984848,0.185011918,0.125563274,0.204004116,0.125549194,0.13554875,0.141255976,0.420709607,0.210900219,0.081947859,0.445990626136602,0.135797645709031,1.93364199941929
"T1829",0.139997812,0.147280178,0.100181068,0.228214431,0.185881449,0.139535347,0.204004116,0.127522521,0.147438381,0.143384978,0.418642586,0.201286556,0.080724422,0.401938965191604,0.248331497810222,2.01565311819989
"T4796",0.104369357,0.162943344,0.088714296,0.217939726,0.096646866,0.097284666,0.305204058,0.102108986,0.089807941,0.285272818,0.117342741,0.108810004,0.088820849,0.421870269291089,0.197111175021565,1.97832536394845
"T4798",0.096579844,0.271916295,0.094888973,0.094829942,0.095046354,0.138808303,0.181999365,0.103739972,0.120836587,0.232329196,0.13434047,0.105680055,0.09471312,0.2051639369688,0.823316779730248,2.4346842396996
"T4800",0.120708813,0.133469234,0.08627745,0.245329054,0.121717467,0.089898153,0.259320794,0.11811702,0.095879301,0.151168129,0.160894342,0.13530723,0.086302813,0.231497173366023,0.733925168475221,2.36953845546009
"T4811",0.101982048,0.304664539,0.101405385,0.269084372,0.086342929,0.142166861,0.22294018,0.102786777,0.274504958,0.157724664,0.148226344,0.124096538,0.092145658,0.391140752884701,0.27634707065182,2.03606998325089
"T4812",0.103874332,0.290775639,0.102130882,0.274803221,0.097215424,0.218058109,0.287916824,0.096501515,0.247796628,0.100298384,0.226778162,0.11701462,0.100469239,0.331055443840062,0.437000634781836,2.15314922904573
"T5743",0.12182975,0.15520713,0.120940254,0.214575918,0.137099523,0.121102824,0.12442693,0.147882962,0.149291187,0.148028279,0.167960176,0.12498316,0.120926142,3.76892177795899e-06,4.47790696747918,5.09803419516381
"T5745",0.093336911,0.158936681,0.101147102,0.244009528,0.103173536,0.100283354,0.171824366,0.120077754,0.09181066,0.154601539,0.130291415,0.093589314,0.094687732,0.110619121120134,1.22324217017057,2.72613723883172
"T5747",0.10868456,0.294271169,0.107282945,0.142731611,0.112974554,0.125340552,0.165514029,0.123273756,0.105925675,0.118966603,0.200328807,0.164534447,0.106162219,0.134006017544587,1.10765223526711,2.64189894338364
"T5755",0.110937851,0.29057632,0.112523014,0.249186879,0.132711755,0.110318752,0.136567008,0.145443938,0.223565015,0.177180297,0.29071237,0.267065149,0.111940591,0.216813568882253,0.782999956206525,2.40530261149507
"T5757",0.272880021,0.24457203,0.085758857,0.285394217,0.131594977,0.089351429,0.171208407,0.148160411,0.089484704,0.194841916,0.205598165,0.286707105,0.091774542,0.326207468187973,0.450409860413724,2.1629214493645
"T5759",0.159743613,0.123387578,0.089299681,0.323938408,0.115208549,0.09375077,0.100541894,0.124175639,0.097573599,0.187145958,0.161827477,0.135481096,0.096319629,0.358121696532135,0.363483959683797,2.09957259711457
"T6892",0.121498498,0.11284371,0.064125759,0.139168982,0.161030461,0.071349742,0.072127136,0.233771694,0.086737776,0.300486868,0.255853862,0.229585924,0.063291988,0.466399654172154,0.0843233997510586,1.89612919397826
"T6894",0.16841157,0.138177223,0.109258896,0.161398448,0.153749459,0.125214279,0.240647656,0.130239897,0.12687241,0.238596836,0.096071378,0.170038889,0.122940783,0.00307511186774941,2.73966285277375,3.83125675976052
"T6896",0.160468462,0.129988892,0.123419543,0.177059315,0.146692972,0.117897366,0.187554849,0.144100712,0.123465548,0.240919697,0.181332718,0.210278945,0.107173857,5.69137680174888e-05,3.85905239085693,4.6470325166142
"T6898",0.147188663,0.129623025,0.128247015,0.153228561,0.132732379,0.126832502,0.184151219,0.151803827,0.126752119,0.205437483,0.183512299,0.134588,0.127212535,3.48452949511433e-12,6.85828813334307,6.832780841544
"T6900",0.181822181,0.127495313,0.108973012,0.222272479,0.1515163,0.09338263,0.071993916,0.194291426,0.075396052,0.268824847,0.112344414,0.256693942,0.099046261,0.239466623261134,0.70801934143251,2.35065910654382
"T6902",0.147188663,0.129623025,0.128247015,0.153228561,0.132732379,0.126832502,0.184151219,0.151803827,0.126752119,0.205437483,0.183512299,0.134588,0.127212535,3.48452949511433e-12,6.85828813334307,6.832780841544
"T6891",0.184969322,0.112211362,0.07421704,0.179424145,0.136944904,0.072396875,0.066637901,0.167744004,0.07887247,0.315207912,0.07878644,0.070776242,0.074131792,0.251144889185449,0.670891301080942,2.32360136284706
"T6893",0.16901274,0.115418613,0.077954306,0.170035503,0.140425192,0.077460964,0.12481081,0.090867996,0.092194729,0.265329229,0.097094669,0.1829083,0.088765448,0.0392456004434946,1.75950836389058,3.11695111119121
"T6895",0.193182441,0.131426889,0.099057343,0.195389329,0.155485955,0.096233618,0.080271774,0.111232613,0.106174191,0.292417589,0.213354482,0.215193932,0.058540683,0.173404045803899,0.940798574396284,2.52030126281769
"T6897",0.165499996,0.114017342,0.095534182,0.079860291,0.104269957,0.09948979,0.091052965,0.116619637,0.084048129,0.079758352,0.080031304,0.167766271,0.108654342,0.00576543603511839,2.52618506715838,3.67568088897827
"T6899",0.216993913,0.120967487,0.079910437,0.210993116,0.162725715,0.092005736,0.068052052,0.07880578,0.105902936,0.299297231,0.070062652,0.252887411,0.103473571,0.399011946606588,0.255905389153844,2.02117273110761
"T6901",0.157960386,0.122579498,0.095836228,0.143029904,0.10378022,0.106093736,0.108808376,0.098457784,0.097719962,0.104153594,0.159565136,0.096539181,0.111353803,1.07433304601503e-05,4.2488542971691,4.93110784010645
"T1658",0.110776402,0.063330096,0.086054287,0.108777841,0.197387037,0.327690191,0.208913024,0.250298646,0.233761679,0.338210904,0.290582145,0.18943797,0.064934432,0.421056747838854,0.199190800108689,1.97984092905934
"T1659",0.117483842,0.084306687,0.074992182,0.083114938,0.186228702,0.347123999,0.210281648,0.26042899,0.216224604,0.306071423,0.300573293,0.186486288,0.052524935,0.494375425736329,0.0140991839905396,1.84495200247119
"T1660",0.113303779,0.092545907,0.092194847,0.100650782,0.175955453,0.27138364,0.212310153,0.250056039,0.164068411,0.313500845,0.30416466,0.173520244,0.073534955,0.318564482675871,0.471716770110286,2.17844925250413
"T1724",0.279884364,0.253040602,0.054657085,0.294689741,0.206668506,0.29630254,0.211581546,0.27181792,0.278746274,0.245019296,0.297624791,0.183516942,0.036170722,0.202029260635392,0.834394844854878,2.44275758383412
"T1725",0.173857313,0.303783123,0.031305168,0.31563637,0.204929882,0.317389126,0.233610414,0.262048321,0.225267282,0.173632892,0.326312507,0.192251078,0.029298553,0.33696646725754,0.420756451521766,2.14131098110556
"T8307",0.116826934,0.318302224,0.055739908,0.3078925,0.307572209,0.227287038,0.247025411,0.099008739,0.205777703,0.320214877,0.190550831,0.13367354,0.05317132,0.435799281296116,0.161628309595502,1.95246657180014
"T8318",0.158717701,0.132960948,0.039883428,0.081582867,0.177705259,0.275861502,0.183769759,0.069355201,0.252550785,0.394837214,0.263782443,0.182301939,0.039159935,0.497609186949355,0.00599291546453941,1.8390444098798
"T2143",0.128546212,0.032088667,0.059242663,0.125864463,0.076032803,0.084892222,0.13151779,0.115964064,0.125007323,0.307844079,0.174717397,0.107564027,0.063089426,0.157545483136644,1.00459695049938,2.5667955052426
"T2144",0.138445282,0.073689825,0.099303689,0.143328298,0.070051151,0.072113869,0.143024291,0.086435474,0.075236424,0.311921072,0.148818342,0.080926893,0.071133853,0.0490407757428235,1.65422624861615,3.04022482927667
"T2145",0.106321857,0.0815493,0.037673678,0.080278162,0.065863697,0.080872694,0.105948283,0.134428182,0.113050321,0.342512575,0.212402354,0.119352596,0.044324273,0.345646833340143,0.397100072222402,2.12407095869084
"T2146",0.120697324,0.173584859,0.172389518,0.159854107,0.06117524,0.066429356,0.122304966,0.110959514,0.114094007,0.295484496,0.16093712,0.09740582,0.067926719,0.0722877354379122,1.45896234882896,2.89792266348382
"T2147",0.093412602,0.02875753,0.043229868,0.042760016,0.081945701,0.095960864,0.08298726,0.131454421,0.110373102,0.30890953,0.194747712,0.128095133,0.059626193,0.432289736957181,0.170547637306904,1.95896669625803
"T2148",0.071197251,0.079497104,0.076177477,0.08752879,0.084586816,0.089740946,0.102524468,0.115344749,0.090934203,0.299957717,0.172178514,0.106961977,0.078697739,0.0100226665774367,2.32549825426181,3.52942667530963
"T2149",0.172242728,0.149655285,0.076010048,0.152941305,0.052374662,0.055675144,0.16378865,0.089886665,0.134576302,0.321828105,0.168686728,0.077569366,0.05564147,0.256082904184599,0.655469047792097,2.31236211152205
"T2150",0.101243705,0.09261939,0.048986575,0.074958836,0.077392966,0.091755491,0.103487827,0.137236416,0.116082835,0.33243478,0.202545648,0.12565833,0.057090205,0.180734916375085,0.912567920028441,2.49972765314037
"T2151",0.075780004,0.139289344,0.13292634,0.119973031,0.070017489,0.078089183,0.146191182,0.126946645,0.140335479,0.302162961,0.1925753,0.111937754,0.064081916,0.0497583351328148,1.64720133138223,3.0351052913693
"T2152",0.129983899,0.132677155,0.1350622,0.041664448,0.063551155,0.080284591,0.142375613,0.13910384,0.141730538,0.350530947,0.234102298,0.122671994,0.034939005,0.341468485846107,0.408458664411596,2.13234874209393
"T2153",0.090503434,0.031193521,0.044841497,0.077863823,0.078055385,0.094486986,0.074372304,0.13032593,0.108543915,0.322417115,0.208290089,0.130331181,0.051989499,0.431065566101227,0.173661963190445,1.96123631864442
"T2154",0.061181359,0.138619261,0.117108954,0.120031453,0.056346618,0.059294994,0.136760465,0.087702978,0.130793934,0.323032885,0.176075742,0.080361568,0.056459302,0.168894447255281,0.958543247716692,2.5332330205442
"T2109",0.038476112,0.073632823,0.058578426,0.088453236,0.087497315,0.102210422,0.114125045,0.150883088,0.117077763,0.315624187,0.205592235,0.136687897,0.065373503,0.284222124360477,0.570344228164305,2.25032583032024
"T2125",0.057279226,0.041001329,0.094925595,0.072796965,0.062488386,0.077375534,0.086913564,0.121170544,0.098024397,0.338722473,0.195438372,0.114702411,0.038197829,0.375774945244303,0.316596370044707,2.06540240200057
"T2127",0.052968812,0.080075164,0.059727722,0.062030215,0.076034692,0.086751823,0.114204359,0.128829654,0.101919286,0.32033397,0.19458052,0.116701152,0.06280998,0.235856703220684,0.719694024100192,2.35916724670883
