"","alaA","avtA","leuE","livF","livG","livH","livJ","livK","livM","lrp","lysU","sdaA","yfbR","pval","z","inv_cof_var"
"T5788",0.134962647,0.157678586,0.109928499,0.125947916,0.158633626,0.09283142,0.204004116,0.203504036,0.109197979,0.091476445,0.377546488,0.250536395,0.108642784,0.36305867833608,0.350294947500343,2.089960861405
"T5790",0.134962647,0.157678586,0.116913204,0.125947916,0.129325043,0.098875368,0.204004116,0.17038989,0.111191796,0.062514487,0.375674675,0.247732567,0.100865236,0.379431324340759,0.306974674882753,2.05839041431807
"T5794",0.134962647,0.157678586,0.118937776,0.125947916,0.138429106,0.091343929,0.204004116,0.14329161,0.101580573,0.09744279,0.368080049,0.23747894,0.09209814,0.396679177044369,0.261952122720178,2.02557939963876
"T5798",0.134962647,0.157678586,0.124560141,0.125947916,0.116331288,0.098437693,0.204004116,0.183981677,0.106744456,0.080613648,0.375371426,0.234452719,0.096851596,0.384578635511863,0.293477400706359,2.04855402699971
"T5802",0.134962647,0.157678586,0.10956774,0.125947916,0.131365784,0.094058518,0.204004116,0.198482415,0.106295129,0.096185026,0.373826282,0.241005119,0.089844218,0.402507012069157,0.246863294346249,2.01458313786571
"T5804",0.134962647,0.157678586,0.088502621,0.125947916,0.100435354,0.102701659,0.204004116,0.204844223,0.119253868,0.116967509,0.392156625,0.236575148,0.085430103,0.488552659604408,0.0286981658468154,1.85559127956635
"T5808",0.134962647,0.157678586,0.10202195,0.125947916,0.122269854,0.098082826,0.204004116,0.198387698,0.116357946,0.103991316,0.390806471,0.250628095,0.082575111,0.461774275659053,0.0959647719333321,1.90461305851309
"T5810",0.134962647,0.157678586,0.159867316,0.125947916,0.163627569,0.07535154,0.204004116,0.174305237,0.09632762,0.10606615,0.386712543,0.244954065,0.105397591,0.39043749206711,0.278178961351737,2.03740500736123
"T5812",0.134962647,0.157678586,0.100128949,0.125947916,0.1598909,0.101829807,0.204004116,0.174131556,0.116118931,0.070490185,0.375198307,0.22881213,0.100368077,0.352227025657956,0.379314879859036,2.11110967196499
"T5814",0.134962647,0.157678586,0.09036411,0.125947916,0.144339126,0.094340714,0.204004116,0.157248446,0.102541712,0.063327809,0.379471357,0.23832987,0.09629828,0.439375507165024,0.152552717588684,1.94585256685693
"T5818",0.134962647,0.157678586,0.100926852,0.125947916,0.140749387,0.105779804,0.204004116,0.170766461,0.116759815,0.100926746,0.368897369,0.23512735,0.089182664,0.364500245853571,0.346455406684387,2.08716272527049
"T5820",0.134962647,0.157678586,0.10186853,0.125947916,0.13391515,0.104615978,0.204004116,0.167212369,0.116577387,0.061326881,0.382888002,0.247846163,0.090146123,0.417003380926065,0.209565560003345,1.98740172654521
"T5793",0.134962647,0.157678586,0.120022778,0.125947916,0.140013149,0.084633071,0.204004116,0.16636028,0.091214767,0.095420361,0.382066951,0.216386376,0.085501126,0.444384996881726,0.139860774814808,1.93660307964086
"T5803",0.134962647,0.157678586,0.087304092,0.125947916,0.139416182,0.091131319,0.204004116,0.199123884,0.110368281,0.089096898,0.393565356,0.242629873,0.082264185,0.485245570589512,0.0369923051054676,1.86163578641672
"T5805",0.134962647,0.157678586,0.101146374,0.125947916,0.142383275,0.083893756,0.204004116,0.188296151,0.106769117,0.082526498,0.393306756,0.241497325,0.076674349,0.487990461926351,0.0301079958555099,1.85661871916914
"T5807",0.134962647,0.157678586,0.08687407,0.125947916,0.149154895,0.089265447,0.204004116,0.195517998,0.105993028,0.10786883,0.39558719,0.247828681,0.079184747,0.497967190952228,0.00509551868625635,1.8383904154381
"T1091",0.021586363,0.166099359,0.060543691,0.120090479,0.077652434,0.086338372,0.120512139,0.063431306,0.077286111,0.098069676,0.113084819,0.110014685,0.019237613,0.396941763706241,0.261271001683593,2.02508302012991
