"","adeD","adiY","chiA","gspA","gspB","hchA","hns","mdtI","mdtJ","rcsB","yjjP","pval","z","inv_cof_var"
"T2151",0.068943751,0.064493255,0.063535359,0.02560262,0.037870339,0.089256682,0.952677945,0.06414682,0.064564465,0.063686071,0.063427831,0.0222446296385555,2.0094516319837,3.49481805617451
"T2152",0.102988167,0.040263462,0.028405831,0.030529191,0.032543366,0.096157695,0.959167234,0.033156895,0.044540828,0.140640286,0.02481838,0.498706252360114,0.00324295009856853,1.41566779345547
"T2153",0.017740919,0.057289766,0.044953141,0.055479562,0.059032012,0.107550268,0.958961035,0.049661496,0.061164593,0.136307715,0.040438739,0.339606488683717,0.413537331070083,1.84087962594913
"T2154",0.124441117,0.092105364,0.057448833,0.033573964,0.025212966,0.064076515,0.572654437,0.056680412,0.056103349,0.20879343,0.058882122,0.488417461970111,0.0290371972965524,1.44239986590764
"T2107",0.026363705,0.049736012,0.038739455,0.033466453,0.015613432,0.102315922,0.921210231,0.042980817,0.053920661,0.136901458,0.035274591,0.492640992006311,0.0184473437424639,1.43142498727316
"T2109",0.065351318,0.069713643,0.058678622,0.050453003,0.015625918,0.114899151,0.959910843,0.063522382,0.0728505,0.080271315,0.054687781,0.128065387196527,1.13558384200642,2.58917824835267
"T2125",0.015546974,0.043210106,0.031842372,0.050688589,0.036413867,0.090469407,0.971896956,0.036543,0.046737038,0.064987474,0.02761995,0.250708105002336,0.672263110321073,2.10901213716747
"T2126",0.06213855,0.058039674,0.046285479,0.038366232,0.037467993,0.110421663,0.915050755,0.051700273,0.061649656,0.031162019,0.041714852,0.172922929239308,0.94267755263636,2.38925828696209
"T2127",0.027982092,0.064977477,0.059782034,0.039276155,0.052224507,0.097322415,1.018300995,0.062145343,0.066794699,0.067230324,0.057715474,0.0388704572241409,1.76394693077426,3.24038731393551
"T2114",0.059274266,0.064778017,0.051362101,0.060418928,0.037377328,0.120859549,0.971566708,0.057054509,0.069257093,0.11657133,0.046262018,0.162656430442369,0.983598707527552,2.43166725005303
"T2115",0.034128066,0.060741608,0.049556364,0.060692199,0.041459183,0.110209317,0.962045355,0.05424418,0.0646078,0.181826102,0.045983767,0.432789340835257,0.169277107521596,1.58773860799409
"T2131",0.035973562,0.042281386,0.029750872,0.038028477,0.018676429,0.09894926,0.903593894,0.035102314,0.046615733,0.078137625,0.025412966,0.351700251868422,0.380734179958241,1.80688382039409
"T2132",0.07513573,0.050584655,0.037966127,0.045725754,0.013709999,0.104349846,0.930061796,0.042942085,0.054708974,0.025411351,0.033321988,0.327707826699442,0.446251406397319,1.87478311710905
"T2133",0.042454921,0.055885648,0.044006145,0.047021034,0.02040422,0.105496031,0.971752958,0.049106205,0.060049522,0.107720994,0.039181551,0.275811627352437,0.595329478810024,2.02928135860368
"T2116",0.05023331,0.050153522,0.047834523,0.023750379,0.019843762,0.08942611,0.93314482,0.049245973,0.054020291,0.128313139,0.046544971,0.364216663962994,0.347210307225186,1.77214108927661
"T2117",0.093084149,0.05852844,0.051907295,0.031555647,0.010562123,0.097652661,0.906522532,0.054089197,0.061149992,0.079965361,0.049772103,0.219842094903325,0.772726618608492,2.21312828995631
"T2118",0.049402065,0.074360966,0.071963447,0.039312537,0.055270291,0.096151072,1.025128435,0.073089089,0.075244206,0.088097854,0.071103515,0.00556866490632736,2.53836017355768,4.04295661379185
"T2134",0.020264418,0.120642567,0.04890102,0.029170541,0.020626474,0.096002561,0.917684744,0.051246608,0.058177981,0.069233238,0.047410239,0.37508453136866,0.318416448806555,1.74230034596992
"T2135",0.049245848,0.046444602,0.050986288,0.04189566,0.054380639,0.107634155,0.971901988,0.05441308,0.062867236,0.11739621,0.048167934,0.175026413730774,0.934486827925135,2.38076976451227
"T2136",0.041509033,0.054757413,0.050220384,0.035980663,0.045381603,0.109789873,0.862177867,0.054065317,0.062186828,0.037354955,0.046372759,0.141754588591777,1.07246956444433,2.52376926674501
"T2110",0.043133125,0.035033604,0.045327638,0.029568481,0.043278837,0.093340574,0.962813848,0.049110985,0.05707623,0.068627432,0.041970725,0.101371118051639,1.27377762756514,2.73239647292966
"T2111",0.010211528,0.057259788,0.045807369,0.032865024,0.071704957,0.103868555,0.941576589,0.050850797,0.0607046,0.079172314,0.041090501,0.244352816693513,0.692368992197864,2.12984902714994
"T2128",0.057605808,0.046009413,0.042473526,0.033650518,0.048559359,0.091920489,0.97033655,0.0464112,0.053857723,0.034728632,0.038930989,0.0698299661191874,1.47705859097776,2.94306830996309
"T2129",0.028107426,0.057574588,0.049180848,0.070836629,0.045350879,0.107136736,0.890751908,0.053092579,0.060294582,0.058281363,0.046316541,0.0940004847200068,1.31651582810891,2.77668854567916
"T2130",0.056102542,0.065426514,0.057714073,0.041016732,0.044683896,0.10627316,0.924176785,0.061909663,0.070161762,0.042361297,0.053470983,0.0463807147778608,1.68100764535713,3.15443252836319
"T2119",0.050758712,0.05068809,0.05537963,0.127289189,0.077393533,0.110512519,0.050625445,0.052204325,0.050814378,0.121779042,0.058274983,0.177681169440938,0.924238146200667,2.37014846200653
"T2120",0.078741369,0.056299969,0.060216318,0.033115094,0.032017781,0.090108467,0.953149146,0.05808225,0.056321605,0.137725579,0.06357325,0.229617008776693,0.740108737246704,2.17932449017464
"T2121",0.020119784,0.061820077,0.063989657,0.055270283,0.057860715,0.074535491,0.912092308,0.063313694,0.061206774,0.072209893,0.064257856,0.00689963769726536,2.46244651157685,3.96428288873195
"T2122",0.072838223,0.058110711,0.043901728,0.036733418,0.043153549,0.111301576,0.931056412,0.050310752,0.062718787,0.017345182,0.038636569,0.253337239581935,0.664024736400379,2.10047423308189
"T2124",0.040513123,0.076401759,0.064904441,0.035811209,0.048533399,0.117684067,0.937694398,0.069757577,0.079584548,0.127673281,0.059909961,0.177448530874563,0.925132360968719,2.37107518856629
"T2137",0.062414836,0.024329256,0.037951381,0.037172976,0.032234171,0.105433063,0.896648908,0.044518135,0.055746267,0.018369821,0.032338903,0.354400178059108,0.373467733171445,1.79935318069434
