"","fnr","ompX","rimM","rplS","rpsP","trmD","ychO","ysgA","pval","z","inv_cof_var"
"T2672",0.330936953,0.108271685,0.349818086,0.361841077,0.308881605,0.354593924,0.067769626,0.051678362,0.469705371110528,0.0760105029588651,1.57752837136121
"T2673",0.388720394,0.179299063,0.326292709,0.351887147,0.280468372,0.330023744,0.070891708,0.045629796,0.331840880301063,0.434835602482861,1.76695128686341
"T2677",0.571969403,0.325951983,0.344345471,0.119700886,0.320806219,0.319000426,0.061084665,0.041918176,0.459643307066883,0.101332378513518,1.59089572916285
"T2678",0.405936045,0.209104449,0.36573837,0.151827327,0.349829012,0.35535052,0.068814524,0.050701431,0.439921498143616,0.151168248705427,1.61720396635379
"T2679",0.350158597,0.111184248,0.252132719,0.311632107,0.200997506,0.255944529,0.067757645,0.068634366,0.286167022464298,0.564617374526676,1.83546277525203
"T2681",0.341073687,0.161555617,0.222030087,0.305857716,0.195349567,0.242049098,0.071316813,0.053553249,0.210444878327441,0.80487856881436,1.96229608753812
"T2682",0.32358293,0.11577663,0.245240196,0.221427533,0.153649524,0.219122099,0.070151937,0.074124408,0.12157486046373,1.16715019287367,2.15353841513467
"T2683",0.347838454,0.126962024,0.262960516,0.263661958,0.181559441,0.241494885,0.068038776,0.054361093,0.240292036702433,0.70536346641642,1.90976230197595
"T2684",0.347558098,0.163357367,0.240120656,0.205847301,0.183256757,0.238708492,0.067915439,0.072726866,0.0666385568159226,1.50130337046642,2.32993708180518
"T2685",0.314055939,0.150651572,0.251051208,0.16971595,0.18376637,0.231656881,0.062666864,0.063703832,0.124001341503464,1.15521429315085,2.14723748209616
"T2686",0.342775454,0.20386341,0.225333832,0.181301128,0.183597318,0.221027394,0.076894017,0.071506437,0.0269555380174502,1.92755037862507,2.55495186231136
"T2687",0.340014224,0.201063799,0.238504065,0.156820083,0.158955268,0.207207738,0.075459347,0.076570143,0.0330489371523112,1.83775934818848,2.50755139117986
"T2661",0.199889598,0.235119649,0.38904612,0.260879526,0.387671569,0.411098032,0.071008015,0.055620923,0.356601605192518,0.367557499108056,1.73143533631363
"T2662",0.202031228,0.243582952,0.429029624,0.322439247,0.438589768,0.457439589,0.073255879,0.048917537,0.399980780939341,0.253396849617512,1.67117020131943
"T2428",0.029875231,0.239822974,0.147153326,0.307157196,0.340477499,0.271871419,0.098687995,0.037610764,0.297626983996309,0.531237848856006,1.81784180314332
"T5731",0.251014952,0.235990638,0.093349958,0.149903932,0.093144085,0.203350141,0.115432595,0.09563486,0.0461886901124407,1.68298817691315,2.42584805844881
"T5733",0.123595253,0.154017793,0.090537341,0.316673914,0.094792753,0.31331471,0.103465994,0.289901616,0.297724846901929,0.53095538858084,1.81769269303673
"T5735",0.180904762,0.176627073,0.181008937,0.330668911,0.159203905,0.236035651,0.096139831,0.251071618,0.013354444117482,2.21574620960728,2.70708975515289
"T5762",0.085125492,0.307695889,0.377297206,0.269839528,0.302248002,0.136477687,0.0523308,0.142162233,0.225837033819544,0.752627034073726,1.93471262678477
"T5764",0.07899209,0.297808695,0.357498951,0.260571189,0.293795284,0.140997394,0.049266315,0.144860709,0.190664307793885,0.875450898748686,1.99955105244352
"T5766",0.14139391,0.303368559,0.392953175,0.2621845,0.296303859,0.141108568,0.041766391,0.145452343,0.264234613834666,0.630344479213125,1.87015995728791
"T5768",0.041994388,0.295329071,0.403089275,0.253501251,0.288138751,0.14635178,0.062003491,0.149850472,0.20089360031666,0.83843364394104,1.98000973178659
"T5770",0.052652959,0.30211252,0.382868888,0.261963459,0.295286493,0.137778154,0.044386137,0.142993876,0.25145841569763,0.669907385481933,1.89104512128875
"T5772",0.125168527,0.302859049,0.379524425,0.268581718,0.29817174,0.144176918,0.125598376,0.152461385,0.0439762579034001,1.70629850767034,2.43815352654233
"T2429",0.118503975,0.345120669,0.255922387,0.430297012,0.323128374,0.4165291,0.039495932,0.061893935,0.394040298902589,0.268803892463273,1.67930354254606
"T2430",0.114316501,0.313065655,0.242158757,0.42092325,0.358923106,0.379810092,0.024777891,0.059200324,0.428846995818031,0.179310386680816,1.63206013397093
"T2435",0.179672918,0.105280572,0.025448721,0.093198861,0.127693379,0.053171231,0.026002483,0.056861197,0.342207592625289,0.406445647743717,1.75196429736687
"T5533",0.305585243,0.122746278,0.356346899,0.282699883,0.198726609,0.137207889,0.066251671,0.094681589,0.38085533037717,0.303235153547517,1.69747972327491
"T5529",0.291166667,0.083267682,0.271123258,0.278344831,0.285314712,0.167380476,0.111992221,0.058440623,0.292917478502127,0.544881592663541,1.82504430300695
"T5531",0.30386908,0.131588621,0.067427716,0.243446992,0.248904803,0.065403071,0.099365454,0.106156334,0.330126345812092,0.439564314182037,1.76944756250805
"T0066",0.265096762,0.370069391,0.057218868,0.402091965,0.39036826,0.324511823,0.076750674,0.101684842,0.492873396522739,0.017864695977797,1.54683333832926
"T0067",0.277941912,0.379307472,0.09385272,0.414098197,0.40272335,0.337994452,0.078502625,0.101684842,0.427730276414955,0.182155680554158,1.63356215783064
"T0068",0.177320367,0.313172148,0.079297431,0.428081675,0.428035373,0.291747529,0.104233124,0.101684842,0.434624801641311,0.164611723250193,1.62430074455054
"T0070",0.237729304,0.401923143,0.160917872,0.115146033,0.389386716,0.341676865,0.065853201,0.101684842,0.499440457191986,0.00140256628328747,1.53814301926784
"T0071",0.389799409,0.374018431,0.073137251,0.393781584,0.396693476,0.403474644,0.074113921,0.101684842,0.477938634457479,0.0553278577022644,1.56661005218566
"T0064",0.264988978,0.329605466,0.108769474,0.246754956,0.355525206,0.359210257,0.092885436,0.101684842,0.28731829726348,0.561236102545312,1.83367780982552
"T0065",0.41594495,0.417370238,0.147713191,0.356739263,0.409253083,0.409545409,0.047743816,0.101684842,0.415997235303561,0.212144286090777,1.64939307127601
"T0604",0.325911364,0.645812013,0.630199982,0.542450271,0.70400815,0.507752694,0.023786439,0.05066468,0.486619934527078,0.033545140628586,1.55511100771767
"T0605",0.319543923,0.619798378,0.635442014,0.524225611,0.705860765,0.467194028,0.03077742,0.050939464,0.488400176915449,0.0290805428002979,1.55275415715649
"T0606",0.320577986,0.621802622,0.606576483,0.542263815,0.696893253,0.482032517,0.03412143,0.059204325,0.46044131823377,0.0993219683097204,1.58983443840403
"T0583",0.282074427,0.23760257,0.199195653,0.262728304,0.370927106,0.112785939,0.138625283,0.247211825,0.0206044636852586,2.04142171996377,2.6150642722212
"T0584",0.284658572,0.232843182,0.176930465,0.259151613,0.206148907,0.127844525,0.176034387,0.245941817,3.57239028198709e-08,5.38749162042845,4.38144660406197
"T0585",0.288038376,0.249963753,0.177569892,0.270954236,0.166382739,0.137079177,0.159177396,0.258383974,2.31813513149414e-05,4.0732445265038,3.68765869303859
"T0587",0.260070123,0.187075166,0.091882968,0.389916801,0.185104666,0.091636972,0.160793301,0.072689552,0.488863329927425,0.027919118717813,1.55214104414926
"T0588",0.235540808,0.198140962,0.089485408,0.34150303,0.144938345,0.084787637,0.153821548,0.078476793,0.395483784904472,0.265054380524185,1.67732418412283
"T0592",0.057468773,0.191047012,0.24665078,0.269215242,0.370393,0.224338761,0.151096177,0.049429595,0.126205650693399,1.14451215147635,2.14158784699318
"T0593",0.053257328,0.171189415,0.260147146,0.277142844,0.17743166,0.244495142,0.157982396,0.289674723,6.20739926645949e-07,4.84889999551576,4.09712536791831
"T0594",0.042854378,0.192738903,0.244991813,0.295793059,0.201294083,0.235552141,0.172583669,0.244716789,3.48436626032461e-14,7.48845829078696,5.49054190592407
"T0589",0.174851405,0.287590065,0.168413934,0.212266328,0.173576958,0.191385768,0.108299381,0.07419098,0.0342530771738949,1.82166287485964,2.49905410124308
"T0590",0.057708553,0.288998981,0.165484106,0.247386953,0.179161451,0.190383013,0.096478228,0.078978328,0.0574157307676177,1.57684383938566,2.36981471544917
"T0591",0.122198715,0.301129449,0.139403713,0.205287655,0.245698495,0.161497805,0.117829057,0.058734672,0.123013421987056,1.16005394376861,2.14979232213172
"T0597",0.064759383,0.242051066,0.352565064,0.40566673,0.303428846,0.205848897,0.058907119,0.036523426,0.430294249066321,0.175625079330905,1.63011466899741
"T0568",0.303684445,0.673323231,0.705933756,0.509608073,0.640547961,0.895727887,0.082717978,0.0644414,0.45436556873326,0.114639162088449,1.59792034852215
"T1096",0.213542748,0.314800867,0.133778752,0.285764295,0.168225952,0.108887088,0.125105685,0.101684842,0.177655540634991,0.924336621826944,2.02535770923593
"T1094",0.230642188,0.289625447,0.147803071,0.267284685,0.241384538,0.075076325,0.081731774,0.101684842,0.264232684021945,0.630350379673848,1.87016307212707
"T0095",0.103964898,0.304613609,0.273081728,0.140728626,0.330288845,0.345365674,0.046760941,0.049103602,0.434455250252189,0.165042538177019,1.62452817072444
"T4023",0.272746447,0.269115569,0.380019536,0.264448113,0.301506702,0.140677069,0.12039933,0.160363567,0.043619223994672,1.71014832789372,2.44018583746996
"T4024",0.272258278,0.058995421,0.393845709,0.256607011,0.297262382,0.138822872,0.137252412,0.189184771,0.274300461634314,0.599857928057695,1.85406617953621
"T4025",0.203819323,0.211738731,0.391531408,0.261741384,0.301219024,0.106698047,0.114666222,0.113778319,0.219060022042846,0.775371714544593,1.94671948943924
"T4026",0.264224778,0.205513328,0.39691528,0.261853968,0.304479829,0.136714063,0.104069562,0.090914469,0.252370505581137,0.667048724179569,1.88953604079509
"T4027",0.244769767,0.287373806,0.336852084,0.254927565,0.283273672,0.087975916,0.087815008,0.094432903,0.268924549645941,0.616068820671212,1.86262387114089
"T4028",0.267036002,0.207080641,0.37363412,0.267834512,0.304823721,0.080774373,0.122076153,0.077676422,0.333612850107867,0.429958677984896,1.76437677003526
"T4029",0.270788653,0.238997882,0.362364164,0.264538768,0.302075543,0.137937103,0.125805466,0.073461981,0.167553753876301,0.96387717656547,2.04623107391717
"T4030",0.255654799,0.169115385,0.390954628,0.26250794,0.301384118,0.134617694,0.124193025,0.112486726,0.187008426922231,0.888974370958493,2.00669006121714
"T4031",0.224244021,0.279302658,0.229474056,0.250397952,0.276670858,0.1090938,0.134895931,0.086566942,0.0578984498882088,1.57266287806792,2.36760759592643
"T4032",0.2569958,0.088883679,0.145192462,0.249343757,0.281181685,0.119679635,0.128109859,0.080073322,0.195110038101694,0.859218323015948,1.99098191437184
"T4033",0.260182343,0.294641779,0.313165485,0.266863418,0.293312735,0.052878988,0.131619047,0.06251157,0.344170199105228,0.401108289213676,1.7491467185097
"T4034",0.272304646,0.233888625,0.263908694,0.266901174,0.292301023,0.072264826,0.138258627,0.081882532,0.155669418199692,1.01241674272093,2.0718549952944
"T4087",0.095747556,0.078025556,0.359420407,0.247875735,0.281721541,0.140834591,0.130949397,0.086645134,0.337839004002355,0.418368097419115,1.75825813015738
"T4088",0.045535532,0.125296517,0.340339594,0.280744417,0.302878745,0.1281549,0.189797932,0.143050441,0.0544407481046053,1.60324082133331,2.38374961935532
"T4089",0.285586001,0.142814946,0.368231036,0.257725955,0.296150079,0.148607842,0.098630289,0.133112471,0.168831253922096,0.958794048800463,2.04354770287541
"T4090",0.247590908,0.159753999,0.355311715,0.236179927,0.257676069,0.146932496,0.153187202,0.145058681,0.0210134201002285,2.0332542748838,2.61075269741413
"T4091",0.262710837,0.109847404,0.346931754,0.253442787,0.290216612,0.125009374,0.094754636,0.105133627,0.302453284515689,0.51735757568486,1.81051443999193
"T4092",0.169675835,0.098734728,0.330991794,0.256033952,0.277330351,0.145708834,0.139939696,0.122501718,0.11605679694615,1.19493201332533,2.16820437198912
"T4093",0.253166704,0.076021629,0.380232771,0.245483859,0.280973371,0.11161187,0.131872243,0.149099805,0.309057118203147,0.498524739527293,1.80057263063446
"T4094",0.075507309,0.09147714,0.349281865,0.252082401,0.28631,0.151223826,0.16742689,0.152080509,0.0803308363132396,1.40284966741409,2.27796360642985
"T4095",0.247719963,0.104523625,0.381652646,0.269189451,0.304089821,0.140545549,0.117002872,0.122914296,0.27444414161254,0.599426839954266,1.85383860915304
"T4097",0.047382782,0.105003004,0.360411228,0.279899211,0.30465048,0.150656009,0.147182767,0.108950339,0.191883954392955,0.870974807310868,1.99718813443324
"T4099",0.113498827,0.07109884,0.331490431,0.238755523,0.26517963,0.141333033,0.132258081,0.135728291,0.169186704567775,0.957384123086023,2.04280340644848
"T4101",0.101901351,0.075686031,0.179144831,0.236481578,0.273647381,0.131775106,0.133079325,0.105809165,0.0827946086949643,1.38651659216975,2.26934141490533
"T5038",0.287567095,0.21919087,0.154152401,0.269068255,0.299601592,0.13940483,0.119433231,0.153461826,0.00958966992826206,2.34202675730527,2.77375295554746
"T5039",0.308496705,0.328256967,0.283481202,0.288451131,0.303959799,0.103315598,0.109886563,0.052284353,0.302192380549837,0.518105359470235,1.81090919327139
"T5042",0.278825559,0.289257653,0.059671941,0.266352087,0.288573903,0.096606158,0.124029556,0.162669419,0.243519467717802,0.695026115435065,1.90430523901114
"T5043",0.205761031,0.110321149,0.190817769,0.227240955,0.274432794,0.143827986,0.141825196,0.129106668,0.00429209979323425,2.62818429164525,2.92481483644572
"T6958",0.106268357,0.083476812,0.093388188,0.264516837,0.275029509,0.116993581,0.128314983,0.071957911,0.361432965055882,0.354631158747735,1.7246115520213
"T6959",0.204180387,0.291834798,0.10058739,0.2650737,0.291164904,0.11789777,0.125401919,0.146891129,0.105581780463812,1.25037234804054,2.19747119265497
"T6962",0.188107591,0.22952042,0.202546319,0.266367489,0.295812433,0.149315317,0.17580023,0.139830186,7.10284719205309e-05,3.80455918598583,3.54582034164921
"T6963",0.263103493,0.251793336,0.176099854,0.260255334,0.288750947,0.156496827,0.130231942,0.101460619,0.0131315331399876,2.22229958358322,2.71054926566803
"T6966",0.269787272,0.077032889,0.339953516,0.252766322,0.100627221,0.153683628,0.159155478,0.072775927,0.402799847661297,0.246106624286726,1.66732170872886
"T6967",0.279427131,0.069785115,0.345537422,0.255785397,0.132787383,0.153202241,0.156484882,0.070877021,0.38359143156578,0.296061830037155,1.69369294287695
"T6970",0.275925768,0.086480028,0.335502988,0.240260755,0.259627239,0.16113531,0.172429667,0.078025641,0.176360408196422,0.929324742374789,2.027990926194
"T6971",0.271933301,0.092436379,0.345708272,0.253054112,0.238289087,0.15485974,0.159695114,0.070021508,0.226765778910384,0.749540400271828,1.93308320015152
"T6981",0.251514095,0.081075315,0.391763336,0.256411761,0.293898817,0.155999902,0.158410843,0.063928473,0.392680402311699,0.272339737184844,1.68117010655402
"T6984",0.274654191,0.061213937,0.36088568,0.268423995,0.299205118,0.170673629,0.162710214,0.044199043,0.429529125507929,0.177573101063966,1.63114302503111
"T6989",0.27236224,0.299115872,0.347600417,0.27282531,0.306952637,0.15230969,0.117845319,0.052540723,0.207782103851465,0.814140952258014,1.9671856776998
"T6992",0.062343277,0.247204206,0.326420213,0.270665723,0.30744012,0.16160738,0.114825192,0.09844749,0.0609452628025332,1.54688687870883,2.35400050724991
"T6993",0.24024497,0.284538685,0.338116517,0.250970013,0.281218,0.104502966,0.133125713,0.131558573,0.0618421020530174,1.53949210387108,2.35009682322361
"T6996",0.298345618,0.283375913,0.287636445,0.267143017,0.321673824,0.052927441,0.1053557,0.05315613,0.425570852028808,0.187661893500646,1.63646887453213
"T4096",0.198018158,0.077018424,0.392068875,0.245628774,0.288041237,0.136311035,0.155899022,0.147948347,0.243472938678891,0.695174617283233,1.90438363278313
"T4098",0.232507016,0.136078393,0.353752927,0.267099426,0.273319577,0.167446655,0.170477726,0.175202204,0.00840065728149871,2.39102705884335,2.79962009803594
"T4100",0.235109362,0.139784213,0.35011387,0.271761936,0.293334587,0.157955684,0.169004933,0.14415575,0.0266402764476288,1.93264006784987,2.55763869713212
"T4102",0.250001061,0.103575481,0.141673592,0.229056877,0.270621275,0.137396403,0.141561416,0.137686237,0.0100802772882244,2.3233463343897,2.76389160477747
"T4834",0.095189857,0.093375124,0.344883946,0.244506813,0.276535576,0.138641034,0.132546074,0.12861301,0.161734090481357,0.987355929776632,2.05862545182305
"T4836",0.103052283,0.106117881,0.382999026,0.251524417,0.282630581,0.148316414,0.131154332,0.107976753,0.247290578628793,0.683040648738391,1.89797813968517
"T4838",0.145560692,0.104989537,0.343297737,0.247454632,0.26379868,0.14136284,0.153928751,0.087605915,0.175880353751653,0.931179524642997,2.02897006133625
"T4840",0.179535643,0.075542408,0.352748037,0.250169675,0.257499668,0.154193802,0.154341755,0.080781762,0.271303898578975,0.608874244283584,1.85882587139964
"T4842",0.222273821,0.098818162,0.383967129,0.240260071,0.27905474,0.142321786,0.158478074,0.082854125,0.293768553498526,0.542408526701002,1.82373877737489
"T4844",0.302068904,0.065611028,0.363901813,0.26024109,0.294292432,0.152668617,0.161034735,0.067910713,0.374843846288499,0.319051193925225,1.70582897332465
"T4845",0.174993303,0.105642196,0.386533419,0.253319328,0.286012728,0.149943776,0.110441646,0.101560719,0.315697489733774,0.479764329639963,1.79066905493257
"T4847",0.125491957,0.120953589,0.389359964,0.243457543,0.288203033,0.137638551,0.12508244,0.138463422,0.198837648767212,0.845780335326087,1.98388803267273
"T4849",0.077936619,0.082332702,0.365387044,0.253688098,0.287328132,0.149850004,0.163937143,0.082614193,0.282222883091311,0.576250661970868,1.84160395998932
"T4851",0.087029092,0.106592387,0.332967549,0.23935971,0.26908717,0.141123589,0.147130503,0.08702906,0.164718599105341,0.975248119647698,2.05223376769055
"T4853",0.144183967,0.106460589,0.255709615,0.248150012,0.286696464,0.139533379,0.14361196,0.085003836,0.0923989246651755,1.3261263503173,2.23746155004986
"T4855",0.147128204,0.087893525,0.217410268,0.24619493,0.282199869,0.137915205,0.150799742,0.084169368,0.0973757960625249,1.29665014011189,2.22190112887957
"T5040",0.307317129,0.327552588,0.287531996,0.277685607,0.319648768,0.103732795,0.10874611,0.066680755,0.268404924969182,0.617644278784031,1.86345555172672
"T5041",0.267568327,0.285569608,0.068810088,0.244714711,0.281995953,0.091908621,0.124496636,0.143152988,0.22465417382883,0.756568619279544,1.9367933802281
"T5044",0.236932132,0.138533954,0.253825958,0.063481531,0.275412515,0.158901121,0.175527588,0.152594642,0.0457166432755541,1.68788510438189,2.42843313479759
"T6957",0.205812531,0.29930832,0.056056167,0.137090892,0.309774812,0.128106423,0.114580031,0.076443446,0.482558241207505,0.0437339430941267,1.56048965227475
"T6960",0.290111415,0.299713665,0.067596365,0.155884372,0.307527001,0.101436819,0.091479174,0.136603829,0.39224804755579,0.273464607266824,1.68176392279144
"T6961",0.230013776,0.28215382,0.202229608,0.101800422,0.309555511,0.108700388,0.12680652,0.093290316,0.226156175541216,0.751565576563257,1.93415228589284
"T6964",0.271417213,0.276641252,0.148714595,0.111487202,0.300511707,0.109027881,0.111971057,0.078133715,0.291850568261257,0.547986552433187,1.82668340387493
"T6968",0.287419828,0.057371839,0.345086432,0.077761402,0.213999429,0.129666068,0.196341923,0.094083108,0.469256773611968,0.077138271763087,1.57812371782719
"T6972",0.280992938,0.05483927,0.199765436,0.090511611,0.293759518,0.05530418,0.180218386,0.146003961,0.398067709895959,0.258351790069306,1.67378590258381
"T4103",0.302320938,0.0892471,0.336070209,0.281533998,0.315171999,0.151464311,0.116344993,0.069594673,0.367322187603395,0.338954011161268,1.7163356231453
"T4105",0.287941313,0.092882478,0.324405716,0.265621634,0.302387286,0.141441811,0.079490582,0.116205196,0.307258922703395,0.50363506729651,1.80327036049366
"T4107",0.312128061,0.118194076,0.356618709,0.290583716,0.32743544,0.153051328,0.100794101,0.042266063,0.454754086987858,0.113658925723883,1.59740288407972
"T4109",0.300469964,0.084878121,0.324963774,0.279440002,0.312908083,0.149778321,0.105474152,0.142149503,0.21423664331231,0.791806885962278,1.95539557729052
"T4111",0.310569944,0.13418178,0.358825421,0.286534662,0.327032186,0.134512402,0.090183711,0.04209669,0.479566533854809,0.0512415192447755,1.5644528838455
"T4113",0.310788718,0.104426441,0.352812767,0.29069617,0.329085783,0.141207814,0.09142478,0.051085386,0.491743236253338,0.020698115256104,1.54832909361853
"T4115",0.300884842,0.093843649,0.355207988,0.277119724,0.315522822,0.140353293,0.097866212,0.138122578,0.280784400701934,0.580512883184039,1.84385397641734
"T4117",0.29887588,0.162334567,0.352138132,0.286806994,0.310822461,0.145747465,0.10499702,0.13214284,0.126175844043493,1.14465599217121,2.14166378015344
"T5049",0.279134693,0.30249646,0.067541766,0.107579515,0.252196917,0.075372288,0.109415456,0.093299674,0.498323184426787,0.00420316570306721,1.53962144903196
"T5050",0.292825673,0.312390396,0.091123,0.273040213,0.299163473,0.094362065,0.103890667,0.077338608,0.428491506392724,0.180215981032412,1.63253819507248
"T5051",0.284856555,0.302865603,0.157155052,0.262202439,0.297876928,0.04608975,0.118855481,0.099851593,0.327376743355568,0.447168384474126,1.77346173310627
"T5052",0.279844858,0.295180215,0.162917118,0.075989391,0.285772262,0.123550023,0.133964518,0.102260648,0.23151151431876,0.733878111287887,1.9248151150964
"T5053",0.279295595,0.3050662,0.082673743,0.15000335,0.297402414,0.087148129,0.106904021,0.153647762,0.317683691326319,0.474185850295328,1.7877241889716
"T5054",0.302115421,0.317347204,0.10984895,0.289216063,0.314032007,0.121909058,0.118845268,0.151236349,0.15675867675245,1.00786900426827,2.06945425499561
"T5055",0.249274706,0.283127738,0.08660945,0.2467281,0.279729716,0.084100309,0.11902393,0.090350635,0.315175976983346,0.481231530160344,1.79144358659316
"T5056",0.244322788,0.275403487,0.138543508,0.240488303,0.270633988,0.092966183,0.132753057,0.088432752,0.124405604656579,1.1532416578892,2.14619613263933
"T6973",0.270411636,0.058301326,0.200106614,0.275429321,0.296470042,0.064122998,0.140003729,0.121705628,0.358558735824453,0.362313900624775,1.72866725316186
"T6976",0.295790194,0.042793423,0.250035438,0.039466922,0.298433442,0.139246357,0.194010856,0.149495191,0.431299698845557,0.173066193398487,1.62876383920764
"T6977",0.286628829,0.089781969,0.114466234,0.284097696,0.223442195,0.096067667,0.120706842,0.130669427,0.161370876932221,0.988839338564793,2.0594085397896
"T4104",0.279299994,0.185944915,0.328801824,0.24171331,0.253140069,0.131207887,0.119739943,0.115043867,0.0478065233232967,1.6665041282131,2.41714616839656
"T4106",0.295608049,0.149335615,0.354197531,0.272395196,0.299635901,0.148088449,0.146289517,0.113198918,0.0913274526860003,1.33262497386878,2.24089215794632
"T4108",0.313601455,0.080034156,0.192843184,0.291347977,0.310337931,0.153227789,0.173385129,0.06838393,0.226083383193659,0.75180760754321,1.93428005347077
"T4110",0.302463197,0.119046205,0.332035213,0.265505063,0.28897599,0.152870022,0.141514307,0.138657918,0.0589244803883134,1.56386633999531,2.36296392442672
"T4112",0.290269874,0.154795058,0.342060077,0.242051717,0.088651614,0.14850264,0.151083384,0.14159547,0.120465250326231,1.17266418125496,2.15644923646967
"T4114",0.262069793,0.157152298,0.359485357,0.28474157,0.288320412,0.154305058,0.142660307,0.10758024,0.0942660432752244,1.31493399469547,2.23155313217152
"T4116",0.297732766,0.167226368,0.360809496,0.281909932,0.196081217,0.148170823,0.147523328,0.14986994,0.0338961667789533,1.82638470867617,2.50154674606985
"T4118",0.283777138,0.141346864,0.34299458,0.253032683,0.279934551,0.138821115,0.126467631,0.137332259,0.0706527475255737,1.47094683584207,2.31391193947061
"T4833",0.094431328,0.134598833,0.395780385,0.248826619,0.290469968,0.136630068,0.110688205,0.128897963,0.238160505944672,0.712232181640878,1.9133882803852
"T4835",0.094958867,0.109623158,0.363318609,0.249096746,0.286404314,0.140711937,0.121832896,0.079705167,0.305224785170314,0.509431829690051,1.80633045755631
"T4837",0.180203308,0.063201252,0.355060815,0.260217384,0.287310414,0.145592617,0.160034765,0.058479458,0.402703603193251,0.246355298802424,1.66745298341349
"T4839",0.237154576,0.083963846,0.372249675,0.247102486,0.281507839,0.139933843,0.125338802,0.090041132,0.351588407371342,0.38103562408407,1.73855040639052
"T4841",0.228510305,0.051967976,0.363303016,0.265446311,0.301646544,0.16149596,0.155998908,0.050298333,0.462863976036925,0.0932210495589869,1.58661377792476
"T4843",0.275630794,0.097884032,0.329556094,0.23811991,0.282823238,0.131563118,0.12337433,0.11914785,0.173381191926581,0.940887753990736,2.03409501248893
"T4846",0.090801848,0.129696131,0.356439126,0.261225,0.288485486,0.146003065,0.137612141,0.082713568,0.202174515046422,0.833879251899444,1.97760547907405
"T4848",0.132740031,0.113227397,0.41417664,0.255898551,0.288026685,0.134597942,0.117116227,0.06185048,0.470361960843119,0.0743600180209621,1.5766570842931
"T4850",0.071666455,0.142133541,0.362674642,0.258290831,0.280971104,0.151825291,0.131697757,0.070245367,0.222970301745199,0.76220007141856,1.93976621040107
"T4852",0.088533616,0.122474121,0.355460374,0.246486445,0.277379688,0.151474175,0.172264889,0.082223622,0.145617051886499,1.05541819764533,2.09455536094168
"T4854",0.187493221,0.124489191,0.350435683,0.230281141,0.266692053,0.155132063,0.157527115,0.07697461,0.151761539296609,1.02890763854952,2.08056049992949
"T4856",0.099053075,0.137669383,0.202020053,0.245832492,0.282255929,0.133766732,0.155635805,0.086737205,0.0241092071882717,1.97543843792233,2.5802318547697
"T7010",0.154019515,0.116732515,0.176314036,0.307467141,0.142894965,0.223504246,0.097362402,0.27391662,0.0526462342673619,1.61971985770089,2.39244886340919
"T2768",0.171035546,0.222673583,0.179898489,0.259069488,0.276248435,0.289347499,0.045729247,0.101684842,0.135676552182817,1.09995184368266,2.11806456662858
"T2774",0.252689828,0.223275702,0.175334528,0.252099797,0.250331805,0.250589305,0.044048958,0.101684842,0.0947105054323637,1.31229383681427,2.23015939911353
"T2764",0.218282866,0.228664901,0.278644485,0.259032581,0.295965582,0.316694798,0.034189894,0.101684842,0.178308991952656,0.921828605621161,2.0240337334537
"T2770",0.277898096,0.246132091,0.177473776,0.288857276,0.285940905,0.288972803,0.055632764,0.101684842,0.128719997088815,1.13246261263944,2.13522692413697
"T2765",0.156350607,0.217079829,0.279022675,0.30518441,0.320055494,0.324496228,0.072986651,0.101684842,0.104294988707192,1.2574520893893,2.20120857125268
"T2771",0.291717085,0.259543091,0.175619205,0.286926498,0.27427111,0.286376182,0.050980218,0.101684842,0.136684869555994,1.09533536572638,2.11562753890953
"T2766",0.195621404,0.224582976,0.27790102,0.263802998,0.308312471,0.327898635,0.047019196,0.101684842,0.155648836917672,1.01250287273854,2.07190046312558
"T2772",0.256556757,0.216575055,0.17569189,0.284092551,0.289466135,0.283616241,0.036238139,0.101684842,0.194560701179613,0.861211799771991,1.99203426600392
"T2767",0.157600481,0.213850778,0.261988221,0.273035301,0.286645132,0.307767227,0.074348752,0.101684842,0.0657783076659593,1.50799184056494,2.3334679092417
"T2773",0.240300061,0.220988196,0.19600829,0.240185639,0.242625785,0.243578114,0.035958875,0.101684842,0.0941714870010141,1.31549685388039,2.2318502641948
"T2763",0.164279206,0.235093791,0.31972862,0.302371787,0.330339869,0.339357111,0.05039928,0.101684842,0.1731295680918,0.941870126865381,2.03461360478994
"T2769",0.290890216,0.255553752,0.196649361,0.293080748,0.29207266,0.291490377,0.068054871,0.101684842,0.0883827927099665,1.35078103352958,2.25047669860287
"T0413",0.285550926,0.251763322,0.06506679,0.374902398,0.374410357,0.30537233,0.086629064,0.101684842,0.428949167063271,0.179050136969171,1.63192274876793
"T0414",0.223736274,0.40572242,0.150002679,0.405524056,0.141434531,0.201208371,0.127781849,0.101684842,0.398479390279888,0.257284987693421,1.67322274015016
"T0415",0.292866534,0.31115782,0.050482754,0.466488902,0.363660796,0.348849785,0.109545355,0.101684842,0.48447742067599,0.0389191591447228,1.5579479392942
"T0410",0.193485022,0.345201983,0.094317559,0.259329598,0.120918873,0.178471022,0.063064371,0.101684842,0.435675133331392,0.161943601850742,1.62289224961787
"T5994",0.292767781,0.181346032,0.314671952,0.221703339,0.310676461,0.148594285,0.129131537,0.074304778,0.116000434581598,1.19522055624277,2.16835669310808
