"","bdcA","dkgB","grxD","mepH","mhpT","nsrR","pgpC","rfe","rffC","rffG","rffH","rffM","tadA","tehA","tehB","tsgA","wecB","wecC","wecE","wzxE","wzyE","wzzE","ydbD","yeaE","pval","z","inv_cof_var"
"T2682",0.071871529,0.071936037,0.302737466,0.069247035,0.070615113,0.258104922,0.072938934,0.173543129,0.134054516,0.185490203,0.069346498,0.06917468,0.199355671,0.069363744,0.087465258,0.084065529,0.144068314,0.176641109,0.082826837,0.087653773,0.099817116,0.107197838,0.074523744,0.069651297,0.385829647448553,0.290205152152243,1.86915196660749
"T2684",0.067837464,0.068123507,0.296507619,0.070708154,0.067959754,0.30194808,0.067931353,0.184851369,0.121325527,0.180677989,0.068049518,0.073477921,0.136182033,0.079264525,0.087473096,0.074932677,0.142797484,0.184595883,0.06929246,0.073206044,0.085826216,0.12764126,0.077877135,0.067764015,0.390547590444018,0.277892109835306,1.85725547459995
"T2685",0.063015449,0.061799886,0.277528901,0.065572743,0.076000371,0.301849887,0.061875656,0.194736043,0.130794872,0.17565573,0.095133077,0.073548056,0.186010249,0.080187844,0.084197522,0.081737438,0.145883427,0.203953973,0.064685332,0.070695029,0.088898455,0.159859698,0.103198076,0.061738856,0.374301780478137,0.320481224693657,1.89840379939889
"T2686",0.072768994,0.073129961,0.241605571,0.080774336,0.079502037,0.235374592,0.071604023,0.168853369,0.100895561,0.149278271,0.167646822,0.084014447,0.166571575,0.080057558,0.085213163,0.072606985,0.135260417,0.171241576,0.071279341,0.072452925,0.074869267,0.152096262,0.101334342,0.076094403,0.223318213776172,0.761034556001192,2.32405320836617
"T2687",0.07545133,0.075749336,0.252799331,0.076588472,0.07619016,0.206422314,0.076055044,0.172413127,0.111503391,0.177849328,0.086676312,0.078857986,0.195968497,0.082125545,0.081438942,0.080044445,0.142886549,0.187448733,0.079746896,0.081312908,0.094387827,0.143286357,0.091470955,0.075615014,0.261370609364642,0.639125613164293,2.20626844593492
"T2428",0.061537181,0.036096323,0.16017226,0.09164341,0.100182134,0.229890062,0.050154993,0.226611118,0.116949224,0.181889156,0.089134515,0.065209912,0.074384198,0.131445201,0.080715958,0.045771377,0.124567061,0.077357178,0.029513374,0.029533861,0.032566864,0.171310256,0.064796684,0.046724665,0.46023265771556,0.0998476026108284,1.68523421432473
"T5731",0.117140954,0.103329367,0.094695242,0.114601696,0.13357952,0.259523901,0.150682381,0.122341205,0.103077462,0.144390163,0.100425029,0.144202271,0.126175388,0.219423845,0.105267372,0.104624261,0.100839294,0.098110762,0.117372677,0.197996296,0.119931755,0.120326216,0.102983269,0.251845949,0.0484416999235878,1.66015437810286,3.19275580047341
"T5733",0.096520025,0.086860743,0.123339274,0.087051311,0.100638159,0.146503444,0.119353422,0.113701569,0.092460234,0.119381364,0.093924436,0.154234346,0.101133554,0.158828015,0.093477912,0.274815074,0.225854572,0.119395652,0.101980554,0.136080043,0.141258329,0.093484902,0.088530317,0.186269315,0.133465451641038,1.11015810304176,2.66136590332032
"T5735",0.099198213,0.088069035,0.24972817,0.089625356,0.111834805,0.180711539,0.143926926,0.156658497,0.087558874,0.237875049,0.128165019,0.154077119,0.108989615,0.176849126,0.088522134,0.228465545,0.087554562,0.097458607,0.227856036,0.174345941,0.171741936,0.100349194,0.086946126,0.181187323,0.146846557069071,1.05005437422676,2.60329548407981
"T5766",0.104184847,0.12621888,0.041286865,0.043109441,0.126028472,0.294186005,0.146070872,0.100687996,0.06466541,0.059461001,0.112666253,0.288442535,0.110039188,0.148706287,0.087597449,0.087964672,0.10042779,0.083121441,0.341568324,0.231150106,0.25586591,0.147243591,0.061844003,0.261627066,0.478936687202497,0.0528224494361196,1.63979992241732
"T5768",0.104740078,0.113412097,0.101683047,0.090053377,0.127123593,0.26337589,0.147541215,0.103656825,0.068428088,0.064193386,0.119547201,0.289560955,0.115980404,0.196614878,0.063907987,0.06965178,0.109512619,0.088403631,0.333732462,0.237307654,0.250155333,0.064278201,0.099839252,0.290103154,0.445431189481954,0.137213071638706,1.7213356092689
"T5772",0.115426752,0.073099757,0.121202575,0.119336781,0.132815214,0.241247134,0.153514507,0.049395255,0.066338466,0.061461604,0.118132309,0.295592017,0.117202686,0.04796996,0.10744698,0.093704557,0.103777412,0.085946725,0.338414559,0.231985507,0.260570873,0.083616123,0.053445891,0.267923824,0.494981955226751,0.0125787046125442,1.60091762376815
"T2432",0.044748954,0.059301409,0.203836879,0.053204944,0.044111425,0.105798222,0.211861635,0.19515172,0.072133362,0.148642957,0.072976927,0.048007748,0.055290229,0.050331206,0.05310847,0.074711147,0.116599131,0.181108213,0.059254298,0.066065028,0.070085809,0.156844753,0.0525084,0.06073144,0.485171834125404,0.0371772621517894,1.6246840119304
"T5527",0.071506977,0.093796244,0.117104467,0.077882116,0.171124775,0.30464192,0.18775474,0.129409564,0.07571178,0.056095315,0.107703569,0.320504658,0.065707312,0.267024657,0.079026911,0.090969524,0.064621823,0.115052175,0.332579088,0.239760417,0.27619253,0.132435563,0.080993405,0.301339233,0.48198106210809,0.0451821471640059,1.63241809162556
"T5529",0.054782292,0.108262968,0.146663847,0.115450318,0.193376983,0.287835556,0.203623353,0.147543244,0.140631077,0.068234623,0.088208184,0.295439293,0.11746713,0.283116877,0.10596641,0.073847551,0.077375412,0.143628044,0.297978332,0.145951513,0.281383284,0.147562739,0.089069697,0.294927277,0.353260840602198,0.376531662453488,1.95255805044954
"T5531",0.099087165,0.096367096,0.136550836,0.068419861,0.196592305,0.240078284,0.185003919,0.124203758,0.089997484,0.081655652,0.090722774,0.307259477,0.121868505,0.269012598,0.091038342,0.097555484,0.064208566,0.147483849,0.323205236,0.139236946,0.263516537,0.121617858,0.085355425,0.304096658,0.402753405711265,0.246226618159681,1.82666122673356
"T0071",0.068886149,0.06918431,0.136921238,0.147658519,0.068993813,0.105302795,0.076187328,0.170523127,0.11521077,0.219543055,0.08486061,0.175995119,0.315192845,0.070027943,0.072090836,0.085116636,0.101714971,0.26686542,0.217176372,0.072302931,0.070162592,0.111096873,0.070874519,0.069852966,0.438953384983662,0.15362329278528,1.73719067251704
"T0256",0.019024217,0.057784809,0.071859516,0.057733391,0.029325624,0.066952244,0.017386835,0.067843586,0.090014953,0.06542782,0.079307749,0.029962325,0.062558954,0.053871901,0.056924152,0.108169945,0.097019595,0.146693031,0.017202208,0.016704274,0.064863775,0.119400155,0.056100201,0.059709263,0.391036531227266,0.276618494021911,1.85602494521861
"T0257",0.011915512,0.080666617,0.077014727,0.080419042,0.027791795,0.153588113,0.01194685,0.063724856,0.098420569,0.043119234,0.106666394,0.070830414,0.084971976,0.07849178,0.079133925,0.113734554,0.113954985,0.157225697,0.048314594,0.083804063,0.085840802,0.02204158,0.07888687,0.082205387,0.289046568462322,0.556172207108468,2.12612135419761
"T0587",0.068287372,0.077378615,0.334675475,0.075765433,0.063871246,0.186736387,0.069283702,0.191785124,0.154110821,0.089747332,0.172663673,0.064488147,0.061462684,0.072103702,0.074399226,0.076208726,0.151400322,0.152353485,0.083086088,0.08135882,0.087508301,0.118262655,0.072615551,0.078817274,0.451874212272705,0.120927544960588,1.70560102207445
"T0568",0.023934267,0.056160915,0.141505879,0.054968972,0.034269292,0.085967156,0.022764332,0.027060481,0.10045912,0.086338784,0.100470865,0.040965878,0.029482714,0.04930053,0.034460019,0.068054727,0.058971938,0.16956258,0.023478829,0.063501356,0.066073331,0.049023915,0.082713937,0.060728406,0.46597176312212,0.0853998325994296,1.67127521247586
"T0569",0.023593595,0.057811724,0.075594861,0.057809055,0.058914797,0.074614065,0.0263992,0.127735223,0.101722842,0.063366435,0.101988298,0.055617529,0.051579379,0.052923449,0.051716901,0.070260452,0.034357031,0.076640337,0.025738896,0.065440931,0.087850569,0.066071722,0.036098458,0.062613732,0.194289590865363,0.862196888320005,2.42179321826112
"T0570",0.038578082,0.064089298,0.042318867,0.065756898,0.040692882,0.094687746,0.045284803,0.170432474,0.112964642,0.032946822,0.060774962,0.062643947,0.090761522,0.06075657,0.092987781,0.078234687,0.028732777,0.077221574,0.077648887,0.06861056,0.053559948,0.095462712,0.031996475,0.063331627,0.283272626097324,0.57314687330106,2.14252176731184
"T0573",0.024505429,0.049669251,0.034828685,0.043866074,0.023697028,0.14708991,0.022292529,0.051805675,0.096555727,0.018478109,0.096611491,0.03075992,0.022864249,0.039237462,0.074897036,0.061006844,0.040218106,0.081764136,0.022317821,0.041224743,0.035426307,0.029732564,0.046645966,0.018518541,0.394655889393428,0.267204412711978,1.84692934234653
"T1096",0.101227516,0.096138009,0.211232735,0.096061967,0.102640222,0.281128794,0.205331212,0.301424662,0.142019354,0.233788275,0.138349231,0.101308945,0.175107746,0.116222076,0.098745477,0.085116636,0.251588514,0.200661487,0.097768455,0.096112007,0.099481105,0.314379278,0.102939809,0.095286062,0.293582315897861,0.542949414604965,2.11334588885881
"T1094",0.07432704,0.080572828,0.297432784,0.075533431,0.074693006,0.271881548,0.289583101,0.297178782,0.168492645,0.215938254,0.163648109,0.075437242,0.094331015,0.075437925,0.296942172,0.085116636,0.180930881,0.183762584,0.096904527,0.082916473,0.103062467,0.101305677,0.074655752,0.085459183,0.449152567719179,0.127802672023015,1.71224356353932
"T0117",0.070281855,0.062545293,0.157434407,0.06240312,0.070813977,0.149142139,0.056628026,0.18721285,0.151894325,0.22922536,0.117468853,0.070016516,0.057413855,0.068971271,0.066773243,0.085116636,0.082965378,0.077285398,0.056466311,0.059015055,0.05753969,0.061177083,0.070967278,0.06501699,0.379784509239411,0.306046792768465,1.88445768440868
"T0118",0.065735104,0.062150269,0.264702692,0.0652383,0.068248054,0.161530903,0.060582702,0.272112021,0.155841738,0.104927746,0.137583316,0.090161053,0.060723614,0.095668296,0.071207599,0.085116636,0.172331774,0.094432597,0.061301189,0.060739021,0.060783931,0.19103632,0.067281135,0.06841995,0.471357063425333,0.0718589900323601,1.65819245670941
"T0120",0.054351679,0.052248991,0.200107034,0.052312833,0.054504039,0.233270648,0.06362001,0.256736339,0.129790442,0.112545721,0.118654226,0.054169404,0.057267029,0.053680245,0.052527275,0.085116636,0.087346312,0.134848756,0.059759105,0.055264398,0.066584773,0.189353456,0.054024815,0.053985618,0.493349202373299,0.0166718496727622,1.60487229770179
"T0121",0.055540263,0.049912502,0.123431718,0.066138554,0.05721843,0.326823904,0.046641102,0.180246663,0.09306591,0.1502862,0.100368453,0.084769727,0.04652932,0.077203675,0.06831803,0.085116636,0.123693155,0.124289347,0.049923138,0.046897754,0.048664864,0.170447184,0.057502121,0.056441243,0.310794926477543,0.493598368903278,2.06566438938519
"T0122",0.052811488,0.068325609,0.232216319,0.052280138,0.055949957,0.295472052,0.046967201,0.188590626,0.105625993,0.202497151,0.111518009,0.076074668,0.041762644,0.114787486,0.078689443,0.085116636,0.107599072,0.153397425,0.056649948,0.041875378,0.045711486,0.199385718,0.056145097,0.067432615,0.466623075303729,0.0837613847279554,1.66969219330757
"T4027",0.110888322,0.092986099,0.338694523,0.086005661,0.081114418,0.314353541,0.085153358,0.086636065,0.097615577,0.080389335,0.131853964,0.276376231,0.09779144,0.231024842,0.080974264,0.081844877,0.080504271,0.089048596,0.319463764,0.253092377,0.253871451,0.098771727,0.091160478,0.292507822,0.483190401090302,0.0421478914878871,1.62948648484061
"T4031",0.113908097,0.098420809,0.326032627,0.086091223,0.079867612,0.299762909,0.130197312,0.079172008,0.078604482,0.081457936,0.138661741,0.279807762,0.100481995,0.239864867,0.081331982,0.095025376,0.087053019,0.099183873,0.30771461,0.244751051,0.247803462,0.109469541,0.116424888,0.287253316,0.430847781309149,0.174216189624882,1.75708691150969
"T4032",0.117270745,0.100029603,0.32755869,0.100802879,0.083379482,0.308094795,0.080756537,0.111112516,0.083510863,0.088596096,0.131128621,0.28021702,0.083707168,0.240827376,0.090896285,0.103409725,0.085752008,0.096701557,0.315644562,0.242551886,0.242930357,0.10837664,0.113634992,0.289883695,0.429387813692768,0.177932957625511,1.76067794122235
"T4034",0.104351722,0.087483653,0.319683716,0.083738806,0.079848791,0.314298984,0.076281038,0.110571997,0.122827971,0.074682498,0.135210756,0.284313215,0.075908686,0.255446651,0.076611131,0.082771681,0.072377712,0.072560226,0.316591902,0.26041591,0.255529963,0.08935357,0.108873386,0.292070329,0.493560210676255,0.0161428590905464,1.60436120287474
"T4087",0.090611136,0.096565397,0.337055142,0.092569931,0.099292368,0.295088272,0.080454867,0.126773616,0.0867255,0.083834331,0.124657497,0.298430865,0.077059853,0.2275297,0.090461485,0.108681423,0.11702464,0.121077033,0.307869083,0.248309471,0.243066005,0.119116499,0.107455521,0.288640716,0.41973676719398,0.202566937331364,1.78447855321905
"T4090",0.144299678,0.119131334,0.347751541,0.134741343,0.150050451,0.069352279,0.162347436,0.143792013,0.142411086,0.15003044,0.084132524,0.260969936,0.160669335,0.139823881,0.082813374,0.144570723,0.080729025,0.067348295,0.297099289,0.227080881,0.238800734,0.099722078,0.116700256,0.199401787,0.248299811519004,0.679849716676284,2.24561485273465
"T4091",0.108581715,0.075522049,0.333309306,0.075622149,0.094271117,0.302393855,0.108197857,0.106669941,0.075269281,0.079698594,0.096436319,0.288854119,0.109799384,0.229576691,0.076864826,0.075374797,0.102410499,0.107560795,0.322750802,0.252080405,0.25643201,0.099692551,0.078836504,0.295111889,0.487959056707951,0.0301867528455173,1.61792999160382
"T4092",0.086628079,0.103517185,0.315545325,0.086222424,0.121079332,0.256419699,0.122678077,0.084451408,0.063212508,0.081633815,0.12318334,0.285444223,0.12319564,0.283808589,0.068455274,0.10630155,0.0268917,0.112471622,0.304938719,0.246432016,0.257014221,0.070816866,0.109972247,0.220514241,0.472827933512381,0.068163016503977,1.65462151799186
"T4093",0.124592568,0.102279625,0.347532407,0.103632901,0.110204715,0.257253488,0.086895699,0.145552851,0.075854874,0.080936183,0.132299431,0.276207007,0.12927582,0.222069411,0.081728387,0.079658957,0.08614639,0.111282985,0.315603087,0.24102045,0.238100305,0.117806563,0.111313684,0.287943227,0.399803056215901,0.253856900774007,1.83403337683262
"T4094",0.129385579,0.086416161,0.343575791,0.099531239,0.1285616,0.281616233,0.09422102,0.164977979,0.073464842,0.063037013,0.123742994,0.228035193,0.073388518,0.259433578,0.074542072,0.10323902,0.060140523,0.139431547,0.319277357,0.267768236,0.249936552,0.135236834,0.114039616,0.260245707,0.418072666084191,0.206826535111826,1.78859404877622
"T4099",0.118084616,0.115141978,0.323658048,0.114016057,0.116055971,0.282930628,0.131378606,0.123513866,0.113586257,0.111356847,0.131993385,0.264438863,0.115930459,0.213412245,0.11282213,0.115048065,0.075545444,0.113639647,0.299905315,0.221672727,0.231009494,0.083653259,0.117515991,0.210403426,0.262278861011119,0.636335575526363,2.20357279529018
"T4101",0.112561385,0.090265572,0.356013869,0.090829344,0.093365714,0.185354956,0.092503855,0.105539726,0.091596588,0.069295028,0.118612325,0.268871039,0.103635042,0.245771704,0.096203721,0.090043078,0.165240713,0.138170098,0.309748542,0.230894941,0.224990765,0.140226302,0.0983363,0.098793038,0.400048714778248,0.253221012953976,1.83341900110208
"T5042",0.103400639,0.076833946,0.322120378,0.08117466,0.117939768,0.292868075,0.164981456,0.080004075,0.065695564,0.058562837,0.136242575,0.284707264,0.127107119,0.256372975,0.057817516,0.09202889,0.100146482,0.095976703,0.311902531,0.067912516,0.264933161,0.102419932,0.093674339,0.294487694,0.495400625350996,0.0115291779491793,1.59990360259929
"T5043",0.091170784,0.089312977,0.338326011,0.087455056,0.092588801,0.321860137,0.155416427,0.139544218,0.08603314,0.085522152,0.124389964,0.276488138,0.086289251,0.243757449,0.086052499,0.093581358,0.095361824,0.091188851,0.313468883,0.25110658,0.262713885,0.092920477,0.106422782,0.276414342,0.431649445428888,0.172176349135978,1.75511607883907
"T6962",0.156689379,0.108348374,0.333404512,0.074627555,0.106785865,0.298264507,0.180306661,0.105052684,0.054544145,0.055852597,0.146781421,0.28534211,0.138114552,0.247981092,0.052989372,0.127625735,0.068859996,0.072578857,0.32117607,0.069490229,0.262874884,0.12354989,0.116277795,0.182646467,0.454503557903841,0.114291001138166,1.69918899257688
"T6963",0.113605976,0.074634506,0.327366631,0.085266988,0.094488965,0.29761718,0.166866358,0.10420931,0.055903524,0.049033672,0.137850998,0.278130356,0.128058983,0.247320641,0.049017714,0.094290714,0.114823207,0.073421517,0.312600277,0.099673781,0.259828557,0.100249928,0.097419934,0.291086541,0.489874460717919,0.0253836887159303,1.61328941516799
"T6966",0.122645596,0.102036279,0.108039554,0.104292778,0.067352801,0.301058141,0.100575092,0.127365869,0.086153758,0.077915039,0.139562205,0.29110256,0.068952155,0.242828729,0.087557298,0.085861095,0.118768405,0.105638616,0.31806358,0.255734297,0.264777848,0.114554379,0.11502408,0.288776634,0.40975136957421,0.228184592189066,1.80922956263021
"T6967",0.121138482,0.100106409,0.163849136,0.072871901,0.070442938,0.308681744,0.09515588,0.125853162,0.087746822,0.082302475,0.139792199,0.294594296,0.069873437,0.251468777,0.086838411,0.106120419,0.122069726,0.108412283,0.323008994,0.25774537,0.261701372,0.118445962,0.111983195,0.301804218,0.410224188288528,0.2269683196554,1.80805443660503
"T6970",0.148756533,0.118520238,0.130059329,0.095703683,0.087132582,0.24368835,0.078689355,0.142090138,0.077204417,0.080450191,0.144898984,0.289492099,0.078004932,0.232752588,0.112397266,0.098848743,0.114718929,0.115091274,0.306802607,0.228661099,0.257386723,0.114176473,0.124971955,0.086933592,0.326641759530435,0.449205363053945,2.02277319924036
"T6971",0.140151561,0.087619454,0.094888689,0.094287887,0.071902729,0.319300883,0.097706666,0.135562514,0.075639475,0.069778677,0.137017841,0.293624614,0.084393365,0.252190525,0.078633229,0.087623175,0.119001197,0.102454821,0.320517339,0.215958167,0.259226122,0.116788519,0.10566788,0.296566955,0.426577226323387,0.185095090042964,1.76759777864903
"T6981",0.108549048,0.118804947,0.365775785,0.061951751,0.077287413,0.327292437,0.118282593,0.107150989,0.111913787,0.065406602,0.147246459,0.288538043,0.129791545,0.243978581,0.075864393,0.088796897,0.099443868,0.093396631,0.332915142,0.220988954,0.258190526,0.112327475,0.132188983,0.073344526,0.46517560311139,0.0874029731124784,1.67321058673107
"T6984",0.120444508,0.107256623,0.345624336,0.047588405,0.111871436,0.318747212,0.044170308,0.153705148,0.108023346,0.067943212,0.154488451,0.301078253,0.12625293,0.260680357,0.071812817,0.077979121,0.103818461,0.097519371,0.330918625,0.265975717,0.267254198,0.10750204,0.132141757,0.114104146,0.472084421639766,0.070031179023158,1.65642648055969
"T6993",0.119126189,0.083431905,0.325167224,0.090004906,0.136086604,0.291511846,0.162633041,0.153989891,0.017414596,0.101118573,0.135752785,0.279350535,0.123415075,0.160262959,0.026846213,0.111007224,0.099108634,0.098166973,0.307568839,0.231064479,0.250608357,0.113577712,0.09929455,0.137239718,0.413114638266311,0.219540189686977,1.80087760032642
"T4096",0.126765566,0.102784121,0.345601728,0.080858583,0.076467664,0.332678194,0.144845242,0.148764443,0.089053672,0.08706282,0.135376585,0.294991313,0.101743515,0.159708225,0.093959529,0.080084386,0.081706638,0.080980451,0.332790692,0.25646481,0.244640473,0.117961688,0.113053963,0.177184953,0.418208184765402,0.20647950874114,1.78825876231013
"T4098",0.144145092,0.123956714,0.339570229,0.09240532,0.151084237,0.252106812,0.141922002,0.152640573,0.087722238,0.073861461,0.142589266,0.315755816,0.062544549,0.228908272,0.093133732,0.118614066,0.069616282,0.053418811,0.321881289,0.273455381,0.281628304,0.057449782,0.130214462,0.05964874,0.477078528499505,0.0574872567033786,1.64430691922145
"T4102",0.125209391,0.127136231,0.361267645,0.095680419,0.13529086,0.145804088,0.104545356,0.128948133,0.116287781,0.105029291,0.133468173,0.284557826,0.132841239,0.230116167,0.112086202,0.122800179,0.068498817,0.120577803,0.318920913,0.232125144,0.186878307,0.058299458,0.128806415,0.265797673,0.344917042118135,0.399080236427592,1.97434380600528
"T4834",0.110191957,0.095482858,0.336452174,0.076728719,0.095770926,0.293939289,0.140594763,0.091555929,0.087986023,0.112836424,0.124090507,0.294711685,0.112945781,0.160238794,0.076943367,0.107571247,0.126962118,0.130809439,0.319327457,0.240415816,0.245707591,0.108217491,0.102422976,0.078284508,0.403616979455086,0.24399594698691,1.82450601918247
"T4836",0.113302064,0.092190537,0.355042685,0.069735527,0.072340332,0.335192306,0.134894187,0.125824197,0.069989823,0.078521279,0.131752605,0.306961053,0.106819392,0.180885168,0.073804368,0.094497883,0.127516631,0.142431289,0.331633146,0.254223485,0.2453958,0.134244974,0.107338415,0.198132059,0.42265381809138,0.195108975493112,1.77727289428298
"T4838",0.137531378,0.096180998,0.370781712,0.094496278,0.089620794,0.306467377,0.097987322,0.098833314,0.089102828,0.080096561,0.131156428,0.281674013,0.117181321,0.221959616,0.08514153,0.121421544,0.114680291,0.134652611,0.331653263,0.237306862,0.247325489,0.109694241,0.108885286,0.274733985,0.406326440678363,0.237005038622224,1.81775161329762
"T4840",0.134575486,0.103451969,0.353578035,0.096104836,0.08900237,0.28427399,0.177761338,0.0867008,0.086788366,0.080992873,0.137560044,0.285493241,0.060219971,0.229713011,0.080998851,0.094228542,0.1251485,0.072162401,0.318871809,0.246387977,0.250509344,0.113528911,0.108260216,0.261985211,0.4310720329825,0.173645506858786,1.75653553494564
"T4842",0.111371445,0.098431697,0.381820069,0.087375371,0.089773778,0.318376857,0.080506547,0.104339633,0.08644238,0.078768034,0.132346154,0.289462651,0.097208834,0.254204733,0.099418761,0.078604061,0.141125667,0.096854271,0.330767227,0.242556854,0.237634189,0.136574704,0.105304286,0.295596516,0.460405564076863,0.0994120342411444,1.6848133812361
"T4847",0.116508269,0.083997147,0.371895303,0.109094922,0.074020173,0.322341374,0.094139923,0.062320343,0.077898916,0.068636434,0.124229629,0.268711177,0.144815372,0.24704662,0.084387899,0.081374878,0.153651915,0.150206273,0.336205534,0.257716629,0.249600506,0.155019035,0.098683195,0.294484775,0.449593162495205,0.126689287325771,1.71116784465433
"T4849",0.101888864,0.099524771,0.356885102,0.117611001,0.071671604,0.306060173,0.077317982,0.105737554,0.084304122,0.072889271,0.132704759,0.295779556,0.149876826,0.237213808,0.081116854,0.086638515,0.08067722,0.136681837,0.328363464,0.257727156,0.256453636,0.082235205,0.112012935,0.298284032,0.468097270083033,0.0800537080295382,1.6661099473383
"T4851",0.095116621,0.094869835,0.341422881,0.09553254,0.08622907,0.286966669,0.08572126,0.123628605,0.088928303,0.08579717,0.124928552,0.273596875,0.152687162,0.232806747,0.087146626,0.092574286,0.084848046,0.151377328,0.308916345,0.239723903,0.244410153,0.110331188,0.108751094,0.276773536,0.396155383114296,0.263311150203093,1.84316778893609
"T4853",0.104705779,0.093486642,0.375595996,0.10501226,0.09227473,0.306990334,0.085558471,0.086679896,0.08498301,0.081511534,0.131811507,0.26934725,0.09986988,0.225597152,0.084066026,0.091395327,0.151009307,0.093484349,0.3322367,0.23617474,0.263090869,0.131072058,0.112996301,0.288474396,0.448182669423473,0.130254169084214,1.71461212643746
"T4855",0.126417674,0.093945474,0.362663977,0.110418381,0.080091695,0.314629026,0.11101373,0.092767998,0.089917819,0.085226927,0.131243508,0.272373031,0.084332116,0.245493003,0.088995052,0.097725995,0.124896696,0.089047145,0.321813635,0.244508938,0.253837945,0.094688708,0.105933279,0.283961977,0.441161887163492,0.148024067534392,1.73178086909633
"T5041",0.106826404,0.087948499,0.327837088,0.088803738,0.118209179,0.288663645,0.15408282,0.114875208,0.078709546,0.073224959,0.131288652,0.275909274,0.123445144,0.236903684,0.072700108,0.096443586,0.103330788,0.099729944,0.311759049,0.226819489,0.250003892,0.091565608,0.099246411,0.288133966,0.405524729481135,0.239072379281139,1.8197490158073
"T5044",0.12508749,0.104667608,0.327113264,0.081849081,0.084708587,0.306169712,0.165457983,0.175912599,0.070742936,0.097429376,0.14278505,0.273853205,0.104404485,0.20629925,0.07466285,0.092831969,0.087432592,0.106418072,0.303520056,0.254247675,0.262476655,0.065223957,0.129022019,0.262463745,0.38716291781665,0.286721158140409,1.86578583613792
"T6965",0.131688876,0.093866213,0.317073029,0.072632784,0.059732644,0.32876961,0.086109049,0.13422469,0.07921127,0.075341376,0.147141333,0.301642256,0.059793511,0.254983464,0.083166452,0.09378909,0.123852829,0.106712421,0.329231858,0.266281412,0.267949907,0.121337083,0.111513732,0.30391929,0.469172982215726,0.0773489331734136,1.66349667503485
"T6968",0.167261973,0.112788201,0.314266361,0.073131413,0.058441352,0.312582627,0.058748099,0.115685875,0.070529403,0.06393524,0.145928455,0.302178117,0.058512513,0.23902284,0.074686466,0.096053745,0.110042995,0.088709749,0.328613061,0.27204348,0.289369044,0.118517331,0.123548316,0.266490958,0.488958738103668,0.0276798734570974,1.61550791996299
"T4105",0.093949579,0.077224963,0.328722777,0.080606587,0.10408055,0.305018943,0.136082081,0.104547603,0.082819288,0.099028285,0.114824077,0.297623849,0.101810979,0.237498388,0.067484661,0.08627565,0.089521908,0.079785018,0.324048616,0.266526806,0.262161499,0.092476846,0.086677518,0.299560091,0.486250093039812,0.0344727320655391,1.62207097611626
"T5055",0.10437947,0.088373942,0.327672333,0.110409859,0.096874353,0.288892197,0.146417221,0.088730293,0.118926474,0.084708863,0.127272206,0.260660141,0.106760077,0.232982901,0.084765,0.088082608,0.126491959,0.096238646,0.317041647,0.232048328,0.246445169,0.096489072,0.096483706,0.290528596,0.388439431884584,0.283388733705021,1.86256614764495
"T5056",0.117799861,0.09937503,0.323661763,0.092562826,0.108524406,0.280018177,0.145958925,0.088198552,0.114299381,0.088535422,0.130794362,0.258297532,0.109401672,0.23390418,0.08839891,0.096709105,0.115612448,0.101954983,0.302702668,0.139049887,0.240722168,0.097944127,0.108803016,0.24843107,0.336623082481855,0.421697040416357,1.9961954833538
"T4104",0.106752264,0.087096199,0.326072358,0.103575579,0.146070556,0.242489713,0.148143929,0.124448375,0.082113989,0.076127833,0.081975276,0.288923044,0.110044326,0.158684176,0.081708464,0.087489235,0.084315433,0.07291154,0.305715262,0.247034092,0.246349117,0.097625142,0.099040105,0.146439697,0.416199635028716,0.211625427843251,1.79323059493232
"T4106",0.134433485,0.089196135,0.326862792,0.120640848,0.184359114,0.25403097,0.152158497,0.108606494,0.040060257,0.087666858,0.112197111,0.304617352,0.040016347,0.171311318,0.062551905,0.121342238,0.151357641,0.102735411,0.337138709,0.203194905,0.260836994,0.113994629,0.103495768,0.202253474,0.41243258441786,0.221291884181314,1.80257003498352
"T4108",0.136391942,0.078938682,0.338735001,0.120331628,0.176550029,0.319318406,0.169505243,0.052107108,0.079117967,0.123536209,0.085704679,0.305691428,0.083641046,0.261438444,0.045178534,0.118117399,0.04605788,0.078313138,0.33532435,0.270932246,0.265299701,0.107978131,0.103436268,0.275796718,0.486083260242216,0.0348911714578714,1.62247525970096
"T4110",0.110935353,0.087676119,0.27850562,0.117020501,0.137275462,0.271586744,0.148628321,0.114143622,0.078002092,0.149024941,0.124701445,0.30045733,0.062274845,0.18108116,0.06554977,0.117604905,0.089755132,0.137481099,0.317493471,0.257030115,0.25203247,0.064025325,0.110361983,0.171281361,0.357072957639975,0.36629371987443,1.94266645754095
"T4112",0.112608868,0.093580907,0.175401942,0.115409874,0.177630625,0.260406663,0.159334754,0.11712499,0.039019426,0.04559903,0.110870449,0.293946327,0.049074692,0.123940154,0.069344678,0.108120156,0.107380728,0.067289552,0.322681963,0.260021005,0.250544767,0.109268198,0.10826714,0.16432116,0.425034023333085,0.18903160429668,1.77140112059747
"T4118",0.125547493,0.092983279,0.13442297,0.102824379,0.146439593,0.124253844,0.154514018,0.123270146,0.125625141,0.069216089,0.08610615,0.196731337,0.117040731,0.072570364,0.084594252,0.105817388,0.118591299,0.161439078,0.320364877,0.255527511,0.231418768,0.0999809,0.104163491,0.091925194,0.268957170154644,0.615969969077423,2.18389615745266
