"","bdcA","dkgB","grxD","mepH","mhpT","nsrR","pgpC","rfe","rffC","rffG","rffH","rffM","tadA","tehA","tehB","tsgA","wecB","wecC","wecE","wzxE","wzyE","wzzE","ydbD","yeaE","pval","z","inv_cof_var"
"T6194",0.074835942,0.053477082,0.256343132,0.074096752,0.050141654,0.069326546,0.086331204,0.158936645,0.117223218,0.058561551,0.046797891,0.10646258,0.047081161,0.077761781,0.136637386,0.051605619,0.132089644,0.160480252,0.123460718,0.107917595,0.069951524,0.07780106,0.047353515,0.134864104,0.361752759172543,0.35377765806299,1.93057381418986
"T6196",0.074835942,0.055151801,0.23004628,0.074096752,0.048326936,0.074620478,0.086331204,0.158936645,0.117223218,0.056394148,0.044602797,0.10646258,0.045144223,0.073349894,0.244114267,0.051532258,0.132089644,0.160480252,0.123460718,0.107917595,0.066734558,0.06894753,0.045173127,0.134839345,0.424035551611794,0.191580136300046,1.77386343574499
"T6197",0.074835942,0.046396062,0.047791904,0.074096752,0.050295442,0.069298743,0.086331204,0.158936645,0.117223218,0.052596317,0.045080939,0.10646258,0.045141027,0.085605074,0.148627471,0.054093539,0.132089644,0.160480252,0.123460718,0.107917595,0.060594393,0.106140778,0.04507267,0.145282386,0.254279749081378,0.661082358522388,2.22748239444095
"T6199",0.074835942,0.047459044,0.081823743,0.074096752,0.052988881,0.073711723,0.086331204,0.158936645,0.117223218,0.055157259,0.046553673,0.10646258,0.046529622,0.082989676,0.141703032,0.066146409,0.132089644,0.160480252,0.123460718,0.107917595,0.067538544,0.103450448,0.046359578,0.147394232,0.189982861434307,0.877959453614224,2.43702253585901
"T6201",0.074835942,0.047734617,0.071620616,0.074096752,0.057861017,0.061714626,0.086331204,0.158936645,0.117223218,0.054342014,0.049604815,0.10646258,0.048708992,0.080877684,0.127854348,0.075167328,0.132089644,0.160480252,0.123460718,0.107917595,0.074529389,0.092498685,0.048319178,0.155479872,0.172650778571662,0.943741899557242,2.5005795611866
"T6203",0.074835942,0.049702532,0.059097393,0.074096752,0.065456126,0.111317751,0.086331204,0.158936645,0.117223218,0.053758687,0.053005333,0.10646258,0.050308394,0.092939342,0.092022331,0.286825327,0.132089644,0.160480252,0.123460718,0.107917595,0.090735193,0.099588745,0.052206894,0.157244048,0.374017605875568,0.321231171104012,1.89912837511683
"T6205",0.074835942,0.055082363,0.054515226,0.074096752,0.064228809,0.064443284,0.086331204,0.158936645,0.117223218,0.056249966,0.057180581,0.10646258,0.056122815,0.090900333,0.131861572,0.147156403,0.132089644,0.160480252,0.123460718,0.107917595,0.076054519,0.13758369,0.057534639,0.12625669,0.129007165836002,1.13109684598511,2.68159628844056
"T6207",0.074835942,0.057106795,0.20536126,0.074096752,0.057275958,0.058299635,0.086331204,0.158936645,0.117223218,0.062854803,0.053587384,0.10646258,0.053345547,0.07496316,0.103122777,0.066874047,0.132089644,0.160480252,0.123460718,0.107917595,0.067347349,0.141826596,0.053393379,0.114166164,0.212391061552695,0.798152284851314,2.35991524418456
"T6210",0.074835942,0.050764781,0.093487944,0.074096752,0.054136583,0.085095581,0.086331204,0.158936645,0.117223218,0.05394637,0.049995769,0.10646258,0.049756737,0.08553703,0.077191829,0.055214068,0.132089644,0.160480252,0.123460718,0.107917595,0.071759,0.160005894,0.049683386,0.138252085,0.194256694332733,0.862316475911647,2.42190876020369
"T6212",0.074835942,0.041235671,0.134522572,0.074096752,0.051759324,0.078003143,0.086331204,0.158936645,0.117223218,0.047010531,0.041259785,0.10646258,0.040710318,0.08158067,0.151453816,0.04854664,0.132089644,0.160480252,0.123460718,0.107917595,0.070275459,0.139863843,0.040908348,0.149790946,0.262990405504367,0.634153254380967,2.2014643020847
"T6214",0.074835942,0.049735533,0.07458151,0.074096752,0.061796265,0.080869339,0.086331204,0.158936645,0.117223218,0.06296035,0.053502499,0.10646258,0.053686604,0.096153771,0.069350635,0.052082019,0.132089644,0.160480252,0.123460718,0.107917595,0.087399266,0.080388682,0.051054154,0.15134614,0.158974575821471,0.998681198032145,2.55366026280226
"T6216",0.074835942,0.050475692,0.059966637,0.074096752,0.06406361,0.102471011,0.086331204,0.158936645,0.117223218,0.052165921,0.054041653,0.10646258,0.050389822,0.099412332,0.070931378,0.299918718,0.132089644,0.160480252,0.123460718,0.107917595,0.082938923,0.106433711,0.053677034,0.156185663,0.406962140392607,0.235366505303711,1.81616851157296
"T6218",0.074835942,0.056251804,0.11071296,0.074096752,0.06441569,0.072786966,0.086331204,0.158936645,0.117223218,0.059645026,0.058204863,0.10646258,0.056652109,0.087714793,0.074431361,0.083909024,0.132089644,0.160480252,0.123460718,0.107917595,0.078546908,0.117722353,0.058382446,0.11965657,0.0783224673282648,1.41644610002689,2.95729217518294
"T6220",0.074835942,0.063457014,0.22950642,0.074096752,0.051795476,0.051412667,0.086331204,0.158936645,0.117223218,0.076728974,0.05069061,0.10646258,0.053279368,0.069617833,0.117254683,0.075682704,0.132089644,0.160480252,0.123460718,0.107917595,0.060956288,0.137251588,0.051086665,0.117633149,0.24925646145023,0.676831416107007,2.24269866129516
"T6189",0.138493031,0.069383664,0.081894368,0.150927192,0.060402032,0.082576365,0.09205978,0.129728282,0.140299867,0.074159647,0.059037956,0.100836161,0.060327392,0.072623842,0.181564282,0.078811355,0.087328844,0.152981971,0.119916196,0.11414874,0.072772313,0.078207483,0.062553847,0.142482208,0.110950448986326,1.22148907925296,2.76893055181226
"T6202",0.134140509,0.062808847,0.072987432,0.153438068,0.053779574,0.057558948,0.083355146,0.122978265,0.136554152,0.066617215,0.055791871,0.092067944,0.056613471,0.065636163,0.076641281,0.060379687,0.078498326,0.157597547,0.111890371,0.105834887,0.064285256,0.07187191,0.057523182,0.13067844,0.133717659174927,1.10898809366034,2.66023547536462
"T6213",0.132298816,0.058496211,0.066780803,0.146907755,0.05437362,0.068462541,0.085558165,0.123237761,0.134219693,0.068461509,0.051996211,0.094785104,0.05200941,0.073475244,0.19037582,0.054712679,0.080138559,0.149858077,0.113715224,0.108167677,0.068929091,0.06640223,0.055123382,0.128771657,0.202396202971578,0.833092778688934,2.39367370086645
"T6198",0.132999509,0.06274333,0.054676733,0.153391009,0.054619446,0.061329012,0.08407415,0.122302022,0.135565572,0.067069131,0.055781261,0.092790921,0.056654896,0.070118385,0.196989183,0.06067688,0.079192131,0.157648994,0.111933107,0.106143317,0.06336503,0.071801998,0.057961248,0.13141895,0.222194426248466,0.764803014449763,2.32769417983854
"T6209",0.136185183,0.063981936,0.228726093,0.15004476,0.053616507,0.053218508,0.089019743,0.127524249,0.137975134,0.069386081,0.055302545,0.099304757,0.056816124,0.061243238,0.22935854,0.060974945,0.08342768,0.15284124,0.118141256,0.112633853,0.059667516,0.074003542,0.058128783,0.127603381,0.325121784947865,0.453423844313338,2.02684896924866
"T6191",0.138569454,0.068898274,0.283930997,0.152711925,0.060542361,0.073227181,0.092222045,0.129459634,0.14046497,0.075677314,0.058935637,0.101351608,0.061189476,0.071234086,0.268052882,0.286136932,0.086803481,0.155385144,0.119834253,0.11427937,0.073757939,0.080274983,0.061745444,0.135295267,0.430275791219328,0.175672065549398,1.75849353514129
"T6204",0.134801103,0.064682806,0.073222465,0.151490285,0.053315148,0.066734076,0.08501517,0.12450153,0.137002175,0.068219072,0.05621681,0.093602703,0.057043236,0.064576918,0.193441953,0.061270148,0.080478427,0.154764543,0.113492888,0.107315039,0.063798483,0.073745357,0.058034106,0.128701087,0.194033761289223,0.863127221665167,2.42269207842258
"T6215",0.137039356,0.064344146,0.206733935,0.151652316,0.055411106,0.058650457,0.087902394,0.127560608,0.138980146,0.069885014,0.05637145,0.097780708,0.058042844,0.064355279,0.21490511,0.063787205,0.083063245,0.154555073,0.11754012,0.111623248,0.060306596,0.073579922,0.058766538,0.121324362,0.270155373666971,0.612343148552831,2.18039203229228
"T6193",0.136222733,0.062371036,0.262276522,0.151294841,0.059068249,0.068106176,0.086993704,0.126719595,0.138220204,0.069543068,0.056109782,0.096073669,0.057430111,0.080699102,0.24511106,0.071193003,0.082116104,0.15424533,0.116285357,0.110173298,0.07471248,0.077258884,0.057558977,0.131157207,0.353768307309524,0.375166537860504,1.95123910803127
"T6206",0.132676349,0.063257632,0.065008285,0.149320143,0.053806841,0.06426676,0.084863087,0.123221027,0.134725255,0.067194563,0.055832872,0.094487376,0.056809047,0.069996729,0.076858793,0.060932414,0.079882589,0.152743534,0.113626351,0.108079796,0.063286919,0.074120952,0.057464498,0.129211513,0.118558698830192,1.18222257435411,2.7309924330542
"T6217",0.135843282,0.066984971,0.245294534,0.148190649,0.05543979,0.061273254,0.091338716,0.127726877,0.137545341,0.073116994,0.057621924,0.100277896,0.058930683,0.064276304,0.202275052,0.064050007,0.086292774,0.150479483,0.118639213,0.113244901,0.062502472,0.074049425,0.061322909,0.124595465,0.290527102283672,0.551845508980571,2.12194102829824
"T6200",0.13089992,0.061832979,0.068176966,0.147192542,0.052666356,0.070418767,0.084554534,0.121880805,0.132839891,0.066275763,0.054792799,0.094026263,0.055172684,0.066485098,0.076480907,0.062306876,0.079316162,0.150879781,0.112561984,0.107159462,0.065314424,0.07244141,0.056875699,0.134732339,0.119843815842548,1.17576791324118,2.72475613317275
"T6211",0.134742126,0.063774824,0.21700773,0.149170107,0.054483832,0.058805488,0.087646882,0.126043638,0.136575176,0.069082583,0.055635359,0.097781113,0.056874535,0.062320264,0.238833719,0.062340937,0.082501026,0.152148692,0.116646632,0.11108011,0.062944281,0.073298703,0.05784689,0.122464216,0.320627722630471,0.465944195611077,2.0389457569727
"T6195",0.135470036,0.068538258,0.218540871,0.148092672,0.062951031,0.061077736,0.088358863,0.127039043,0.137174336,0.070014183,0.058637574,0.098345245,0.059754445,0.07265476,0.200370643,0.060978191,0.082910611,0.150216318,0.117696578,0.112081455,0.06969841,0.076286609,0.060194207,0.115993752,0.231269226232422,0.734673353254136,2.29858380529606
"T6208",0.132332544,0.062335125,0.197128757,0.146869923,0.054245417,0.068212059,0.081944558,0.122424926,0.134346467,0.065209625,0.055647776,0.091360631,0.056348188,0.069371599,0.073475923,0.060056915,0.077141743,0.14965884,0.111718304,0.105513692,0.065082305,0.070932092,0.057282562,0.129073315,0.198074317789661,0.848519646843728,2.40857867796154
"T6219",0.136047182,0.065579302,0.263980068,0.148798314,0.054561978,0.056796574,0.089258638,0.127457406,0.137800613,0.070640038,0.056305584,0.098712908,0.057933075,0.060798958,0.235359078,0.061552739,0.084197857,0.151219375,0.117892478,0.112244037,0.062686593,0.073915824,0.059544513,0.128192447,0.370385539365527,0.330832409626178,1.90840480367132
"T3655",0.085393125,0.065727581,0.131440229,0.075649034,0.040975143,0.083495942,0.063551231,0.062449146,0.073545127,0.039220282,0.057885953,0.062438485,0.078270026,0.064938495,0.052275508,0.083983446,0.03012779,0.031793279,0.038564481,0.070447795,0.048463823,0.085814848,0.08576362,0.063352004,0.0917503920799427,1.33005307693376,2.87382182867722
"T3656",0.043187122,0.062216622,0.101360315,0.067214259,0.030871144,0.073103588,0.060442918,0.047207371,0.066579439,0.047453365,0.057165456,0.060219927,0.068741966,0.061875424,0.040158198,0.037953595,0.036222913,0.039180172,0.044732239,0.032012704,0.030917814,0.041200093,0.041640601,0.047306732,0.0610753726903729,1.54580882379694,3.08227855708519
"T7301",0.084727167,0.07987857,0.167944479,0.08003882,0.084647063,0.071249137,0.085810149,0.095761632,0.083596764,0.083357202,0.052739299,0.057746299,0.088459795,0.069552797,0.082431423,0.084871723,0.088859141,0.08490389,0.084636224,0.06574989,0.163013705,0.085005175,0.084696448,0.064822833,0.0434496388171393,1.71198584192925,3.24283380550888
"T7302",0.090475741,0.07448475,0.148803036,0.077112163,0.065494094,0.045527875,0.107941198,0.100483718,0.082602091,0.082284278,0.041772406,0.053406274,0.098316959,0.083684029,0.080828154,0.089984991,0.099043636,0.088326257,0.084973584,0.086988018,0.107777594,0.093001599,0.086871675,0.082025388,0.00281644196006635,2.76841984728391,4.26352864092767
"T7311",0.081308702,0.080093111,0.243412061,0.079652194,0.075165558,0.078716946,0.106694416,0.123329699,0.078766506,0.076551861,0.081459323,0.085200374,0.088606287,0.087430295,0.07688784,0.083103514,0.088223778,0.08333881,0.095971145,0.070885127,0.066857922,0.091821019,0.083607296,0.097137432,0.138783295374853,1.08580202400628,2.63783379061233
"T7312",0.090616912,0.086932033,0.185117877,0.08589041,0.069593571,0.053497823,0.102975364,0.113394148,0.086144237,0.085014632,0.058026013,0.068490255,0.09323485,0.082376075,0.084625395,0.092692204,0.092713407,0.089789438,0.063764638,0.081293922,0.064554524,0.094659782,0.090132311,0.082534861,0.0179937095274228,2.09706954977418,3.61489012877091
"T7313",0.077054745,0.0814064,0.087861429,0.081086066,0.074517082,0.08359166,0.115324775,0.111083601,0.080616202,0.079572561,0.118656232,0.111553081,0.086745858,0.123889105,0.076717359,0.08350943,0.091257469,0.082902713,0.064703229,0.051312032,0.069913576,0.093273881,0.083599845,0.051680978,0.00158539387084217,2.9506765485872,4.43961959672597
"T7314",0.08055049,0.081155243,0.08127565,0.081089789,0.087148243,0.103621457,0.105050712,0.093078476,0.080581465,0.081001018,0.107843191,0.100536874,0.080059492,0.063759547,0.080207761,0.085053694,0.082365769,0.08085052,0.095252519,0.03865381,0.03875571,0.081598529,0.080824453,0.041164441,0.00246469718720939,2.8116118829152,4.3052594896855
"T7315",0.074913682,0.080241714,0.090346542,0.080434341,0.070356377,0.102580417,0.133670554,0.123167649,0.078945608,0.077379756,0.10108502,0.097953637,0.082393737,0.09587582,0.075429238,0.087740841,0.091713178,0.081353694,0.10129759,0.107998193,0.126840153,0.090747756,0.082785618,0.049892008,0.000614715904309432,3.23196251920086,4.71138966094758
"T7316",0.08475095,0.085437699,0.085761517,0.085911992,0.07537615,0.08757391,0.118373478,0.098382581,0.084465591,0.084310323,0.1053766,0.109232976,0.085453381,0.071762302,0.083135352,0.09557645,0.087467475,0.086078035,0.116533187,0.092848995,0.079695796,0.086047275,0.085965037,0.035147328,6.10630951573612e-05,3.84181838217794,5.30061409573051
"T7317",0.088711696,0.086135953,0.374561783,0.085237021,0.090660552,0.090040881,0.096740533,0.091733148,0.085514144,0.085610822,0.090210527,0.08382754,0.097504704,0.058770931,0.082681829,0.083416148,0.102261122,0.090259993,0.073323838,0.076548031,0.076310201,0.09739928,0.091126459,0.065010535,0.494478622113964,0.0138404837895505,1.6021367169466
"T7318",0.086102328,0.089270496,0.324236609,0.089261683,0.081186164,0.08533281,0.0831482,0.086484455,0.088480275,0.089093676,0.073628366,0.079033085,0.083080362,0.028487814,0.088191684,0.083446982,0.083701827,0.086629971,0.07617262,0.085327997,0.057675062,0.083012242,0.086633147,0.061642976,0.451718396278534,0.121320993337762,1.70598116009022
"T7319",0.078424707,0.079339593,0.112524905,0.079658376,0.078215602,0.327509051,0.106136241,0.10570476,0.078536154,0.078029716,0.110764213,0.099374801,0.081640518,0.08929334,0.072957105,0.086197182,0.088623543,0.080224746,0.048375332,0.110125412,0.118187095,0.085114764,0.081684738,0.047911905,0.000526770321098775,3.27582434484219,4.75376764071463
"T7320",0.087260119,0.087243016,0.123600093,0.087254863,0.077819638,0.073870647,0.116532781,0.109364965,0.086303308,0.085690173,0.085462006,0.087755029,0.088406457,0.09336376,0.080989954,0.088994527,0.08916013,0.088281847,0.068573452,0.102702105,0.095596259,0.088410908,0.088531854,0.049267062,2.19160321681041e-06,4.59233185072607,6.02573768828483
"T7321",0.074500885,0.074636507,0.11953673,0.075145612,0.070923027,0.365844627,0.109119171,0.106351743,0.074959416,0.074898478,0.086629054,0.120666417,0.073997389,0.07428839,0.073503126,0.087653605,0.078156344,0.074443456,0.095969871,0.107545359,0.111316035,0.079194242,0.073951854,0.098310643,9.27247369063941e-05,3.73805487709181,5.20036091076151
"T7322",0.079196709,0.079503028,0.109311375,0.078257332,0.070469085,0.069604353,0.121827251,0.111847837,0.079144894,0.078721363,0.128270778,0.132763451,0.082058165,0.13495854,0.075462522,0.097444116,0.086205498,0.081626554,0.134751844,0.076456859,0.051822207,0.085454256,0.081899043,0.050995518,0.0158555447640252,2.14803355995421,3.66413002612307
"T7323",0.08083815,0.082748724,0.178790138,0.084385695,0.084845137,0.351833915,0.106748902,0.089215738,0.082991142,0.082329724,0.103141594,0.100815083,0.090997093,0.100685453,0.080912874,0.085483125,0.094942643,0.085654474,0.062623202,0.087310076,0.08676206,0.09272506,0.085593631,0.057039397,0.00495627701489883,2.57886491870696,4.08038635693642
"T7324",0.088665635,0.087593324,0.155523375,0.088587078,0.079686054,0.081149007,0.113845298,0.087196082,0.087934729,0.087473049,0.087507553,0.088838154,0.087208155,0.067079021,0.087168391,0.08739043,0.088599755,0.088763961,0.087061611,0.068716522,0.067986755,0.087166887,0.088782205,0.060652845,0.000392927111647381,3.35772968889876,4.8329021263976
"T7326",0.0856091,0.08628628,0.087563168,0.087783961,0.086580356,0.081452696,0.097597969,0.115157775,0.08786123,0.087794245,0.089466755,0.090985168,0.087273013,0.078799675,0.086630437,0.079929928,0.07897747,0.084424774,0.074222879,0.05910587,0.058248753,0.078622793,0.08306557,0.041041494,1.02183027107928e-05,4.26006653949726,5.70471291490468
"T7330",0.084483536,0.084631216,0.071376274,0.084139104,0.0848041,0.059288773,0.121378841,0.091705569,0.083638647,0.082116071,0.065647685,0.093953763,0.08528257,0.096907153,0.080812363,0.085780896,0.085179685,0.085074094,0.091873055,0.0689837,0.051200358,0.085484392,0.085343284,0.048145996,1.96200426351797e-05,4.11190907132079,5.56156761493331
"T7332",0.079602474,0.079530198,0.099954106,0.075662892,0.078576316,0.113507346,0.111769086,0.120069555,0.077581716,0.076713972,0.109092098,0.114396941,0.080449177,0.104168461,0.074386114,0.081904597,0.081712607,0.079957198,0.102263414,0.045896734,0.03568131,0.08142118,0.07995631,0.035858111,0.0146960052842186,2.1781884371331,3.69326476359192
"T7334",0.08482411,0.087648732,0.089548453,0.088157352,0.089773981,0.073607458,0.109126168,0.105356924,0.08928413,0.08935387,0.073404166,0.075199754,0.078144349,0.070243647,0.089688782,0.07874766,0.079403969,0.084660841,0.070324822,0.06080679,0.056124033,0.07813041,0.084501015,0.059819759,6.11197816719509e-07,4.85197252048194,6.27659471233104
"T7336",0.088751328,0.09123464,0.090930448,0.089463516,0.082158137,0.066739927,0.093834769,0.101209615,0.091107545,0.091067705,0.055343362,0.06396085,0.087444348,0.071548336,0.089435,0.087423162,0.088869288,0.091283256,0.065667865,0.071678223,0.068662785,0.087478368,0.091243685,0.071888512,8.81988733150789e-09,5.63368631820466,7.03186312670145
"T7338",0.074274895,0.077896479,0.077997252,0.076316433,0.066239978,0.099443722,0.109361475,0.132127112,0.074084007,0.073582,0.09603071,0.087209212,0.083554697,0.098044365,0.069790638,0.087897122,0.087526111,0.079575037,0.084046079,0.054518664,0.122666162,0.086573452,0.079839113,0.084093459,0.000296423489533533,3.43486596458873,4.90742888133082
"T7340",0.088069365,0.089244744,0.070833698,0.087771739,0.086549805,0.080226561,0.092860449,0.109965873,0.088789919,0.088920112,0.07568939,0.08012653,0.081601212,0.068517261,0.087574124,0.0818151,0.082875135,0.086721125,0.077599633,0.058599297,0.068198391,0.081601236,0.086608888,0.059348415,3.08642899100976e-09,5.81200612950281,7.20415037751156
"T7342",0.087598664,0.089436566,0.08058368,0.088486633,0.073816566,0.07269302,0.123731191,0.119375042,0.087537844,0.087347136,0.080529111,0.082219897,0.089415901,0.072540819,0.081804206,0.089436772,0.090382837,0.090649335,0.076001313,0.071559447,0.066043959,0.089361242,0.090561079,0.04542652,3.68456174245843e-05,3.96404214203797,5.41870302492275
"T7344",0.087731306,0.08735103,0.086441404,0.085192702,0.086843574,0.08704785,0.11365089,0.122530925,0.085962842,0.086855725,0.084998216,0.083281392,0.086456585,0.085235669,0.081663224,0.089269067,0.088260848,0.087776994,0.064184091,0.067472398,0.066456693,0.086407741,0.087690249,0.07070198,5.66592220063983e-08,5.30395792157848,6.71328944408482
"T7346",0.084369433,0.085003537,0.076044061,0.086562507,0.080269102,0.070835988,0.10322603,0.130358327,0.08313546,0.082083117,0.096384002,0.086827221,0.087560263,0.080964038,0.078873254,0.089712051,0.088210724,0.086513281,0.069222196,0.069240285,0.06964531,0.088313884,0.086933591,0.009544977,0.00506571913235146,2.57131071418961,4.07308771121177
"T7348",0.087018979,0.085593259,0.083142586,0.087159074,0.085701226,0.080182143,0.09282009,0.115970579,0.087273565,0.087335959,0.07754829,0.074377187,0.077951541,0.079280426,0.08731589,0.078359822,0.077863515,0.083324314,0.071007304,0.068732987,0.066062031,0.07784769,0.083411055,0.043498908,4.69655200880009e-07,4.90394449836676,6.32680847783334
"T7350",0.090441778,0.09220225,0.085674352,0.090192357,0.091934914,0.063607148,0.088054928,0.095764492,0.091945546,0.092127924,0.053051787,0.061933115,0.086573841,0.067075783,0.091410223,0.086445159,0.087965482,0.090458029,0.068119851,0.070390636,0.072981963,0.086439631,0.090826457,0.073063763,8.82006781935671e-09,5.63368279088958,7.03185971871546
"T7352",0.084665941,0.084630157,0.085756071,0.083084178,0.081516344,0.080220656,0.111010729,0.110302181,0.084142416,0.084110396,0.085346699,0.084325423,0.079524518,0.064487531,0.084589918,0.082474018,0.080905751,0.082540021,0.063407836,0.063629374,0.060302655,0.080001315,0.082343342,0.059594194,5.91808069371124e-07,4.85836073962572,6.28276681797562
"T7354",0.091408408,0.092283505,0.085884112,0.09009932,0.091717169,0.068416833,0.079136488,0.095036997,0.09230928,0.092377021,0.067236026,0.066848634,0.079203949,0.069164051,0.091397597,0.079557488,0.079707099,0.08791652,0.07033674,0.061865625,0.05702291,0.079263109,0.088149577,0.065216317,1.48513057949671e-08,5.54318066445189,6.94441927986064
"T7356",0.085022041,0.078762968,0.23837977,0.067518944,0.076395449,0.077903771,0.08283633,0.090975697,0.079440837,0.078312556,0.060436475,0.060962136,0.086496577,0.078046883,0.072978934,0.085478387,0.090927217,0.084180965,0.076391691,0.074463591,0.030958158,0.087541663,0.083588666,0.078102042,0.223010696917893,0.762064693304576,2.32504849611723
"T7358",0.089444403,0.088342845,0.232179783,0.08755246,0.088393497,0.07177661,0.089386888,0.104047588,0.088424048,0.086783994,0.072966165,0.071586388,0.089428865,0.085686222,0.082872026,0.087810704,0.089192362,0.089492548,0.073199765,0.067447988,0.129205589,0.087782679,0.089414559,0.071727498,0.0967486122499062,1.30030275410746,2.84507795948432
"T7360",0.080319148,0.080375415,0.105455712,0.078088033,0.07768912,0.10328007,0.085877137,0.116544546,0.079372161,0.078417201,0.107005276,0.103503088,0.078264107,0.07965095,0.076676122,0.078772909,0.079040647,0.079623289,0.086683218,0.06410705,0.029377827,0.078351401,0.079641281,0.053735386,0.00102213209341103,3.08372506454198,4.56816708043707
"T7362",0.085952522,0.085323828,0.084126445,0.085129062,0.074190005,0.09075794,0.10979525,0.121867452,0.084814091,0.084992377,0.080485036,0.091315976,0.083334621,0.075631588,0.082667426,0.083420281,0.084464898,0.085685914,0.049752378,0.055632471,0.048145425,0.083199334,0.085832763,0.053376046,0.000497770876301042,3.29178362393183,4.76918701727884
"T7364",0.081341316,0.082706324,0.089597961,0.082858892,0.078017434,0.09256151,0.089139401,0.123666141,0.082493339,0.082121869,0.093255485,0.079405834,0.078959464,0.075386988,0.078991403,0.07982767,0.080411935,0.081754951,0.068198014,0.062385231,0.064309965,0.079166885,0.081594391,0.052722397,1.17730271071714e-06,4.72033154190034,6.14940714899375
"T7366",0.084537105,0.084843187,0.23975973,0.082792666,0.07650957,0.073170362,0.090670184,0.120538923,0.083357274,0.082676162,0.07081992,0.074207084,0.083479787,0.077490117,0.082385588,0.08327385,0.083573625,0.085857595,0.081686314,0.05919246,0.043283685,0.083267632,0.085935309,0.04843502,0.211183493833957,0.802321536408364,2.36394344993169
"T7372",0.080362489,0.083577912,0.288829161,0.083744715,0.069775972,0.091386397,0.093369545,0.125323096,0.081081151,0.080200285,0.08932423,0.077714674,0.088775863,0.064878472,0.079262155,0.08591421,0.08990231,0.086402053,0.090343455,0.082047195,0.113365434,0.090377067,0.086638609,0.071719239,0.28072621871744,0.580685497894923,2.14980536018192
"T7404",0.07671704,0.086405483,0.093336154,0.086541373,0.110100204,0.098764836,0.156324535,0.162051307,0.075966096,0.07126942,0.100396044,0.108335255,0.089750301,0.108347851,0.07782628,0.099765987,0.083516904,0.082394909,0.103352195,0.103784776,0.073021172,0.090315099,0.087939717,0.04648837,0.0125862116184101,2.23874637488651,3.75177402587922
"T7406",0.07685199,0.081764701,0.067324069,0.080899259,0.079786138,0.115651383,0.11595356,0.154494661,0.075938497,0.07357481,0.120781981,0.115640232,0.08405811,0.118569616,0.076491375,0.094457817,0.083604471,0.080866546,0.116246028,0.078651994,0.052990641,0.084182552,0.082938729,0.034482691,0.0262968003990917,1.93824285325464,3.46143654052742
"T7408",0.08644646,0.086729782,0.09075007,0.090510041,0.090733854,0.05570182,0.083061874,0.141737557,0.088990196,0.090516106,0.07607281,0.07283419,0.076736041,0.046616487,0.089106476,0.082507987,0.077114458,0.086132197,0.076759735,0.0585066,0.04684395,0.076665541,0.083820392,0.048515606,0.00436258145473989,2.62263915304585,4.12267970861542
"T7410",0.079399016,0.07938385,0.114061978,0.079198029,0.080055043,0.117000139,0.173835629,0.155476163,0.075652535,0.072176981,0.114006452,0.114921224,0.08324463,0.086197588,0.078241229,0.091198324,0.079358139,0.078698187,0.068587769,0.054826781,0.047868252,0.080079031,0.080035122,0.048384311,0.0836941066893868,1.38064476117757,2.92270199588223
"T7386",0.090467869,0.087282892,0.152996725,0.088158526,0.071694192,0.0521422,0.095753868,0.113224638,0.08552167,0.084856993,0.051101769,0.06519613,0.092612392,0.063204616,0.082479181,0.091057978,0.093533974,0.089938725,0.063836982,0.066227353,0.162673447,0.093077441,0.089850349,0.069299837,0.0285585200053026,1.90241409313719,3.42681986762028
"T7388",0.091375378,0.088359346,0.11009865,0.087757214,0.055254747,0.05039556,0.092943504,0.098874407,0.084086564,0.084108268,0.053418024,0.072685341,0.093290868,0.044845103,0.081997936,0.091451558,0.093541398,0.090631325,0.066937521,0.072920049,0.060174173,0.093377068,0.090639971,0.076588281,0.000191110892833945,3.55206406544508,5.02066216959931
"T7398",0.084694521,0.084665406,0.238225571,0.083010126,0.070720108,0.079446792,0.083474537,0.130870403,0.083727631,0.082733349,0.092835234,0.095241511,0.083821734,0.071371627,0.079171857,0.083993017,0.083617367,0.084608403,0.090974906,0.074691026,0.069712404,0.084107966,0.084537704,0.079052011,0.131164230538463,1.12090462718325,2.67174887247346
"T7400",0.088121939,0.088110586,0.088615376,0.088591152,0.069740503,0.07261444,0.084905567,0.12681665,0.088636269,0.08851642,0.068649382,0.069865059,0.081575668,0.068827399,0.087869475,0.082229035,0.082054622,0.087838412,0.072247947,0.073461437,0.086385661,0.081682415,0.086691453,0.073597894,2.23453075875934e-08,5.47123661298058,6.87490909616372
"T7402",0.089273304,0.089538794,0.238839858,0.090455656,0.090012489,0.060111296,0.087800695,0.110101438,0.090186078,0.090753427,0.060930065,0.060837358,0.079967398,0.061540164,0.090723067,0.084241358,0.081392392,0.086220542,0.060331848,0.062773553,0.195072522,0.080319753,0.086996564,0.063100227,0.259476902939372,0.64495892253091,2.21190441440406
"T7412",0.07811928,0.081858823,0.128218061,0.080519013,0.081752288,0.105987517,0.17466292,0.147186988,0.073504306,0.068180441,0.128841763,0.08552886,0.089331647,0.123848984,0.073637392,0.097352936,0.081470039,0.080506385,0.065843572,0.044755799,0.050818499,0.082658426,0.083947183,0.057964277,0.092566211051929,1.32511677807143,2.86905252484061
