"","cra","crp","epd","fbaA","gapA","mpl","pgk","yeaD","pval","z","inv_cof_var"
"T6016",0.078796933,0.320968768,0.205853882,0.310686841,0.29047677,0.087898043,0.1314076,0.315603043,0.35761595338101,0.364838576970439,2.28861743562158
"T6018",0.081593241,0.319179167,0.215761585,0.232296697,0.294970437,0.095418644,0.078540347,0.290195007,0.41154388766602,0.22357531231083,2.14167658995926
"T6020",0.062993197,0.324846628,0.223176109,0.273463757,0.300769205,0.065158499,0.127588911,0.328520897,0.419280372371434,0.20373480165969,2.12103865963479
"T6022",0.074243154,0.317627786,0.215241327,0.243883831,0.295370963,0.07232762,0.121114534,0.287571705,0.365226775102632,0.344522270978319,2.26748458703274
"T6024",0.073877821,0.321646599,0.214390419,0.272516477,0.297781631,0.074297079,0.126540363,0.316286565,0.384728711161109,0.293084685407303,2.21397964828702
"T6026",0.069556993,0.323886124,0.217283024,0.243102523,0.299123656,0.068413078,0.104003535,0.314607168,0.445624521620403,0.136723892695306,2.05133448243378
"T6028",0.075743581,0.312219695,0.211581223,0.290003678,0.294351094,0.071190354,0.167102414,0.297815435,0.305690395103682,0.508103458135197,2.43764034573758
"T5993",0.065559547,0.216194201,0.239273523,0.371295914,0.302405126,0.060483521,0.381449039,0.300848065,0.338002345171263,0.417921256743918,2.34383358735595
"T5995",0.051731565,0.260277486,0.237625698,0.36483635,0.313120781,0.051658905,0.365450415,0.288060837,0.353798778548474,0.375084590148835,2.29927525132992
"T5997",0.053462998,0.301045837,0.241916944,0.276997733,0.303874738,0.112260808,0.060989999,0.351391107,0.475609063041027,0.0611771515275317,1.97275140521993
"T5999",0.048735295,0.280688152,0.245835437,0.272667406,0.311017388,0.100183851,0.309267213,0.35412201,0.150904085624227,1.03256359714198,2.98317931885656
"T6001",0.052859791,0.285885686,0.247171094,0.332538039,0.312343285,0.029087298,0.367190885,0.327898536,0.401052359967059,0.250624135226789,2.16981254535444
"T6003",0.053756043,0.310875777,0.235273685,0.33223496,0.306496488,0.1462293,0.3689216,0.264200159,0.06559071214049,1.50945939566649,3.47924226980745
"T6005",0.065537364,0.156842476,0.241465862,0.313847582,0.315939467,0.063833494,0.373398404,0.32354483,0.296556688530068,0.534329801663188,2.46492076507321
"T6007",0.054794159,0.272196938,0.243824117,0.348511095,0.308575313,0.086984282,0.377095292,0.311398098,0.230335099458289,0.737743720260235,2.67651019202126
"T6009",0.063211861,0.262571475,0.237606123,0.354237486,0.303275322,0.026521323,0.382798477,0.34137646,0.431500027499635,0.172556489629504,2.08860724480746
"T6011",0.064840282,0.290602058,0.232064351,0.400703723,0.302627501,0.090086787,0.396464604,0.3318565,0.287617571842828,0.560358190201476,2.49199527331327
"T6013",0.055897242,0.287538085,0.239191921,0.299005831,0.317043357,0.116182745,0.374955634,0.304703125,0.128668683709286,1.1327068801951,3.08734750960796
"T6015",0.069595815,0.301363391,0.233234985,0.400103348,0.301134716,0.116529378,0.387908366,0.33438886,0.204020040406884,0.827347583590242,2.76971536807357
"T6017",0.054231346,0.281917597,0.231186609,0.34647683,0.300684283,0.110130181,0.376130736,0.278079356,0.174629798744336,0.936026395735229,2.88276214354376
"T6019",0.05903364,0.322718121,0.235960158,0.3621997,0.301176324,0.137455773,0.370647211,0.307244759,0.0956166450540684,1.30693941004554,3.26858270433322
"T6021",0.057122331,0.310133158,0.230525257,0.3744414,0.296003264,0.154145661,0.326886676,0.294084717,0.0505036187139132,1.63999004212727,3.61501913736048
"T6023",0.060747637,0.312617378,0.229930453,0.403914234,0.296451086,0.123558641,0.334518617,0.32493161,0.162622173378884,0.983738007966075,2.93239135653135
"T6025",0.065922748,0.312126841,0.234781144,0.35139731,0.302291296,0.13105277,0.31981478,0.315839737,0.0736020135224701,1.44947840413304,3.4168505528892
"T6027",0.062611141,0.306856767,0.2346762,0.40140795,0.298733197,0.129420685,0.343699635,0.295235217,0.141620274843876,1.07306812846949,3.02531178762515
"T1773",0.213394936,0.296485154,0.276590547,0.332993336,0.113145308,0.26734981,0.179033015,0.066582095,0.469774108138194,0.0758377074614217,1.98800119073209
"T1774",0.198248035,0.324060178,0.266927375,0.322529182,0.120811688,0.289726987,0.219918365,0.073779808,0.395343293813618,0.265419147192867,2.18520219088698
"T1782",0.138650722,0.199750001,0.286360988,0.302331091,0.220628381,0.31269853,0.179216565,0.083941736,0.251469685501286,0.669872030420961,2.60591063787995
"T1783",0.109995359,0.22519985,0.298537193,0.326876959,0.197480414,0.283017399,0.161833539,0.089819438,0.296897673644164,0.53334418415925,2.46389553413382
"T1784",0.103032513,0.308892026,0.299071213,0.294954751,0.271285515,0.359777774,0.299923752,0.0902616,0.167430042350671,0.964370743503074,2.91224569286418
"T1785",0.099454662,0.213252247,0.355970909,0.335100802,0.180619967,0.289129595,0.181667103,0.107040294,0.308921705823352,0.498909116054756,2.42807646935497
"T1786",0.107280097,0.149567023,0.316975895,0.306463765,0.190260674,0.301811194,0.181757007,0.099666626,0.24646897754924,0.685643481584159,2.62231596715524
"T1787",0.117407156,0.210251079,0.292153946,0.305369302,0.212626712,0.315024821,0.241602673,0.083597651,0.201363884178061,0.836759496962003,2.77950556026175
"T1790",0.104543743,0.256345354,0.288523497,0.30383091,0.095546459,0.219066764,0.079446588,0.188171939,0.436227953029926,0.160539757160875,2.07610754196332
"T1791",0.103059703,0.311376544,0.234405954,0.34006411,0.175313177,0.221653286,0.03704028,0.170357396,0.472900026238849,0.0679818876602218,1.9798296338327
"T1793",0.113615668,0.18706089,0.315991251,0.290613981,0.165106591,0.221418732,0.074570995,0.137412505,0.402400110443206,0.247139557099198,2.16618791684201
"T1794",0.10000453,0.206625139,0.315238954,0.318949418,0.147127782,0.284818388,0.193044875,0.127283311,0.227087363207944,0.748473296082562,2.68767100547641
"T1796",0.1161318,0.244707996,0.339642596,0.340221972,0.089443121,0.219162777,0.141004761,0.176116975,0.429117975220296,0.178620176852725,2.09491464065137
"T1797",0.098092177,0.249282356,0.307226472,0.307682643,0.140105479,0.274949316,0.134766796,0.145616046,0.277736976431507,0.589577480757643,2.52238893067579
"T1798",0.129885829,0.19463412,0.327950793,0.327114388,0.126051417,0.278560366,0.128742883,0.123034904,0.41929978246604,0.203685127708269,2.12098698921328
"T1799",0.111399939,0.201900943,0.337671113,0.33442282,0.13666085,0.297426934,0.137359312,0.11576596,0.421179174878756,0.19887778197576,2.11598642909577
"T1800",0.116178961,0.276086362,0.321078756,0.322557616,0.170451156,0.277847606,0.177801323,0.09437422,0.308335794486132,0.500573112835872,2.42980734464506
"T1801",0.137729717,0.289663233,0.300048221,0.316092588,0.188024016,0.292424919,0.189776357,0.088488812,0.261266524574142,0.639445666437463,2.57426139301125
"T1802",0.159719042,0.315088529,0.259401537,0.29333174,0.202176353,0.312747704,0.196590837,0.086154063,0.216979284132904,0.782435686076922,2.72299839450787
"T1803",0.118763383,0.140623115,0.304106696,0.305091477,0.124717999,0.262147658,0.126301178,0.139915551,0.333105296544415,0.431354548336488,2.35780678294503
"T1804",0.202114717,0.179458122,0.291241633,0.310102792,0.181873735,0.23634926,0.175026187,0.171781596,0.042248389801293,1.72517033763601,3.70362295581237
"T1805",0.170377103,0.250335145,0.305989871,0.330904821,0.165836117,0.28188079,0.151858785,0.110979753,0.309760042203869,0.496530627094282,2.42560238538068
"T1806",0.11152637,0.27746341,0.322227068,0.300929327,0.221933389,0.330398559,0.242548498,0.067185932,0.280674700988193,0.580838355491589,2.51329856694933
"T1807",0.097663734,0.271124029,0.327652603,0.331726088,0.231311036,0.314278433,0.238383191,0.070151552,0.27476518575315,0.598464002130768,2.5316326145784
"T1808",0.105208096,0.301697377,0.304117018,0.360088682,0.213446225,0.276581546,0.223589448,0.088815023,0.247732118166086,0.681643761572189,2.61815549243884
"T1809",0.091078318,0.333930656,0.337958532,0.335395979,0.14897302,0.306270638,0.258657759,0.091425929,0.324884833802223,0.454082195450719,2.38144788804711
"T1810",0.254288666,0.292009821,0.321170289,0.3380981,0.12856199,0.205342218,0.183590861,0.094119729,0.416587173646567,0.210632118882123,2.12821319030919
"T1811",0.124096445,0.263706819,0.330658028,0.331287172,0.152647393,0.211115767,0.20858089,0.078346163,0.389783528550838,0.279883277787759,2.2002476564332
"T1812",0.151850888,0.203823069,0.324411527,0.335813812,0.141153225,0.269148733,0.107968204,0.104707798,0.474323670850571,0.0644055113706868,1.97610951765347
"T1813",0.115161283,0.208854023,0.308153536,0.324138585,0.135642309,0.266411719,0.118539484,0.107495955,0.428895199161395,0.179187602029595,2.09550487149122
"T1814",0.123493939,0.363965349,0.262992631,0.355266225,0.136391091,0.294785418,0.205760243,0.154230623,0.203590075517163,0.8288661508981,2.77129496886327
"T1815",0.111688853,0.350333622,0.353502184,0.357959661,0.129172025,0.261338617,0.137134745,0.103498989,0.491746967121198,0.020688761354695,1.93063572634306
"T1818",0.116503113,0.310151535,0.350006544,0.351323515,0.164828184,0.293286909,0.214208946,0.110737483,0.293796723960474,0.542326725343846,2.47323909702713
"T1819",0.115557587,0.275447606,0.362402119,0.362441241,0.177331694,0.306545314,0.217061594,0.091115366,0.350979047792118,0.382678583782915,2.30717445887857
"T1820",0.118428547,0.287178413,0.355013048,0.355022804,0.15346797,0.296057983,0.209662791,0.074294387,0.426229152365951,0.185982729715975,2.10257310547991
"T1821",0.095476924,0.304569839,0.336460732,0.354850629,0.150883995,0.28121517,0.148523988,0.127358279,0.365403348604211,0.344052642130663,2.26699608310224
"T1822",0.207129742,0.292003387,0.337552533,0.33674884,0.130946192,0.29481426,0.130009182,0.106846041,0.463770629958636,0.0909387497175215,2.0037091663678
"T1823",0.253567743,0.314737066,0.343973578,0.349488106,0.158943579,0.301849613,0.179628891,0.086410067,0.406794021236039,0.235799775369403,2.15439237239514
"T1824",0.1773657,0.239285844,0.18603273,0.203527127,0.282955289,0.360116431,0.332028228,0.083288917,0.342079954826837,0.406793161677252,2.33225823757449
"T1825",0.189640421,0.218522647,0.201747753,0.239800481,0.20374212,0.299306689,0.265285897,0.068961326,0.232213597251853,0.731576338772569,2.67009493428597
"T1826",0.170911234,0.185571901,0.203917793,0.192665361,0.190864226,0.271388432,0.25695285,0.055348468,0.26866058610222,0.616868944493046,2.55077727898635
"T1827",0.141305026,0.227444534,0.259016834,0.24411688,0.163758074,0.351049154,0.20358605,0.119185176,0.207013826582579,0.816826382235796,2.75877130396652
"T1828",0.138962632,0.222356016,0.227906358,0.203394052,0.2047092,0.353040837,0.211160911,0.126661521,0.145740921569794,1.05487643036847,3.00638893808293
"T1829",0.144273158,0.246284163,0.252126013,0.2366426,0.11947369,0.344671687,0.212964602,0.130310183,0.258336437918132,0.648482577488088,2.58366151097648
"T1714",0.062455316,0.407598453,0.33397056,0.220808729,0.200202821,0.224446165,0.242155109,0.151352729,0.0346053848882791,1.81704143040633,3.79918648463299
"T1085",0.11901809,0.37958006,0.062196827,0.34307248,0.382262684,0.250603279,0.375832993,0.345338378,0.321299842016241,0.464067083520345,2.39183408363964
"T1086",0.108322965,0.313261619,0.235809961,0.272308615,0.336888068,0.250273503,0.264242174,0.249318545,5.00494503244422e-08,5.32654425411452,7.44974145384325
"T1068",0.426682736,0.425208487,0.234163604,0.428738641,0.428400044,0.219419456,0.108409196,0.158223207,0.490642516107154,0.0234578848986111,1.93351614508651
"T1069",0.341729212,0.412707036,0.341384743,0.388627615,0.403428366,0.18900407,0.163360935,0.129875539,0.387845873299353,0.284937863974448,2.20550539396698
"T1070",0.307992972,0.46431079,0.337453829,0.391952101,0.404160286,0.189915759,0.152235799,0.118891369,0.42891080289357,0.179147856427395,2.09546352845407
"T4795",0.181473104,0.109720923,0.284580869,0.287442268,0.308359007,0.112030078,0.092721818,0.113890798,0.489201795482518,0.0270703906197075,1.93727384279297
"T4797",0.36010834,0.346768618,0.080865841,0.06554861,0.129336505,0.125566722,0.131613085,0.121518608,0.0317532637130857,1.8556285075918,3.83932443392173
"T4796",0.19422083,0.196874839,0.227637378,0.137270618,0.221824657,0.11731584,0.109101018,0.1173357,0.187674999679564,0.8864965742531,2.83124164476706
"T4798",0.232739802,0.246838574,0.100447148,0.099614748,0.106566922,0.141576907,0.107325054,0.130559663,4.08902014138074e-06,4.46046922353212,6.54885757785854
"T4800",0.249567973,0.239236605,0.130908436,0.265951762,0.245936381,0.156742672,0.168391502,0.164723803,0.0637526081817563,1.52401399044004,3.49438183542241
"T4806",0.21044807,0.299493354,0.097865539,0.294341833,0.323252473,0.127389294,0.258762321,0.104667805,0.478501193805375,0.0539156252662291,1.96519802740295
"T4807",0.096006417,0.311274616,0.327664535,0.357567827,0.321544913,0.121528916,0.375446796,0.121399415,0.35085136438603,0.383022975494926,2.30753269220642
"T4808",0.092424952,0.318867268,0.32556361,0.356003755,0.283391922,0.112375428,0.334061194,0.112247659,0.366789998685408,0.340367225144102,2.26316254371797
"T4811",0.139453411,0.135198786,0.097955837,0.242444813,0.269940238,0.169734559,0.086603821,0.176042343,0.335652682447524,0.424357151416363,2.35052815022084
"T4812",0.180448653,0.15657116,0.11787399,0.312481072,0.205237006,0.191940596,0.111397359,0.17745179,0.269852658210549,0.61325867047458,2.54702190267797
"T5743",0.120994865,0.183459508,0.153973998,0.20736577,0.132795754,0.203118857,0.163896973,0.164180006,6.33583232017791e-05,3.8327540138799,5.89591355901785
"T5745",0.092721123,0.214462677,0.135811203,0.23187417,0.245778887,0.141984794,0.195304034,0.163657319,0.021639451357392,2.0210083307964,4.01135111853593
"T5747",0.145163936,0.114735357,0.133792416,0.174656605,0.125042709,0.185150942,0.187108148,0.173237024,3.09505955810041e-05,4.00544364461677,6.0755438432162
"T5755",0.112624788,0.18326276,0.145320109,0.202106532,0.11240184,0.148943018,0.156656349,0.158714659,0.000502705085388573,3.28900841654098,5.33031401627281
"T5757",0.100279637,0.202966183,0.158320494,0.187722727,0.23431457,0.222927343,0.271040476,0.18474694,0.000906041274553696,3.1194187087265,5.15390824551611
"T5759",0.100455359,0.197997559,0.152165986,0.089303277,0.089948616,0.155603253,0.238803863,0.113551295,0.292029370488443,0.547465828069249,2.47858474794519
"T6892",0.063133829,0.310720219,0.062116738,0.341143075,0.307659581,0.355888851,0.359786766,0.296807078,0.272912715666512,0.604027391275924,2.53741960461935
"T6894",0.060555319,0.141415569,0.076078238,0.34092931,0.234904311,0.337825555,0.194818798,0.125111053,0.46200002705763,0.095396300924155,2.00834587319645
"T6896",0.068855369,0.288087286,0.068745948,0.281868882,0.27640012,0.298458949,0.246659641,0.104393763,0.415260334885506,0.214033837848066,2.13175162942686
"T6898",0.074424853,0.185263212,0.114179528,0.361075907,0.228368517,0.3282455,0.330788791,0.128604741,0.355216182089201,0.371275473060275,2.29531304015231
"T6902",0.074424853,0.185263212,0.114179528,0.361075907,0.228368517,0.3282455,0.330788791,0.128604741,0.355216182089201,0.371275473060275,2.29531304015231
"T6891",0.062014163,0.060984167,0.2157707,0.227680736,0.319755844,0.313090071,0.310895295,0.248035417,0.0001055156962381,3.70543121937655,5.76347347177016
"T6895",0.062810979,0.085665415,0.069312811,0.294360442,0.289599036,0.299532014,0.293368721,0.297642009,0.19803284776387,0.84866864969531,2.79189335958078
"T0869",0.157155014,0.311171273,0.180076372,0.188994808,0.076924716,0.123700025,0.218363283,0.169826151,0.119263319683744,1.17867744721415,3.13516570218359
"T0870",0.156143152,0.289646441,0.218213078,0.228824148,0.110148677,0.16998552,0.217179593,0.171357115,0.0158386555409637,2.1484589877591,4.14392420722565
"T0871",0.165153552,0.1106506,0.162002623,0.214420853,0.216026432,0.117303993,0.218953497,0.193911005,0.0043819303788637,2.62113088795341,4.63559349508141
"T0872",0.104573824,0.098945564,0.203152407,0.257179984,0.145077724,0.072959888,0.284711179,0.160991251,0.314483569408341,0.483181121165206,2.4117163429257
"T0873",0.14469008,0.100342175,0.158950019,0.204907249,0.13948399,0.17027396,0.206458478,0.176520329,1.76447860854469e-06,4.63735516842265,6.73285283232632
"T0874",0.155000437,0.092523968,0.195247073,0.226417638,0.194380224,0.204395363,0.21575106,0.183920726,3.74466778298594e-27,10.7283853279246,13.068690565856
"T0900",0.151155,0.108407563,0.299816047,0.290536904,0.386817815,0.153469798,0.300519476,0.097800147,0.328388783344377,0.444366586889611,2.3713417947076
"T2119",0.131609443,1.132868972,0.400672006,0.16809237,0.218499825,0.215921852,0.191541679,0.090428958,0.432745579502561,0.169388384894067,2.08531180922416
"T2087",0.096415183,0.652810667,0.683784732,0.676929318,0.686620372,0.69043706,0.64257777,0.040324103,0.392927026220752,0.271698242912562,2.19173365281567
"T2086",0.096765319,0.639470392,0.502973844,0.664131642,0.561233271,0.608016585,0.361058371,0.029642895,0.482742176693678,0.0432724487107097,1.95412708572982
"T6033",0.115207245,0.145696937,0.060787413,0.287839876,0.46012584,0.294053455,0.296540275,0.164399217,0.495880774739563,0.0103255499842804,1.91985600207281
"T6035",0.115207245,0.132467056,0.055220661,0.278404448,0.280129915,0.276212626,0.287421507,0.164399217,0.332342494054165,0.433453985448471,2.35999059956143
"T6037",0.115207245,0.097617143,0.073495823,0.265810317,0.269608518,0.284342036,0.219354946,0.164399217,0.246585028534792,0.685275550541902,2.6219332484164
"T6039",0.115207245,0.106281595,0.082124041,0.296579198,0.271704674,0.297404876,0.247674199,0.164399217,0.244124916212977,0.693095163874007,2.63006714365477
"T6046",0.115207245,0.140184036,0.068942379,0.323787111,0.316503729,0.285964581,0.262221842,0.164399217,0.33224904922008,0.433711301922114,2.36025825796739
"T6048",0.115207245,0.182974949,0.055774106,0.327691652,0.294742382,0.303075424,0.273604521,0.164399217,0.372402196067977,0.325497740880625,2.24769543273548
"T6050",0.115207245,0.179436275,0.07302379,0.259884188,0.268103544,0.316210488,0.241014671,0.164399217,0.278878258118104,0.586177089105118,2.51885187221825
"T6052",0.115207245,0.199895986,0.082470612,0.35948281,0.255754915,0.317558894,0.254905868,0.164399217,0.332080613898429,0.434175190198333,2.36074079060434
"T6057",0.115207245,0.182526641,0.071891591,0.331256453,0.320215387,0.317470279,0.288812391,0.164399217,0.339470667497402,0.413908204563502,2.33965924463141
"T6059",0.115207245,0.212372139,0.05856427,0.257072436,0.265884364,0.276892258,0.265826885,0.164399217,0.294888611091131,0.5391588924211,2.46994394418108
"T6061",0.115207245,0.217938833,0.072363016,0.329162848,0.335436762,0.327060118,0.337288132,0.164399217,0.359392251091333,0.360083753074575,2.28367150827156
"T6063",0.115207245,0.201433793,0.069718679,0.306102583,0.272907993,0.321277595,0.277143409,0.164399217,0.318241519351509,0.472621783050797,2.4007326092855
"T6066",0.115207245,0.357132008,0.048434101,0.37734017,0.331830497,0.325494628,0.265619912,0.164399217,0.451818941728476,0.121067105547658,2.03504842569161
"T6068",0.115207245,0.291426527,0.050622347,0.400733186,0.316745991,0.323171865,0.211326461,0.164399217,0.495101013035161,0.012280247888882,1.9218892621975
"T6070",0.115207245,0.265946511,0.061152046,0.320439918,0.316497487,0.356522493,0.271970783,0.164399217,0.392401886580713,0.273064320168301,2.19315463475094
"T6072",0.115207245,0.236300855,0.054963036,0.361905878,0.315080941,0.384590002,0.286684244,0.164399217,0.444241025086415,0.140225214831017,2.05497652792095
"T6074",0.115207245,0.211833814,0.070793623,0.288137401,0.281468019,0.408580259,0.25193842,0.164399217,0.42257000284565,0.195323110803701,2.11228889039502
"T6076",0.115207245,0.20730281,0.068243326,0.344130207,0.280909358,0.335991164,0.295038864,0.164399217,0.363249204869992,0.349787194865914,2.2729611160529
"T6109",0.115207245,0.273378038,0.041491473,0.340850211,0.383345766,0.327527643,0.284041565,0.164399217,0.470658908951825,0.0736136394143125,1.98568773407766
"T6116",0.115207245,0.374631608,0.048725792,0.406014788,0.401793929,0.371781734,0.28085918,0.164399217,0.497416813120171,0.00647513451890648,1.91585083267511
"T6118",0.115207245,0.313363764,0.050214897,0.359588683,0.411246819,0.402654684,0.291441198,0.164399217,0.491000447424569,0.0225604465776844,1.93258263738283
"T6122",0.115207245,0.277633852,0.047617651,0.347131588,0.336143647,0.321104762,0.243807434,0.164399217,0.443379205360063,0.142407155498757,2.05724616403389
"T6124",0.115207245,0.251584427,0.044522098,0.384706161,0.326293372,0.313306688,0.272821814,0.164399217,0.461677593551456,0.0962082393690246,2.00919044465672
"T6137",0.115207245,0.042966625,0.117902348,0.485499739,0.560148702,0.47239211,0.54198383,0.164399217,0.469932903878141,0.0754385253134015,1.987585964859
"T6139",0.115207245,0.049251595,0.119354511,0.607005326,0.602577108,0.532670613,0.505260385,0.164399217,0.499707642856323,0.000732830748225546,1.90987773716336
"T6154",0.115207245,0.047881649,0.099610565,0.434913895,0.448439908,0.444034732,0.350224432,0.164399217,0.427118699571654,0.183714543368901,2.10021375734533
"T6156",0.115207245,0.055190199,0.11200829,0.456413138,0.456505311,0.469105973,0.481679832,0.164399217,0.429297920238297,0.178161887128157,2.0944379315802
"T6159",0.115207245,0.050664074,0.08987954,0.480944752,0.503871957,0.492462566,0.377268621,0.164399217,0.487806389164668,0.0305696102446089,1.94091370126629
"T6161",0.115207245,0.042150736,0.069582219,0.390014617,0.357437599,0.408253328,0.309473064,0.164399217,0.436069537278295,0.160942009769981,2.0765259617039
"T6163",0.115207245,0.04805916,0.089830977,0.322698602,0.330384251,0.489224278,0.273126876,0.164399217,0.46870070944001,0.0785363468649676,1.99080829247259
"T6168",0.115207245,0.054207563,0.104297026,0.504445601,0.503876306,0.460629519,0.440218442,0.164399217,0.458198321955969,0.104973742650704,2.01830824657054
"T6170",0.115207245,0.040786295,0.091147092,0.331239264,0.356006381,0.45134851,0.276526006,0.164399217,0.422135802825283,0.196432569984486,2.1134429403927
"T6172",0.07962009,0.060941659,0.063938172,0.296581866,0.302709095,0.400382718,0.23523672,0.164399217,0.439116890510687,0.153208593534659,2.06848172795201
"T6178",0.115207245,0.049046427,0.073144438,0.412650544,0.411564205,0.414555573,0.412965306,0.164399217,0.451297250684411,0.122384515240795,2.03641878404245
"T6180",0.115207245,0.055114015,0.065542036,0.321859561,0.319300041,0.326494779,0.320216161,0.164399217,0.364008462749484,0.34776466889447,2.27085730175034
"T6182",0.115207245,0.05300813,0.057546708,0.375660405,0.378633736,0.379846182,0.375217873,0.164399217,0.451057612049795,0.12298973807627,2.03704833168509
"T6185",0.115207245,0.067205598,0.08817139,0.522467283,0.477267167,0.394007852,0.478702277,0.164399217,0.489707300033956,0.0258028356671315,1.93595534291896
"T6210",0.115207245,0.09692683,0.144532805,0.492248162,0.545824731,0.294391481,0.553414427,0.164399217,0.489091917309163,0.027345916321383,1.93756044228296
"T6212",0.115207245,0.0843747,0.173151639,0.57334445,0.426882954,0.359889089,0.591394206,0.164399217,0.447830392446712,0.131144770937118,2.04553112746264
"T6214",0.115207245,0.088788651,0.253514488,0.456337704,0.45770563,0.252606684,0.589825235,0.164399217,0.381000431230048,0.302854349231435,2.22414196945108
"T7142",0.055280334,0.431680915,0.456570338,0.301271508,0.512202727,0.093441596,0.460812667,0.252723144,0.401856050728162,0.248545847541098,2.16765072819128
"T7144",0.05184442,0.613151382,0.322109568,0.446652324,0.440859818,0.07696433,0.432366368,0.312615958,0.321812098696584,0.462637537634974,2.39034708217598
"T7146",0.050245357,0.379055892,0.520563127,0.441122023,0.456686617,0.300225782,0.521684422,0.054664358,0.416872610089149,0.209900643243637,2.12745231557534
"T7154",0.054957548,0.539989477,0.327115341,0.263728377,0.383460469,0.142795963,0.385866186,0.082017407,0.436051191236804,0.160988596105843,2.07657442041398
"T7160",0.071991344,0.300023358,0.35352398,0.339130755,0.450294235,0.075246452,0.287228129,0.209571204,0.390996316763254,0.276723229576824,2.19696060117813
"T5290",0.121193034,0.093639934,0.127403868,0.437908208,0.231434868,0.127520647,0.40341369,0.324388858,0.449131183063827,0.127856715149899,2.04211091981614
"T5298",0.105371309,0.114325036,0.147357832,0.452997459,0.222722037,0.14969401,0.412669438,0.32476809,0.405478104973585,0.239192639396908,2.15792160068121
"T5545",0.098603328,0.304851632,0.06428338,0.206516893,0.280888777,0.215232954,0.310967493,0.095369401,0.469802135268203,0.0757672517355078,1.98792790328561
"T5553",0.089173891,0.31873888,0.208956908,0.344947778,0.297253903,0.073620231,0.375350321,0.316975628,0.31124988349764,0.492310629437861,2.42121277973323
"T5547",0.080475051,0.304619687,0.225256317,0.273819417,0.31112885,0.366499109,0.332593143,0.367611902,0.000177201739837194,3.5718979775122,5.62457333003225
"T5549",0.087305936,0.078200672,0.118291935,0.301121884,0.298534128,0.370338826,0.353615671,0.32093421,0.0999432532115628,1.28187497916095,3.24251089664068
"T5555",0.103956719,0.262289838,0.180860492,0.077421887,0.078511037,0.065799544,0.175166605,0.0891752,0.41835115646882,0.206113424165727,2.12351288252204
"T5557",0.093510914,0.084042881,0.193893692,0.108882418,0.218084819,0.255823104,0.190146674,0.137891729,0.0690043499670648,1.48324736949045,3.45197674325947
"T5559",0.077583403,0.289199391,0.212424887,0.453443234,0.273788241,0.286420086,0.401467448,0.086382065,0.401617064755497,0.249163735880306,2.16829345038312
"T5561",0.093392944,0.209294072,0.219044575,0.379942091,0.291274682,0.302029208,0.373509202,0.10715503,0.220653486764454,0.769988063155286,2.71005048308166
"T5563",0.093935214,0.261694418,0.184045155,0.15212751,0.258696924,0.263611816,0.208875705,0.20923594,0.0017123765273668,2.92679430443838,4.95354197952685
"T5569",0.0669256,0.255940573,0.169404601,0.092612279,0.248647047,0.247317871,0.249302875,0.185179809,0.113632408104961,1.20743460287947,3.16507865076571
"T5565",0.112050066,0.225465407,0.181797696,0.244496487,0.228549426,0.265240471,0.162140277,0.163430929,0.0037754911086282,2.67151444625149,4.68800204362825
"T5567",0.101449072,0.249066348,0.169379715,0.091070034,0.219894516,0.269613678,0.164759534,0.182611408,0.133772076073847,1.10873584869104,3.06241304664555
"T5571",0.089037932,0.238746205,0.165968321,0.156858553,0.230019819,0.27906145,0.146088968,0.145798709,0.0739593442040977,1.44692229377163,3.41419170864532
"T5577",0.094064248,0.161077632,0.144869286,0.228120968,0.223848093,0.272377742,0.251986728,0.272519983,0.00216655115475927,2.85283566521725,4.87661083244219
"T5573",0.090230229,0.244182951,0.140984378,0.174773235,0.231325151,0.295502292,0.128286135,0.118465407,0.246526187622444,0.685462089693457,2.62212728485428
"T5575",0.100366831,0.255928988,0.201566149,0.116945136,0.222020214,0.272583365,0.181618331,0.168291855,0.0431100750746304,1.71568260543143,3.69375389751956
"T1708",0.102474948,0.353761506,0.143078282,0.058137085,0.14471529,0.157308845,0.252023925,0.124983654,0.336912407015052,0.420904506948181,2.34693673882915
"T1709",0.119526417,0.372434301,0.175208259,0.065288954,0.117405528,0.142828783,0.222234268,0.125697187,0.239533649231782,0.707803490512015,2.64536661984679
"T5774",0.115207245,0.366061408,0.251072201,0.153310385,0.352600737,0.109783523,0.22444814,0.164399217,0.313577251976946,0.485735791200642,2.41437368895476
"T5779",0.115207245,0.359235133,0.236659419,0.390006367,0.345431108,0.086645962,0.341871472,0.164399217,0.391891941803459,0.274391357950722,2.19453500815831
"T5780",0.115207245,0.371264678,0.252236039,0.404403862,0.355379551,0.143764757,0.404374438,0.164399217,0.302577465524158,0.517001758814958,2.4468962823747
"T5781",0.115207245,0.374230994,0.217464444,0.414558746,0.358254583,0.137793338,0.273974261,0.164399217,0.32159631381433,0.463239609371835,2.39097335207267
"T5782",0.115207245,0.377665561,0.205200611,0.418688735,0.365008234,0.158529021,0.294087521,0.164399217,0.300056288813281,0.524238627117143,2.45442401119247
"T5783",0.115207245,0.373495283,0.227506202,0.323378832,0.360648191,0.132230207,0.093447239,0.164399217,0.454954618981528,0.11315302380984,2.0268162652216
"T5788",0.115207245,0.342461182,0.217000348,0.236178814,0.340344862,0.092769228,0.098334407,0.164399217,0.44906060360263,0.128035085640584,2.04229645928251
