"","cho","dinB","dinD","dinG","dnaG","ftsK","hokE","insK","lexA","phr","polB","ptrA","recA","recB","recD","recN","recQ","recX","rpoD","rpsU","ruvA","ruvB","symE","umuC","umuD","uvrB","uvrD","uvrY","yafN","yafO","yafP","ybfE","ybgA","ybiB","ydjM","yebG","pval","z","inv_cof_var"
"T4080",0.075952568,0.08714627,0.055360851,0.084982386,0.1527568,0.057903181,0.055506821,0.091046775,0.094333049,0.096644349,0.17619302,0.175295774,0.151374079,0.055428816,0.065414202,0.074533333,0.064843607,0.060805591,0.12867423,0.406878771,0.159763163,0.161639069,0.073395566,0.15858534,0.076821753,0.175422213,0.162512814,0.060904706,0.066169778,0.059105618,0.066478607,0.123146294,0.100998822,0.082023438,0.05738435,0.072831128,0.271375334161357,0.608658728758335,1.62061202445932
"T4082",0.077482288,0.089712223,0.049782058,0.087054928,0.174629571,0.057351339,0.050444145,0.093321228,0.109873343,0.09918704,0.175828063,0.176136467,0.175769564,0.050461959,0.063045927,0.072050652,0.055515031,0.050531321,0.075921791,0.412991922,0.154583074,0.173330116,0.073665685,0.158992323,0.078137228,0.174042425,0.173707446,0.058723547,0.054660887,0.054956316,0.064887783,0.145305947,0.103611876,0.102927704,0.049020194,0.075092096,0.319750689488075,0.468396068552772,1.54246614518831
"T5662",0.094495168,0.088085201,0.092742946,0.087601108,0.322665342,0.095996594,0.208125371,0.09226063,0.180172991,0.102130717,0.087414784,0.0913679,0.274504374,0.087218996,0.087855069,0.224017431,0.087132975,0.095509497,0.332364473,0.352519707,0.125242978,0.095280526,0.088408121,0.123041029,0.13023384,0.188744389,0.088750784,0.094254416,0.143434451,0.131750871,0.117750436,0.094548107,0.087158239,0.150577568,0.111017445,0.117149925,0.157509220907642,1.00474751602228,1.84128876411878
"T5664",0.056023847,0.060664887,0.049348638,0.050805832,0.239161045,0.17685486,0.074225761,0.060763932,0.172167666,0.05700303,0.049735867,0.052923739,0.107202144,0.049393848,0.068517353,0.050572576,0.071556652,0.195019066,0.355507915,0.290024004,0.049907243,0.062991262,0.055139575,0.119425719,0.074035694,0.215668676,0.050017377,0.238425994,0.096935063,0.088135339,0.058093781,0.100491486,0.052083222,0.285304096,0.10252829,0.165901768,0.438296501386533,0.155289614439142,1.368022147575
"T5670",0.057886608,0.076625198,0.066159415,0.06490534,0.349970144,0.08478527,0.059670036,0.083862361,0.196469138,0.247849245,0.069573995,0.060606205,0.080269549,0.066166763,0.059983665,0.089223886,0.087685214,0.323200351,0.360558734,0.251388569,0.082538024,0.07815578,0.073546148,0.130964324,0.061838943,0.206440114,0.089303444,0.058794442,0.063383319,0.061881216,0.06259041,0.120879824,0.068554364,0.286786743,0.069671868,0.083816999,0.471248892281526,0.0721308385002895,1.32169110226816
"T2672",0.07330332,0.06302296,0.052010583,0.058707921,0.157004647,0.366326275,0.079573395,0.065592767,0.320867049,0.058529169,0.312917238,0.070453035,0.185506362,0.058859104,0.070401489,0,0.069318717,0,0.354596492,0.235172331,0.35676538,0.051612398,0.058430549,0.075353228,0.07116034,0.170891044,0.137882836,0.366871534,0.071353473,0.12103413,0.343558463,0.187046718,0.051736726,0.220784042,0.187296067,0.204142054,0.495410002107341,0.0115056723476312,1.28791442280117
"T2673",0.079221975,0.141144118,0.342518012,0.057972886,0.189965692,0.216488993,0.079573395,0.069674338,0.318498003,0.055678106,0.350396542,0.058356195,0.18085944,0.048364783,0.071779767,0.09235074,0.04895379,0.071111025,0.342974052,0.193066758,0.347453631,0.048731388,0.238798281,0.090450077,0.18139776,0.094905143,0.350157639,0.319163975,0.236413442,0.271583659,0.235537402,0.178216588,0.045675834,0.161149728,0.17581941,0.115702502,0.284479465654191,0.56958540278067,1.59884272812562
"T2679",0.085185659,0.304815928,0.226414628,0.096608647,0.151524282,0.17543945,0.079573395,0.068137918,0.308662092,0.065637734,0.206654591,0.089366735,0.137736773,0.065566189,0.072300618,0.125661007,0.072147374,0.108631444,0.31560011,0.139649249,0.272908485,0.068894614,0.171231915,0.085561112,0.290020088,0.110587137,0.272514578,0.242856457,0.272500607,0.28618571,0.162826983,0.138898333,0.069032473,0.221194032,0.171947019,0.107484143,0.127555471027504,1.13802284767148,1.9155417261088
"T2680",0.076534642,0.214352161,0.270680845,0.034879114,0.169683954,0.245080318,0.079573395,0.038015916,0.317996837,0.043764433,0.298769025,0.064062161,0.137336265,0.057914101,0.034993438,0.115978353,0.092672869,0.136386816,0.22293827,0.136046886,0.299976299,0.084746665,0.208802939,0.035243021,0.330802171,0.118068851,0.260793043,0.233914932,0.233593545,0.282567519,0.16604832,0.126517042,0.077757997,0.339270082,0.293879763,0.124055855,0.229770315174562,0.739603478540545,1.69356652705221
"T2681",0.1009456,0.335495842,0.163665909,0.095188211,0.149222251,0.176358086,0.079573395,0.072568064,0.274694329,0.064495015,0.16108185,0.122082505,0.123814462,0.054952246,0.080224087,0.118769046,0.053499743,0.10048622,0.325921993,0.13543173,0.228380356,0.053603807,0.216827739,0.121249305,0.288848886,0.100074811,0.256958691,0.221327475,0.183687652,0.170893023,0.159557967,0.125281434,0.054554166,0.304773129,0.336234515,0.099899951,0.162136859604669,0.98571350752388,1.83068416466245
"T2682",0.089594972,0.308607258,0.207083238,0.078449294,0.121548378,0.201294326,0.079573395,0.069881002,0.286567784,0.069242761,0.128148368,0.154257756,0.12681511,0.075902119,0.073706759,0.109082872,0.070458826,0.134369873,0.29723505,0.128240753,0.159291357,0.069551044,0.139242848,0.075624665,0.208881284,0.131471747,0.149168001,0.173982314,0.324694833,0.329508347,0.324982598,0.11882573,0.092679405,0.166690812,0.269755762,0.108172163,0.148473818342049,1.04300141656851,1.86260152611367
"T2683",0.096427336,0.304948796,0.256756361,0.207900928,0.163204236,0.179345501,0.079573395,0.068853992,0.289550317,0.069221238,0.177220416,0.303699856,0.147802901,0.055402358,0.080631187,0.139698986,0.057658926,0.217777337,0.223520802,0.159557385,0.204403387,0.059652636,0.166140221,0.127811754,0.303423559,0.176787914,0.228470884,0.226967962,0.311779147,0.211106425,0.178370895,0.137649341,0.057208351,0.310455795,0.245434055,0.137704651,0.0571815500991521,1.57888210994787,2.16116186930916
"T2684",0.088329168,0.304323687,0.190672481,0.193502303,0.121886689,0.193326898,0.079573395,0.068396736,0.27366686,0.069426571,0.128265911,0.112870699,0.125555301,0.068270484,0.075409006,0.107881802,0.06857607,0.124285665,0.304224038,0.151553313,0.186694747,0.072121544,0.15081331,0.099907522,0.276411467,0.111251249,0.230622641,0.211603245,0.291507376,0.287987954,0.171386751,0.128406523,0.081312201,0.321631961,0.168581283,0.103267514,0.103064481567544,1.26428162305995,1.98588548690694
"T2685",0.128534779,0.117670822,0.209133047,0.142752779,0.154684754,0.174528692,0.079573395,0.062806335,0.272453418,0.066805734,0.149140299,0.314862746,0.15014784,0.065882966,0.093479301,0.122392792,0.067864835,0.12454321,0.266152561,0.177885819,0.198855571,0.062811012,0.150916676,0.094564707,0.264266499,0.124271537,0.176813846,0.216922736,0.144138027,0.207195271,0.158231033,0.146588034,0.067314973,0.224719125,0.227580201,0.121990625,0.0319369149465331,1.85305950707079,2.31391694855124
"T2686",0.107826031,0.288338975,0.204099474,0.20762398,0.140212879,0.189792707,0.079573395,0.0750647,0.233483833,0.077190727,0.161862691,0.309860785,0.161810195,0.073812988,0.090386734,0.134285867,0.071491501,0.051165847,0.305280175,0.174077104,0.190778071,0.098545946,0.161475664,0.122404084,0.229317237,0.093554267,0.222774165,0.206681805,0.309264818,0.300136483,0.163447894,0.148695904,0.074657729,0.213675237,0.188577421,0.126492727,0.0507926416131175,1.63721629597562,2.19366215307689
"T2687",0.161129217,0.288075672,0.179060641,0.229720975,0.125473035,0.1928028,0.079573395,0.075438016,0.232450036,0.076466219,0.140591248,0.206096584,0.146708233,0.07544312,0.093434589,0.121206072,0.075437827,0.034426683,0.288968028,0.1458717,0.172795852,0.086939167,0.138208843,0.161011225,0.206721866,0.107552084,0.173089315,0.193221071,0.294338934,0.294548784,0.135082259,0.141016992,0.088250813,0.236223425,0.206977406,0.120599578,0.0355866315962007,1.8043703804207,2.28679030909188
"T2649",0.059376013,0.057049808,0.338564639,0.065845565,0.08347121,0.315377979,0.079573395,0.076079491,0.33741422,0.292520481,0.055828073,0.29227816,0.308466088,0.065097418,0.070909464,0.054803116,0.086122817,0.06779032,0.246236167,0.05852119,0.300845609,0.059310669,0.061502556,0.084806299,0.074190428,0.081077534,0.180418688,0.326115377,0.063087532,0.082592123,0.063939409,0.095711157,0.057393332,0.307242689,0.069279728,0.319700658,0.486397842672163,0.0341021608943088,1.30050382088709
"T2651",0.084293485,0.074748632,0.312617668,0.246558097,0.06934016,0.290848864,0.079573395,0.08073966,0.167780833,0.116536223,0.070099261,0.260730029,0.307372059,0.113069542,0.09192787,0.317973265,0.120662816,0.174249286,0.205190655,0.095490764,0.306504381,0.054957815,0.099106108,0.102245257,0.087506241,0.054941744,0.303944963,0.291570327,0.093438786,0.086238769,0.08639533,0.073349506,0.06135727,0.183079652,0.096559007,0.284575524,0.259832929108216,0.64386056108193,1.6402243584536
"T2652",0.045466602,0.094961322,0.274433727,0.126511763,0.331412812,0.285650085,0.079573395,0.088788501,0.162997612,0.29469749,0.044726808,0.2509335,0.292683294,0.069188511,0.074542013,0.347646462,0.292625132,0.142919795,0.207353681,0.06061372,0.270895449,0.048104604,0.044416923,0.067000553,0.054380031,0.044564337,0.290166016,0.279443848,0.075300243,0.28499038,0.087333426,0.081515747,0.047051993,0.210638131,0.057203216,0.240339043,0.345528748189017,0.397420370398569,1.50292277469324
"T2653",0.079643952,0.136363468,0.300610557,0.205461228,0.395437112,0.406738415,0.079573395,0.074462778,0.139084614,0.205051232,0.195243644,0.391610707,0.232732014,0.083701812,0.07862798,0.236369876,0.10428582,0.340834648,0.129305481,0.054424597,0.22068849,0.054751148,0.081408179,0.130585752,0.133082989,0.109889095,0.204763703,0.217389023,0.204733609,0.208492909,0.123724102,0.092113161,0.054789097,0.166498153,0.096814742,0.365359864,0.228110129640308,0.745085127667089,1.69662057073155
"T2654",0.055433547,0.133796723,0.36851135,0.24568231,0.344904952,0.378053646,0.079573395,0.060299231,0.186346241,0.191900927,0.226259769,0.300504264,0.275486532,0.061008821,0.061376364,0.246913804,0.055274148,0.356361192,0.068991562,0.047761374,0.337853758,0.051152605,0.063646491,0.074277936,0.106869357,0.048626088,0.310163195,0.303213585,0.199852592,0.318621607,0.100633972,0.100657374,0.04770893,0.059783969,0.075414189,0.350742115,0.380126855172086,0.305147638052357,1.45151398356262
"T2661",0.086195251,0.204445738,0.124202675,0.123939579,0.144364005,0.130488573,0.079573395,0.071439019,0.38031896,0.078005747,0.135823416,0.055119972,0.278080819,0.057152363,0.091206413,0.306784296,0.064742816,0.394405029,0.061584093,0.08305354,0.255963739,0.12029149,0.059707633,0.128204074,0.411889024,0.371682941,0.198850043,0.262593962,0.201338204,0.1056392,0.151143566,0.072225609,0.054959066,0.125217925,0.14173218,0.1744155,0.332568334691364,0.432832212728594,1.52265211357381
"T5731",0.123817601,0.123347018,0.092255794,0.129817431,0.120205408,0.146125497,0.079573395,0.162544103,0.134374679,0.136552581,0.207868908,0.112462028,0.103106277,0.092335281,0.096073197,0.110804637,0.109422143,0.094937336,0.137872376,0.208115025,0.103341917,0.112760075,0.107027268,0.206905732,0.114715266,0.129833967,0.05989652,0.104057136,0.097151597,0.104666808,0.093822432,0.127098366,0.127093156,0.123647142,0.097323168,0.106255131,1.05084882285793e-05,4.25380348332426,3.65146643359555
"T5733",0.095566786,0.103766245,0.088508763,0.106075179,0.095748948,0.117230942,0.079573395,0.108908308,0.105076009,0.107725595,0.240402377,0.185895408,0.116898809,0.087549708,0.087184247,0.093816154,0.088596995,0.100979596,0.09115769,0.281551766,0.29743006,0.1151349,0.087515427,0.137367849,0.187594151,0.132986772,0.153809458,0.138018149,0.10548776,0.097757184,0.311133575,0.097585042,0.090132132,0.118268495,0.095335735,0.087413302,0.070432946957549,1.47257417008271,2.1019335085888
"T5735",0.102014446,0.116782764,0.087014623,0.119146823,0.148222827,0.236768821,0.079573395,0.120966061,0.118158945,0.126017088,0.175990117,0.181013279,0.154547678,0.08689181,0.087429287,0.087099382,0.091283163,0.092278847,0.178291427,0.154029965,0.093689681,0.232593825,0.087518875,0.169267065,0.196060381,0.167078656,0.189215305,0.088359618,0.091785525,0.107847892,0.086904453,0.113509382,0.116448348,0.130989146,0.090364496,0.087024793,0.00184029557913824,2.90431375142778,2.89961229428514
"T5762",0.085181613,0.105089283,0.05083873,0.060054423,0.061869559,0.052298163,0.079573395,0.093198682,0.115934445,0.117782129,0.261768295,0.12213637,0.031476108,0.066046827,0.078116494,0.090687794,0.076115125,0.051016447,0.332319706,0.351695784,0.029921808,0.05207126,0.130735601,0.225249869,0.090549141,0.314506691,0.129892389,0.075615243,0.050434888,0.067980709,0.072155692,0.092758251,0.12411726,0.120307412,0.050726956,0.060973477,0.4623004759501,0.0946397798158909,1.33423172432673
"T5764",0.094904942,0.111458292,0.070076164,0.066136937,0.142706354,0.109596229,0.079573395,0.095239818,0.122781098,0.126647946,0.12078458,0.112162233,0.050179726,0.053022619,0.118284415,0.100758037,0.087133149,0.063778863,0.323475179,0.338732579,0.050360436,0.065024641,0.071477567,0.220025318,0.099290434,0.302856036,0.138207922,0.063761189,0.063785785,0.087873669,0.086853538,0.104461272,0.131711623,0.14035173,0.051880318,0.071723619,0.287707323400327,0.560094991087634,1.59355524416297
"T5766",0.093256798,0.111150667,0.058320119,0.058071717,0.070260769,0.082497492,0.079573395,0.099330069,0.123201478,0.126704176,0.138524321,0.135923004,0.037088811,0.049840872,0.111258029,0.100924914,0.085849834,0.057815303,0.329090235,0.353583719,0.04258149,0.062136143,0.069912294,0.216763324,0.099968324,0.311672431,0.139177689,0.096753653,0.058285558,0.090397341,0.090647483,0.105402314,0.131411885,0.133181787,0.04564997,0.07272815,0.355393981374889,0.370798038079871,1.48809041970838
"T5768",0.101211647,0.118815267,0.064644515,0.080415274,0.12056046,0.116906085,0.079573395,0.06363507,0.128566138,0.132055499,0.261823052,0.067890341,0.10106071,0.062331235,0.120537862,0.105413267,0.093758689,0.064047015,0.322235989,0.349987445,0.061356787,0.07213051,0.127396399,0.213912087,0.104785545,0.275923765,0.143897283,0.109010732,0.063533121,0.088750688,0.08743937,0.110909412,0.136886777,0.142484911,0.06268401,0.07784823,0.229393342207701,0.740846224205284,1.69425890984702
"T5770",0.093067511,0.111939092,0.057878837,0.058109281,0.063706705,0.109028034,0.079573395,0.088400321,0.120486544,0.1239741,0.210797464,0.086875839,0.050478596,0.075807201,0.084046058,0.101211123,0.087351799,0.056716717,0.32682702,0.347633527,0.04378633,0.063096811,0.068593397,0.220879473,0.099412291,0.307269737,0.13454197,0.089452523,0.056783252,0.088502995,0.085139606,0.105831493,0.130792981,0.135331157,0.061596314,0.072404556,0.347249436329567,0.392757127299395,1.50032469740235
"T5772",0.097524956,0.11710522,0.056432595,0.049406516,0.047676027,0.099072485,0.079573395,0.080194612,0.128325951,0.132074665,0.220843397,0.055099104,0.071366766,0.111112814,0.060806599,0.11250329,0.089653295,0.052419926,0.326138671,0.348764702,0.071734078,0.060606093,0.107600735,0.233451409,0.10721797,0.307693146,0.144809953,0.073875096,0.055995333,0.103970616,0.102984689,0.114861713,0.132275459,0.128152345,0.11756407,0.072182846,0.311098357614349,0.492739427224478,1.55602879375795
"T2432",0.045027036,0.052730904,0.090799592,0.056057831,0.093952898,0.090152015,0.11995642,0.050302739,0.160058367,0.130221151,0.058665485,0.054393482,0.201483319,0.059620824,0.055169749,0.083492518,0.091922695,0.068008445,0.183419274,0.382502434,0.071739267,0.101767812,0.065425167,0.047110318,0.044341093,0.219558261,0.095248136,0.312608161,0.050984255,0.054104939,0.04849275,0.097145454,0.266241517,0.209797454,0.04931268,0.154577886,0.444219480717233,0.140279752323709,1.359659559335
"T5527",0.063922912,0.13030031,0.066913436,0.126643064,0.191589944,0.064743316,0.062962669,0.070082614,0.13039569,0.056252184,0.084822005,0.10257774,0.062984888,0.066248776,0.084691701,0.056098829,0.101063151,0.056558169,0.309139071,0.351633546,0.282392505,0.080021369,0.091115338,0.061542297,0.088267053,0.057984126,0.166857348,0.083890621,0.061733056,0.134773345,0.123596877,0.073207622,0.130741822,0.074872849,0.130303153,0.075222235,0.320727383126078,0.465665757715129,1.5409449809613
"T5533",0.092706595,0.111841279,0.060909328,0.119140845,0.055045952,0.140241731,0.068181432,0.127351931,0.077413961,0.060801158,0.13386046,0.109601779,0.11270385,0.081149018,0.089433649,0.059243201,0.051608149,0.12472171,0.337285445,0.347989834,0.274431861,0.071820988,0.06568951,0.087871341,0.059771649,0.07435309,0.155416664,0.082373909,0.061169462,0.113392207,0.111927758,0.083656811,0.118284477,0.059864388,0.129307662,0.071709417,0.302049703360433,0.518514412894448,1.57038905838879
"T5529",0.066318973,0.147499546,0.056777011,0.112485115,0.215617944,0.054560932,0.064034183,0.13484988,0.134894631,0.12375174,0.074112793,0.128449583,0.142520308,0.072187596,0.10986604,0.063492138,0.056681842,0.084788532,0.297535979,0.295816936,0.279005562,0.082634549,0.096867306,0.144372845,0.057629388,0.097544865,0.188020418,0.093283239,0.000119601,0.153744037,0.166520623,0.062777984,0.16092317,0.076375842,0.142205896,0.076094481,0.202876747387638,0.831389737294039,1.74470428449083
"T5531",0.108014275,0.123711852,0.088014392,0.096876345,0.173623147,0.095603808,0.095657241,0.103536252,0.106846238,0.091004079,0.142937238,0.124614973,0.138957135,0.076067047,0.076049825,0.105330996,0.073765736,0.143547203,0.27311081,0.332052913,0.226544161,0.08191712,0.113700845,0.090365048,0.094765359,0.26754735,0.157593053,0.105608185,0.077542556,0.161775786,0.152027562,0.122330241,0.129566906,0.097352794,0.135261049,0.116914857,0.0480551561894245,1.66401059364516,2.20859031676469
"T0070",0.068790879,0.057219165,0.15148124,0.056780554,0.360877611,0.241559046,0.121634608,0.087225679,0.175290323,0.059758498,0.058321879,0.068938203,0.184756819,0.056779891,0.177746232,0.082622849,0.073111697,0.057623557,0.349955563,0.069359859,0.085779104,0.286826108,0.056778226,0.071162825,0.076736318,0.056589892,0.391893898,0.215230552,0.076529557,0.079891734,0.062702835,0.072671945,0.056423442,0.07575485,0.072458382,0.160977384,0.483910591167888,0.0403411063155607,1.30397978430424
