"","cho","dinB","dinD","dinG","dnaG","ftsK","hokE","insK","lexA","phr","polB","ptrA","recA","recB","recD","recN","recQ","recX","rpoD","rpsU","ruvA","ruvB","symE","umuC","umuD","uvrB","uvrD","uvrY","yafN","yafO","yafP","ybfE","ybgA","ybiB","ydjM","yebG","pval","z","inv_cof_var"
"T1801",0.065561951,0.060349412,0.1109472,0.058216192,0.08829544,0.061564535,0.108449027,0.081433192,0.126107324,0.073814385,0.058636063,0.100852151,0.127179953,0.064106238,0.090344628,0.105152037,0.117925945,0.060452761,0.22426659,0.320316092,0.125470316,0.111183477,0.05845556,0.124246357,0.109359816,0.174391238,0.154390953,0.305239921,0.070830149,0.078351429,0.078898613,0.142333068,0.064349237,0.117095409,0.081927369,0.122873847,0.168594958444276,0.959732390853996,1.81620905629338
"T1802",0.072816669,0.065271634,0.110682366,0.059089822,0.105369317,0.261150814,0.112136662,0.086547113,0.073982433,0.080154183,0.0595484,0.094862056,0.129130457,0.063530105,0.096786545,0.10093037,0.119449314,0.06157391,0.250025344,0.316028549,0.13040702,0.109410113,0.059576258,0.128390661,0.115499825,0.183803909,0.164874337,0.239271571,0.077862004,0.086761396,0.091596838,0.151699842,0.06232809,0.11804285,0.087054134,0.109135676,0.134536985651004,1.10519761220631,1.89725348828453
"T1803",0.098503908,0.094628469,0.105679911,0.092060982,0.195247246,0.094871331,0.117233704,0.106217706,0.101794187,0.102231054,0.091676118,0.102304806,0.117477731,0.09176777,0.111803686,0.104321956,0.106842605,0.092063508,0.167275017,0.301131826,0.109858609,0.105734092,0.091785581,0.124079141,0.117742169,0.145107211,0.129033937,0.293879596,0.101140831,0.104313023,0.104892327,0.120004985,0.091750189,0.106613632,0.10630724,0.118707963,0.0134881276331987,2.21186122340585,2.51381958526052
"T1804",0.067349115,0.063962785,0.131016457,0.065047042,0.072493042,0.243327933,0.099992895,0.080882754,0.065116012,0.07504666,0.065654931,0.115438018,0.115316754,0.073630642,0.091280704,0.122067649,0.137482597,0.069133062,0.312308585,0.313718507,0.145143313,0.129897884,0.065653879,0.111293829,0.101980793,0.176238793,0.165478313,0.225742414,0.073054582,0.080431762,0.069150837,0.157487882,0.069334353,0.136256415,0.081317499,0.137058419,0.163040848930182,0.982036842842335,1.82863574925451
"T1805",0.074841174,0.069477166,0.110239375,0.068865524,0.254114903,0.218224259,0.105334737,0.08635438,0.108212389,0.080078465,0.070025829,0.101358217,0.118894515,0.07326641,0.096064012,0.105485819,0.117487707,0.071249403,0.17081286,0.332418768,0.125205509,0.110419944,0.069774792,0.118567213,0.107649272,0.167061141,0.151163288,0.279222328,0.078703292,0.085760696,0.089062016,0.140694193,0.073026239,0.115887723,0.086466729,0.105183921,0.113836823756036,1.20637314094963,1.95362237963999
"T1806",0.062107546,0.036634783,0.116948802,0.039550127,0.154454926,0.04059009,0.088471635,0.058605061,0.065996065,0.050577967,0.042792955,0.104679988,0.085080249,0.037564867,0.062923836,0.110035352,0.126797742,0.04598168,0.328867429,0.332428417,0.138639303,0.118036166,0.041256118,0.106023451,0.089744649,0.191030741,0.171025957,0.316005858,0.046469366,0.055180432,0.067212518,0.157417029,0.049447712,0.104609856,0.05960076,0.036917105,0.484813944636062,0.0380749933406519,1.30271724307843
"T1807",0.0681603,0.038503202,0.11539171,0.040301964,0.114163478,0.044894809,0.092850782,0.06252813,0.168025774,0.052762198,0.043706918,0.104865779,0.104006905,0.039041425,0.067728847,0.111745032,0.132706979,0.046838804,0.330423821,0.332891715,0.143743899,0.120243689,0.04238268,0.111145107,0.093615014,0.199148044,0.179026787,0.332011434,0.048099811,0.058083819,0.0645291,0.165616505,0.052972677,0.13127726,0.063395515,0.114085869,0.417748943988586,0.207655599986629,1.39719731064765
"T1808",0.046217466,0.04261773,0.12742457,0.04631451,0.177230549,0.13869155,0.089534534,0.060223862,0.190132964,0.052830634,0.048974648,0.113498406,0.098572819,0.04454325,0.069391356,0.121233464,0.144013591,0.051793243,0.349419795,0.361743518,0.156510105,0.132813742,0.048080235,0.105900107,0.090264662,0.201137253,0.186027646,0.35752922,0.048500378,0.055828251,0.056191372,0.174971963,0.058146313,0.142520219,0.060836204,0.159459983,0.410861980932128,0.225328201805459,1.40704341656148
"T1809",0.060929135,0.053390754,0.125084325,0.056863956,0.096728371,0.212027313,0.096099848,0.070563526,0.171098492,0.063963531,0.059970381,0.115731452,0.126203492,0.055428448,0.074503702,0.120820554,0.132047735,0.063138086,0.328584379,0.355616722,0.137812324,0.12568826,0.058670297,0.111409925,0.096028566,0.179285789,0.162215084,0.154385964,0.060356936,0.067054001,0.067340419,0.151473416,0.071815818,0.130743764,0.070986769,0.170982383,0.230374949065733,0.737612597285558,1.6924573283106
"T1810",0.059685911,0.056014144,0.131726051,0.057118945,0.14514938,0.138354434,0.092030918,0.07228387,0.153741245,0.068058232,0.059087793,0.116789207,0.106301343,0.066827564,0.078701758,0.122924979,0.137531847,0.062415028,0.321997563,0.3382408,0.146099083,0.130061094,0.058655069,0.103293905,0.093728019,0.176224795,0.166149844,0.187146863,0.063984939,0.073147153,0.074710156,0.158634988,0.064013991,0.136521553,0.07253724,0.181890253,0.180714502055528,0.912645522605863,1.7899750984034
"T1811",0.071092088,0.065131695,0.140574763,0.070564114,0.131755642,0.172046847,0.092796297,0.076262225,0.154131228,0.071035332,0.073387177,0.1301915,0.112758703,0.069896959,0.078805878,0.134704848,0.150713085,0.076115924,0.243231123,0.344005024,0.157299251,0.143154659,0.072202563,0.102523252,0.093462143,0.185084078,0.175361885,0.158931284,0.068296419,0.074653918,0.07525501,0.16858562,0.083729822,0.149374422,0.076538801,0.1737271,0.0766312236190665,1.42810219008915,2.07715640843666
"T1812",0.072398916,0.058946595,0.119197924,0.058332966,0.231160652,0.125252946,0.102556439,0.079408018,0.094539205,0.071743128,0.059386206,0.109557495,0.156281937,0.065096969,0.083693674,0.113370836,0.125807932,0.06124557,0.327837633,0.343000266,0.132047931,0.12003237,0.059157129,0.116867039,0.103802005,0.17231477,0.1565006,0.272766624,0.06828495,0.075418195,0.076735693,0.146572961,0.066601519,0.125054171,0.079644163,0.14863435,0.220583123687528,0.770225319063977,1.71062716634918
"T1813",0.076529359,0.068636587,0.118258325,0.067892632,0.238585495,0.103451375,0.101052832,0.082313472,0.092532769,0.077175598,0.069210136,0.10893224,0.15728137,0.073899166,0.08436077,0.113153012,0.123511526,0.071088813,0.311779289,0.321628034,0.130283384,0.118776878,0.068845083,0.113352405,0.101523037,0.171475313,0.154721116,0.250874551,0.074683492,0.079465647,0.080485484,0.143459083,0.076205503,0.122835951,0.082458537,0.210928126,0.150603179604016,1.03384985782181,1.85750283053843
"T1814",0.054952124,0.053229098,0.122451852,0.057442675,0.149022565,0.138513075,0.08797211,0.064740886,0.112938722,0.058320271,0.059520591,0.112749068,0.153413856,0.06722004,0.068348828,0.117802353,0.126432021,0.062292528,0.337434675,0.357955001,0.133451221,0.122314188,0.058873055,0.104346765,0.089247874,0.171605322,0.15545937,0.297939483,0.0579936,0.061355005,0.061133376,0.145623522,0.068733888,0.125834954,0.064835004,0.146444715,0.306563772250072,0.505614152413979,1.56320181271275
"T1815",0.060317176,0.056523109,0.124302592,0.061842661,0.165661348,0.175521745,0.084048847,0.065646027,0.160910354,0.061107964,0.064824282,0.114193675,0.071408548,0.06307548,0.069014063,0.120271247,0.128557776,0.067909751,0.342974881,0.356184323,0.133532519,0.124699645,0.063616158,0.096908388,0.084645968,0.167872207,0.153542493,0.35017161,0.059675164,0.063850226,0.065372552,0.144788795,0.075069992,0.128118845,0.065603816,0.14185163,0.341184968799494,0.409231284855509,1.50950310258578
"T1816",0.070000538,0.064043232,0.118952478,0.064019552,0.211876217,0.107632692,0.092109046,0.07729169,0.108961214,0.073529662,0.066371272,0.108193093,0.088374845,0.07279399,0.081857852,0.111295452,0.121963491,0.068591371,0.341454722,0.342479899,0.127063061,0.118078636,0.065645955,0.102092672,0.092678255,0.166891897,0.151761565,0.088074585,0.071789062,0.075142472,0.077337536,0.142185309,0.074934092,0.121384842,0.077359274,0.231256284,0.223131035621073,0.761661479678604,1.7058559124907
"T1817",0.067112234,0.06363806,0.118273307,0.066369609,0.217148659,0.123037133,0.08632829,0.073674352,0.108531201,0.068780653,0.068827015,0.112311024,0.077401518,0.075901815,0.078358361,0.114674794,0.121533503,0.071610783,0.308118865,0.364357318,0.126400632,0.118177188,0.068097536,0.097763135,0.087429895,0.160796983,0.146562563,0.273054841,0.067086943,0.071459209,0.07300188,0.137628847,0.076514602,0.121061335,0.073786664,0.156637499,0.239400655283608,0.708231817399943,1.67608813301326
"T1818",0.051231183,0.048791155,0.12555196,0.052801677,0.198858061,0.054254539,0.091235598,0.064555815,0.16388916,0.056378798,0.055213385,0.112180218,0.150173877,0.064209654,0.077505677,0.115917608,0.128554126,0.058347689,0.220257867,0.353186881,0.135377739,0.121930837,0.054322612,0.107664867,0.092285558,0.18204717,0.162907607,0.205350573,0.05445146,0.060041009,0.060971092,0.15100724,0.065225408,0.127799743,0.064911207,0.141098967,0.21524661238779,0.788347920364892,1.72072398478441
"T1819",0.063583965,0.044180185,0.118598782,0.045391949,0.269070341,0.142349139,0.091251779,0.064654051,0.088376336,0.056224284,0.04771294,0.107879868,0.116811501,0.055744572,0.077181365,0.113390234,0.126799868,0.050521329,0.207649514,0.362402507,0.136109014,0.119608699,0.047147208,0.107994313,0.092602668,0.187644374,0.16772433,0.202957559,0.05337538,0.060463731,0.063147509,0.155168875,0.056568868,0.125803667,0.064954082,0.133181272,0.270914650497084,0.61004907249034,1.621386639979
"T1820",0.0620267,0.044511218,0.12491791,0.0481342,0.290439777,0.071092594,0.088139813,0.061584123,0.102632788,0.054468553,0.050733731,0.115189327,0.101590477,0.059600328,0.072808752,0.119723478,0.133335732,0.053571899,0.221652006,0.355081618,0.140540377,0.125742725,0.049928288,0.105303191,0.089767093,0.187215493,0.16920712,0.057126703,0.051763749,0.057832213,0.066154329,0.156429411,0.057543575,0.132489801,0.062062487,0.148599403,0.312412936522182,0.489022351044942,1.55395786350508
"T1821",0.072827876,0.049737293,0.120188795,0.052135752,0.246765547,0.119491104,0.098337152,0.070854302,0.086707794,0.063197423,0.053664904,0.10677576,0.120337809,0.061060058,0.080848361,0.113371793,0.12575096,0.056213903,0.304831008,0.340969084,0.133061763,0.12000249,0.053126607,0.114505453,0.098818113,0.181821469,0.163189592,0.13043826,0.058765514,0.066596212,0.06845934,0.150148479,0.063297068,0.124905668,0.071309523,0.22043957,0.242963911584961,0.696800228376073,1.6697191423323
"T1822",0.057072443,0.050817633,0.103989165,0.049621157,0.236647894,0.087981402,0.091124339,0.070133914,0.054819304,0.064513929,0.049143281,0.08942303,0.110182512,0.054593594,0.082197079,0.094486056,0.110563492,0.051244408,0.336295446,0.327455484,0.121074029,0.101912298,0.049448029,0.103841008,0.092664925,0.175896009,0.155844961,0.338435146,0.061527837,0.068070271,0.072356702,0.141489503,0.053394726,0.109291853,0.070389247,0.216693734,0.408324395428675,0.231857376757806,1.41068107833702
"T1823",0.047307041,0.039738661,0.110695821,0.039432484,0.243861294,0.070975916,0.088679729,0.062681446,0.057229018,0.055703059,0.040776649,0.095504199,0.055439164,0.048002131,0.076310468,0.101042993,0.118294069,0.043175109,0.228439423,0.336577296,0.129287229,0.108541513,0.040835928,0.105342125,0.091128686,0.185802209,0.16476726,0.347588804,0.054122247,0.062631211,0.064910061,0.150612148,0.043841664,0.116920645,0.06294741,0.153851894,0.437150488420941,0.158197749781225,1.36964238487132
"T1824",0.072493173,0.064016568,0.113861996,0.059335236,0.098584126,0.203693629,0.113764887,0.089829304,0.070658933,0.082785107,0.059920232,0.096873037,0.13408288,0.061666466,0.102606863,0.103075071,0.150870922,0.059391888,0.252109217,0.223405491,0.116606485,0.111980484,0.059905276,0.126716213,0.115104491,0.196879242,0.173936777,0.222951427,0.084554506,0.089517751,0.092742255,0.158442747,0.061629258,0.121485868,0.090822771,0.064681272,0.0544014428889741,1.60359712093216,2.17493158009127
"T1825",0.080328712,0.072805283,0.103003599,0.069591269,0.104102104,0.215484536,0.119261393,0.09576547,0.070293295,0.089653803,0.069785097,0.092253946,0.097702696,0.068016786,0.106614917,0.096277825,0.109046415,0.069571462,0.279376453,0.266982438,0.118924185,0.101567973,0.069889499,0.132771105,0.121542805,0.172109231,0.150907962,0.276513744,0.085464621,0.099576164,0.096337141,0.137238607,0.068755523,0.108003152,0.096582644,0.072290591,0.0918060544026031,1.32971524857324,2.0223411493914
"T1826",0.089411342,0.085928206,0.116194619,0.085915945,0.086692481,0.205602283,0.110482395,0.096072066,0.127195318,0.092725868,0.08692453,0.108176665,0.098449485,0.08961952,0.101518607,0.1104955,0.121965552,0.087721936,0.277856445,0.274433618,0.127824638,0.115096497,0.086716474,0.118552933,0.112010064,0.17089402,0.155073418,0.241598765,0.091476585,0.10251446,0.089411983,0.144410085,0.090260852,0.108440143,0.096824028,0.087721266,0.0230534651558055,1.99441307947909,2.39267061818617
"T1827",0.104812719,0.079271548,0.199457654,0.07619571,0.077645744,0.131839358,0.108853469,0.094629381,0.151683935,0.091199862,0.076228169,0.091661061,0.184467374,0.078654652,0.097781248,0.106747054,0.080657244,0.199052965,0.259077674,0.232129904,0.107454574,0.105301034,0.080595614,0.150755307,0.136399945,0.133349664,0.133681565,0.239451305,0.083543382,0.086094414,0.102786965,0.148207995,0.076056731,0.11124534,0.131648972,0.145459997,0.0140425160383835,2.19609656962675,2.50503647271178
"T1828",0.132344631,0.080206089,0.20041412,0.079593408,0.169845816,0.135205847,0.102985898,0.091301583,0.152065235,0.087918563,0.079823713,0.103035885,0.187921161,0.079648642,0.091323145,0.119496752,0.105061966,0.175758123,0.232347994,0.197861843,0.119910634,0.121500714,0.08206051,0.105179297,0.138017453,0.13605575,0.135095684,0.198263454,0.082309767,0.083835279,0.099583906,0.161200908,0.081307978,0.124747643,0.084266788,0.157247365,0.00137718012450518,2.99390019760866,2.94952444907608
"T1829",0.127033875,0.078207395,0.213004771,0.074180391,0.123053157,0.140470516,0.108167757,0.09570471,0.151120586,0.091581029,0.073883798,0.095927366,0.186002275,0.076490057,0.096260908,0.11859125,0.074439822,0.180816038,0.246486491,0.24782781,0.123008786,0.12660971,0.074041439,0.118480298,0.142616686,0.141522566,0.140920048,0.217151894,0.08273492,0.085289814,0.086254914,0.14930172,0.074779445,0.11610887,0.086486362,0.147801562,0.0106755820947211,2.30171651579245,2.56388152491298
"T1715",0.058893804,0.043626834,0.094605126,0.041447358,0.275590482,0.138711452,0.078582693,0.060553176,0.236086097,0.054413692,0.041450254,0.075269739,0.145780157,0.042438676,0.059975865,0.080869628,0.097452238,0.041560342,0.176894857,0.163898035,0.106106865,0.089387477,0.041189539,0.091757449,0.081015103,0.119911665,0.132892652,0.277710433,0.049794184,0.055358368,0.060636278,0.122171604,0.042811767,0.091384445,0.060168939,0.244559545,0.332922317106465,0.431857983187582,1.52210933173877
"T1716",0.062050643,0.049853589,0.101268895,0.049268351,0.271488199,0.202346466,0.076062913,0.06385803,0.222373456,0.058777482,0.04963711,0.086271493,0.136518308,0.052875952,0.062793634,0.091190212,0.103071365,0.050727424,0.15467862,0.079131295,0.108358901,0.097461936,0.049214776,0.085117397,0.077792007,0.120034199,0.124546751,0.276269957,0.055020584,0.059547097,0.063838937,0.117777984,0.051894477,0.091355425,0.065632745,0.231816984,0.268642950614923,0.616922415087628,1.62521605117089
"T1085",0.056262919,0.058130564,0.112943175,0.067677202,0.115166315,0.286455829,0.058405534,0.058101596,0.224609789,0.056109356,0.066115683,0.104683182,0.056929109,0.071332469,0.056719999,0.108481357,0.119216644,0.064424175,0.210949854,0.283715503,0.073849994,0.102441468,0.064974571,0.060416531,0.058650493,0.167016654,0.069448665,0.310895627,0.056308812,0.056075037,0.056182788,0.141135018,0.073884311,0.072763626,0.05623448,0.210509019,0.376794691015406,0.313910017225728,1.45639585179473
"T4797",0.071138829,0.064436248,0.10738306,0.064512514,0.077196946,0.077309951,0.079573395,0.062212115,0.062647836,0.06172925,0.078375969,0.122016345,0.065141215,0.100149644,0.083866289,0.069781674,0.077607082,0.129532229,0.063866579,0.361620183,0.123017597,0.150188516,0.080009964,0.090278811,0.232176489,0.121051102,0.201947188,0.129941503,0.140342151,0.081899112,0.38465206,0.066121436,0.061988771,0.063979098,0.122845324,0.092732462,0.358974356971502,0.361201643070155,1.48274388824543
"T4799",0.07083508,0.078456502,0.085920387,0.074938743,0.110963091,0.075808806,0.079573395,0.079918162,0.109406473,0.082882093,0.147690091,0.150936005,0.112305145,0.069843882,0.067364384,0.0682163,0.067973595,0.094346142,0.150944373,0.144176194,0.135844879,0.361359496,0.069202853,0.1248478,0.371349406,0.150930816,0.366926052,0.06679503,0.1037435,0.066996332,0.103111673,0.073749653,0.088582848,0.090306422,0.083533806,0.07325826,0.373020137231612,0.323864958418537,1.46194214352671
"T4796",0.092534122,0.098361645,0.223286631,0.09930534,0.10361485,0.088720673,0.079573395,0.100938433,0.094927428,0.101511317,0.305327377,0.117186887,0.105667226,0.090769345,0.088702623,0.093933098,0.08966747,0.104219537,0.117269596,0.315871092,0.115272102,0.094169035,0.090348871,0.109568293,0.311032487,0.105608833,0.306018372,0.308504448,0.108661515,0.090940232,0.614719775,0.097337896,0.097260208,0.100671926,0.100121473,0.090537662,0.470644452188075,0.0736499755143821,1.32253747362263
"T4798",0.095280558,0.094689607,0.112351014,0.094952627,0.107709646,0.096851741,0.079573395,0.095005586,0.094940556,0.095030457,0.37124375,0.132603922,0.096254608,0.095676643,0.094967735,0.095045922,0.095584456,0.112539464,0.115354516,0.467347125,0.113946935,0.094741762,0.09567703,0.099824527,0.272020123,0.129047734,0.235443694,0.433184693,0.116739137,0.095411825,0.262757959,0.09469411,0.094912865,0.096230184,0.106049007,0.094734401,0.389813931149229,0.279804026564631,1.4373940545615
"T4800",0.085935643,0.094884341,0.264466834,0.098707239,0.121737083,0.248831785,0.079573395,0.100693375,0.111103336,0.103149612,0.11394911,0.162103228,0.125228596,0.091667295,0.086399849,0.089147643,0.085761315,0.09951922,0.164844675,0.112018556,0.147895495,0.094615962,0.086000246,0.141895606,0.263792765,0.160491883,0.092896718,0.294501514,0.101601701,0.087630587,0.091159427,0.092914745,0.102750538,0.110658999,0.09726764,0.098836821,0.044657825050654,1.69901875387513,2.22809474837052
"T4802",0.08233213,0.086526327,0.104170886,0.087781757,0.1005451,0.101756978,0.079573395,0.0896271,0.088091691,0.091235812,0.134647173,0.14025706,0.108534729,0.090134636,0.084599114,0.082160566,0.081092385,0.091191528,0.141575067,0.382599408,0.099965857,0.261864793,0.080461936,0.115258535,0.114225748,0.081907812,0.385591695,0.080834458,0.095330397,0.081666814,0.257553981,0.086616716,0.083809681,0.095203818,0.142841047,0.081084133,0.291116702166088,0.550125344435909,1.58800075943782
"T4806",0.094472756,0.091592104,0.13751748,0.091593909,0.093435688,0.265171684,0.079573395,0.091287691,0.091869122,0.091644238,0.10929526,0.129288465,0.096694499,0.109638541,0.099472081,0.093753136,0.097035947,0.12249339,0.131144197,0.26356894,0.161875405,0.377190137,0.095585003,0.091573744,0.312614484,0.12869974,0.092702721,0.105582087,0.126960975,0.099417106,0.411902842,0.092545119,0.091963345,0.093108314,0.151823049,0.10418149,0.250976448141892,0.671420174622037,1.65557890990232
"T4807",0.06983711,0.068064052,0.100216627,0.06823896,0.078087795,0.300969938,0.23791647,0.069375871,0.069467206,0.070480429,0.070016851,0.118773431,0.077980269,0.090556262,0.077722283,0.069796308,0.073762557,0.115401979,0.116406966,0.358826112,0.069580975,0.345647314,0.079589884,0.087776193,0.328144109,0.084247281,0.375935868,0.088139877,0.12861408,0.071572393,0.335249618,0.067548373,0.07057878,0.072647633,0.109999055,0.086372032,0.486714922818906,0.0333069072381642,1.30006075360096
"T4809",0.068292504,0.071093641,0.090630052,0.070791806,0.093862898,0.343459148,0.079573395,0.072941637,0.069987232,0.07685721,0.154340598,0.15298981,0.099641381,0.083047787,0.071531111,0.068276962,0.070038175,0.111351625,0.154168472,0.192730182,0.130344988,0.127446436,0.068344248,0.113440564,0.345603405,0.132468331,0.272308574,0.082580926,0.121483107,0.069933089,0.11147143,0.068726285,0.077247906,0.083465912,0.103925477,0.079311528,0.254029016312758,0.661864550196499,1.65025509334542
"T4811",0.085800251,0.087056547,0.112515978,0.086854187,0.101867883,0.304927771,0.079573395,0.088142791,0.085899184,0.090266474,0.153895291,0.160087017,0.112957359,0.107031182,0.090556079,0.222610867,0.30527348,0.145871899,0.174955132,0.286581658,0.211530677,0.105787921,0.104778504,0.268478469,0.173256946,0.165509823,0.24105839,0.095742694,0.162282256,0.090468688,0.103258791,0.085368282,0.092793193,0.090322914,0.130288938,0.098512998,0.0769076310797513,1.42618391225261,2.07608765993294
"T4812",0.097190146,0.096529363,0.112678956,0.096559946,0.096562063,0.187770077,0.079573395,0.09698847,0.098209043,0.097115625,0.315998342,0.143416742,0.108147527,0.107828153,0.099578663,0.257534868,0.16434968,0.129677039,0.16631372,0.249114066,0.187371985,0.106734077,0.107281567,0.296651953,0.277385281,0.161612128,0.321017327,0.1022693,0.13559582,0.09801974,0.134566982,0.096722214,0.120165905,0.096577901,0.125258522,0.105597329,0.070002032292803,1.47577589224657,2.10371731472302
"T4801",0.085101252,0.084556877,0.09620115,0.084530106,0.10119992,0.084428392,0.079573395,0.085013727,0.085817895,0.085869696,0.143711143,0.151618884,0.100706658,0.095557031,0.102096871,0.085202398,0.085917009,0.107554712,0.155560464,0.182385914,0.138782619,0.097450405,0.088304255,0.119090764,0.088765809,0.09434814,0.248124034,0.090948453,0.113502158,0.089285577,0.225880677,0.084854155,0.084718559,0.088367887,0.107473363,0.090035204,0.00405566890930866,2.64739986453797,2.75647539984358
"T4803",0.094416999,0.090058417,0.107709976,0.091613632,0.090143784,0.102727804,0.079573395,0.090570621,0.098229884,0.08916585,0.08970984,0.117291717,0.090927409,0.109309185,0.097981038,0.094458425,0.096017086,0.122587547,0.118546617,0.229215061,0.100305468,0.150769831,0.096429712,0.096180048,0.387735926,0.090505842,0.090944515,0.101857274,0.313901435,0.101160547,0.354261486,0.094531577,0.08841764,0.087874099,0.117328856,0.100420461,0.244877457648163,0.690698685981176,1.66631973157922
"T4805",0.068458816,0.070976688,0.096650778,0.069744952,0.092360203,0.281575947,0.079573395,0.071154263,0.072317184,0.074950315,0.131106254,0.134741375,0.092660669,0.090380936,0.072053323,0.068444947,0.069381958,0.129708435,0.134154125,0.23080379,0.125523987,0.133345571,0.068537254,0.108470458,0.372368613,0.13474778,0.074922617,0.07969336,0.153046894,0.076712408,0.361991144,0.0683154,0.077850643,0.080992812,0.19846227,0.076859952,0.318146508074453,0.472888098829586,1.54496883303966
"T5743",0.123657962,0.128491067,0.122644461,0.12972143,0.147207923,0.160452808,0.079573395,0.127916677,0.125678595,0.133611144,0.143531539,0.166118975,0.147606677,0.143694595,0.123706406,0.149549395,0.121075914,0.124523741,0.149102924,0.204726357,0.127248994,0.132162866,0.122909889,0.158469117,0.151786813,0.172175801,0.142405896,0.121077235,0.125599927,0.122654992,0.121106171,0.12736944,0.128637938,0.132285949,0.125776337,0.121296646,7.07985203536146e-22,9.54090075324154,6.59711757370296
"T5745",0.088180777,0.090067966,0.110981557,0.090414816,0.114075931,0.224494026,0.079573395,0.092372109,0.099134131,0.095043547,0.087907635,0.163156806,0.116419159,0.110978556,0.094876473,0.097617692,0.092762991,0.128533203,0.093011814,0.244109891,0.246833868,0.228866906,0.090067217,0.133252521,0.25866476,0.163275435,0.098407224,0.110582815,0.137540918,0.09004481,0.13573958,0.087999691,0.094599172,0.092955061,0.121052842,0.106001421,0.0185850632571582,2.08389052381692,2.44252204373631
"T5747",0.106340359,0.107497152,0.109444353,0.107516366,0.117323308,0.121059291,0.079573395,0.108316658,0.108831771,0.109470326,0.150294754,0.17310934,0.124279644,0.120754891,0.195086323,0.106384174,0.105825115,0.115132211,0.185189665,0.205859838,0.183452226,0.130794011,0.130193143,0.143469014,0.138864545,0.153663546,0.205757634,0.108399892,0.115876746,0.10585218,0.10779285,0.106926004,0.108992598,0.11156597,0.112976063,0.107181452,5.18593955667813e-07,4.88444841517441,4.0028236845917
"T5755",0.118413538,0.11940049,0.109831946,0.125523088,0.142318961,0.110544708,0.079573395,0.124966432,0.124655594,0.129705853,0.134656178,0.178981964,0.143877764,0.109712488,0.134719806,0.294458996,0.110316962,0.118702152,0.134180951,0.127572617,0.286828659,0.116603849,0.164095362,0.161048258,0.162542643,0.168109047,0.169929717,0.111076914,0.12081464,0.11719975,0.110100906,0.10369887,0.12175749,0.128060246,0.11347802,0.110147415,0.000379044672767602,3.36766032370251,3.15776100788111
"T5757",0.096268081,0.114635897,0.085348199,0.114992806,0.126798581,0.184889393,0.079573395,0.119224375,0.118880734,0.123275399,0.090617053,0.220022243,0.149967346,0.084854947,0.196199978,0.27464599,0.093734936,0.108530446,0.178381522,0.210995643,0.161170348,0.086103791,0.174205916,0.171965476,0.105950287,0.135747323,0.208520836,0.088136697,0.125483599,0.094459135,0.095739867,0.1120169,0.234603164,0.115336428,0.093579502,0.085059874,0.00614484641977034,2.50371516552101,2.67642296731439
"T5759",0.098394428,0.107497691,0.0899236,0.103402797,0.128794219,0.128225574,0.079573395,0.108791605,0.111089494,0.11034279,0.19197561,0.209627735,0.128353901,0.089687326,0.089192035,0.089684459,0.098289212,0.090557309,0.190929567,0.132439761,0.164976505,0.09151292,0.097817342,0.148393189,0.13307004,0.177193221,0.289661404,0.09346557,0.10294595,0.089119945,0.094607116,0.103697592,0.096946272,0.114336862,0.089214308,0.092912064,0.00425221408068618,2.63135846647397,2.74753810210083
"T6892",0.110573177,0.117351132,0.062824523,0.062407968,0.158286283,0.198885978,0.063121405,0.1265703,0.133434389,0.066164699,0.062420753,0.303237667,0.172507723,0.063407359,0.065124048,0.103162259,0.070275139,0.068219436,0.320531565,0.357014444,0.284948715,0.068364293,0.097071038,0.190032472,0.113596403,0.318740837,0.151366994,0.113030501,0.068001536,0.082249131,0.054888401,0.11570521,0.06324502,0.062725069,0.07527334,0.080291259,0.354048408444541,0.374413343704534,1.49010464955728
"T6894",0.130215138,0.141528896,0.108630199,0.062772413,0.169133768,0.16850502,0.106569226,0.146653858,0.14709341,0.149584922,0.060911218,0.109147967,0.170325627,0.12741782,0.126986917,0.08339034,0.128474134,0.112933697,0.157195514,0.120740933,0.100219243,0.109661825,0.13374193,0.084146674,0.116283245,0.267950059,0.161022679,0.1109481,0.116668199,0.145239115,0.135308847,0.113784071,0.156694069,0.134588642,0.117991744,0.127008926,1.61266729940105e-05,4.15694368121951,3.59750200435688
"T6896",0.124531947,0.133966175,0.104293117,0.064555858,0.153358384,0.12184721,0.106425944,0.107777439,0.140210333,0.118524631,0.072745562,0.075281949,0.173749475,0.120421976,0.06544162,0.060494194,0.123892582,0.106545471,0.286197936,0.316964265,0.082670718,0.276319633,0.126763778,0.105741696,0.120626452,0.287522916,0.119351299,0.121022446,0.108487192,0.127555663,0.11518708,0.132277287,0.144172773,0.143183407,0.091159473,0.118656408,0.0616992931189024,1.54066398584312,2.13986903978577
"T6898",0.126630458,0.131194391,0.128865119,0.065462354,0.167595007,0.148743158,0.125096877,0.13320344,0.130139155,0.133346693,0.068116325,0.127471034,0.152397488,0.133268044,0.127434257,0.085831735,0.126692603,0.127673078,0.231376786,0.127761349,0.06678801,0.073684525,0.12700732,0.114798794,0.127498494,0.251819732,0.152749438,0.126742077,0.126949772,0.1269742,0.138487032,0.128193257,0.135198572,0.130723704,0.126597763,0.126695999,1.53015193006536e-05,4.16893191203226,3.60418112220901
