"","ahpA","abrB","ahpT","antE","bdhA","bmrB","bmrC","bmrD","csn","ctaO","dacF","lip","mcpA","ntdR","pbpH","phy","ppsA","ppsB","ppsC","ppsD","ppsE","pspA","rpmGB","rsiW","secE","sivA","sivC","tlpA","xynC","xynD","ybaJ","ybdN","ybdO","ybfO","ybfP","ybfQ","ydeH","ydeJ","ydjG","ydjH","ydjI","yerI","yflB","yflD","yfmG","yhaP","yhaQ","yjcM","yjdG","yknW","yknX","yknY","yknZ","ylbA","ymaE","ymzB","yncM","ynzD","yoaW","yocD","yokI","yokJ","yokK","yokL","yolA","yolB","yomJ","yoqM","yorD","yphE","yphF","yqaP","yqzG","yrpD","yrzI","yscB","yvgO","yvqJ","ywbE","ywbF","yxaA","yxaB","yxeD","yxzE","pval","z","inv_cof_var"
"GSM672797",10.1390197,14.4894368,9.720425279,7.734865799,13.53679182,12.33601004,9.124426394,9.024631227,9.541005576,9.302730483,7.535639777,10.97806617,12.62693755,10.69138996,10.08286914,7.813247212,8.952978439,9.121938662,9.164875465,9.11824461,9.220974721,12.45691115,13.62914721,14.00014721,13.03570706,10.88007955,13.24606989,8.395967286,8.779644238,8.657939777,12.00570595,8.566478067,10.89925799,9.146624535,9.433663197,12.20520706,10.24135167,9.295815242,12.14299442,12.17809238,12.31592825,11.54474833,9.160485874,8.941266543,9.911007435,10.77595948,11.25578067,13.17780409,10.07365818,12.13645688,12.40349591,12.63887881,11.72477063,11.57396654,9.398832714,10.25501375,11.11582156,12.70912007,8.845825279,12.7039013,10.87543271,11.5763197,11.47656617,11.39588067,13.69896357,13.6081974,11.50648104,8.343217472,13.2904829,12.97545799,13.14779926,12.59049108,7.90411487,12.19250186,9.648879926,10.84170743,8.182026394,8.409305576,10.02762937,9.791836059,9.458850929,9.632133457,7.27630855,9.602318959,0.477859389919735,0.0555267996605442,6.01081426259428
"GSM672799",10.29722862,14.35627175,9.708028625,7.461993309,13.8485,12.17460074,9.243945353,9.119518959,9.696065428,10.04472379,7.354395539,11.2352461,12.61541041,10.53120149,10.12797993,7.693285502,9.063291822,9.142003346,9.205351301,9.263217472,9.250950186,12.54327509,13.59499257,14.12023848,12.70008885,11.1655158,13.50188959,8.550620446,9.006797026,8.852436803,12.09093494,8.861024164,11.11582156,9.442413011,9.376255762,11.9406987,10.09255093,9.365536989,12.44216766,12.33457361,12.36369665,11.89799851,9.567028625,8.830134572,9.853855762,10.8927461,11.284429,12.96003271,10.0766881,12.19544498,12.60967212,13.00295056,12.11406171,11.17542156,9.554050186,10.32496394,11.48629777,12.51075985,8.871863197,12.63150967,10.73581636,11.44300781,11.36494387,11.58882602,13.77175465,13.88999294,11.50065985,8.510088476,13.23109554,12.89724424,13.20315836,12.52257955,7.737766543,11.52813271,10.04106729,11.06789331,8.382762082,8.624420074,9.58410632,9.958141264,9.541005576,9.645053532,7.296479182,9.806930483,0.410957173825106,0.22508346028033,6.07238317527974
"GSM672800",10.2401855,14.19849442,9.675759108,7.692402602,13.55765056,12.48208364,9.292084387,9.1897829,9.56301487,10.00507361,7.350514126,11.23406803,12.60967212,10.47985502,10.00393271,7.647143123,9.040090706,9.25350855,9.2744671,9.310286617,9.264464312,12.44507026,13.44939033,14.00014721,12.86480892,10.93189145,13.32734535,8.601725651,9.01662119,8.811955762,12.0407881,8.737856134,10.83943569,9.49563197,9.428277695,12.03426766,10.31164684,9.438747212,12.39750149,12.2758855,12.32020335,11.69730632,9.433663197,8.645266171,9.877958736,10.85440372,11.2284513,13.21222714,10.08286914,12.56328699,12.66638996,12.91816022,12.11264312,10.92735539,9.405123048,10.28045836,11.19509517,12.54480855,8.756268401,12.56771524,10.80032714,11.38992602,11.30368922,11.42134944,13.5191461,13.66987732,11.46098476,8.684418216,13.1395539,12.9632026,12.96003271,12.52685316,7.731850929,11.05576654,10.02011078,11.07735651,8.462952416,8.534192193,9.670372119,9.971773978,9.400000372,9.432344238,7.105244981,9.856439033,0.351856050982562,0.380314326668251,6.12875014797071
"GSM672807",9.759736431,14.72779442,9.334962454,7.568715242,13.04265836,12.35640037,8.985678439,8.918543866,9.299215242,9.781756506,7.322290706,10.41638848,11.66706952,10.33722862,9.816794796,7.740816729,8.550620446,8.747633457,8.830134572,8.901939033,8.913926766,11.74586245,13.48916357,13.95989033,12.87134275,10.2065,12.06917695,7.881148327,8.768348327,8.546823048,12.0179461,8.225892565,10.00393271,9.020110409,9.085415985,11.96150149,10.06692714,9.151350929,11.6386974,11.61633606,11.61025167,11.36612639,9.282447212,8.710594424,9.656692193,10.4224948,10.99196914,12.39590892,9.914948327,11.96693457,12.18972751,12.40940483,11.49827212,11.05456468,9.103892193,9.788014126,11.09271227,12.58472156,8.685659851,12.32441041,10.74634201,11.40904461,11.35768476,11.53860669,12.5487,12.73028625,11.24241227,8.813281784,12.56328699,13.0393197,13.03570706,12.29098903,7.787331599,11.59268067,9.646335316,9.889610409,7.615062082,8.259020818,9.60756803,9.669020446,9.379951673,9.35100632,7.081839777,9.441220446,0.33965065963221,0.413416730084068,6.14077019470988
"GSM672808",9.84866803,14.84911041,9.525447955,7.454666543,13.03394164,12.19816729,8.849630483,8.771077695,9.371142751,9.585373606,7.40222974,10.50661152,11.74947844,10.38775948,9.780388104,7.704079926,8.485988104,8.715765799,8.7627,8.845825279,8.923778439,11.88757881,13.79092788,13.98971487,13.00295056,10.46688848,12.30886543,7.96097026,8.765206691,8.582377695,11.92414164,8.231637918,10.23182268,9.043852416,9.051007063,12.10844647,10.07806877,9.241455019,11.73118327,11.4039948,11.64925743,11.50178625,9.592969888,8.719429368,9.831281413,10.46197286,10.83237323,12.33457361,9.938826022,11.84121078,12.16733941,12.36678959,11.42064888,11.05850781,9.120642751,9.89214461,11.07273717,13.15417807,8.997761896,12.4632171,10.91759201,11.50759814,11.43575836,11.50542677,12.8679223,12.86961896,11.32028439,8.983715799,13.18357249,12.50924944,12.98548327,12.50036468,7.782479554,11.54940074,9.842369888,9.921168401,7.599091078,8.098784015,10.03785874,9.508453903,9.290828625,9.524164684,7.221266543,9.348395911,0.41155057467971,0.223558126278803,6.07182930051238
"GSM672809",9.74697658,14.71898885,9.428277695,7.495428625,13.15597175,12.13241078,9.098998885,9.005653532,9.628471004,10.03850483,7.404819331,10.56632751,11.85025242,10.52528401,9.870642007,7.741947584,8.747633457,8.726693309,8.848271747,8.887666543,8.93649368,12.20774981,13.83597807,14.18104015,13.4345881,10.67147621,12.41256617,8.056952788,8.866158364,8.524420446,12.31870483,8.42054461,10.17127509,9.359849442,9.304019331,11.9607671,10.36854833,9.437442007,11.8179803,11.8281881,11.86596059,11.45127844,9.347269517,8.831322305,10.04591561,10.46088141,10.81364758,12.72122491,9.921168401,12.1883777,12.38049331,12.45543494,11.61507807,10.93322082,9.267866914,9.913620818,11.23750149,12.82640149,9.012932342,12.55092639,10.64806134,11.62737993,11.56554647,11.82046914,13.19163736,13.23603439,11.43817398,9.034102602,13.11699257,13.2904829,13.06578587,12.62693755,7.884095539,11.28562714,9.990411896,10.29722862,7.691536431,8.316217472,10.07542639,9.541668401,9.15257658,9.442413011,7.300564684,9.719139405,0.453574654037652,0.116634991088569,6.03300368817418
"GSM672810",9.991480297,14.22852825,9.948422491,7.999137918,13.35250967,11.09626803,9.231700743,9.050434201,9.887065428,9.826052045,8.051954647,10.75493755,12.03426766,10.09014535,9.960652788,8.08659145,8.815912639,9.106116729,9.092923048,9.09787026,9.232905204,12.59049108,13.52142082,14.23481264,12.76305799,10.18579145,12.50635242,8.502789963,9.006797026,8.835823606,11.94133643,8.368715242,10.57562602,9.389882528,9.451895167,12.35195651,9.411591822,9.432344238,11.94797546,11.9506539,12.23849145,11.42134944,9.694850186,9.542331227,9.654058736,10.95418476,11.17064349,12.20380818,9.861586245,11.76822193,12.75389331,12.71058885,11.82700706,10.83472677,9.520383643,10.22716952,11.24647937,13.02025465,8.805447212,12.51368253,11.0313039,11.50065985,11.27734684,10.97578959,13.10047026,12.67413941,11.08451636,8.839163941,12.85683234,12.43471264,13.07361654,12.33234981,8.144518587,10.78052045,9.851207435,10.3697052,7.60192119,8.219970632,10.48109219,9.959482156,9.689711524,9.70122342,7.302495911,9.786729368,0.074322664303568,1.44433299561824,6.51511345734954
"GSM672811",9.984120446,14.5149171,9.500806691,7.614147955,13.20690632,11.8179803,8.968894424,8.99717881,9.57370223,10.11216691,7.304376952,10.79800781,11.89411264,10.46929405,9.860341264,7.670738662,8.60055539,8.818431227,8.889076208,8.958167286,9.10909052,12.2344052,13.48706506,14.21067918,12.92150372,10.37205093,12.51217212,7.996134572,8.974626394,8.71195948,12.09219442,8.393543866,10.30923346,9.324801487,9.304019331,12.05292342,10.31892639,9.423149442,11.98993309,12.01517881,12.05551227,11.54819108,9.592969888,8.778329368,9.785500743,10.64203271,11.17120167,12.88356729,9.999513197,12.33911152,12.36067658,12.78208439,11.97618699,10.37802602,9.190962082,9.887675836,11.07857138,12.67568848,8.895476208,12.38639349,10.96242974,11.49708959,11.55433086,11.76631543,13.07797286,13.08807955,11.3869868,9.082944981,12.8679223,13.03570706,13.04114164,12.53577732,7.716571004,10.60271673,9.912310037,10.29119926,7.733788104,8.366150929,9.961820446,9.905337361,9.166081041,9.269001115,7.015959108,9.648879926,0.402773169921984,0.246175552166347,6.08004207324894
"GSM672812",10.07193197,14.70664796,9.465282156,7.440665428,13.37334182,11.7631513,9.199481413,9.102701487,9.432344238,10.00393271,7.395965799,11.00422416,11.74823048,10.60049368,10.0087881,7.702029368,8.635448699,8.886296654,8.946330112,9.03881487,9.02275948,12.22743866,13.36243383,14.3392342,12.86331896,10.27803457,12.36217918,8.073602602,8.879577695,8.71195948,12.03426766,8.399660595,10.4428803,9.352210781,9.39121487,11.96003271,10.42009851,9.324801487,12.24164052,12.20240781,12.18015093,11.51608104,9.447581784,8.604154275,10.15073662,10.48458067,11.13711487,13.17062045,10.09716097,12.42890074,12.52257955,12.84223494,12.05679591,10.06210632,9.207777695,9.90340855,11.06917918,12.52835316,8.927639405,12.52103866,10.78880818,11.64867435,11.61025167,11.69346877,13.15597175,13.13193197,11.38389442,8.983071375,13.28644796,12.88436691,12.97208327,12.82172268,7.637442007,10.3660829,10.06085762,10.11089517,7.768869517,8.485988104,9.430920818,9.778504089,9.163631227,9.281081041,7.064322677,9.694850186,0.485538614214767,0.0362572608325667,6.00381716469643
"GSM672813",10.00747918,14.3002197,9.419314498,7.567879926,13.49568401,11.65711152,9.247679926,9.11824461,9.531951673,10.11712491,7.306538662,11.13919257,11.98454572,10.42599777,10.137871,7.782479554,8.67227658,8.924918587,9.006797026,9.082944981,9.068281041,12.42288327,13.31737249,14.57595186,12.66355688,10.43927658,12.35006059,8.29409368,9.020110409,8.786026394,11.97911264,8.595686989,10.40780558,9.505805576,9.525447955,12.18563792,10.31773494,9.255978439,12.31169033,12.25932435,12.15306543,11.45253383,9.272632342,8.398508922,10.07806877,10.6237948,11.23992454,13.14508736,9.985307807,12.50189554,12.52835316,12.81725688,12.09768922,9.975315242,9.334962454,9.864209294,11.10436394,11.83474164,8.70175539,12.57725279,10.63199814,11.42249628,11.33414907,11.55308104,13.06929071,13.00986097,11.27260967,8.771788476,12.83902974,13.00465167,12.9736632,12.59782974,7.645181784,10.65360335,9.690378996,10.08403457,7.610263941,8.510088476,9.469037546,9.855135316,9.323555762,9.257236803,7.16630632,9.460184387,0.423985615862924,0.191707626484756,6.06026384131048
"GSM672814",10.02264535,13.88999294,9.621913755,7.445059851,13.98155204,12.03291822,9.224525279,9.089297398,9.873116357,10.30216766,7.440665428,10.90626022,12.48055799,10.53120149,10.3635,7.839541636,8.737856134,8.986883643,9.017198327,9.037702974,9.111561896,12.75695279,13.06405353,14.40126208,12.71507175,10.67147621,12.90971413,8.617136803,9.111561896,8.795147584,12.04151283,8.931406691,10.72635353,9.667862082,9.434879926,12.26155651,10.50502379,9.464062082,12.45830409,12.52835316,12.52685316,11.66706952,9.385126394,8.324371375,9.937569888,10.64203271,11.23992454,13.10802045,9.856439033,12.77562007,12.81725688,12.95315316,12.11942565,10.5733777,9.491711524,9.857714498,11.24358141,11.65105948,8.818431227,12.92828178,10.69258996,11.33044126,11.25459517,11.51478885,13.51702342,13.38058216,11.10549071,8.686794052,13.10592714,13.19254647,13.22262807,12.40349591,7.809278067,11.06789331,9.813261338,10.6408119,7.668779182,8.864891078,9.883156134,10.01006208,9.601017844,9.437442007,7.373147584,9.688352416,0.442916555172395,0.143578764522355,6.04278743142495
