"","etfA","ccpA","fadR","etfB","exuR","exuT","fadB","kdgA","kdgR","kdgK","kdgT","kduD","kduI","lcfA","lcfB","nagA","nagR","nagB","pchR","rhaA","rhaR","rhaB","rhaEW","rhaM","uxaA","uxaB","uxaC","uxuA","yjmB","yjmC","yjmD","yjmF","yvmA","pval","z","inv_cof_var"
"GSM672722",10.96685353,13.25369033,11.47787249,11.50287249,10.03007658,7.509195911,11.5435829,9.27505948,10.09954424,9.833729368,9.586639777,10.31892639,10.14026543,10.44871636,9.354954647,11.30964275,10.72878178,11.31787472,9.663977323,8.694099628,10.48577063,9.934946097,10.29357361,8.837883643,8.15352119,8.1188829,9.421286617,7.696285502,7.488408178,7.594366171,7.676433829,7.718559851,9.369944238,0.0924425466631679,1.32586296158538,7.32852162463307
"GSM672724",11.09843086,13.61520669,11.75559182,11.74338513,10.02264535,7.945713755,11.88133755,9.916043494,10.27181115,10.21518253,9.977117472,10.31773494,10.52881636,10.71943829,9.59959145,11.51852045,10.92844275,11.57041264,9.55144052,9.575712268,11.09961338,10.28171859,11.24112156,9.985307807,8.265997026,8.447001487,9.904658736,8.137154275,8.34082119,7.967410409,8.103662082,8.037214126,9.617849071,0.0153965785769527,2.15973542500288,7.96467088102674
"GSM672725",10.03721264,12.89724424,10.93138271,10.71350892,10.6261316,7.281887361,10.80887472,9.075482156,10.31645688,9.937569888,9.226846097,10.89029628,10.81497212,10.87208662,8.989582156,11.81669368,11.0609684,11.75077844,9.71651487,8.145573978,10.1353223,9.879227881,9.133273234,8.689369888,8.068419703,7.965228625,7.685833086,7.438816357,7.221266543,7.249794424,7.298382528,7.375808178,9.571112639,0.434380666406485,0.16523205876012,6.44309307509943
"GSM672726",10.66550706,12.84514201,11.16270446,11.16042491,9.791836059,7.279125651,11.34454126,9.415497026,10.2401855,9.940048699,9.467850558,10.42954089,10.5378948,10.48577063,9.024053532,11.49468773,10.6237948,11.51967435,9.531951673,7.849694796,10.07311375,9.803089219,9.35100632,8.150184387,7.909552788,7.899507435,8.444594424,7.283749814,7.096736803,7.177962454,7.27630855,7.386197398,9.509933457,0.413326049399977,0.218997367022481,6.48410985209036
"GSM672727",10.47985502,12.96003271,11.26665725,11.26177993,10.50820223,7.452099257,11.31557286,9.239005576,10.05582602,9.800424907,9.367478067,10.63199814,10.86981041,10.65360335,9.127955762,11.62253309,10.88292825,11.67839033,9.702426022,7.970501487,10.11089517,9.737737361,8.962276952,8.175404461,7.995139033,8.066166171,7.954822677,7.484089591,7.211249442,7.198866171,7.359909665,7.475075093,9.630962082,0.444578010467955,0.139372223013351,6.423364979974
"GSM672728",11.75320818,12.9836684,12.19392119,12.38714758,10.54986357,7.575992937,12.26005576,10.3979829,11.25086022,11.12047993,10.588729,11.60389777,11.34937286,12.41567323,10.45367881,10.84853383,9.759736431,10.99077807,8.992026022,9.818199628,10.11953383,10.12733141,9.389882528,10.2065,7.8676671,7.956737175,8.94315316,8.109748699,8.098244981,7.915262639,7.919985874,7.693285502,8.676886989,0.440617499218742,0.14940381898774,6.43101793962852
"GSM672730",11.68608067,12.77412974,12.39153123,12.46005688,10.48817732,7.951738662,12.35640037,10.64806134,11.05850781,10.97927509,10.70047807,11.43575836,11.42134944,12.6418026,10.29002602,10.98619703,10.01882751,11.00848364,8.795147584,9.898987918,10.33973569,10.27428959,9.768651673,10.45256691,7.982855019,7.953687361,9.144256877,8.162741636,8.397209294,8.047924535,8.113799628,7.914788104,8.812618773,0.314685231037734,0.482613119387359,6.6852185014314
"GSM672731",10.09603011,12.99944721,11.21415576,10.7904697,10.23788662,7.225685502,11.19147212,9.404410595,10.41887398,10.05336431,9.331000743,10.90396134,10.93927732,11.25086022,8.83260855,12.03291822,11.14807026,12.04223755,9.586639777,8.419263569,10.23297993,9.880541264,9.381207807,9.366164684,8.045720074,8.06677119,7.943737175,7.431591822,7.582311152,7.280977695,7.492395725,7.320828439,9.507092565,0.442151414986181,0.14551682846523,6.42805261070956
"GSM672733",10.4978948,12.91142379,11.1592223,11.23069257,10.47263569,7.522989591,11.2654855,8.950156134,9.793090335,9.513952416,9.201721561,10.47872528,10.68322677,10.5558368,9.090420074,11.62612305,10.79461747,11.58120632,9.46970539,7.854380669,9.826052045,9.400621561,8.788727138,8.14140223,8.003266543,7.926234201,8.032024535,7.540397398,7.206927881,7.300564684,7.418300743,7.523875465,9.397619331,0.37466538225032,0.319521930011201,6.5607985890376
"GSM672734",12.07309777,12.75841524,12.26005576,12.58323271,10.00627323,7.949688476,12.55718141,10.24135167,10.76552491,10.59873699,10.28889442,11.23992454,11.04578699,12.44216766,10.49963327,11.10436394,10.02762937,11.14998532,8.839163941,9.879227881,10.48109219,10.3503487,10.06448922,10.41393086,8.027893309,7.943737175,9.856439033,8.414241264,8.528111524,8.360233086,8.323040892,8.187467286,9.011796654,0.161730705274383,0.987369745347345,7.07029003976742
"GSM672735",12.02449777,12.88029071,12.50924944,12.78984721,10.18579145,7.978735688,12.68798067,10.40780558,11.07026989,10.83472677,10.54625725,11.2785487,11.27734684,13.02854461,11.23406803,11.08555204,10.02391561,11.20569219,8.9057171,9.898328625,10.3081487,10.29234758,9.744597026,10.40910855,7.847688476,7.855413383,9.286335316,8.158015613,8.338381041,7.939507435,8.165575836,8.019144424,8.819794796,0.470876534969669,0.0730666628214736,6.3727814259399
