"","comZ","spo0A","divIVA","dnaA","dnaG","dnaN","ftsE","ftsX","med","metS","parA","parB","pdeH","pdxS","pdxT","pit","sacT","sepF","tagV","tkt","tsaC","yabD","ykaA","ylmD","ylmE","ylmG","ylmH","yqxD","yqzC","yqzD","yrrL","yvyE","ywcI","yydA","pval","z","inv_cof_var"
"GSM672791",12.19107955,12.72569926,13.30389257,13.17256729,13.93848699,12.79327175,13.58615465,13.0950171,11.64474981,13.09337732,12.51075985,12.48055799,11.02258996,15.06041338,15.34516989,13.54925019,10.26368476,13.52142082,13.2291658,14.16637026,10.62021264,11.51240149,14.20445688,13.53887881,13.70143383,13.96540669,13.09676506,13.91563829,12.00980706,13.43237621,11.14255428,13.18883978,8.287225279,11.35999851,0.489554161443563,0.0261868269056303,8.94068625921014
"GSM672794",11.94606766,12.59350818,13.3970368,13.28255242,13.45315651,12.55092639,13.60618996,12.80153755,12.13388587,13.05512156,12.81482881,12.66638996,11.04578699,14.52939071,14.84911041,13.28452677,10.28171859,13.59032751,13.08473941,14.43977026,10.14765651,11.43945204,14.26004424,13.21581859,13.6246145,13.75453086,12.78051896,13.77175465,12.29315279,14.05925799,11.38151115,13.00465167,8.120082156,11.58882602,0.435554061253652,0.162251097938525,9.13496041490758
"GSM672795",12.18563792,13.39879777,13.44939033,13.33519294,14.39285335,12.69559926,12.20653755,12.10715093,11.1518223,12.94628513,12.65605019,12.9331223,10.33973569,14.961471,14.99943048,12.84223494,10.67507658,13.29444201,12.24009331,14.09040223,10.53918104,10.66433346,14.02859517,13.74509665,13.72151636,13.71375353,12.99767955,13.93848699,11.91645465,13.19793569,11.28675688,12.3683684,9.589195539,11.84121078,0.34568434139654,0.39699834262195,9.47013527320779
"GSM672796",11.77196952,12.71058885,13.17595502,13.16865353,13.96540669,12.50036468,12.73823494,11.74211264,11.49468773,12.92503755,12.91991375,12.88436691,10.01256431,14.89277844,15.01592007,12.72346599,11.04454907,13.11002677,12.12079071,13.60160558,10.33233123,11.00960112,13.82056989,13.32938104,13.33925093,13.32734535,12.66205019,14.06056301,11.53634684,13.33519294,11.25459517,12.2190777,10.21518253,11.37077807,0.200017099622899,0.841560156754333,10.1048858248424
"GSM672797",12.57880929,12.77884796,13.57313309,13.36649851,13.95421375,12.76305799,13.57540669,13.12992751,11.90566059,13.18693197,12.78051896,12.83584424,11.42134944,15.0717881,15.02109257,13.97367398,10.47153086,13.61170316,13.5084171,14.11600446,10.59704647,11.20930781,14.73161599,13.45315651,13.77175465,13.64514461,12.91816022,13.87933941,12.74445799,13.94646394,11.26915056,13.71904721,8.538096654,11.8141171,0.374296235422492,0.320495856558025,9.36090412989588
"GSM672798",12.40656468,12.87304684,13.52764833,13.32318773,13.84591078,12.76159257,13.63389182,13.35817584,11.90186766,13.12992751,12.80153755,12.83102602,11.44300781,15.02109257,15.06617509,13.91831896,10.40780558,13.7086368,13.31737249,14.23157435,10.72067398,11.07735651,14.64878104,13.47196803,13.76919963,14.24770112,13.07957993,13.94393941,12.41256617,13.81090595,11.21293494,13.49568401,8.291892937,11.3224881,0.471506521986187,0.0714833895287088,9.00536122048243
"GSM672799",12.38563941,12.94463234,13.49133829,13.40495093,13.93848699,12.76934647,13.66527955,13.32318773,12.12529108,13.10802045,12.60212045,12.68502305,11.49708959,15.05480706,15.37522491,13.65160669,10.43461636,13.89516245,13.40092937,14.26317249,10.7218171,11.30132639,14.25258736,13.37237472,13.79624275,14.17513717,13.17062045,13.8692948,12.41414164,13.83099145,11.33044126,13.33340483,8.085531599,11.54474833,0.464801136514961,0.088345252766959,9.029436785796
"GSM672800",12.11816134,12.72426729,13.32938104,13.25970781,13.94646394,12.76934647,13.60160558,13.19436877,11.86197993,13.10592714,12.61245019,12.5077974,11.23992454,15.11127918,15.34516989,13.57750632,10.32005799,13.54336506,13.24083643,14.27576691,10.65846506,11.35176059,14.3392342,13.64061375,13.67681933,14.10146097,13.03040297,13.90293309,12.26860632,13.78840558,11.20118141,13.1633513,8.325435688,11.51478885,0.472234596245309,0.0696538278752172,9.00274895098045
"GSM672802",12.47610223,12.65748922,13.39298996,13.35442714,13.7497,12.84075093,13.66527955,13.04989703,12.30886543,13.10225725,12.59922416,12.55092639,11.25331078,14.90230818,15.09480297,13.64726729,10.12320297,13.65857993,13.36649851,14.24770112,10.23546394,11.44062416,14.3805052,13.42404535,13.7680039,14.13271375,12.98202045,13.86138401,12.39590892,13.85341561,11.31557286,13.19436877,8.238844238,11.41876506,0.478730916024327,0.0533389684449025,8.97945440409399
"GSM672803",12.50924944,12.84824535,13.32523234,13.33925093,13.74856691,12.61667063,13.70521487,13.27671636,12.35069814,13.1633513,12.77562007,12.78208439,11.34337435,14.94641301,15.05480706,13.73590855,10.3635,13.82567398,13.30005502,14.35976208,10.59594424,11.27734684,14.24770112,13.56651933,13.76423197,14.38725613,13.09337732,13.72863755,12.52257955,13.77660149,11.41278104,13.12992751,8.522778253,11.16780799,0.386489211312694,0.288481195706349,9.31519322313333
"GSM672804",12.48593048,12.87304684,13.33925093,13.36438513,13.94393941,12.77709554,13.02196208,13.03222825,11.87429182,13.26519851,12.80232175,12.83733197,11.24241227,15.0689816,15.13162063,13.80343717,10.46563457,13.48916357,13.04444907,14.41200297,10.49302193,11.23406803,14.55173829,13.4302974,13.59499257,13.77175465,13.10592714,13.81090595,12.56473271,13.83099145,11.45513903,13.10225725,8.170436245,11.77196952,0.430721036571313,0.174538758737083,9.15250488054146
"GSM672806",11.70990037,13.24788216,13.25773792,13.13379517,14.08497249,12.59922416,12.07309777,11.6064513,11.02835167,12.84824535,12.95315316,12.86331896,9.893404089,14.89277844,14.961471,12.52685316,10.91926171,13.48460855,11.802529,13.99478104,10.09135651,10.98158476,13.47410706,13.77427435,13.55558736,13.87933941,12.90673086,14.04280037,11.20569219,12.82483383,10.86057249,11.90309033,9.77656171,11.34699628,0.460117055465024,0.100138826771595,9.04627578853356
"GSM672807",12.40656468,12.54013457,13.27297993,13.32318773,13.9054052,12.52395651,13.80104535,13.47612974,12.18154349,13.2692461,12.71656803,12.83257361,11.47546394,14.87297918,15.08293978,13.73114758,10.55114572,13.5255539,13.56877881,14.31640743,10.67743309,11.30602491,14.58946431,13.5084171,13.71644461,14.16922491,13.14322714,13.98155204,12.60530818,14.05355316,11.09029926,13.64061375,8.325435688,11.5304,0.425891306690256,0.186844425926447,9.17007505591049
"GSM672808",12.67875353,12.69237249,13.60378104,13.38685874,13.92297026,12.90673086,13.74402658,13.6106,12.27279517,13.21581859,12.78208439,12.78678773,11.61993123,14.85605539,14.78475056,13.87665688,10.76431338,13.62670483,13.72369888,14.06780892,10.59128327,11.35176059,14.8169052,13.35631375,13.63743011,13.66292007,13.10047026,13.93848699,12.97873309,14.24609498,11.29765019,13.82056989,8.217745725,11.58120632,0.368472517885597,0.335901646008538,9.38290069604533
"GSM672809",12.80924201,12.81725688,13.83360706,13.46152045,13.89249665,12.99432751,13.70143383,13.30005502,12.1703171,13.19436877,12.61394312,12.719671,11.54112342,15.11720743,15.24369703,13.90030558,10.65138476,13.55558736,13.73361487,14.26634535,10.66850595,11.3149829,14.64045799,13.47612974,13.7086368,13.92297026,13.04265836,14.00869331,12.79232416,14.11600446,11.30785019,13.66754238,8.144518587,11.4622,0.45549888320828,0.111780100134655,9.06289733463587
"GSM672810",12.62237993,12.719671,13.5084171,13.56877881,13.95159331,12.95834721,13.78840558,13.32130186,11.97097658,13.38685874,12.41094461,12.75695279,11.50542677,15.45858439,15.11127918,13.82289926,10.52022342,13.49777063,14.01692193,14.11600446,10.87543271,11.7049197,14.71898885,13.42184944,13.83099145,13.15971115,13.02854461,13.65388439,13.1395539,14.1263052,11.39223755,13.92068736,9.75460855,12.10308439,0.156599838460856,1.00853086736954,10.3432885560276
"GSM672811",12.32160558,12.82172268,13.38685874,13.51480558,13.80343717,13.02507807,13.83859442,13.30389257,12.01920743,13.20139963,12.5479145,12.57407212,11.28929814,15.21679294,15.17188364,13.77660149,10.37684833,13.49777063,13.68176245,14.22852825,10.58636245,11.41994833,14.5973803,13.35442714,13.7109197,14.13440409,13.03222825,14.04552862,12.50036468,13.98436729,11.21293494,13.73114758,8.254450186,11.68608067,0.486887383173659,0.0328743764895881,8.95023482063075
"GSM672813",12.27727844,12.72872639,13.24969777,13.59271896,13.97082379,12.98548327,13.62670483,13.22549963,11.92944684,13.44939033,12.87134275,13.02354647,11.41637175,15.03851413,15.00514164,13.87172416,10.41638848,13.60618996,13.4302974,14.37361413,10.69258996,11.34337435,14.72779442,13.44091413,13.79624275,14.08209294,13.26165428,13.98711561,12.43780892,13.90805539,11.30964275,13.34786524,8.140407807,11.43328625,0.477719024763452,0.0558791892093122,8.98308136097654
"GSM672814",12.7521803,12.85326877,13.24257695,13.47196803,13.87933941,12.89065985,13.56426171,13.00295056,12.08006543,13.24083643,12.92673643,13.06050818,11.29171004,15.23706097,15.25573643,13.91315353,10.4894658,13.6722223,13.53887881,14.09040223,10.74380595,11.29765019,14.6281855,13.51256134,13.76919963,13.96540669,13.07797286,14.03156208,12.44963011,13.85341561,11.41278104,13.53679182,8.436023792,11.80914981,0.387227718305238,0.286551915753453,9.31243857467854
"GSM672815",12.05809554,12.76159257,13.24257695,13.50399368,13.94393941,12.74146729,13.14322714,12.6836,11.65836766,13.21222714,12.96003271,12.9331223,11.1493119,14.99943048,14.98346506,13.55989331,10.34636691,13.44308773,12.84824535,14.21067918,10.35757398,11.31787472,14.57775836,13.53224944,13.55558736,13.94646394,12.78984721,13.98971487,12.33601004,13.74509665,11.31439294,12.99596394,8.090775465,11.47787249,0.499938862264555,0.000153249576913993,8.9035152133733
"GSM672817",11.6522461,12.79327175,13.25369033,13.07957993,13.45315651,12.39295911,12.56328699,12.01371413,11.24592528,12.84223494,12.8108052,12.73666097,10.10210855,14.69906245,14.76992677,12.71816097,11.1649145,13.19793569,12.01173903,13.40275985,10.36235093,10.90037918,13.81818216,13.36020558,13.16149219,13.7680039,12.55561822,13.95159331,11.76691301,13.32734535,10.90512491,12.03948625,10.32436914,11.27618439,0.151485811096355,1.03008176981142,10.374059186294
